"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final5/ping-1576678732-orig-jumbo-2928-9000-dstat.csv",,,,"Date:","18 Dec 2019 17:23:27 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.089,0.016,99.890,0.006,0,4374.766,15359.631,0,0,0,0,1468.575,119.565
3.023,2.015,94.962,0,0,0,77824,2139852,2140008,0,0,28479,27562
4.433,2.463,93.103,0,0,0,0,2139540,2139384,0,0,28467,27545
4.218,1.985,93.797,0,0,0,0,2148588,2148744,0,0,28589,27667
3.759,2.256,93.985,0,0,0,143360,3066776,3066904,0,0,30422,29425
3.778,2.267,93.955,0,0,0,0,4631188,4631294,0,0,33659,32714
3.741,3.242,93.017,0,0,0,24576,4639057,4639057,0,0,33717,32809
3.769,2.764,93.467,0,0,0,0,5794223,5794336,0,0,33248,32278
3.030,2.778,94.192,0,0,0,0,8445600,8445203,0,0,32322,31379
3.769,2.261,93.970,0,0,0,0,8459100,8459100,0,0,32372,31436
3.008,3.759,93.233,0,0,0,0,9067856,9067856,0,0,31875,30894
3.797,1.772,94.430,0,0,0,24576,14799536,14799536,0,0,29186,28255
2.750,3.500,93.750,0,0,0,0,14859500,14859500,0,0,29287,28339
2.792,2.284,94.924,0,0,0,0,14852136,14853188,0,0,29274,28328
4.229,2.736,93.035,0,0,0,0,16561768,16560716,0,0,27587,26615
3.266,2.261,94.221,0.251,0,0,0,18102756,18102756,0,0,26390,25449
4.489,1.995,93.516,0,0,0,24576,18115608,18117036,0,0,26415,25484
3.474,3.226,93.300,0,0,0,0,18138456,18138456,0,0,26441,25498
3.722,3.226,93.052,0,0,0,0,18285756,18284328,0,0,25840,24867
3.713,3.218,93.069,0,0,0,0,18596462,18596462,0,0,25604,24673
4.478,1.990,93.532,0,0,0,0,18647938,18647938,0,0,25669,24736
3.491,2.743,93.766,0,0,0,24576,18647938,18649452,0,0,25674,24737
