"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final5/ping-1576678732-macsec-morus640-e-frag-1500-dstat.csv",,,,"Date:","18 Dec 2019 19:45:54 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.207,0.024,99.763,0.006,0,4290.820,15728.057,0,0,0,0,1898.090,135.601
1.013,0.759,98.228,0,0,0,45056,1115200,1115360,0,0,14294,14017
1.008,1.259,97.733,0,0,0,0,1115040,1114880,0,0,14259,13981
1.253,1.253,97.494,0,0,0,0,1109920,1109920,0,0,14211,13936
0.254,1.018,98.728,0,0,0,0,1116160,1116160,0,0,14264,13991
0.758,1.263,97.980,0,0,0,0,1113202,1113472,0,0,14248,13983
0.756,1.259,97.985,0,0,0,12288,1111007,1110720,0,0,14216,13956
1.013,0.759,98.228,0,0,0,0,1113280,1113587,0,0,14247,13980
1.259,1.259,97.481,0,0,0,0,1840371,1840064,0,0,14236,13909
0,1.519,98.481,0,0,0,0,1998720,1999008,0,0,14229,13950
0.759,1.013,98.228,0,0,0,0,1992096,1992096,0,0,14158,13882
0.506,1.519,97.975,0,0,0,1253376,2001312,2001024,0,0,14440,14041
0.758,1.010,98.232,0,0,0,0,1992384,1992672,0,0,14148,13871
0.508,1.015,98.477,0,0,0,0,2016864,2016864,0,0,14320,14051
0.508,1.015,98.477,0,0,0,0,2001024,2000736,0,0,14212,13931
0.505,1.515,97.980,0,0,0,0,3079936,3080480,0,0,14205,13850
0.508,1.015,98.477,0,0,0,24576,3759584,3759584,0,0,14151,13891
0.754,1.759,97.487,0,0,0,0,3751424,3751424,0,0,14150,13863
0.758,1.263,97.980,0,0,0,0,3747616,3747072,0,0,14097,13817
0.761,0.761,98.477,0,0,0,0,3744896,3745550,0,0,14121,13830
0.506,1.266,98.228,0,0,0,0,3753056,3753056,0,0,14103,13836
0.750,2.250,97,0,0,0,12288,3744896,3744352,0,0,14111,13840
1.010,1.263,97.727,0,0,0,0,4948767,4948640,0,0,14039,13688
0.758,1.515,97.727,0,0,0,0,7182912,7183059,0,0,13923,13649
0.254,1.527,98.219,0,0,0,0,7239027,7238880,0,0,14041,13766
1.013,1.013,97.975,0,0,0,0,7257888,7257888,0,0,14098,13833
0.254,1.523,98.223,0,0,0,139264,7209312,7209312,0,0,14000,13717
1.008,1.511,97.481,0,0,0,0,7156512,7156512,0,0,13869,13598
1.256,1.508,97.236,0,0,0,0,7175520,7175520,0,0,13904,13637
1.015,1.015,97.970,0,0,0,0,7271768,7273200,0,0,14068,13737
0.758,1.515,97.727,0,0,0,0,9544280,9542848,0,0,13666,13384
0.761,1.015,97.462,0.761,0,0,13283328,9371008,9372440,0,0,13433,13161
0.758,1.263,97.727,0.253,0,0,0,9528528,9527096,0,0,13632,13346
1.013,1.013,97.975,0,0,0,0,9499888,9501320,0,0,13597,13313
0.509,1.018,98.473,0,0,0,0,9521450,9521450,0,0,13610,13338
0.256,0.767,98.977,0,0,0,0,9557168,9555736,0,0,13674,13393
0.761,1.015,98.223,0,0,0,12288,9591536,9592968,0,0,13717,13463
1.259,1.511,97.229,0,0,0,0,9721110,9721196,0,0,13651,13301
1,2.250,96.750,0,0,0,0,9962634,9961116,0,0,13437,13163
1.504,1.754,96.742,0,0,0,0,9941382,9941382,0,0,13439,13156
1.003,2.005,96.992,0,0,0,0,9944418,9945936,0,0,13425,13157
0.758,1.515,97.727,0,0,0,24576,9933792,9932274,0,0,13433,13155
0.509,1.018,98.473,0,0,0,0,9944418,9945936,0,0,13416,13137
1.005,1.759,97.236,0,0,0,0,9918612,9918612,0,0,13412,13129
0.506,1.519,97.975,0,0,0,0,9961116,9961116,0,0,13452,13165
