"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final5/ping-1576678732-orig-jumbo-without-encryption-2928-9000-dstat.csv",,,,"Date:","18 Dec 2019 17:41:00 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.106,0.017,99.872,0.006,0,4364.122,15405.896,0,0,0,0,1604.664,121.650
2.785,1.519,95.696,0,0,0,0,2162160,2162160,0,0,28758,27816
3.242,2.494,94.264,0,0,0,36864,2156700,2156544,0,0,28690,27758
3.750,1.750,94.500,0,0,0,0,2154672,2154672,0,0,28665,27741
3,3,94,0,0,0,0,3138292,3138576,0,0,30627,29657
4.010,2.256,93.734,0,0,0,57344,4629200,4629306,0,0,33644,32728
3.518,2.764,93.719,0,0,0,0,4623153,4623153,0,0,33598,32669
3.769,2.513,93.719,0,0,0,4096,5865351,5864924,0,0,33173,32235
3.275,2.519,94.207,0,0,0,0,8496360,8497043,0,0,32508,31562
4.762,1.754,93.484,0,0,0,0,8512020,8512020,0,0,32561,31638
4.271,2.010,93.719,0,0,0,28672,9315272,9314732,0,0,31851,30905
4.261,2.005,93.734,0,0,0,0,14535484,14535484,0,0,28675,27764
2.545,2.290,95.165,0,0,0,0,14601760,14602812,0,0,28793,27841
3.038,2.278,94.684,0,0,0,0,14457636,14456584,0,0,28521,27574
3.291,1.772,94.937,0,0,0,0,16372968,16372968,0,0,27518,26533
3.283,2.020,94.697,0,0,0,28672,18011364,18012792,0,0,26270,25343
3.030,1.768,95.202,0,0,0,0,17453016,17453016,0,0,25478,24539
2.525,2.525,94.949,0,0,0,0,17475864,17474436,0,0,25510,24545
3.046,1.523,95.431,0,0,0,0,17512908,17512908,0,0,24985,23979
3.788,1.010,95.202,0,0,0,0,17980264,17980264,0,0,24809,23934
3.769,1.759,94.472,0,0,0,28672,18054450,18055964,0,0,24889,23963
3.275,1.763,94.962,0,0,0,0,17951498,17949984,0,0,24751,23800
