"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/ping-1571335153-no-macsec-1464-1464-dstat.csv",,,,"Date:","17 Oct 2019 19:59:24 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.279,2.078,92.115,4.528,0,605913.545,8758.651,0,0,0,0,286.520,279.101
3.409,13.636,82.955,0,0,0,0,255688,255688,0,0,6578,4402
3.333,10.556,83.333,2.778,0,4096,4096,287308,287184,0,0,5313,4886
3.763,11.290,84.409,0.538,0,0,417792,290160,290284,0,0,5143,4925
3.955,10.169,85.876,0,0,0,0,280240,280116,0,0,5932,4780
3.448,11.494,82.184,2.874,0,0,49152,247012,247012,0,0,6365,4268
2.312,13.295,84.393,0,0,0,0,252712,252712,0,0,6498,4336
3.297,11.538,85.165,0,0,0,0,280736,280736,0,0,5447,4768
2.857,10.286,86.857,0,0,0,0,274164,274288,0,0,5778,4663
1.714,9.714,88.571,0,0,0,0,280736,280736,0,0,5458,4771
2.732,12.568,83.060,1.639,0,0,12288,271188,271064,0,0,5370,4614
2.762,10.497,86.740,0,0,0,0,290904,291028,0,0,5102,4910
3.371,10.674,85.955,0,0,0,0,273916,273792,0,0,5805,4661
3.209,12.834,83.957,0,0,0,0,290532,290532,0,0,5112,4910
2.778,11.111,86.111,0,0,0,0,285696,285696,0,0,5375,4848
2.174,13.043,80.978,3.804,0,0,12288,271064,271188,0,0,5559,4609
2.703,12.432,84.865,0,0,0,0,291028,290904,0,0,5139,4907
1.744,12.791,85.465,0,0,0,0,255192,255316,0,0,6306,4369
2.857,12.571,84.571,0,0,0,2166784,257424,257300,0,0,6378,4430
3.315,12.155,84.530,0,0,0,0,276396,276396,0,0,5689,4693
3.867,11.602,80.110,4.420,0,0,20480,261640,261640,0,0,5772,4454
2.732,11.475,85.792,0,0,0,0,290532,290656,0,0,5118,4904
3.409,11.364,85.227,0,0,0,0,268868,268744,0,0,5800,4610
1.705,11.364,86.932,0,0,0,0,553140,553140,0,0,5731,4632
3.488,9.884,86.628,0,0,0,0,526932,526932,0,0,6185,4440
1.807,9.036,84.337,4.819,0,0,16384,482076,482328,0,0,6112,4060
2.907,11.628,85.465,0,0,0,0,500724,500472,0,0,6352,4208
2.762,16.575,80.663,0,0,0,0,498960,499212,0,0,6365,4208
1.149,14.943,83.908,0,0,0,0,499716,499716,0,0,6369,4213
3.571,8.929,87.500,0,0,0,0,498456,498456,0,0,6311,4201
2.286,13.143,80.571,4,0,0,12288,483840,483588,0,0,6158,4085
2.235,15.642,82.123,0,0,0,0,497448,497700,0,0,6332,4185
3.448,12.644,83.908,0,0,0,0,497700,497700,0,0,6318,4181
5.618,11.798,82.584,0,0,0,0,497448,497448,0,0,6337,4211
0.592,11.834,87.574,0,0,0,0,515088,515088,0,0,6056,4344
3.371,13.483,79.775,3.371,0,0,12288,480312,480060,0,0,6127,4089
2.299,13.218,84.483,0,0,0,0,495180,495180,0,0,6286,4164
3.550,10.059,86.391,0,0,0,0,495748,496000,0,0,6287,4209
2.874,12.644,84.483,0,0,0,0,493164,493164,0,0,6266,4151
2.286,14.286,83.429,0,0,0,0,493668,493668,0,0,6287,4172
2.235,12.291,82.123,3.352,0,0,12288,522712,522712,0,0,5556,4374
2.732,15.301,81.967,0,0,0,0,516096,515844,0,0,6006,4327
1.685,14.045,84.270,0,0,0,0,531468,531468,0,0,5834,4487
1.786,10.119,88.095,0,0,0,0,495684,495684,0,0,6284,4183
2.825,14.124,83.051,0,0,0,0,497196,497196,0,0,6183,4199
2.809,14.045,78.652,4.494,0,0,12288,477288,477288,0,0,6092,4041
2.809,14.607,82.584,0,0,0,0,492156,492408,0,0,6272,4137
2.857,13.714,83.429,0,0,0,0,490644,490392,0,0,6248,4130
3.933,12.921,83.146,0,0,0,0,934712,934712,0,0,5799,4232
4.494,12.360,83.146,0,0,0,3952640,970280,970788,0,0,6180,4128
3.429,11.429,81.143,4,0,0,24576,935736,935736,0,0,5941,3955
3.846,14.835,81.319,0,0,0,0,987552,987044,0,0,6101,4152
2.809,14.045,83.146,0,0,0,0,974852,974852,0,0,6192,4115
3.429,12,84.571,0,0,0,0,969264,969772,0,0,6146,4088
4,11.429,84.571,0,0,0,16384,986536,986536,0,0,6108,4189
2.809,12.921,80.899,3.371,0,0,12288,940816,940816,0,0,5980,3997
2.825,14.124,83.051,0,0,0,0,970280,970280,0,0,6166,4097
3.352,13.966,82.682,0,0,0,0,969264,969264,0,0,6181,4149
5.172,9.770,85.057,0,0,0,0,969264,968756,0,0,6160,4105
4.301,12.903,82.796,0,0,0,0,1121664,1121664,0,0,5357,4669
2.732,13.115,79.781,4.372,0,0,12288,1058164,1058164,0,0,5352,4406
3.784,11.892,84.324,0,0,0,0,1172972,1173480,0,0,5064,4831
3.333,11.667,85,0,0,0,0,1081024,1080516,0,0,5552,4506
2.312,12.139,85.549,0,0,0,0,969772,970280,0,0,6149,4112
3.867,14.365,81.768,0,0,0,0,969772,969264,0,0,6167,4129
1.734,11.561,83.815,2.890,0,0,12288,940308,940816,0,0,5988,3999
2.793,15.084,82.123,0,0,0,0,968248,968248,0,0,6162,4095
3.825,15.301,80.874,0,0,0,0,968756,968248,0,0,6185,4125
2.857,12.571,84.571,0,0,0,0,968756,969264,0,0,6159,4100
4.396,13.736,81.868,0,0,0,0,970852,970344,0,0,6187,4135
5,11.667,79.444,3.889,0,0,12288,938784,939292,0,0,5975,3983
2.260,14.124,83.616,0,0,0,0,970788,970788,0,0,6172,4113
3.846,13.736,82.418,0,0,0,0,1014476,1013968,0,0,5883,4265
3.243,15.676,81.081,0,0,0,0,1185888,1186908,0,0,5731,4110
3.488,9.884,86.628,0,0,0,3198976,1980840,1979820,0,0,5989,4185
4.615,12.308,78.462,4.615,0,0,32768,1975804,1975804,0,0,4327,4098
