"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-aesgcm-we-frag-jumbo-dstat.csv",,,,"Date:","18 Oct 2019 02:23:52 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.777,38.762,59.209,0.253,0,8255.419,23495.505,0,0,0,0,6861.410,871.923
0.552,52.486,46.961,0,0,0,0,80986,63984128,0,0,4901,361
1.508,48.744,49.749,0,0,0,0,79500,65600222,0,0,2094,407
2,48.500,49.500,0,0,0,1773568,77592,65903836,0,0,2097,411
1,49,50,0,0,0,0,77168,65891152,0,0,2062,381
1.508,48.744,48.241,1.508,0,0,65536,78228,65811664,0,0,2075,392
1.990,48.259,49.751,0,0,0,0,78864,65499488,0,0,2116,390
1.042,51.042,47.917,0,0,0,0,80772,65235238,0,0,3829,382
0.543,54.891,44.565,0,0,0,0,78440,65773166,0,0,4499,333
0.549,54.945,41.209,3.297,0,0,61440,77486,65691400,0,0,4519,334
0.546,54.645,43.716,1.093,0,0,12288,78758,65737808,0,0,4522,369
0.546,46.448,53.005,0,0,0,0,70913,51759967,0,0,5007,372
0.546,54.645,44.809,0,0,0,0,76850,66124396,0,0,4505,355
0,55.866,44.134,0,0,0,0,78334,65581590,0,0,8962,329
2.062,50.515,47.423,0,0,0,0,81832,65487508,0,0,3036,356
0.503,49.749,49.246,0.503,0,0,40960,79182,65675726,0,0,2089,400
1.508,48.744,49.749,0,0,0,0,79182,65692672,0,0,2072,381
2,48.500,49.500,0,0,0,0,78652,65667014,0,0,2095,385
1.493,48.756,49.751,0,0,0,0,77486,65668306,0,0,2047,362
1,49.500,49.500,0,0,0,4096,77486,65689798,0,0,2091,355
2.010,48.241,48.744,1.005,0,0,12288,77168,65685780,0,0,2109,402
2.162,45.405,52.432,0,0,0,0,68580,52165094,0,0,6483,367
1.020,50,48.980,0,0,0,0,78440,65768272,0,0,2529,392
1.587,51.852,46.561,0,0,0,0,81090,65463840,0,0,8401,356
1.087,54.348,44.565,0,0,0,0,74836,66186292,0,0,4503,322
0,55.191,43.716,1.093,0,0,40960,75896,66162322,0,0,4494,350
0.549,54.396,45.055,0,0,0,0,75578,66189376,0,0,4471,328
2.151,53.763,44.086,0,0,0,0,75684,66147714,0,0,4478,351
0.546,55.191,44.262,0,0,0,0,77592,66227214,0,0,4466,325
1.087,54.348,44.565,0,0,0,0,76956,66167392,0,0,4477,337
0.549,54.945,44.505,0,0,0,12288,76744,66167256,0,0,4487,360
1.571,43.455,54.974,0,0,0,0,68577,52015278,0,0,2813,397
1,49,50,0,0,0,0,76638,65762112,0,0,2085,396
1.500,49,49.500,0,0,0,0,77698,65815610,0,0,2120,405
1.500,49,49.500,0,0,0,32768,77804,65845090,0,0,2095,386
0.543,53.804,44.022,1.630,0,0,45056,78228,65725900,0,0,6653,384
1.622,54.595,43.784,0,0,0,0,77592,66130984,0,0,4508,362
0.546,54.645,44.809,0,0,0,0,77380,66120418,0,0,4508,349
0,54.945,45.055,0,0,0,0,78334,66100136,0,0,4500,329
0.546,54.645,44.809,0,0,0,0,77274,66140682,0,0,4499,332
0,55.495,43.956,0.549,0,0,12288,78546,66185230,0,0,4517,360
1.087,46.196,52.717,0,0,0,0,67202,52417266,0,0,5319,386
0,55.249,44.751,0,0,0,0,79182,66152742,0,0,4520,353
1.087,54.348,44.565,0,0,0,0,76320,66178116,0,0,4505,340
0.546,54.645,44.809,0,0,0,0,76744,66135796,0,0,4502,343
1.630,54.348,43.478,0.543,0,0,40960,77486,66108230,0,0,4526,367
1.010,50,48.990,0,0,0,0,79394,65625164,0,0,2537,389
2.020,47.980,50,0,0,0,0,79712,65870598,0,0,2127,422
1.493,48.756,49.751,0,0,0,0,76426,65911762,0,0,2124,391
1.990,48.756,49.254,0,0,0,0,77380,65855066,0,0,2116,388
0.541,53.514,42.162,3.784,0,0,49152,77592,65893468,0,0,4058,367
1.613,46.774,51.613,0,0,0,0,67930,56266419,0,0,3847,373
1.053,51.579,47.368,0,0,0,0,75907,61832955,0,0,3490,366
1.508,48.744,49.749,0,0,0,0,78652,65872656,0,0,2042,382
1.500,48.500,50,0,0,0,0,77168,65918894,0,0,2075,380
2,48.500,49,0.500,0,0,40960,77804,65909098,0,0,2092,420
1.058,52.381,46.561,0,0,0,0,78758,65714500,0,0,3693,362
0.549,54.945,44.505,0,0,0,0,75790,66118858,0,0,4513,349
0.543,54.891,44.565,0,0,0,0,76532,66198668,0,0,4494,331
0.546,54.645,44.809,0,0,0,0,76108,66135016,0,0,4502,352
1.630,54.348,43.478,0.543,0,0,65536,76320,66155862,0,0,4527,369
0,54.945,45.055,0,0,0,0,77168,66197516,0,0,4494,341
2.030,41.117,56.853,0,0,0,0,67626,51760619,0,0,1960,433
2.500,48,49.500,0,0,0,0,77698,65869518,0,0,2080,375
1,49,50,0,0,0,0,78758,65855284,0,0,2060,380
2,48.500,48,1.500,0,0,57344,78016,65824712,0,0,2116,399
1.005,49.246,49.749,0,0,0,0,76214,65847532,0,0,2086,401
1,49,50,0,0,0,0,77698,65824216,0,0,2129,432
1.639,54.098,44.262,0,0,0,0,79818,65137700,0,0,11933,350
0,56.497,43.503,0,0,0,0,78758,65720820,0,0,10143,326
1.622,54.054,43.784,0.541,0,0,12288,76744,66027180,0,0,4528,401
0,55.191,44.809,0,0,0,0,76638,66018312,0,0,4505,351
1.630,45.109,53.261,0,0,0,0,68580,51312408,0,0,3885,389
