"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-aesgcm-e-dstat.csv",,,,"Date:","17 Oct 2019 23:12:15 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.704,32.270,65.714,0.312,0,16266.015,24243.547,0,0,0,0,5264.167,916.984
1.143,55.429,42.857,0.571,0,0,57344,86392,36392220,0,0,16772,385
0,49.749,50.251,0,0,0,0,72504,38084252,0,0,1240,428
1,49.500,49.500,0,0,0,0,71656,38075388,0,0,1261,430
1,49.500,49.500,0,0,0,0,73564,38081460,0,0,1234,442
1,49,50,0,0,0,0,68370,38087532,0,0,1260,430
1.531,48.980,49.490,0,0,0,0,80878,37556124,0,0,3293,414
1.705,56.818,40.909,0.568,0,0,12288,78758,37651080,0,0,17941,375
1.705,56.818,41.477,0,0,0,0,79500,37600986,0,0,17875,356
1.143,57.143,41.714,0,0,0,0,79288,37558482,0,0,17834,355
0.575,57.471,41.954,0,0,0,0,79288,37616410,0,0,17862,350
2.235,44.134,53.631,0,0,0,1294336,72396,28807355,0,0,12986,444
1.705,56.818,40.341,1.136,0,0,45056,77910,37714592,0,0,17894,361
0.575,57.471,41.954,0,0,0,0,78440,37708764,0,0,17927,360
1.714,57.143,41.143,0,0,0,0,79394,37681196,0,0,17913,358
0.559,55.866,43.575,0,0,0,0,80666,37516222,0,0,14768,346
1.005,49.246,47.739,2.010,0,0,53248,73776,38073870,0,0,1262,422
1.980,48.515,48.515,0.990,0,0,12288,71126,38087532,0,0,1230,424
0.538,53.763,45.699,0,0,0,0,81196,37740398,0,0,9711,399
0.575,57.471,41.954,0,0,0,0,76108,37672332,0,0,18045,327
1.143,57.143,41.714,0,0,0,0,77168,37678160,0,0,18018,351
1.685,44.944,53.371,0,0,0,0,73030,28743325,0,0,13464,415
0.508,50.254,48.731,0.508,0,0,40960,72504,37860320,0,0,3011,425
1,49.500,49.500,0,0,0,0,70066,38064762,0,0,1243,426
0.503,49.749,49.749,0,0,0,0,71762,38064762,0,0,1245,430
1.493,48.756,49.751,0,0,0,0,74624,38048064,0,0,1229,436
0.503,49.749,49.749,0,0,0,0,70914,38045028,0,0,1242,439
1.111,55.556,42.778,0.556,0,0,12288,84164,37604022,0,0,14787,355
1.508,49.246,49.246,0,0,0,0,78122,37776830,0,0,1644,433
0.500,49.500,50,0,0,0,0,75896,38011632,0,0,1246,438
1.020,50.510,48.469,0,0,0,0,82574,37820852,0,0,3944,422
1.075,44.086,54.839,0,0,0,32768,65930,29305281,0,0,8556,422
0.498,49.751,48.259,1.493,0,0,45056,72398,37990624,0,0,1267,423
0.995,49.254,49.751,0,0,0,0,68264,38048064,0,0,1223,418
0.503,49.749,49.749,0,0,0,0,73988,38048064,0,0,1212,440
1.005,49.246,49.749,0,0,0,0,70384,38073870,0,0,1207,415
0.995,49.254,49.751,0,0,0,0,74624,38051100,0,0,1219,449
2.010,48.744,49.246,0,0,0,12288,71126,38046546,0,0,1200,421
0.575,57.471,41.954,0,0,0,0,83210,37447912,0,0,17929,372
0.575,57.471,41.954,0,0,0,0,77804,37591878,0,0,17969,347
1.143,57.143,41.714,0,0,0,0,80242,37585806,0,0,17937,348
2.793,43.017,54.190,0,0,0,0,66884,29277746,0,0,12089,407
1.571,51.309,46.073,1.047,0,0,40960,83422,37519258,0,0,7507,391
1.136,57.386,41.477,0,0,0,0,81832,37515978,0,0,17913,369
0.578,57.803,41.618,0,0,0,0,82998,37472200,0,0,17826,365
0.575,57.471,41.954,0,0,0,0,83846,37491934,0,0,17872,340
1.705,56.818,41.477,0,0,0,0,80136,37532920,0,0,17939,393
1.705,56.818,40.909,0.568,0,0,12288,80136,37511668,0,0,17937,359
0.578,57.803,41.618,0,0,0,0,80242,37534438,0,0,17897,348
0.538,53.226,46.237,0,0,0,0,84164,37505596,0,0,10103,383
1.493,49.254,49.254,0,0,0,0,70490,38011632,0,0,1231,420
1.515,43.939,54.545,0,0,0,0,67403,33584120,0,0,1176,460
3.333,50,46.111,0.556,0,0,49152,80889,33325183,0,0,15125,378
1.714,57.143,41.143,0,0,0,0,80454,37587324,0,0,17883,374
0.575,57.471,41.954,0,0,0,0,81090,37584288,0,0,17820,357
0.575,57.471,41.954,0,0,0,0,81514,37567834,0,0,17953,338
0.575,57.471,41.954,0,0,0,0,81514,37552410,0,0,17946,351
0,56.497,42.373,1.130,0,0,32768,82786,37517740,0,0,15419,374
1.500,49,49.500,0,0,0,4096,68794,37960264,0,0,1241,435
0.503,49.749,49.749,0,0,0,0,75048,37979754,0,0,1184,426
1.485,49.010,49.505,0,0,0,0,72716,37964818,0,0,1197,430
1.010,48.990,50,0,0,0,0,74094,37958746,0,0,1202,439
2.732,44.262,53.005,0,0,0,4096,72819,29312141,0,0,11602,399
