"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/ping-1571335153-macsec-aesgcm-e-jumbo-2928-dstat.csv",,,,"Date:","18 Oct 2019 01:15:17 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.766,37.770,60.199,0.265,0,10031.159,23052.597,0,0,0,0,6818.546,861.425
2.128,20.745,77.128,0,0,0,0,216480,216480,0,0,4530,2993
2.247,15.169,82.584,0,0,0,0,219200,219040,0,0,4531,3006
4.348,16.848,78.804,0,0,0,0,212160,212320,0,0,4415,2937
3.933,14.607,81.461,0,0,0,0,215520,215470,0,0,4478,2977
2.762,16.022,77.901,3.315,0,0,126976,213760,213760,0,0,4464,2970
3.723,19.149,77.128,0,0,0,0,212562,212722,0,0,4443,2927
3.158,20.526,76.316,0,0,0,0,212640,212480,0,0,4434,2916
3.261,16.848,79.891,0,0,0,0,221600,221760,0,0,4409,3042
2.186,18.033,79.781,0,0,0,0,217120,217120,0,0,4516,2986
3.315,15.470,80.110,1.105,0,0,12288,213120,213120,0,0,4429,2952
4.839,17.204,77.957,0,0,0,0,212000,211840,0,0,4403,2925
3.333,15.556,81.111,0,0,0,0,215520,215680,0,0,4452,2950
2.809,15.730,81.461,0,0,0,0,213760,213760,0,0,4435,2942
3.371,14.607,82.022,0,0,0,0,214880,214880,0,0,4432,2934
5.263,18.421,75.789,0.526,0,0,12288,212800,212800,0,0,4443,2951
2.235,16.760,81.006,0,0,0,0,212320,212160,0,0,4409,2918
3.889,15,81.111,0,0,0,0,215840,216000,0,0,4472,2968
3.333,15.556,81.111,0,0,0,0,214400,214240,0,0,4451,2956
4.278,17.647,78.075,0,0,0,0,216320,216320,0,0,4506,2996
4.372,15.847,78.689,1.093,0,0,36864,211360,211630,0,0,4410,2943
3.191,19.681,77.128,0,0,0,0,214880,214720,0,0,4486,2963
2.793,15.084,82.123,0,0,0,0,217760,217760,0,0,4504,2984
4.324,12.973,82.703,0,0,0,0,243200,243200,0,0,4135,3281
2.222,16.667,81.111,0,0,0,0,212800,212800,0,0,4398,2907
1.124,17.416,80.337,1.124,0,0,36864,209280,209440,0,0,4363,2892
3.911,15.084,81.006,0,0,0,4096,210720,210720,0,0,4391,2924
4.839,16.667,78.495,0,0,0,0,214880,214720,0,0,4326,2985
5,13.889,81.111,0,0,0,0,215200,215360,0,0,4490,3005
2.174,19.022,78.804,0,0,0,0,210400,210240,0,0,4379,2887
4.420,14.917,79.006,1.657,0,0,12288,210080,210080,0,0,4366,2902
3.352,14.525,82.123,0,0,0,2523136,219602,219762,0,0,4299,3002
3.371,14.607,82.022,0,0,0,0,213600,213440,0,0,4418,2928
3.955,13.559,82.486,0,0,0,0,213440,213440,0,0,4419,2936
3.279,16.940,79.781,0,0,0,0,215040,215200,0,0,4451,2945
3.352,15.084,79.888,1.676,0,0,32768,211200,211040,0,0,4372,2915
2.857,14.286,82.857,0,0,0,61440,211680,211680,0,0,4376,2905
2.747,17.033,80.220,0,0,0,0,211680,211680,0,0,4371,2885
2.247,17.416,80.337,0,0,0,0,331424,331712,0,0,4099,2761
4.420,15.470,80.110,0,0,0,0,361728,361728,0,0,4139,2726
3.390,13.559,80.791,2.260,0,0,16384,362016,362016,0,0,4144,2725
4.469,14.525,81.006,0,0,0,0,364032,364032,0,0,4203,2770
5.556,13.333,81.111,0,0,0,0,365760,365760,0,0,4203,2757
3.889,16.111,80,0,0,0,0,354528,354528,0,0,4103,2702
3.743,18.182,78.075,0,0,0,0,364032,363744,0,0,4183,2725
5.435,15.761,78.261,0.543,0,0,12288,360000,360288,0,0,4167,2768
2.809,16.292,80.899,0,0,0,0,358560,358560,0,0,4127,2713
3.867,15.470,80.663,0,0,0,0,365472,365472,0,0,4190,2737
3.977,14.205,81.818,0,0,0,0,350784,350496,0,0,4060,2665
4.520,12.994,82.486,0,0,0,0,364032,364320,0,0,4153,2703
5.028,13.408,79.888,1.676,0,0,12288,356338,356338,0,0,4092,2687
4.420,15.470,80.110,0,0,0,0,360288,360288,0,0,4155,2726
3.889,15.556,80.556,0,0,0,0,356544,356256,0,0,4112,2674
2.976,10.714,86.310,0,0,0,0,361440,361728,0,0,4142,2720
3.763,18.280,77.957,0,0,0,0,354816,354926,0,0,4103,2673
2.924,12.281,84.211,0.585,0,0,12288,362304,362304,0,0,4148,2739
3.371,15.169,81.461,0,0,0,0,359712,359712,0,0,4146,2695
4.348,16.848,78.804,0,0,0,0,356544,356544,0,0,4120,2698
