"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-aesgcm-e-jumbo-Ethernet-dstat.csv",,,,"Date:","18 Oct 2019 02:45:38 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.777,39.054,58.919,0.250,0,7816.239,23478.049,0,0,0,0,6704.376,867.948
0,55.814,44.186,0,0,0,0,104836,37081436,0,0,17323,356
1.579,51.579,45.263,1.579,0,0,65536,104304,37893546,0,0,8106,377
1.493,48.756,49.751,0,0,0,0,97520,38230926,0,0,1246,383
0.510,50.510,48.980,0,0,0,0,102714,37984536,0,0,2996,385
1.639,54.098,44.262,0,0,0,0,106212,37848480,0,0,12766,379
1,49,50,0,0,0,0,98474,38200704,0,0,1229,388
0.995,49.751,49.254,0,0,0,61440,97944,38167212,0,0,1259,385
0.500,49.500,49,1,0,0,12288,96566,38230230,0,0,1247,425
1,49.500,49.500,0,0,0,0,97414,38229372,0,0,1217,390
2.062,50.515,47.423,0,0,0,0,100382,37990752,0,0,6090,412
2.260,45.198,52.542,0,0,0,0,72505,29645495,0,0,13657,402
1.695,56.497,41.808,0,0,0,1249280,73988,37976766,0,0,17958,360
1.087,54.348,44.022,0.543,0,0,49152,78122,37884222,0,0,11712,381
1.042,51.562,47.396,0,0,0,0,76850,38004042,0,0,6564,373
0,57.803,42.197,0,0,0,0,67416,38010954,0,0,17945,372
1.130,57.062,41.808,0,0,0,0,63600,37989198,0,0,17960,325
0.571,57.143,42.286,0,0,0,0,58300,38006292,0,0,17968,342
1.136,56.818,41.477,0.568,0,0,12288,51728,38014062,0,0,18109,360
1.087,53.804,45.109,0,0,0,0,53000,37896654,0,0,12666,346
0.503,49.749,49.749,0,0,0,0,44732,38319666,0,0,1302,423
2.174,42.391,55.435,0,0,0,0,59252,29253028,0,0,9353,403
1.143,57.143,41.714,0,0,0,0,71444,37962780,0,0,17956,368
1.143,57.143,41.143,0.571,0,0,45056,70702,38000076,0,0,17980,378
0.575,57.471,41.954,0,0,0,0,67416,37972104,0,0,17888,334
1.695,56.497,41.808,0,0,0,0,63388,37990752,0,0,17895,361
0.568,57.386,42.045,0,0,0,0,63812,37948794,0,0,18014,349
0,57.803,42.197,0,0,0,0,63918,37993860,0,0,18015,345
1.130,57.062,41.243,0.565,0,0,12288,60738,37961922,0,0,17923,398
0,57.471,42.529,0,0,0,0,60844,37993860,0,0,18002,324
1.143,57.143,41.714,0,0,0,0,61268,37976766,0,0,17846,362
1.657,45.304,53.039,0,0,0,0,61796,29144838,0,0,12524,380
0.562,56.180,43.258,0,0,0,36864,54590,37703100,0,0,15954,348
0.995,49.751,48.259,0.995,0,0,61440,45156,38294802,0,0,1304,417
0,50,50,0,0,0,0,44308,38273742,0,0,1307,393
1.005,49.246,49.749,0,0,0,0,44308,38279958,0,0,1281,407
1,49.500,49.500,0,0,0,0,44626,38311038,0,0,1261,396
1.500,48.500,50,0,0,0,0,44202,38272188,0,0,1291,398
0.562,56.180,42.135,1.124,0,0,12288,49820,37818954,0,0,16217,365
1.685,56.742,41.573,0,0,0,0,46746,37958814,0,0,18009,355
0.568,56.818,42.614,0,0,0,0,47276,37958118,0,0,18034,359
2.247,45.506,52.247,0,0,0,0,57449,29359718,0,0,13681,375
0.575,57.471,41.954,0,0,0,0,83846,37955010,0,0,17907,348
1.087,54.348,44.022,0.543,0,0,102400,82892,37785462,0,0,11998,390
0,57.714,42.286,0,0,0,0,70172,38023386,0,0,17994,339
1.705,56.818,41.477,0,0,0,0,68794,37979874,0,0,17951,358
0,57.714,42.286,0,0,0,0,68052,37992306,0,0,18008,347
0.571,57.143,42.286,0,0,0,0,65402,38020278,0,0,18056,331
1.136,56.818,40.909,1.136,0,0,12288,62646,38016474,0,0,18000,351
0,58.046,41.954,0,0,0,0,62964,38037372,0,0,18024,342
1.136,56.818,42.045,0,0,0,0,60420,38032710,0,0,18064,352
1.130,50.282,48.588,0,0,0,0,49595,33408796,0,0,15927,359
1.705,50,48.295,0,0,0,0,54707,33693085,0,0,15375,351
0.571,57.143,41.714,0.571,0,0,102400,48336,37965888,0,0,18141,376
0.568,56.818,42.614,0,0,0,0,48018,38007846,0,0,18130,330
1.130,57.062,41.808,0,0,0,0,48336,37964334,0,0,18101,358
1.136,56.818,42.045,0,0,0,0,54908,37984536,0,0,18019,372
0.571,57.714,41.714,0,0,0,0,98792,37949490,0,0,17916,338
0.575,57.471,41.379,0.575,0,0,24576,97944,37955010,0,0,18059,369
0.575,57.471,41.954,0,0,0,0,98898,37945686,0,0,18011,332
1.136,56.818,42.045,0,0,0,0,98580,37950348,0,0,17963,368
0,58.046,41.954,0,0,0,0,98156,37969692,0,0,18046,328
1.685,44.382,53.933,0,0,0,0,56284,29096818,0,0,13305,386
0.518,51.813,46.632,1.036,0,0,45056,53318,37928592,0,0,6672,389
0,50,50,0,0,0,0,44626,38309484,0,0,1259,388
1.990,48.756,49.254,0,0,0,0,44520,38289282,0,0,1276,421
0,49.749,50.251,0,0,0,0,44838,38364732,0,0,1191,387
1,49.500,49.500,0,0,0,0,45262,38309484,0,0,1265,395
1,49.500,49,0.500,0,0,12288,44838,38267526,0,0,1283,394
0.995,49.254,49.751,0,0,0,0,45050,38284620,0,0,1259,389
0,50.251,49.749,0,0,0,0,44414,38282208,0,0,1270,394
1.508,49.749,48.744,0,0,0,0,50774,38063094,0,0,2970,369
1.136,46.591,52.273,0,0,0,0,73032,29436544,0,0,13711,384
1.136,57.386,40.909,0.568,0,0,45056,94976,37986090,0,0,17848,377
0.578,57.803,41.618,0,0,0,0,90630,38023386,0,0,17909,361
0.575,57.471,41.954,0,0,0,0,88404,37986090,0,0,17864,387
0.575,57.471,41.954,0,0,0,0,81408,38012508,0,0,17970,343
0.571,57.143,42.286,0,0,0,0,78546,37979874,0,0,18013,340
1.149,57.471,40.805,0.575,0,0,12288,77698,38014062,0,0,17956,377
0,58.046,41.954,0,0,0,0,76638,37990752,0,0,17873,341
2.260,56.497,41.243,0,0,0,0,77380,37965888,0,0,18006,388
0,57.714,42.286,0,0,0,0,75154,37992306,0,0,17859,331
1.685,45.506,52.809,0,0,0,0,58934,29468712,0,0,13724,376
1.667,56.111,41.667,0.556,0,0,45056,57346,37778550,0,0,16835,378
1.005,49.246,49.749,0,0,0,8192,43990,38348334,0,0,1275,387
