"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-aes-gcm-e-jumbo-MACsec-Ethernet-dstat.csv",,,,"Date:","18 Oct 2019 03:28:43 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.779,39.619,58.358,0.244,0,7071.502,23411.754,0,0,0,0,6740.476,862.720
0.541,52.432,47.027,0,0,0,0,108546,39169576,0,0,4977,331
0.541,54.054,45.405,0,0,0,0,104728,40355682,0,0,5339,337
1.064,53.191,45.745,0,0,0,0,105046,40110624,0,0,4977,345
1.005,49.246,49.749,0,0,0,0,94022,40074840,0,0,1359,346
1,49,49,1,0,0,61440,73882,40098696,0,0,1420,372
1,49.500,49.500,0,0,0,0,61162,40128516,0,0,1383,355
0,50.251,49.749,0,0,0,0,60950,40161318,0,0,1367,335
1.485,49.010,49.505,0,0,0,0,59042,40145184,0,0,1362,356
1,49.500,49.500,0,0,0,0,59678,40023188,0,0,1399,357
0.500,49.500,50,0,0,0,0,60314,40145184,0,0,1380,375
2.674,42.246,54.011,1.070,0,0,12288,46216,31181654,0,0,4060,379
0.538,53.763,45.699,0,0,0,0,46534,40232886,0,0,5307,323
0.526,52.105,47.368,0,0,0,0,48336,39952044,0,0,4132,345
0,52.910,47.090,0,0,0,1105920,47488,39958542,0,0,4072,340
0.535,54.011,45.455,0,0,0,0,44308,40243590,0,0,5330,363
1.070,53.476,44.920,0.535,0,0,45056,46640,40252430,0,0,5501,336
0,54.348,45.652,0,0,0,0,46004,40240608,0,0,5418,333
1.070,53.476,45.455,0,0,0,0,46216,40257276,0,0,5370,343
1.070,53.476,45.455,0,0,0,4096,46428,40270428,0,0,5373,340
0.538,53.763,45.699,0,0,0,0,45262,40244982,0,0,5316,330
1.613,43.548,53.763,1.075,0,0,12288,50770,31007952,0,0,4046,385
0.535,53.476,45.989,0,0,0,0,45368,40376556,0,0,5217,319
0.538,53.763,45.699,0,0,0,0,45262,40388484,0,0,5181,337
1,49.500,49.500,0,0,0,0,48124,40065894,0,0,1480,352
1,49.500,49.500,0,0,0,0,46640,40216752,0,0,1370,401
0.500,50,49,0.500,0,0,40960,46216,40212012,0,0,1342,357
0,50,50,0,0,0,0,45580,40209564,0,0,1350,338
1.075,53.226,45.699,0,0,0,0,47276,40191032,0,0,5103,334
0,53.763,46.237,0,0,0,0,46004,40355634,0,0,5177,310
1.070,53.476,45.455,0,0,0,0,45474,40391466,0,0,5336,344
3.191,41.489,54.255,1.064,0,0,12288,55647,30384172,0,0,3987,401
1.070,53.476,45.455,0,0,0,0,46216,40205942,0,0,5346,326
0,54.054,45.946,0,0,0,0,45686,40221492,0,0,5407,331
0,53.763,46.237,0,0,0,32768,49290,39950820,0,0,5105,350
1.005,49.246,49.749,0,0,0,0,46746,40128516,0,0,1419,376
1,49.500,48.500,1,0,0,45056,45898,40052208,0,0,1383,363
0.500,50,49.500,0,0,0,0,45898,40073082,0,0,1406,342
1,49.500,49.500,0,0,0,0,46534,40059930,0,0,1401,357
0.513,51.282,48.205,0,0,0,40960,49926,39898690,0,0,2892,335
0.529,52.910,46.561,0,0,0,20480,48866,40001514,0,0,4697,356
1.531,42.347,55.102,1.020,0,0,12288,46095,31144490,0,0,1957,398
0,54.054,45.946,0,0,0,0,46852,40104660,0,0,5402,357
0,54.348,45.652,0,0,0,0,46640,40233420,0,0,5497,342
1,49.500,49.500,0,0,0,0,48442,39919030,0,0,1514,345
0.524,52.356,47.120,0,0,0,0,47488,40042038,0,0,4047,363
0.538,53.226,46.237,0,0,0,0,50138,39840642,0,0,5257,336
1.042,52.083,46.354,0.521,0,0,40960,47276,40029576,0,0,4030,349
0.526,52.105,47.368,0,0,0,0,47064,40031334,0,0,4009,343
0.538,53.763,45.699,0,0,0,0,45368,40264998,0,0,5289,319
0,54.301,45.699,0,0,0,0,46216,40253548,0,0,5347,341
0.538,49.462,50,0,0,0,0,42193,37089437,0,0,4944,295
1.613,47.312,50.538,0.538,0,0,12288,55641,34089951,0,0,4663,405
1.070,53.476,45.455,0,0,0,0,45686,40243590,0,0,5374,321
0.535,54.011,45.455,0,0,0,0,45898,40233420,0,0,5411,329
0,54.348,45.652,0,0,0,0,45156,40244814,0,0,5464,357
0.538,53.763,45.699,0,0,0,0,46640,40233420,0,0,5402,329
0.508,50.254,48.223,1.015,0,0,40960,47170,39910296,0,0,2097,367
0.535,53.476,45.989,0,0,0,0,48972,39971588,0,0,5133,348
1.005,49.246,49.749,0,0,0,0,48760,39883352,0,0,1400,355
0.524,51.832,47.644,0,0,0,0,50350,39748094,0,0,4132,349
1.075,53.763,45.161,0,0,0,0,46428,40220958,0,0,5455,358
2.116,42.857,55.026,0,0,0,0,48333,30961678,0,0,4049,373
1.081,52.973,44.865,1.081,0,0,40960,45050,40363988,0,0,5315,355
1.064,53.191,45.745,0,0,0,0,48760,40122980,0,0,5056,326
1,49.500,49.500,0,0,0,8192,46004,40259724,0,0,1380,374
0,53.191,46.809,0,0,0,0,49608,40109400,0,0,4783,312
1.070,53.476,45.455,0,0,0,0,45686,40385502,0,0,5335,349
0.541,54.054,44.865,0.541,0,0,20480,46004,40349718,0,0,5247,343
0,54.054,45.946,0,0,0,0,46216,40353924,0,0,5274,335
1.070,53.476,45.455,0,0,0,0,45686,40358664,0,0,5207,348
0,54.054,45.946,0,0,0,0,44944,40347960,0,0,5343,325
2.128,43.085,54.787,0,0,0,0,50875,30937561,0,0,4118,376
1.064,53.191,44.681,1.064,0,0,40960,45580,40300248,0,0,5180,358
1.070,53.476,45.455,0,0,0,0,46004,40355682,0,0,5138,339
0,54.054,44.865,1.081,0,0,73728,44414,40341996,0,0,5178,358
0.538,53.763,45.699,0,0,0,0,45898,40369368,0,0,5254,318
0,54.054,45.946,0,0,0,0,45368,40394448,0,0,5231,337
1,50,48,1,0,0,20480,47594,40123776,0,0,1809,370
0.500,49.500,50,0,0,0,0,45368,40252536,0,0,1351,336
1.031,51.031,47.938,0,0,0,0,47700,40076598,0,0,2993,368
0,54.054,45.946,0,0,0,0,45050,40379538,0,0,5250,340
1.587,43.915,54.497,0,0,0,0,46003,31299022,0,0,4230,370
0.541,53.514,45.405,0.541,0,0,40960,47064,40109556,0,0,5310,368
0,54.054,45.946,0,0,0,0,46004,40269204,0,0,5241,322
1.064,53.723,45.213,0,0,0,0,46216,40291302,0,0,5338,346
0,54.054,45.946,0,0,0,0,45898,40269204,0,0,5397,332
0.538,53.763,45.699,0,0,0,0,46640,40285338,0,0,5178,326
0,54.301,45.699,0,0,0,0,46640,40265688,0,0,5463,343
0.538,53.763,45.161,0.538,0,0,12288,46110,40281132,0,0,5442,337
0.538,53.763,45.699,0,0,0,0,45156,40278150,0,0,5238,334
0.535,53.476,45.989,0,0,0,0,46004,40252536,0,0,5337,334
1.604,44.920,53.476,0,0,0,0,39634,32310290,0,0,4514,370
2.151,50,47.849,0,0,0,0,107804,38913008,0,0,4881,381
0.543,53.804,45.109,0.543,0,0,40960,81514,40237626,0,0,5312,355
2.128,53.191,44.681,0,0,0,0,63070,40249554,0,0,5270,380
1.015,50.761,48.223,0,0,0,4096,60420,39918018,0,0,2516,360
0.500,49.500,50,0,0,0,0,55544,40082028,0,0,1349,359
1,49.500,49.500,0,0,0,0,52576,40053966,0,0,1379,387
0.995,49.254,48.259,1.493,0,0,12288,53742,40065894,0,0,1374,356
0.503,49.749,49.749,0,0,0,0,52046,40089750,0,0,1404,354
1.031,51.031,47.938,0,0,0,0,51834,39962748,0,0,3195,340
0,54.054,45.946,0,0,0,0,46004,40282356,0,0,5259,324
2.128,42.553,55.319,0,0,0,0,51830,30769227,0,0,4072,383
0.538,53.763,45.161,0.538,0,0,40960,46428,40355682,0,0,5285,318
0.538,53.763,45.699,0,0,0,0,45686,40385502,0,0,5337,340
0.535,53.476,45.989,0,0,0,0,45050,40394448,0,0,5214,327
0,54.301,45.699,0,0,0,0,45686,40394448,0,0,5224,312
0.538,53.763,45.699,0,0,0,0,46216,40396206,0,0,5256,341
0,54.054,45.405,0.541,0,0,12288,46216,40394342,0,0,5208,339
1.070,53.476,45.455,0,0,0,0,46746,40376556,0,0,5413,341
0.538,53.763,45.699,0,0,0,36864,46322,40388484,0,0,5283,323
0.541,54.054,45.405,0,0,0,0,46216,40346736,0,0,5477,328
2.116,42.857,55.026,0,0,0,0,46000,31194441,0,0,4260,383
1.075,53.226,44.624,1.075,0,0,40960,45368,40293966,0,0,5253,356
0.535,54.011,45.455,0,0,0,0,46428,40299024,0,0,5332,351
0.538,53.763,45.699,0,0,0,40960,46428,40291302,0,0,5195,335
0.538,53.763,45.699,0,0,0,0,45686,40284114,0,0,5326,333
1.064,53.723,45.213,0,0,0,0,46004,40291302,0,0,5253,338
0.535,53.476,44.920,1.070,0,0,32768,45368,40264358,0,0,5292,346
0.524,52.356,47.120,0,0,0,0,47382,40082028,0,0,3971,348
0.500,50,49.500,0,0,0,0,46216,40161852,0,0,1366,349
0.503,49.749,49.749,0,0,0,0,46534,40129740,0,0,1381,344
1.546,42.268,56.186,0,0,0,0,70275,30906778,0,0,2569,420
0.538,53.763,45.161,0.538,0,0,40960,104198,40334808,0,0,5257,340
1.613,53.226,45.161,0,0,0,0,90842,40325862,0,0,5278,361
0.541,54.054,45.405,0,0,0,0,62010,40373468,0,0,5307,338
0.538,53.763,45.699,0,0,0,0,62328,40391466,0,0,5247,324
0.538,53.763,45.699,0,0,0,0,59572,40368834,0,0,5272,353
1.075,53.763,44.624,0.538,0,0,12288,61480,40369368,0,0,5195,339
0,54.348,45.652,0,0,0,0,60314,40362870,0,0,5252,350
0.535,54.011,45.455,0,0,0,0,59996,40343754,0,0,5337,336
1.508,49.749,48.744,0,0,0,4096,55120,40027128,0,0,1825,346
1.538,40,58.462,0,0,0,0,57330,30418043,0,0,1570,397
1.070,53.476,44.385,1.070,0,0,40960,45792,40183950,0,0,5337,357
1.070,53.476,45.455,0,0,0,0,46958,40216218,0,0,5345,375
0.541,53.514,45.946,0,0,0,0,46322,40203600,0,0,5265,321
0.538,53.763,45.699,0,0,0,0,46322,40189914,0,0,5448,328
0.532,53.191,46.277,0,0,0,0,51622,39753474,0,0,4724,354
1.075,53.226,45.699,0,0,0,0,45262,40195772,0,0,5328,324
0.538,53.763,45.161,0.538,0,0,12288,46216,40188156,0,0,5499,345
0.538,53.763,45.699,0,0,0,0,45792,40204612,0,0,5417,333
1.508,49.749,48.744,0,0,0,0,48548,39889422,0,0,1869,358
0,44.162,55.838,0,0,0,0,40797,34383516,0,0,1304,401
1.604,49.198,49.198,0,0,0,0,52269,36376519,0,0,4679,334
1.596,53.191,44.681,0.532,0,0,40960,45686,40238850,0,0,5401,374
0,54.054,45.946,0,0,0,0,46110,40276820,0,0,5278,326
0.524,52.356,47.120,0,0,0,45056,48336,40031334,0,0,3950,329
0.503,49.749,49.749,0,0,0,0,46322,40117600,0,0,1371,357
0.498,49.751,49.751,0,0,0,0,46852,40106312,0,0,1416,343
1.031,50.515,47.423,1.031,0,0,12288,49184,39948956,0,0,2698,372
0.538,53.763,45.699,0,0,0,0,46110,40263240,0,0,5199,318
1.064,53.191,45.745,0,0,0,0,45898,40259724,0,0,5371,326
1.075,53.763,45.161,0,0,0,0,46004,40257276,0,0,5512,362
1.531,40.306,58.163,0,0,0,0,41336,31058046,0,0,1549,368
0.535,53.476,45.455,0.535,0,0,40960,49290,40013336,0,0,4911,350
0,54.054,45.946,0,0,0,0,46534,40198860,0,0,5392,328
1.070,53.476,45.455,0,0,0,40960,45580,40214994,0,0,5380,331
0.538,53.763,45.699,0,0,0,0,46428,40266116,0,0,5399,346
0.538,53.763,45.699,0,0,0,0,45050,40264252,0,0,5281,328
0.535,53.476,44.385,1.604,0,0,20480,46004,40264252,0,0,5322,363
0.526,52.632,46.842,0,0,0,0,49078,39998532,0,0,4249,326
0.505,49.495,50,0,0,0,0,46216,40092732,0,0,1375,324
0.995,49.751,49.254,0,0,0,0,46534,40080804,0,0,1400,341
1.042,43.229,55.729,0,0,0,0,46529,31115361,0,0,3073,389
0.510,50.510,48.469,0.510,0,0,40960,47912,40095714,0,0,2035,385
1.042,52.083,46.875,0,0,0,0,48654,40189914,0,0,3973,339
0,54.054,45.946,0,0,0,8192,45580,40406376,0,0,5168,351
