"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/ping-1571335153-macsec-aegis128l-e-frag-1500-dstat.csv",,,,"Date:","18 Oct 2019 00:54:13 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.733,37.220,60.775,0.271,0,10741.232,23024.356,0,0,0,0,6584.813,862.671
2.247,12.921,84.831,0,0,0,0,301280,301440,0,0,4955,4045
3.429,12,84.571,0,0,0,0,273760,273600,0,0,5283,3730
2.857,12,85.143,0,0,0,0,277920,278080,0,0,5213,3766
2.841,13.636,83.523,0,0,0,0,264000,264110,0,0,5378,3589
2.793,15.084,81.564,0.559,0,0,32768,263282,263282,0,0,5383,3594
2.809,14.045,83.146,0,0,0,0,276960,276960,0,0,5220,3755
2.222,15.556,82.222,0,0,0,0,265600,265440,0,0,5404,3606
3.955,13.559,82.486,0,0,0,0,263840,263840,0,0,5384,3601
2.793,15.084,82.123,0,0,0,0,262880,263040,0,0,5375,3575
2.235,15.642,81.564,0.559,0,0,12288,261120,260960,0,0,5342,3571
2.222,16.111,81.667,0,0,0,0,263200,263200,0,0,5386,3592
1.685,15.730,82.584,0,0,0,0,262880,263040,0,0,5377,3570
3.352,14.525,82.123,0,0,0,0,262560,262400,0,0,5378,3589
3.889,13.889,82.222,0,0,0,0,262720,262880,0,0,5365,3579
2.857,13.143,82.857,1.143,0,0,12288,261440,261440,0,0,5353,3618
3.955,12.994,83.051,0,0,0,0,262720,262720,0,0,5380,3603
3.333,14.444,82.222,0,0,0,0,261920,261760,0,0,5357,3562
4,12,84,0,0,0,0,262720,262720,0,0,5374,3591
2.841,13.636,83.523,0,0,0,0,262560,262670,0,0,5384,3581
3.390,12.994,82.486,1.130,0,0,12288,260640,260800,0,0,5340,3584
3.911,13.408,82.682,0,0,0,0,267680,267520,0,0,5198,3657
