"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/ping-1571335153-macsec-aesgcm-e-frag-1500-dstat.csv",,,,"Date:","17 Oct 2019 23:50:31 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.675,34.953,63.078,0.293,0,13604.529,23128.290,0,0,0,0,5631.158,870.388
2.825,13.559,83.616,0,0,0,0,237600,237760,0,0,4876,3265
3.297,15.385,81.319,0,0,0,0,239200,239200,0,0,4912,3268
4,11.429,84.571,0,0,0,0,240320,240160,0,0,4921,3304
3.315,14.365,82.320,0,0,0,0,236480,236640,0,0,4870,3272
1.156,12.717,84.971,1.156,0,0,32768,235040,234880,0,0,4799,3229
2.210,15.470,82.320,0,0,0,0,237202,237312,0,0,4874,3276
1.136,10.795,88.068,0,0,0,0,272160,272320,0,0,4249,3640
2.260,13.559,84.181,0,0,0,0,240160,240160,0,0,4906,3285
3.825,14.754,77.049,4.372,0,0,106496,235360,235360,0,0,4873,3254
3.846,14.286,80.769,1.099,0,0,12288,228960,228960,0,0,4699,3141
3.867,12.155,83.978,0,0,0,0,254560,254560,0,0,4483,3453
3.297,9.341,87.363,0,0,0,0,288480,288480,0,0,4006,3819
2.210,10.497,87.293,0,0,0,0,288320,288160,0,0,4002,3805
2.688,12.903,84.409,0,0,0,1343488,275840,276000,0,0,4207,3699
1.685,12.921,84.270,1.124,0,0,81920,250720,250560,0,0,4496,3394
1.714,10.857,87.429,0,0,0,0,255680,255680,0,0,4488,3478
2.762,14.365,82.873,0,0,0,0,238880,239040,0,0,4717,3281
2.717,15.217,82.065,0,0,0,0,248800,248640,0,0,4616,3372
1.639,13.115,85.246,0,0,0,0,275360,275360,0,0,4168,3678
3.911,12.849,82.123,1.117,0,0,12288,231200,231200,0,0,4777,3189
2.703,16.757,80.541,0,0,0,0,234560,234720,0,0,4844,3238
2.326,11.628,86.047,0,0,0,0,230080,230080,0,0,4734,3152
2.841,13.068,84.091,0,0,0,0,229920,229920,0,0,4726,3144
2.247,14.045,83.708,0,0,0,0,230240,230350,0,0,4757,3192
1.705,13.636,83.523,1.136,0,0,12288,228480,228320,0,0,4703,3136
2.778,15,82.222,0,0,0,0,228640,228800,0,0,4738,3160
3.933,12.921,83.146,0,0,0,0,229120,229120,0,0,4707,3158
4.396,14.835,80.769,0,0,0,0,224800,224800,0,0,4672,3148
2.732,11.475,85.792,0,0,0,0,280000,279840,0,0,4125,3725
2.841,13.068,82.955,1.136,0,0,12288,227282,227442,0,0,4703,3141
1.714,13.143,85.143,0,0,0,0,233440,233440,0,0,4704,3230
3.911,13.408,82.682,0,0,0,0,226400,226400,0,0,4669,3103
4.396,15.385,80.220,0,0,0,0,268352,268480,0,0,4553,3057
2.874,13.793,83.333,0,0,0,1896448,389376,389088,0,0,4483,2991
2.793,15.642,80.447,1.117,0,0,24576,383328,383616,0,0,4435,2950
3.371,15.169,81.461,0,0,0,0,397728,397440,0,0,4562,3064
3.390,14.124,82.486,0,0,0,0,388800,389088,0,0,4475,2986
3.784,17.838,78.378,0,0,0,0,386496,386496,0,0,4457,2954
2.260,15.254,82.486,0,0,0,0,393984,393984,0,0,4532,3024
4.396,15.385,79.121,1.099,0,0,12288,389376,389376,0,0,4460,3012
3.867,15.470,80.663,0,0,0,0,399744,399744,0,0,4605,3069
3.333,16.111,80.556,0,0,0,0,388800,388800,0,0,4480,2964
3.825,16.393,79.781,0,0,0,0,396000,395712,0,0,4564,3020
4.396,15.934,79.670,0,0,0,0,387072,387360,0,0,4489,2979
4.420,15.470,78.453,1.657,0,0,16384,376992,376704,0,0,4369,2927
5.348,16.578,78.075,0,0,0,0,399456,399456,0,0,4631,3102
3.390,14.124,82.486,0,0,0,0,395136,395136,0,0,4550,3034
4.348,16.304,79.348,0,0,0,0,390528,390816,0,0,4503,2979
2.247,16.292,81.461,0,0,0,0,385632,385344,0,0,4445,2945
3.804,14.130,80.435,1.630,0,0,81920,418258,418546,0,0,4350,3178
4.324,17.297,78.378,0,0,0,0,384480,384192,0,0,4442,2947
2.857,14.286,82.857,0,0,0,0,386784,387072,0,0,4457,2988
4.372,15.301,80.328,0,0,0,0,405504,405504,0,0,4471,3080
3.390,14.124,82.486,0,0,0,0,386208,385920,0,0,4465,2958
5.348,17.112,75.936,1.604,0,0,1781760,382258,382546,0,0,4459,2963
2.890,13.295,83.815,0,0,0,0,387072,387072,0,0,4470,2984
3.297,16.484,80.220,0,0,0,0,390528,390528,0,0,4511,2995
5.405,16.216,78.378,0,0,0,0,389088,388800,0,0,4494,2961
3.684,19.474,76.842,0,0,0,0,389088,389088,0,0,4508,2992
4.372,15.847,78.142,1.639,0,0,12288,380448,380448,0,0,4389,2921
3.933,14.045,82.022,0,0,0,0,395424,395534,0,0,4538,3054
4.396,15.934,79.670,0,0,0,0,391680,391680,0,0,4509,2996
3.333,15.556,81.111,0,0,0,0,387648,387648,0,0,4446,2940
5.263,18.421,76.316,0,0,0,0,385920,386208,0,0,4482,2967
2.809,15.169,80.899,1.124,0,0,12288,381888,381600,0,0,4405,2919
3.825,16.940,79.235,0,0,0,0,392544,392544,0,0,4557,3043
3.243,17.838,78.919,0,0,0,0,389952,389952,0,0,4522,3008
2.778,16.667,80.556,0,0,0,0,393984,393984,0,0,4548,3024
4.420,14.917,80.663,0,0,0,0,390528,390528,0,0,4499,2981
4.813,16.578,78.075,0.535,0,0,16384,538464,538176,0,0,4228,3059
5.291,18.519,76.190,0,0,0,0,733856,733856,0,0,4528,3010
4.494,14.607,80.899,0,0,0,0,716448,716448,0,0,4361,2888
2.907,12.791,84.302,0,0,0,0,731136,731136,0,0,4443,2942
2.809,16.854,80.337,0,0,0,0,720256,720256,0,0,4405,2914
2.299,8.621,88.506,0.575,0,0,12288,850272,850816,0,0,3883,3364
4.372,16.940,78.689,0,0,0,0,717536,717536,0,0,4411,2931
2.778,12.222,85,0,0,0,0,848640,848096,0,0,3951,3341
2.809,10.112,87.079,0,0,0,0,969408,969952,0,0,3997,3771
3.784,17.838,78.378,0,0,0,0,744274,743730,0,0,4305,2998
3.911,15.084,79.888,1.117,0,0,12288,703392,703936,0,0,4295,2847
3.867,16.575,79.558,0,0,0,0,718080,718080,0,0,4384,2904
5.056,13.483,81.461,0,0,0,0,720256,719712,0,0,4380,2888
1.648,19.231,79.121,0,0,0,0,714272,714816,0,0,4369,2882
3.846,17.033,79.121,0,0,0,0,703392,703392,0,0,4293,2848
3.468,13.873,82.081,0.578,0,0,12288,700128,700128,0,0,4254,2826
4.070,12.209,83.721,0,0,0,2641920,700672,700672,0,0,4271,2835
3.371,10.674,85.955,0,0,0,0,841024,840480,0,0,3909,3313
2.874,14.368,82.759,0,0,0,0,697952,697952,0,0,4243,2815
4.444,15.556,80,0,0,0,0,690880,690880,0,0,4232,2804
3.889,16.111,77.778,2.222,0,0,20480,680544,681088,0,0,4185,2759
2.907,12.791,84.302,0,0,0,8192,701760,701216,0,0,4290,2860
3.352,16.760,79.888,0,0,0,0,697408,697952,0,0,4271,2806
3.529,11.176,85.294,0,0,0,0,701760,701216,0,0,4289,2859
