"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-aegis128l-e-frag-dstat.csv",,,,"Date:","18 Oct 2019 00:58:00 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.765,36.967,60.998,0.271,0,10606.509,23797.960,0,0,0,0,6556.813,888.327
1.170,56.725,42.105,0,0,0,0,131124,52541062,0,0,18493,384
1.156,57.803,41.040,0,0,0,0,120310,54125098,0,0,19166,351
0.578,57.803,41.618,0,0,0,0,121158,54183668,0,0,19246,341
2.041,48.980,47.959,1.020,0,0,69632,113950,54626032,0,0,3502,435
3.483,46.766,49.751,0,0,0,0,113102,54757448,0,0,1930,396
2,48.500,49.500,0,0,0,0,113632,54725946,0,0,1966,432
2.500,48,49.500,0,0,0,0,113102,54729210,0,0,1920,411
2.985,47.264,49.751,0,0,0,0,113208,54735634,0,0,1943,421
2.500,48,48.500,1,0,0,12288,113208,54762936,0,0,1933,441
2.500,47.500,50,0,0,0,0,113208,54753462,0,0,1952,418
3.371,45.506,51.124,0,0,0,0,104516,42069603,0,0,14606,412
0,58.824,41.176,0,0,0,0,121052,53959836,0,0,19143,326
1.156,57.803,41.040,0,0,0,0,119038,53933926,0,0,19231,370
1.156,57.803,40.462,0.578,0,0,40960,118402,53944420,0,0,19121,386
1.156,57.803,41.040,0,0,0,0,117554,53902716,0,0,19143,351
0,58.480,41.520,0,0,0,0,120522,53908210,0,0,19124,353
1.724,57.471,40.805,0,0,0,0,120946,53877124,0,0,19156,349
1.163,58.140,40.698,0,0,0,0,128366,53916208,0,0,19124,348
0.581,58.140,40.116,1.163,0,0,12288,126034,53839926,0,0,19169,379
0.581,58.140,41.279,0,0,0,0,127730,53906624,0,0,19153,341
2.260,46.328,51.412,0,0,0,0,105467,42304201,0,0,14876,392
1.604,52.406,45.989,0,0,0,0,121794,54062418,0,0,9795,388
2,48.500,49.500,0,0,0,614400,112996,54713658,0,0,1982,409
1,49,48.500,1.500,0,0,45056,112996,54721058,0,0,1979,423
3,47.500,49.500,0,0,0,0,112996,54722144,0,0,1954,393
1.500,49,49.500,0,0,0,0,112996,54734718,0,0,1968,411
