"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-chachapoly-e-frag-dstat.csv",,,,"Date:","18 Oct 2019 00:15:47 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.723,35.540,62.452,0.285,0,12330.365,23982.699,0,0,0,0,5946.238,895.912
1.183,56.213,42.604,0,0,0,0,163136,53283948,0,0,18094,398
1.163,58.140,40.698,0,0,0,0,146280,55566126,0,0,19174,368
1.163,58.140,40.698,0,0,0,0,151580,55354024,0,0,19095,346
1.734,57.225,41.040,0,0,0,0,146280,55230836,0,0,18943,358
2.139,52.941,44.385,0.535,0,0,57344,147234,55407028,0,0,10874,399
1.500,48.500,50,0,0,0,0,140344,55834438,0,0,2022,430
1.005,49.246,49.749,0,0,0,0,139708,55792682,0,0,2039,423
1.493,48.756,49.751,0,0,0,0,135998,55853970,0,0,2022,416
1.124,55.618,43.258,0,0,0,0,148188,54962290,0,0,15525,378
1.734,57.803,39.884,0.578,0,0,12288,149990,55540482,0,0,19129,362
1.714,47.429,50.857,0,0,0,0,129636,43483446,0,0,15064,410
2.857,56,41.143,0,0,0,1343488,156350,54724032,0,0,18840,400
1.734,57.803,40.462,0,0,0,0,146492,55452844,0,0,19072,353
1.163,58.140,40.698,0,0,0,0,146704,55484308,0,0,19088,370
1.036,50.777,48.187,0,0,0,0,146492,55402846,0,0,5510,395
2,48.500,48.500,1,0,0,45056,134832,55914042,0,0,2003,422
1.163,58.140,40.698,0,0,0,0,146810,55195824,0,0,19109,353
0.541,53.514,45.946,0,0,0,4096,147022,55448030,0,0,10772,389
1.685,55.618,42.697,0,0,0,0,151686,55179074,0,0,15505,373
0,58.824,41.176,0,0,0,0,146704,55354986,0,0,19166,349
1.149,47.126,51.724,0,0,0,0,135463,43147578,0,0,14833,394
1.990,48.756,48.756,0.498,0,0,40960,141086,55615912,0,0,2018,439
1,49,50,0,0,0,0,133454,55889952,0,0,2003,427
0.571,57.143,42.286,0,0,0,0,161438,54970498,0,0,16451,405
0.585,58.480,40.936,0,0,0,0,141404,55430032,0,0,19151,341
0.585,58.480,40.936,0,0,0,0,152958,55370084,0,0,19081,353
1.163,58.140,40.116,0.581,0,0,12288,154548,55346852,0,0,19171,382
0,58.235,41.765,0,0,0,0,155396,55391820,0,0,19136,346
1.163,58.140,40.698,0,0,0,0,149884,55423992,0,0,19149,367
0.585,58.480,40.936,0,0,0,0,154442,55440000,0,0,19127,330
2.273,46.591,51.136,0,0,0,0,135783,43215298,0,0,14906,405
1.163,57.558,41.279,0,0,0,0,157410,55071750,0,0,19014,393
1.163,58.140,40.116,0.581,0,0,77824,143100,55283190,0,0,19138,381
1.163,58.140,40.698,0,0,0,0,151050,55354882,0,0,19080,370
0.585,58.480,40.936,0,0,0,0,154442,55459272,0,0,19054,342
1.163,58.140,40.698,0,0,0,0,156350,55476190,0,0,19122,345
1.163,58.140,40.698,0,0,0,0,150838,55446424,0,0,19142,382
1.156,57.803,38.150,2.890,0,0,106496,155820,55514734,0,0,19125,378
1.005,49.749,49.246,0,0,0,0,142676,55767734,0,0,2670,417
2.488,47.761,49.751,0,0,0,0,141086,55965382,0,0,1996,416
2.210,45.856,51.934,0,0,0,0,134935,43589018,0,0,11840,408
0.585,58.480,40.936,0,0,0,0,157940,55081642,0,0,19061,376
0,58.824,40.588,0.588,0,0,40960,156562,55334752,0,0,19171,349
1.163,57.558,41.279,0,0,0,0,165466,54867076,0,0,18778,374
1.744,57.558,40.698,0,0,0,0,153064,55124730,0,0,19086,348
0,58.824,41.176,0,0,0,0,142252,55241488,0,0,19109,335
0.585,58.480,40.936,0,0,0,0,148612,55351670,0,0,19060,369
0.585,58.480,40.936,0,0,0,0,155714,55211194,0,0,19043,353
1.156,58.382,39.884,0.578,0,0,12288,155926,55393426,0,0,19096,389
0.585,58.480,40.936,0,0,0,0,145962,55470566,0,0,19133,356
1.149,51.149,47.701,0,0,0,0,134710,48468398,0,0,16809,388
1.156,53.179,45.665,0,0,0,0,146821,49910065,0,0,16879,382
1.163,58.140,40.698,0,0,0,0,152534,55306702,0,0,19089,356
1.156,57.803,41.040,0,0,0,0,153700,55119196,0,0,18918,375
1.163,58.140,40.116,0.581,0,0,40960,152216,55420832,0,0,19124,355
0.585,58.480,40.936,0,0,0,0,157304,55422334,0,0,19169,343
1.163,58.140,40.698,0,0,0,0,154336,55332398,0,0,19191,364
1.163,58.140,40.698,0,0,0,0,161544,55340428,0,0,19096,366
0.585,58.480,40.936,0,0,0,0,155290,55286572,0,0,19080,354
1.163,58.140,40.116,0.581,0,0,12288,153276,55197988,0,0,19100,386
1.170,57.895,40.936,0,0,0,0,160908,55215154,0,0,19099,373
1.531,42.347,56.122,0,0,0,0,118717,43883672,0,0,3071,450
2.500,47.500,50,0,0,0,0,141722,55955746,0,0,1976,418
1.990,48.756,49.254,0,0,0,8192,143524,55930798,0,0,2007,437
2.010,48.241,48.744,1.005,0,0,45056,140450,55971858,0,0,2009,423
1.149,56.322,42.529,0,0,0,0,156350,54963510,0,0,16729,352
2.286,57.714,40,0,0,0,0,155396,55235180,0,0,19203,380
0.585,58.480,40.936,0,0,0,0,157304,55036784,0,0,19144,355
1.744,57.558,40.698,0,0,0,0,158682,55036014,0,0,19065,387
1.724,57.471,39.655,1.149,0,0,12288,146810,55251292,0,0,19164,368
1.053,52.105,46.842,0,0,0,0,148082,55538824,0,0,8367,395
2.186,44.262,53.552,0,0,0,0,125819,43296188,0,0,9997,418
1.170,57.310,41.520,0,0,0,0,152640,55037092,0,0,18861,355
2.857,57.143,40,0,0,0,49152,151686,55040304,0,0,18971,448
1.036,50.777,48.187,0,0,0,0,147870,55671374,0,0,5583,400
1.500,49,48.500,1,0,0,57344,141616,56055846,0,0,2036,439
2,48.500,49.500,0,0,0,0,137800,56044332,0,0,2033,427
0.500,49.500,50,0,0,0,0,136740,56016026,0,0,1998,422
1.508,48.744,49.749,0,0,0,0,138012,56031228,0,0,2020,435
1.990,48.259,49.751,0,0,0,0,143100,56037652,0,0,2005,412
2.010,48.241,49.749,0,0,0,0,139602,56073842,0,0,2019,441
1.523,41.117,56.345,1.015,0,0,12288,115855,43938918,0,0,1822,471
2.500,48,49.500,0,0,0,0,139072,55966182,0,0,2020,435
2.186,53.552,44.262,0,0,0,0,151580,55277794,0,0,12324,405
0.581,58.140,41.279,0,0,0,0,152640,55501028,0,0,19104,377
0,57.647,42.353,0,0,0,0,142252,54601786,0,0,18599,370
2.030,49.239,47.716,1.015,0,0,40960,142464,55724424,0,0,3943,439
1.500,48.500,50,0,0,0,0,144160,56002320,0,0,1963,406
1.500,49,49.500,0,0,0,0,142040,55968594,0,0,2010,417
1.508,48.744,49.749,0,0,0,0,143842,56002318,0,0,2005,417
1.500,48.500,50,0,0,0,0,143948,55984654,0,0,2018,433
2.577,40.722,56.701,0,0,0,0,122109,43479273,0,0,2769,454
1.026,50.256,48.205,0.513,0,0,40960,150520,55679404,0,0,4783,420
2.299,56.897,40.805,0,0,0,0,157304,55154712,0,0,18827,386
0.585,58.480,40.936,0,0,0,0,150626,55469766,0,0,19169,354
0.585,58.480,40.936,0,0,0,0,154654,55406274,0,0,19138,346
1.724,57.471,40.805,0,0,0,0,153700,55433576,0,0,19140,374
0,59.064,40.351,0.585,0,0,12288,146280,55411092,0,0,19121,350
1.163,58.140,40.698,0,0,0,4096,153064,55476938,0,0,19179,355
2.618,50.785,46.597,0,0,0,0,147976,55655402,0,0,8184,403
1.005,49.246,49.749,0,0,0,0,139178,56057834,0,0,2033,424
2.500,43.500,54,0,0,0,0,126145,51135844,0,0,1857,406
3.030,44.444,52.525,0,0,0,0,125918,48889873,0,0,1944,482
1.493,48.756,48.756,0.995,0,0,40960,138754,55994708,0,0,2025,452
1.508,48.744,49.749,0,0,0,8192,140132,56017030,0,0,2001,416
1.005,49.246,49.749,0,0,0,0,142782,56040168,0,0,1994,408
1.724,57.471,40.805,0,0,0,0,158576,55236786,0,0,19142,360
0.585,58.480,40.936,0,0,0,0,151156,55387002,0,0,19137,371
2.299,57.471,39.080,1.149,0,0,12288,151368,55417516,0,0,19087,388
0,58.480,41.520,0,0,0,49152,159106,54906264,0,0,18936,354
1.163,58.140,40.698,0,0,0,0,151156,55364622,0,0,19109,373
1.163,58.140,40.698,0,0,0,0,150520,55311520,0,0,19106,371
1.705,47.727,50.568,0,0,0,0,135887,43659416,0,0,15125,388
0.588,58.235,40.588,0.588,0,0,40960,151686,55215740,0,0,19023,376
1.562,51.042,47.396,0,0,0,32768,143948,55653708,0,0,6669,395
1.500,49,49.500,0,0,0,0,142994,56018380,0,0,2000,412
1.990,48.259,49.751,0,0,0,0,140556,55976676,0,0,2022,422
0.568,56.250,43.182,0,0,0,0,154548,55034628,0,0,15899,361
1.724,57.471,39.655,1.149,0,0,20480,145114,55264830,0,0,19093,383
0.585,58.480,40.936,0,0,0,0,146916,55331540,0,0,19153,354
1.163,58.140,40.698,0,0,0,0,152428,55185394,0,0,19111,349
1.163,58.140,40.698,0,0,0,0,150202,55321156,0,0,19187,400
2.825,45.763,51.412,0,0,0,0,133026,42883057,0,0,14582,391
0.562,55.056,43.820,0.562,0,0,40960,158470,54674554,0,0,14618,405
2,48,50,0,0,0,0,138860,55864204,0,0,2004,431
1.099,53.846,45.055,0,0,0,0,153276,55264140,0,0,12110,375
2.299,57.471,40.230,0,0,0,0,150626,55312268,0,0,19177,374
1.163,58.140,40.698,0,0,0,0,146280,55374200,0,0,19104,337
