"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-morus640-e-1500-dstat.csv",,,,"Date:","18 Oct 2019 05:34:36 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.761,40.822,57.181,0.236,0,5649.989,23313.767,0,0,0.354,19.251,6124.181,855.442
1.734,54.913,43.353,0,0,0,0,109500,41331330,0,0,17668,377
2.273,56.818,40.909,0,0,0,0,106530,43150142,0,0,18256,392
0,58.480,41.520,0,0,0,0,110982,43123062,0,0,18672,343
1.622,52.973,45.405,0,0,0,0,102078,43256402,0,0,11122,389
1.500,49,49.500,0,0,0,0,90524,43921828,0,0,1306,417
0.995,49.254,48.756,0.995,0,0,61440,92856,43912476,0,0,1339,435
1.005,49.246,49.749,0,0,0,0,92644,43896022,0,0,1362,437
1.990,48.259,49.751,0,0,0,0,92750,43892742,0,0,1330,423
1,49.500,49.500,0,0,0,0,91478,43880842,0,0,1324,429
1.493,48.756,49.751,0,0,0,0,94128,43880842,0,0,1329,443
2.825,44.068,52.542,0.565,0,0,12288,94870,33202743,0,0,13491,418
1.705,56.818,41.477,0,0,0,4096,107908,43070176,0,0,17870,387
0.581,58.140,41.279,0,0,0,0,107060,43038054,0,0,18689,345
0.578,57.803,41.618,0,0,0,0,107908,43113954,0,0,18769,355
1.156,57.803,41.040,0,0,0,0,104092,43138242,0,0,18653,343
1.667,55,42.778,0.556,0,0,40960,111300,43028160,0,0,14464,383
1.493,48.756,49.751,0,0,0,0,94446,43691336,0,0,1292,428
1.500,49,49.500,0,0,0,0,96036,43804942,0,0,1282,427
1.111,55,43.889,0,0,0,0,107484,43120026,0,0,14296,380
1.149,57.471,41.379,0,0,0,0,106848,43157976,0,0,18630,342
2.116,41.799,55.556,0.529,0,0,12288,82784,33758088,0,0,5548,436
1.500,48.500,50,0,0,0,0,97096,43798870,0,0,1299,436
1,49.500,49.500,0,0,0,0,97626,43824676,0,0,1272,421
2,48.500,49.500,0,0,0,0,87768,44018736,0,0,1296,409
0.995,49.254,49.751,0,0,0,0,94658,43980542,0,0,1310,414
1.143,56,41.714,1.143,0,0,40960,112148,43127616,0,0,16945,367
1.724,57.471,40.805,0,0,0,253952,104410,43280690,0,0,18789,385
0.578,57.803,41.618,0,0,0,0,106424,43268546,0,0,18729,340
0.578,57.803,41.618,0,0,0,0,105894,43298906,0,0,18813,352
0.571,57.143,42.286,0,0,0,0,105682,43432246,0,0,15442,336
1.705,47.159,50.568,0.568,0,0,20480,98259,33862674,0,0,14633,423
1.705,56.818,40.341,1.136,0,0,61440,105788,43186818,0,0,16406,399
1.020,50,48.980,0,0,0,0,104516,43538262,0,0,3047,421
1.500,48.500,50,0,0,0,0,94128,43923102,0,0,1325,447
1.990,48.756,49.254,0,0,0,0,89570,43948908,0,0,1298,418
0.559,55.866,42.458,1.117,0,0,45056,106106,43182264,0,0,15035,372
0.578,57.803,41.618,0,0,0,36864,103668,43318640,0,0,17403,376
1.143,57.143,41.714,0,0,0,0,105682,43385188,0,0,16310,348
0.578,57.803,41.618,0,0,0,0,104834,43280690,0,0,18685,377
0.581,58.140,41.279,0,0,0,0,102502,43275892,0,0,18663,356
2.186,45.902,50.820,1.093,0,0,12288,88508,34010949,0,0,12789,408
2.010,48.241,49.749,0,0,0,0,93598,43817086,0,0,1325,459
0.500,49.500,50,0,0,0,0,91584,43785208,0,0,1284,426
1.714,56.571,41.714,0,0,0,0,107908,43003384,0,0,17748,364
0.581,58.140,41.279,0,0,0,0,105682,43124580,0,0,18660,351
0.581,58.140,40.698,0.581,0,0,40960,108332,43141278,0,0,18267,384
1.149,57.471,41.379,0,0,0,0,106318,43147350,0,0,18715,366
0.581,58.140,41.279,0,0,0,0,108120,43148868,0,0,18603,339
0.578,57.803,41.618,0,0,0,0,106954,43151904,0,0,18734,394
1.156,57.803,41.040,0,0,0,0,107166,43132170,0,0,18673,350
1.695,50.847,46.893,0.565,0,0,12288,93691,37787733,0,0,16398,380
2.273,52.273,45.455,0,0,0,0,107813,38777187,0,0,16450,412
1.149,57.471,41.379,0,0,0,0,109816,43114198,0,0,18494,333
1.111,55.556,43.333,0,0,0,0,109604,43004658,0,0,14803,377
1.508,48.744,49.749,0,0,0,0,96566,43900576,0,0,1311,432
1.980,48.515,48.515,0.990,0,0,40960,95930,43886670,0,0,1331,435
1.508,48.744,49.749,0,0,0,0,91266,43911202,0,0,1344,440
1.493,49.254,49.254,0,0,0,0,92326,43915512,0,0,1312,408
1.500,48.500,50,0,0,0,0,94234,43859590,0,0,1348,437
1.005,49.246,49.749,0,0,0,0,95824,43885396,0,0,1314,428
1.500,49,49,0.500,0,0,12288,93068,43917030,0,0,1323,421
2.235,45.251,52.514,0,0,0,0,90840,33332563,0,0,13008,426
0.578,57.803,41.618,0,0,0,0,106318,43194408,0,0,18741,341
1.010,50,48.990,0,0,0,0,98262,43632134,0,0,2272,427
1.005,48.744,50.251,0,0,0,0,94128,43908166,0,0,1313,422
2,48.500,48.500,1,0,0,40960,93704,43877562,0,0,1319,435
2.475,48.020,49.505,0,0,0,0,92432,43868698,0,0,1299,453
2.010,48.241,49.749,0,0,0,8192,84906,43977750,0,0,1307,408
1.500,49,49.500,0,0,0,0,94870,43956498,0,0,1310,438
1.005,48.744,50.251,0,0,0,0,92962,43950426,0,0,1300,425
1.081,54.054,43.784,1.081,0,0,20480,108438,43329266,0,0,11352,402
2.247,46.629,51.124,0,0,0,0,93596,33868502,0,0,14514,437
1.149,57.471,41.379,0,0,0,40960,105364,43112436,0,0,18554,343
1.149,57.471,41.379,0,0,0,0,103562,43148868,0,0,18630,343
1.149,57.471,41.379,0,0,0,0,103138,43176192,0,0,18112,360
0.581,58.140,40.116,1.163,0,0,45056,105682,43138242,0,0,18683,354
1.149,57.471,41.379,0,0,0,0,103244,43164048,0,0,18807,368
0.578,57.803,41.618,0,0,0,40960,104516,43145588,0,0,18685,345
1.531,50.510,47.959,0,0,0,0,96354,43412512,0,0,4462,420
1.500,49,49.500,0,0,0,0,95082,43803668,0,0,1329,427
1.493,48.756,48.756,0.995,0,0,12288,93598,43786726,0,0,1317,442
2.632,42.105,55.263,0,0,0,0,80876,33577291,0,0,5931,441
0.581,58.140,41.279,0,0,0,0,106848,43098774,0,0,18573,352
0.571,57.143,42.286,0,0,0,0,107802,42939628,0,0,17254,358
1.493,48.756,49.751,0,0,0,0,93174,43970160,0,0,1310,406
1.010,49.495,48.990,0.505,0,0,40960,94870,43970160,0,0,1327,438
1.980,48.515,49.505,0,0,0,0,93386,43970160,0,0,1357,449
1.005,49.246,49.749,0,0,0,0,96036,43970160,0,0,1269,420
1.500,49,49.500,0,0,0,0,96142,43989894,0,0,1316,437
2.488,47.761,49.751,0,0,0,0,92432,43935490,0,0,1311,424
0.503,49.749,48.241,1.508,0,0,12288,88616,43991168,0,0,1291,434
3.061,40.816,56.122,0,0,0,0,82466,34379547,0,0,2473,464
0,58.140,41.860,0,0,0,0,107590,43121544,0,0,18616,343
1.724,56.897,41.379,0,0,0,0,108120,42897612,0,0,18502,369
1.724,57.471,40.805,0,0,0,0,105894,43091184,0,0,18626,379
0.581,58.140,40.116,1.163,0,0,40960,109710,43102054,0,0,18581,358
1.990,48.259,49.751,0,0,0,0,93916,43664012,0,0,1319,434
1.500,49,49.500,0,0,0,0,94870,43797352,0,0,1302,401
0.503,49.749,49.749,0,0,0,4096,94022,43782172,0,0,1307,403
0.500,49.500,50,0,0,0,0,98474,43765718,0,0,1329,425
2.500,48.500,48,1,0,0,12288,94022,43817086,0,0,1331,447
0.503,45.226,54.271,0,0,0,0,85971,40226239,0,0,1267,424
2.020,44.444,53.535,0,0,0,0,88500,37497051,0,0,1306,477
1,49.500,49.500,0,0,0,0,96990,43676156,0,0,1284,407
0.500,49.500,50,0,0,0,0,98368,43677674,0,0,1327,439
0.562,56.180,42.135,1.124,0,0,40960,111724,43053234,0,0,14968,373
2.273,56.818,40.909,0,0,0,0,103456,43176192,0,0,18692,372
0.578,57.803,41.618,0,0,0,0,106212,43165566,0,0,18743,339
0.581,58.140,41.279,0,0,0,0,107272,43175948,0,0,18663,334
1.149,57.471,41.379,0,0,0,0,104940,43159494,0,0,18610,367
0.508,50.254,48.731,0.508,0,0,12288,101124,43691336,0,0,2357,417
2.273,56.818,40.909,0,0,0,0,108332,43074730,0,0,18780,381
1.130,46.893,51.977,0,0,0,0,91582,33685313,0,0,12864,397
1.143,56.571,42.286,0,0,0,49152,105470,43197932,0,0,16674,368
1.005,49.246,49.749,0,0,0,0,91902,43842892,0,0,1690,429
2.062,50.515,46.392,1.031,0,0,53248,98262,43612400,0,0,5653,413
0.578,57.803,41.618,0,0,0,0,104622,43347482,0,0,18711,368
0.581,58.140,41.279,0,0,0,0,104304,43329022,0,0,18715,354
1.111,55.556,43.333,0,0,0,0,104622,43226042,0,0,14609,361
1,49,50,0,0,0,0,92008,44067312,0,0,1278,438
0.562,56.180,42.697,0.562,0,0,12288,106742,43321432,0,0,15047,360
1.149,57.471,41.379,0,0,0,0,106000,43347482,0,0,18852,364
2.809,44.382,52.809,0,0,0,0,90734,33138778,0,0,13998,384
1.724,57.471,40.805,0,0,0,0,108756,43154940,0,0,18694,349
1.149,57.471,41.379,0,0,0,0,109392,43172912,0,0,18766,365
1.149,57.471,40.230,1.149,0,0,40960,108650,43164048,0,0,18667,368
0,58.140,41.860,0,0,0,0,109498,43153422,0,0,18630,370
1.156,57.803,41.040,0,0,0,0,108438,43161012,0,0,18629,349
0.578,57.803,41.618,0,0,0,0,106424,43186574,0,0,18713,334
0.581,58.140,41.279,0,0,0,0,106636,43167084,0,0,18704,365
1.587,52.381,46.032,0,0,0,12288,104410,43360900,0,0,8638,405
1.143,57.143,41.714,0,0,0,0,112678,43029190,0,0,17809,383
1.657,44.199,54.144,0,0,0,0,90945,33476316,0,0,11288,404
1.508,48.744,49.749,0,0,0,0,90630,43867180,0,0,1299,419
1.493,48.756,49.751,0,0,0,0,90736,43868454,0,0,1334,438
1.087,53.804,44.022,1.087,0,0,40960,106000,43261200,0,0,11513,399
1.149,57.471,41.379,0,0,0,0,105894,43136480,0,0,18659,366
0,58.480,41.520,0,0,0,0,104516,43167084,0,0,18668,333
0.581,58.140,41.279,0,0,0,0,105470,43150386,0,0,18708,354
0.578,57.803,41.618,0,0,0,0,103986,43165566,0,0,18635,350
1.724,57.471,40.230,0.575,0,0,12288,103668,43142796,0,0,18656,364
1.149,57.471,41.379,0,0,0,0,105682,43130408,0,0,18693,371
2.247,47.753,50,0,0,0,0,88929,34812107,0,0,15141,375
1.149,54.598,44.253,0,0,0,0,111408,41490964,0,0,17662,399
1.724,57.471,40.805,0,0,0,8192,109498,43076004,0,0,18544,379
0.513,51.282,47.179,1.026,0,0,45056,99746,43576212,0,0,4880,393
1.500,49,49.500,0,0,0,0,92538,44054924,0,0,1318,435
0.498,49.751,49.751,0,0,0,0,94552,44015700,0,0,1320,412
2.513,47.739,49.749,0,0,0,0,91796,44048852,0,0,1296,418
5.025,45.226,49.749,0,0,0,49152,95612,44005074,0,0,1353,447
0,54.595,44.324,1.081,0,0,12288,103350,43455016,0,0,11324,376
1.149,57.471,41.379,0,0,0,0,101336,43283482,0,0,18757,385
0,58.480,41.520,0,0,0,0,106212,43268546,0,0,18717,353
1.130,45.198,53.672,0,0,0,0,91370,33016064,0,0,13897,392
0.581,58.140,41.279,0,0,0,40960,106954,43242740,0,0,18738,383
1.156,57.803,40.462,0.578,0,0,45056,107908,43232358,0,0,18641,371
0.581,58.140,41.279,0,0,0,0,105894,43273100,0,0,18796,380
0.578,57.803,41.618,0,0,0,0,106530,43271582,0,0,18754,342
0.581,58.140,41.279,0,0,0,0,105046,43265510,0,0,18767,372
1.724,56.897,41.379,0,0,0,0,103774,43291072,0,0,18795,378
1.714,57.143,40,1.143,0,0,12288,107802,43276136,0,0,18710,348
1.149,57.471,41.379,0,0,0,0,105576,43288280,0,0,18741,397
