"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-aes-gcm-we-jumbo-MACsec-Ethernet-dstat.csv",,,,"Date:","18 Oct 2019 03:50:05 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.768,39.829,58.160,0.242,0,6752.486,23402.217,0,0,0,0,6603.916,859.830
0.546,52.459,46.995,0,0,0,0,82152,69426278,0,0,4364,392
0,54.645,45.355,0,0,0,0,76744,71673250,0,0,4509,344
1.493,49.254,49.254,0,0,0,0,80242,70839082,0,0,2056,357
0.995,49.254,48.756,0.995,0,0,57344,78334,71121678,0,0,1917,387
1.064,52.660,46.277,0,0,0,0,79712,71158690,0,0,3823,345
0.541,54.054,45.405,0,0,0,69632,77592,71675216,0,0,4522,334
1.613,53.763,44.624,0,0,0,0,77380,71666804,0,0,4509,338
0.543,54.348,45.109,0,0,0,0,79182,71682196,0,0,4493,337
0.541,54.054,44.324,1.081,0,0,12288,78334,71676126,0,0,4486,361
0.543,54.348,45.109,0,0,0,0,78016,71679744,0,0,4470,338
1.093,43.716,55.191,0,0,0,0,70582,54768478,0,0,3581,396
2.151,53.226,44.624,0,0,0,0,78122,71651254,0,0,4481,357
0.541,54.054,45.405,0,0,0,0,78758,71650940,0,0,4475,334
1.613,53.763,44.086,0.538,0,0,40960,78652,71626174,0,0,4497,368
1.081,54.054,44.865,0,0,0,0,78228,71633954,0,0,4496,323
0,54.348,45.652,0,0,0,0,77804,71586878,0,0,4504,324
0.543,54.348,45.109,0,0,0,0,78758,71658764,0,0,4500,325
0,54.348,45.652,0,0,0,0,78016,71628732,0,0,4501,340
0.541,54.054,44.324,1.081,0,0,12288,77804,71611158,0,0,4511,346
1.047,51.309,47.644,0,0,0,0,90736,70935942,0,0,3179,366
2.660,41.489,55.851,0,0,0,0,93382,54411550,0,0,3025,400
0,54.645,45.355,0,0,0,0,107060,71627142,0,0,4483,340
0,54.645,45.355,0,0,0,0,103562,71909632,0,0,4510,338
1.622,54.054,43.784,0.541,0,0,40960,99216,71893864,0,0,4517,365
0,54.945,45.055,0,0,0,0,99110,71962238,0,0,4497,338
1.081,54.054,44.865,0,0,0,315392,94234,71934384,0,0,4514,341
0.543,54.348,45.109,0,0,0,0,90736,72009840,0,0,4520,357
0,54.945,45.055,0,0,0,0,90418,71945892,0,0,4502,341
1.087,54.348,43.478,1.087,0,0,24576,88934,71979914,0,0,4516,358
0.546,54.098,45.355,0,0,0,0,87662,72000204,0,0,4502,338
2.162,43.784,54.054,0,0,0,32768,73562,55645958,0,0,3634,390
2.051,49.231,48.718,0,0,0,0,94870,70370308,0,0,2869,372
1,49.500,49.500,0,0,0,0,90630,71343680,0,0,1892,359
1.493,49.254,48.259,0.995,0,0,45056,89358,71239416,0,0,1917,383
0,54.098,45.902,0,0,0,0,92962,71529902,0,0,4333,335
0,54.348,44.022,1.630,0,0,49152,86814,72006540,0,0,4474,327
1.622,54.054,44.324,0,0,0,0,91478,71961178,0,0,4479,357
0,54.348,45.652,0,0,0,0,88510,71989500,0,0,4470,330
2.674,53.476,42.781,1.070,0,0,12288,185500,71893922,0,0,4503,350
0.546,54.645,44.809,0,0,0,0,186454,71864314,0,0,4504,367
2.151,43.548,54.301,0,0,0,0,138328,54946621,0,0,3584,387
1.081,54.054,44.865,0,0,0,0,78228,71624950,0,0,4513,353
1.613,53.763,44.624,0,0,0,0,78970,71634908,0,0,4500,350
0,54.348,45.109,0.543,0,0,40960,78334,71653118,0,0,4527,378
1.081,54.054,44.865,0,0,0,0,77380,71628414,0,0,4491,310
0.543,54.348,45.109,0,0,0,0,78652,71647578,0,0,4512,374
0.541,54.054,45.405,0,0,0,0,78440,71671434,0,0,4509,357
0.543,54.348,45.109,0,0,0,0,78546,71617334,0,0,4499,325
2.128,53.191,44.149,0.532,0,0,12288,78122,71660730,0,0,4516,367
1.081,54.054,44.865,0,0,0,0,78864,71612916,0,0,4498,336
1.081,45.946,52.973,0,0,0,0,66775,59514286,0,0,3845,368
1.087,51.630,47.283,0,0,0,0,78336,67077192,0,0,4265,402
1.081,54.054,44.865,0,0,0,0,77486,71513446,0,0,4513,343
0,54.645,44.809,0.546,0,0,40960,78334,71400342,0,0,4524,401
0.505,50,49.495,0,0,0,0,80242,70486138,0,0,2034,328
1.070,53.476,45.455,0,0,0,0,80984,71146228,0,0,4385,320
1.087,53.804,45.109,0,0,0,0,77380,71483838,0,0,4497,340
0,54.348,45.652,0,0,0,0,78970,71485384,0,0,4465,318
2.513,48.241,48.744,0.503,0,0,12288,78758,70711652,0,0,1977,377
1.058,52.381,46.561,0,0,0,0,80030,70961132,0,0,3782,334
0.541,54.054,45.405,0,0,0,0,77592,71543160,0,0,4462,310
1.613,43.548,54.839,0,0,0,0,71230,55476357,0,0,3539,379
1.075,53.763,45.161,0,0,0,0,78546,71655464,0,0,4491,370
1.604,53.476,43.850,1.070,0,0,40960,77592,71713134,0,0,4519,360
1.546,51.031,47.423,0,0,0,0,80136,70985310,0,0,2993,334
1,49,50,0,0,0,0,79288,71030036,0,0,1878,348
0.503,49.749,49.749,0,0,0,8192,77910,70980994,0,0,1910,360
1.500,49,49.500,0,0,0,0,78546,71000110,0,0,1895,342
0.532,53.191,45.213,1.064,0,0,20480,81726,71055328,0,0,3975,356
