"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-aesgcm-we-frag-dstat.csv",,,,"Date:","18 Oct 2019 00:37:01 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.745,36.286,61.692,0.277,0,11396.772,23916.820,0,0,0,0,6261.790,891.466
1.176,57.059,41.765,0,0,0,0,148720,54077386,0,0,18292,380
0.588,57.647,41.765,0,0,0,0,139496,54812718,0,0,18524,340
1.596,51.596,46.809,0,0,0,0,140980,55932760,0,0,8740,396
1.695,55.932,41.243,1.130,0,0,65536,148612,55589468,0,0,16278,386
0.585,58.480,40.936,0,0,0,0,141192,55735718,0,0,18992,354
0.585,58.480,40.936,0,0,0,0,154124,55682616,0,0,19032,348
1.163,58.140,40.698,0,0,0,0,147234,55779834,0,0,18992,369
0.581,58.140,41.279,0,0,0,0,150520,55672980,0,0,18979,357
1.163,58.140,40.116,0.581,0,0,12288,149142,55579078,0,0,18966,355
1.163,58.140,40.698,0,0,0,4096,145220,55700334,0,0,18924,362
3.371,46.629,50,0,0,0,0,131015,43342763,0,0,14829,418
0,54.696,45.304,0,0,0,0,151262,55612752,0,0,12296,375
2.970,47.525,49.505,0,0,0,0,135998,56269234,0,0,1969,413
1.515,48.485,48.990,1.010,0,0,40960,131016,56298142,0,0,2016,432
2.513,47.739,49.749,0,0,0,0,133772,56319670,0,0,1993,417
1.685,56.180,42.135,0,0,0,0,151474,55540482,0,0,16315,377
1.163,58.140,40.698,0,0,0,0,146598,55723398,0,0,18984,362
1.163,57.558,41.279,0,0,0,0,152746,55424472,0,0,18908,347
1.744,58.140,40.116,0,0,0,12288,152852,55639306,0,0,18991,365
1.149,57.471,41.379,0,0,0,0,151474,55262586,0,0,18338,360
1.657,44.751,53.591,0,0,0,0,132285,43095105,0,0,10438,409
1.143,56.571,42.286,0,0,0,0,152534,55280362,0,0,17024,357
2.488,48.259,49.254,0,0,0,0,138754,56115598,0,0,2004,422
1.508,48.241,49.246,1.005,0,0,40960,134514,56195202,0,0,2029,447
1.571,51.309,47.120,0,0,0,0,147446,55782328,0,0,7106,389
1.734,57.803,40.462,0,0,0,0,150732,55666644,0,0,19049,369
0.581,58.140,41.279,0,0,0,0,148824,55607134,0,0,19022,353
1.604,52.406,45.989,0,0,0,0,144266,55795140,0,0,9649,379
2.010,48.241,49.246,0.503,0,0,12288,138436,56319774,0,0,2026,452
2.051,49.744,48.205,0,0,0,0,146386,55949426,0,0,5112,406
3.226,43.548,48.925,4.301,0,0,118784,136313,43243825,0,0,9496,466
0.585,57.895,41.520,0,0,0,0,144372,55314878,0,0,18737,359
1.156,58.382,40.462,0,0,0,0,147870,55543694,0,0,18962,370
0.588,58.824,40,0.588,0,0,57344,137164,55616822,0,0,19013,362
0.581,58.140,41.279,0,0,0,0,146280,55625548,0,0,18962,340
1.163,58.140,40.698,0,0,0,0,148082,55621640,0,0,18950,353
0.585,58.480,40.936,0,0,0,0,146280,55637648,0,0,18961,354
0.585,58.480,40.936,0,0,0,0,144054,55740432,0,0,19041,337
1.523,49.239,48.731,0.508,0,0,12288,137482,55898730,0,0,3797,420
1.099,54.396,44.505,0,0,0,0,149142,55578278,0,0,12439,364
2.841,45.455,51.705,0,0,0,0,126455,43179017,0,0,14443,419
0.581,58.140,41.279,0,0,0,0,143630,55685666,0,0,19005,342
1.163,58.140,40.698,0,0,0,0,143524,55825046,0,0,19018,335
0.585,58.480,40.351,0.585,0,0,40960,148188,55724372,0,0,18985,353
0.585,58.480,40.936,0,0,0,0,146174,55792682,0,0,18974,364
1.093,54.098,44.809,0,0,0,0,141616,55949374,0,0,12089,398
0.995,49.254,49.751,0,0,0,0,137906,56354144,0,0,2022,432
1.500,49,49.500,0,0,0,0,134620,56327804,0,0,1989,409
1.515,48.485,48.990,1.010,0,0,12288,141934,56320470,0,0,2016,437
1.136,56.250,42.614,0,0,0,0,146492,55491944,0,0,16560,345
1.143,52,46.857,0,0,0,0,126859,49975095,0,0,17012,325
2.513,44.724,52.764,0,0,0,0,123086,49919274,0,0,1991,447
0.503,49.749,49.749,0,0,0,0,134938,56208050,0,0,2023,405
2.500,48,49,0.500,0,0,40960,140980,56217546,0,0,2048,452
2.010,48.241,49.749,0,0,0,0,132712,56212010,0,0,2062,434
1.990,48.259,49.751,0,0,0,0,132606,56272290,0,0,1991,412
1.500,49,49.500,0,0,0,0,134196,56235352,0,0,2017,431
1,49,50,0,0,0,0,141086,56021482,0,0,2000,423
1.010,48.990,48.990,1.010,0,0,12288,135362,56249858,0,0,2018,443
1.980,48.515,49.505,0,0,0,0,134938,56227322,0,0,2009,418
1.508,48.744,49.749,0,0,0,32768,136634,56256230,0,0,1980,413
2.235,46.369,51.397,0,0,0,0,128151,43737308,0,0,13196,405
0.585,58.480,40.936,0,0,0,0,144584,55786258,0,0,18952,336
1.734,57.803,39.884,0.578,0,0,45056,149036,55745250,0,0,18974,393
1.163,58.140,40.698,0,0,0,0,141828,55856974,0,0,19042,361
0.581,58.140,40.116,1.163,0,0,4096,145644,55750926,0,0,18964,333
1.734,57.803,40.462,0,0,0,53248,143206,55716286,0,0,18979,383
1.163,58.140,40.698,0,0,0,0,144054,55619124,0,0,18929,339
2.260,55.367,41.808,0.565,0,0,20480,157728,55227950,0,0,16140,375
0.585,58.480,40.936,0,0,0,0,144902,55693162,0,0,19010,333
0.585,58.480,40.936,0,0,0,0,146492,55624800,0,0,18991,332
3.141,42.932,53.927,0,0,0,20480,119459,43795978,0,0,7398,427
