"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/ping-1571335153-orig-1500-dstat.csv",,,,"Date:","17 Oct 2019 20:58:34 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.483,6.017,91.926,0.574,0,50919.194,23345.431,0,0,0,0,4336.723,1039.068
2.717,12.500,84.783,0,0,0,0,265512,265512,0,0,4240,3645
2.286,13.143,84.571,0,0,0,0,229164,229008,0,0,4811,3217
3.889,11.111,85,0,0,0,0,247884,247990,0,0,4527,3467
2.747,12.637,84.615,0,0,0,0,258180,258336,0,0,4374,3567
2.235,13.966,83.240,0.559,0,0,32768,233688,233688,0,0,4626,3305
3.390,12.994,83.616,0,0,0,0,226278,226278,0,0,4742,3197
2.732,15.847,81.421,0,0,0,0,225264,225264,0,0,4744,3182
2.841,13.068,84.091,0,0,0,0,222144,222144,0,0,4669,3137
1.744,12.209,86.047,0,0,0,0,225108,225108,0,0,4717,3177
3.390,12.994,82.486,1.130,0,0,12288,222144,221988,0,0,4678,3148
3.825,15.301,80.874,0,0,0,0,221052,221208,0,0,4653,3109
1.657,16.575,81.768,0,0,0,0,222924,222924,0,0,4703,3133
3.977,11.932,84.091,0,0,0,0,219180,219180,0,0,4609,3087
3.333,14.444,82.222,0,0,0,0,224952,224952,0,0,4732,3173
2.247,11.236,85.955,0.562,0,0,12288,251160,251004,0,0,4279,3467
2.273,13.636,84.091,0,0,0,0,221988,221988,0,0,4687,3127
2.874,12.644,84.483,0,0,0,0,219648,219648,0,0,4603,3084
3.889,13.889,82.222,0,0,0,0,218556,218662,0,0,4624,3127
2.825,13.559,83.616,0,0,0,0,221364,221364,0,0,4653,3117
3.743,16.043,79.144,1.070,0,0,12288,227760,227760,0,0,4521,3210
3.825,15.847,80.328,0,0,0,0,220896,221052,0,0,4674,3111
3.333,14.444,82.222,0,0,0,0,221052,220896,0,0,4658,3103
3.371,13.483,83.146,0,0,0,0,221676,221676,0,0,4676,3132
4.891,15.217,72.283,7.609,0,0,131072,218088,218088,0,0,4650,3108
3.409,12.500,82.386,1.705,0,0,40960,212784,212940,0,0,4514,3037
3.911,13.966,82.123,0,0,0,0,217308,217152,0,0,4582,3057
2.793,15.084,82.123,0,0,0,0,217932,218088,0,0,4605,3070
2.841,13.636,83.523,0,0,0,0,217464,217308,0,0,4615,3096
4.469,12.849,82.682,0,0,0,8192,217698,217854,0,0,4610,3089
4.348,15.217,78.804,1.630,0,0,20480,212784,212628,0,0,4525,3016
2.732,16.940,80.328,0,0,0,0,216216,216060,0,0,4573,3046
