"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/ping-1571322521-1500-med-dstat.csv",,,,"Date:","17 Oct 2019 16:28:51 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.678,14.069,84.776,0.477,0,40167.253,7328.966,0,0,0,0,1297.569,281.661
0.500,0,99.500,0,0,0,0,0,0,0,0,150,83
0,0.500,98.500,1,0,0,32768,0,0,0,0,150,77
0.500,0,99.500,0,0,0,0,0,0,0,0,142,79
0,0,100,0,0,0,0,0,0,0,0,126,60
0,0.503,99.497,0,0,0,0,0,0,0,0,143,78
0.500,0,99.500,0,0,0,0,0,0,0,0,120,52
0,0.500,99.500,0,0,0,0,0,0,0,0,143,76
0.500,0,99.500,0,0,0,20480,0,0,0,0,163,93
0,0,100,0,0,0,0,0,0,0,0,152,81
0,0.500,99.500,0,0,0,0,0,0,0,0,135,73
0.498,0.498,99.005,0,0,0,0,0,0,0,0,133,73
0,0,100,0,0,0,0,0,0,0,0,148,82
0.500,0.500,98.500,0.500,0,0,16384,0,0,0,0,173,110
0,0,100,0,0,0,0,0,0,0,0,121,58
0,0.500,99.500,0,0,0,0,0,0,0,0,140,72
0,0,100,0,0,0,0,0,0,0,0,132,69
0.498,0.498,99.005,0,0,0,0,0,0,0,0,127,63
0,0.500,99.500,0,0,0,0,0,0,0,0,150,77
0.503,0,99.497,0,0,0,16384,0,0,0,0,147,80
0,0,100,0,0,0,0,0,0,0,0,157,96
0,0.500,99.500,0,0,0,0,0,0,0,0,147,81
0.500,0,99.500,0,0,0,0,0,0,0,0,135,71
0.498,0.498,99.005,0,0,0,0,0,0,0,0,141,75
0,0,99.495,0.505,0,0,49152,0,0,0,0,182,123
0,0,100,0,0,0,0,0,0,0,0,172,104
0.498,0.498,99.005,0,0,0,0,0,0,0,0,136,69
0,0,100,0,0,0,0,0,0,0,0,128,62
0.500,0.500,99,0,0,0,0,0,0,0,0,160,90
0,0,98.995,1.005,0,0,53248,0,0,0,0,187,111
0.500,0,99.500,0,0,0,0,0,0,0,0,131,73
0,0.500,99.500,0,0,0,0,0,110,0,0,127,61
0.500,0,99.500,0,0,0,0,0,0,0,0,173,106
0,0.500,99.500,0,0,0,0,0,0,0,0,133,69
0,0,100,0,0,0,8192,0,0,0,0,155,81
0.498,0.498,99.005,0,0,0,24576,0,0,0,0,152,86
0,0,100,0,0,0,0,0,0,0,0,148,82
0.498,0.498,99.005,0,0,0,0,0,0,0,0,115,55
0,0,100,0,0,0,0,0,0,0,0,147,87
0,0.500,99.500,0,0,0,8192,0,0,0,0,140,69
0.500,0,99,0.500,0,0,28672,0,0,0,0,156,87
0,0.500,99.500,0,0,0,0,0,0,0,0,129,70
0.503,0,99.497,0,0,0,0,0,0,0,0,136,69
0,0.500,99.500,0,0,0,0,0,0,0,0,141,75
0,0,100,0,0,0,0,0,0,0,0,131,68
0.498,0.498,99.005,0,0,0,0,0,0,0,0,134,78
0,0,100,0,0,0,16384,0,0,0,0,143,69
0,0.500,99.500,0,0,0,0,0,0,0,0,124,62
0.503,0,99.497,0,0,0,0,0,0,0,0,153,82
0,0,100,0,0,0,0,0,0,0,0,135,71
0.498,0.498,99.005,0,0,0,0,0,0,0,0,130,61
0,0,98.995,1.005,0,0,16384,0,0,0,0,136,67
0.500,0,99.500,0,0,0,0,0,0,0,0,160,94
0,0.500,99.500,0,0,0,0,0,0,0,0,130,70
0.503,0,99.497,0,0,0,0,0,0,0,0,151,78
0.500,0,99.500,0,0,0,0,0,0,0,0,141,71
0.498,0.498,99.005,0,0,0,0,0,0,0,0,136,65
0,0,100,0,0,0,16384,0,0,0,0,145,76
0.995,0,99.005,0,0,0,0,0,0,0,0,124,54
0,0.500,99.500,0,0,0,16384,0,0,0,0,129,56
0.503,1.005,98.492,0,0,0,4096,0,0,0,0,216,165
0.498,0.498,99.005,0,0,0,0,0,0,0,0,141,75
0,0,99.495,0.505,0,0,20480,0,0,0,0,141,76
0,0.500,99.500,0,0,0,0,0,0,0,0,133,65
0.498,0.498,99.005,0,0,0,0,0,0,0,0,134,68
0,0,100,0,0,0,20480,0,0,0,0,151,80
0.500,0,99.500,0,0,0,0,0,0,0,0,121,51
0,0.500,99.500,0,0,0,0,0,0,0,0,115,46
0,0,98.995,1.005,0,0,16384,0,0,0,0,157,97
0.498,0.498,99.005,0,0,0,0,0,0,0,0,123,60
0,0,100,0,0,0,0,0,0,0,0,129,61
0.500,0,99.500,0,0,0,0,0,0,0,0,119,50
0,0.500,99.500,0,0,0,0,0,0,0,0,140,69
0,0,100,0,0,0,16384,0,0,0,0,146,82
0.498,0.498,99.005,0,0,0,0,0,0,0,0,122,46
0,0,100,0,0,0,0,0,0,0,0,127,63
0.500,0,99.500,0,0,0,0,0,0,0,0,128,61
0,0.500,99.500,0,0,0,0,0,0,0,0,127,57
0,0,100,0,0,0,0,0,0,0,0,125,52
0.498,0.498,99.005,0,0,0,16384,0,0,0,0,136,67
0,0,100,0,0,0,0,0,0,0,0,139,71
0.500,0,99.500,0,0,0,0,0,0,0,0,121,57
0,0.500,99.500,0,0,0,0,0,0,0,0,130,57
0,0.500,99.500,0,0,0,0,0,0,0,0,127,65
0.498,0.498,98.010,0.995,0,0,16384,0,0,0,0,169,107
0,0,100,0,0,0,0,0,0,0,0,127,64
0.498,0.498,99.005,0,0,0,0,0,0,0,0,130,60
0,0,100,0,0,0,0,0,0,0,0,113,45
0,0,100,0,0,0,0,0,0,0,0,138,73
0.498,0.498,99.005,0,0,0,0,0,0,0,0,121,54
0,0,100,0,0,0,16384,0,0,0,0,152,88
0.498,0.498,99.005,0,0,0,0,0,0,0,0,127,61
0,0,100,0,0,0,0,0,0,0,0,139,76
0,0,100,0,0,0,0,0,0,0,0,135,69
0.498,0.498,99.005,0,0,0,0,0,0,0,0,114,44
0,0,100,0,0,0,16384,0,0,0,0,133,67
0.500,0.500,99,0,0,0,12288,0,0,0,0,166,90
0,0,100,0,0,0,0,0,0,0,0,116,49
0,0.500,99.500,0,0,0,0,0,0,0,0,131,61
0.500,0,99.500,0,0,0,0,0,0,0,0,121,56
0.498,0.498,99.005,0,0,0,0,0,0,0,0,138,68
0,0,99.497,0.503,0,0,36864,0,0,0,0,170,97
0,0,100,0,0,0,0,0,0,0,0,125,61
0.500,0.500,99,0,0,0,0,0,0,0,0,133,61
0,0.500,99.500,0,0,0,0,0,0,0,0,128,60
0.500,0,99.500,0,0,0,0,0,0,0,0,123,56
0.500,0,99.500,0,0,0,24576,0,0,0,0,159,99
0,0.500,99.500,0,0,0,0,0,0,0,0,119,57
0.500,0,99.500,0,0,0,0,0,0,0,0,154,85
0.500,0,99.500,0,0,0,0,0,0,0,0,121,57
0,0.503,99.497,0,0,0,0,0,0,0,0,128,57
0,0,99,1,0,0,16384,0,0,0,0,152,89
0.503,0,99.497,0,0,0,0,0,0,0,0,144,74
0.498,0.498,99.005,0,0,0,0,0,0,0,0,142,77
0,0,100,0,0,0,0,0,0,0,0,123,52
0,0.500,99.500,0,0,0,0,0,0,0,0,118,53
0.500,0,99.500,0,0,0,0,0,0,0,0,148,85
0.500,0,99.500,0,0,0,16384,0,0,0,0,136,70
0,0,100,0,0,0,0,0,0,0,0,133,59
0,0.500,99.500,0,0,0,0,0,0,0,0,117,52
1,1,98,0,0,0,0,0,0,0,0,177,130
0.500,0,99.500,0,0,0,0,0,0,0,0,140,69
0,0.503,98.995,0.503,0,0,20480,0,0,0,0,140,77
0.500,0,99.500,0,0,0,0,0,0,0,0,141,67
0,0,100,0,0,0,0,0,0,0,0,130,61
0.500,0,99.500,0,0,0,0,0,0,0,0,121,53
0,0.500,99.500,0,0,0,4096,0,0,0,0,168,90
0.500,0,99.500,0,0,0,0,0,0,0,0,134,62
0,0.503,98.995,0.503,0,0,16384,0,0,0,0,165,98
0.500,0,99.500,0,0,0,0,0,0,0,0,141,73
0.500,0,99.500,0,0,0,0,0,0,0,0,134,69
0,0.503,99.497,0,0,0,4096,0,0,0,0,153,81
0.500,0,99.500,0,0,0,0,0,0,0,0,156,87
0,0,99.497,0.503,0,0,16384,0,0,0,0,148,86
0.498,0.498,99.005,0,0,0,0,0,0,0,0,126,51
0,0,100,0,0,0,0,0,0,0,0,126,60
0.500,0,99.500,0,0,0,0,0,0,0,0,144,76
0,0.503,99.497,0,0,0,16384,0,0,0,0,139,75
0,0,100,0,0,0,0,0,0,0,0,125,58
0.498,0.498,99.005,0,0,0,16384,0,0,0,0,136,70
0,0,100,0,0,0,0,0,0,0,0,141,72
