"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/iperf3-1571335153-100-macsec-aes-gcm-we-jumbo-Ethernet-dstat.csv",,,,"Date:","18 Oct 2019 03:07:01 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.776,39.375,58.601,0.247,0,7428.126,23449.569,0,0,0,0,6881.226,865.293
1.143,53.143,45.714,0,0,0,0,160910,62563712,0,0,6415,404
0,57.714,42.286,0,0,0,0,160696,65021306,0,0,11448,339
0.559,55.866,43.575,0,0,0,0,159318,65548866,0,0,4481,363
1.667,55.556,41.667,1.111,0,0,61440,157728,65489814,0,0,4484,378
1.053,52.105,46.842,0,0,0,0,151368,64735800,0,0,5795,398
1,49.500,49.500,0,0,0,0,143418,65044350,0,0,1718,437
2,48,50,0,0,0,0,142358,65050566,0,0,1716,418
1,49.500,49.500,0,0,0,0,143736,65020182,0,0,1723,407
1.508,48.744,49.749,0,0,0,0,136422,65103564,0,0,1726,414
1.075,53.226,45.161,0.538,0,0,12288,138542,64884984,0,0,6049,379
2.260,45.198,52.542,0,0,0,0,93174,49643523,0,0,13818,418
0.556,55.556,43.889,0,0,0,0,138648,65434186,0,0,4493,324
0,55.556,44.444,0,0,0,0,169812,65061014,0,0,4486,306
2.174,54.348,43.478,0,0,0,0,170024,65067280,0,0,4496,338
0,55.556,43.889,0.556,0,0,40960,170130,65067498,0,0,4494,323
1.630,54.348,44.022,0,0,0,0,169918,65068194,0,0,4502,350
1.111,55.556,43.333,0,0,0,880640,169812,65000408,0,0,5875,374
1.093,54.645,44.262,0,0,0,0,169388,65086574,0,0,4498,334
0.549,55.495,43.956,0,0,0,0,169812,65087700,0,0,4502,342
1.099,54.945,42.857,1.099,0,0,20480,170554,65063476,0,0,4502,329
1.685,44.944,53.371,0,0,0,0,131544,49959774,0,0,9005,442
1.667,55,43.333,0,0,0,12288,163982,65202696,0,0,4483,366
1.500,49,49.500,0,0,0,20480,156774,64697646,0,0,1749,385
1.493,48.756,49.751,0,0,0,0,156350,64831880,0,0,1777,402
1.508,48.744,48.744,1.005,0,0,40960,156668,64895166,0,0,1767,400
1.500,49,49.500,0,0,0,0,154442,64885842,0,0,1778,409
1.493,48.756,49.751,0,0,0,0,149354,64914510,0,0,1754,414
1.500,49,49.500,0,0,0,4096,150202,64888092,0,0,1719,388
