"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","crawler5",,,,"User:","root"
"Cmdline:","dstat -N enp2s0f1,macsec0--noheaders --output final1/ping-1571335153-macsec-aesgcm-we-frag-1500-dstat.csv",,,,"Date:","18 Oct 2019 00:32:59 CEST"
"total cpu usage",,,,,"dsk/total",,"net/enp2s0f1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.707,36.583,61.433,0.277,0,11563.517,23046.394,0,0,0,0,6294.698,864.649
3.743,11.765,84.492,0,0,0,0,287040,286880,0,0,4248,3841
2.762,9.945,87.293,0,0,0,4096,287040,287200,0,0,4218,3823
1.630,13.043,85.326,0,0,0,0,284640,284640,0,0,4274,3782
2.809,11.798,85.393,0,0,0,0,260960,260800,0,0,4718,3518
2.778,14.444,81.667,1.111,0,0,36864,244882,244992,0,0,5019,3345
2.857,12.571,84.571,0,0,0,0,245280,245440,0,0,5023,3351
2.198,12.637,83.516,1.648,0,0,86016,273760,273600,0,0,4520,3673
2.210,11.050,86.740,0,0,0,0,283520,283680,0,0,4273,3765
4.444,12.778,82.778,0,0,0,0,245600,245600,0,0,5044,3370
2.273,13.068,82.955,1.705,0,0,16384,243040,242880,0,0,4981,3350
2.286,12.571,85.143,0,0,0,0,248000,248000,0,0,5076,3390
3.315,14.917,80.663,1.105,0,0,1261568,244800,244800,0,0,5036,3343
2.809,13.483,83.708,0,0,0,0,246080,246080,0,0,5043,3368
3.409,12.500,84.091,0,0,0,0,245440,245440,0,0,5026,3343
2.825,12.429,81.921,2.825,0,0,77824,242560,242720,0,0,4972,3320
3.352,13.408,83.240,0,0,0,0,245120,244960,0,0,5024,3344
2.286,13.143,84.571,0,0,0,0,247200,247360,0,0,5065,3370
3.468,10.405,86.127,0,0,0,0,246400,246240,0,0,5022,3345
3.390,12.994,83.616,0,0,0,0,245760,245760,0,0,5034,3365
1.695,14.689,83.051,0.565,0,0,16384,246080,246240,0,0,5056,3389
2.793,13.966,83.240,0,0,0,0,246400,246510,0,0,5057,3391
2.857,12.571,84.571,0,0,0,0,246400,246400,0,0,5049,3366
2.260,13.559,84.181,0,0,0,0,245280,245120,0,0,5023,3346
1.685,15.169,83.146,0,0,0,0,245362,245522,0,0,5030,3347
2.299,12.069,84.483,1.149,0,0,16384,243520,243520,0,0,4993,3320
3.889,13.333,82.778,0,0,0,0,244800,244640,0,0,5019,3347
1.695,14.124,84.181,0,0,0,0,246720,246720,0,0,5051,3362
