"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final1/ping-1570630571-macsec-aesgcm-we-jumbo-2928-dstat.csv",,,,"Date:","09 Oct 2019 16:28:37 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.344,3.029,86.984,4.643,0,6901.091,29236839.045,0,0,0,0,23223.072,26209.920
1.759,0.754,97.487,0,0,0,1400832,1129600,1129600,0,0,15419,14286
0.759,1.013,98.228,0,0,0,0,1127200,1127200,0,0,15124,14135
1.018,0.509,98.473,0,0,0,0,1126240,1126080,0,0,15117,14158
1.511,0.504,97.985,0,0,0,0,1129920,1129920,0,0,15162,14165
2.005,0.752,96.992,0.251,0,0,57344,1129842,1129842,0,0,15164,14174
2.010,0.503,97.487,0,0,0,0,1130527,1130670,0,0,15172,14194
1.763,0.504,97.733,0,0,0,0,1130707,1130560,0,0,15174,14197
1.519,0.506,97.975,0,0,0,0,1954400,1954675,0,0,15107,14090
1.504,1.253,97.243,0,0,0,0,2026080,2026080,0,0,15104,14115
1.253,1.504,97.243,0,0,0,24576,2027232,2027232,0,0,15119,14166
1.754,0.752,97.243,0.251,0,0,0,2026944,2026944,0,0,15113,14138
0.759,1.013,98.228,0,0,0,4259840,2027232,2026944,0,0,15121,14129
2.005,0.752,97.243,0,0,0,0,2027232,2027232,0,0,15113,14112
1.511,0.756,97.733,0,0,0,0,2027808,2027808,0,0,15115,14120
1.523,0.508,97.970,0,0,0,32768,3470880,3471424,0,0,15063,14058
2,1,97,0,0,0,0,3802560,3802016,0,0,15018,14043
2.005,1.003,96.992,0,0,0,0,3803104,3803104,0,0,15022,14047
1.754,1.253,96.992,0,0,0,0,3803104,3803104,0,0,15018,14051
1.519,0.253,98.228,0,0,0,0,3803104,3803648,0,0,15021,14058
1.768,0.253,97.727,0.253,0,0,12288,3803648,3803104,0,0,15023,14058
1.020,0.255,98.724,0,0,0,0,3803648,3804192,0,0,15021,14054
2.730,1.489,95.782,0,0,0,16384,6070271,6070656,0,0,14887,13867
4.866,0.973,94.161,0,0,0,0,7261203,7261056,0,0,14799,13838
4.177,0.983,94.840,0,0,0,0,7262112,7262369,0,0,14799,13826
2.750,0.750,96.500,0,0,0,49152,7261056,7261056,0,0,14795,13817
4.167,0.980,94.853,0,0,0,0,7261056,7260000,0,0,14784,13799
2.506,0.501,96.992,0,0,0,0,7258944,7260000,0,0,14789,13832
3.931,1.229,94.840,0,0,0,0,7261056,7260000,0,0,14789,13797
3.440,1.474,94.840,0.246,0,0,0,8170304,8170304,0,0,14743,13721
1.768,0.758,97.475,0,0,0,24576,9743328,9744760,0,0,14648,13673
1.772,0.759,97.468,0,0,0,0,9736168,9736168,0,0,14639,13664
1.269,0.761,96.954,1.015,0,0,13807616,9737600,9737600,0,0,14649,13652
2.020,0.505,97.475,0,0,0,0,9739032,9737600,0,0,14637,13641
2,1.500,96.500,0,0,0,0,9727576,9727576,0,0,14621,13636
0.761,1.269,97.716,0.254,0,0,28672,9731954,9731954,0,0,14634,13661
1.259,1.511,97.229,0,0,0,0,9691474,9692992,0,0,14642,13616
1.763,1.008,97.229,0,0,0,65536,10301148,10299630,0,0,14626,13624
1.508,1.508,96.985,0,0,0,0,10307220,10308738,0,0,14619,13647
1.768,1.010,97.222,0,0,0,0,10310338,10310338,0,0,14627,13654
1.259,1.511,97.229,0,0,0,24576,10301148,10301148,0,0,14610,13630
1.519,0.759,97.722,0,0,0,0,10308738,10307220,0,0,14617,13633
1.263,1.263,97.475,0,0,0,299008,10305702,10307220,0,0,14665,13653
1.266,0.759,97.722,0.253,0,0,0,10308738,10307220,0,0,14621,13650
