"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final1/iperf3-1570630571-1-macsec-aesgcm-we-dstat.csv",,,,"Date:","09 Oct 2019 16:24:35 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.353,3.034,86.960,4.654,0,6920.218,29302116.783,0,0,0,0,23256.445,26248.555
1.813,1.295,96.891,0,0,0,0,434249,113761219,0,0,4179,452
0,0,100,0,0,0,0,483148,122457060,0,0,4083,247
0.524,0.524,98.691,0.262,0,0,610304,474562,122452506,0,0,4173,266
0.263,0.263,99.474,0,0,0,0,475622,122454024,0,0,4058,221
0.787,0,99.213,0,0,0,0,470710,122454024,0,0,4074,229
0,0.264,99.736,0,0,0,0,475092,122452506,0,0,4042,203
0.528,0,99.472,0,0,0,0,474880,122455542,0,0,4052,218
0.263,0.263,99.474,0,0,0,0,475092,122457060,0,0,4056,216
0.525,0.262,99.213,0,0,0,16384,476364,122450988,0,0,4081,246
0,0.265,99.735,0,0,0,0,466506,122454024,0,0,4052,211
