"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final1/ping-1570630571-orig-jumbo-without-encryption-9000-dstat.csv",,,,"Date:","09 Oct 2019 16:21:18 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.361,3.037,86.938,4.664,0,6935.831,29367103.608,0,0,0,0,23272.936,26272.558
3.750,2,94.250,0,0,0,0,2147496,2147652,0,0,28574,27601
2.519,2.267,95.214,0,0,0,0,2144376,2144376,0,0,28534,27554
3.465,2.723,93.812,0,0,0,0,2147028,2147028,0,0,28567,27589
1.790,2.302,95.908,0,0,0,0,3073396,3073524,0,0,30376,29351
4.975,2.239,92.786,0,0,0,40960,4611147,4610740,0,0,33521,32565
3.778,2.519,93.703,0,0,0,0,4626154,4626383,0,0,33630,32661
3.759,2.757,93.484,0,0,0,0,5784607,5784607,0,0,33266,32271
3.518,2.764,93.719,0,0,0,0,8499600,8500140,0,0,32520,31539
4.261,2.005,93.734,0,0,0,0,8528760,8528220,0,0,32627,31659
4.051,1.772,94.177,0,0,0,24576,9160444,9161496,0,0,31879,30880
3.509,2.256,94.236,0,0,0,0,13869568,13869568,0,0,27413,26434
4.229,2.736,93.035,0,0,0,0,14041044,14039992,0,0,27739,26747
4.680,2.956,92.365,0,0,0,0,13860100,13860100,0,0,27404,26416
4.271,1.508,94.221,0,0,0,0,15287332,15288760,0,0,27083,26056
4.010,1.754,93.985,0.251,0,0,24576,17964240,17962812,0,0,26204,25245
3.759,2.005,94.236,0,0,0,0,17430168,17431596,0,0,25458,24477
3.769,1.759,94.472,0,0,0,0,17380188,17378760,0,0,25382,24392
3.980,2.239,93.781,0,0,0,0,17023166,17024680,0,0,24616,23606
2.771,2.519,94.710,0,0,0,0,17784958,17784958,0,0,24528,23577
3.015,2.513,94.472,0,0,0,450560,17809182,17807668,0,0,24647,23647
4.433,2.956,92.611,0,0,0,0,17875798,17875798,0,0,24650,23710


"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final1/ping-1570630571-orig-jumbo-without-encryption-9000-dstat.csv",,,,"Date:","09 Oct 2019 16:22:24 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.359,3.036,86.944,4.661,0,6930.574,29345313.756,0,0,0,0,23269.885,26266.798
3.960,2.970,93.069,0,0,0,0,2149056,2149056,0,0,28594,27643
3.291,1.013,95.696,0,0,0,0,2150460,2150460,0,0,28612,27648
3.038,1.266,95.696,0,0,0,0,2147496,2147340,0,0,28571,27593
3.266,2.513,94.221,0,0,0,0,3084608,3084714,0,0,30420,29398
3.759,2.757,93.484,0,0,0,36864,4607455,4607616,0,0,33492,32509
3.518,2.513,93.970,0,0,0,0,4625302,4625425,0,0,33627,32648
4.229,3.234,92.537,0,0,0,0,5788283,5787999,0,0,33228,32225
3.518,2.513,93.970,0,0,0,0,8448300,8448840,0,0,32336,31363
4.726,2.488,92.786,0,0,0,0,8570880,8570340,0,0,32785,31795
3.769,2.261,93.719,0.251,0,0,24576,9213900,9213900,0,0,31965,30982
4,2.500,93.500,0,0,0,0,14547056,14548108,0,0,28700,27730
3.990,2.743,93.267,0,0,0,0,14488144,14487092,0,0,28583,27608
3.518,2.513,93.970,0,0,0,0,14532328,14533380,0,0,28670,27679
3.275,2.519,94.207,0,0,0,0,16031316,16031692,0,0,27194,26190
3.526,2.015,94.458,0,0,0,24576,18011364,18011364,0,0,26266,25303
3.275,2.015,94.710,0,0,0,0,17965668,17965668,0,0,26203,25219
4,2,94,0,0,0,0,18021360,18021360,0,0,26286,25288
4.229,2.488,93.284,0,0,0,0,17685050,17683728,0,0,25186,24156
4.423,2.948,92.629,0,0,0,0,17724398,17725912,0,0,24463,23478
2.284,2.284,95.431,0,0,0,1470464,17745594,17745594,0,0,24735,23571
4.020,1.256,94.724,0,0,0,0,17659296,17657782,0,0,24374,23370
