"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final1/ping-1570630571-macsec-aes-gcm-e-jumbo-MACsec-Ethernet-9000-dstat.csv",,,,"Date:","09 Oct 2019 16:34:06 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.335,3.025,87.011,4.628,0,6875.236,29151250.997,0,0,0,0,23200.516,26175.246
4.455,2.228,93.317,0,0,0,45056,2199840,2199840,0,0,28547,27562
2.757,2.506,94.737,0,0,0,0,2196800,2196640,0,0,28500,27532
3.283,1.515,95.202,0,0,0,0,2199840,2200000,0,0,28546,27556
3.769,1.759,94.472,0,0,0,0,3113856,3113696,0,0,30311,29278
4.010,2.506,93.484,0,0,0,0,4659634,4659922,0,0,33398,32417
4.261,2.005,93.484,0.251,0,0,24576,4678111,4677806,0,0,33537,32575
3.778,2.267,93.955,0,0,0,0,5842803,5842656,0,0,33420,32410
4.229,2.985,92.786,0,0,0,0,8641440,8642131,0,0,32823,31849
3.500,3.250,93.250,0,0,0,0,8544064,8544064,0,0,32455,31476
4.926,3.202,91.872,0,0,0,0,9250336,9249792,0,0,31991,30985
2.778,3.030,94.192,0,0,0,24576,14786112,14787168,0,0,29051,28085
4.020,2.261,93.719,0,0,0,0,14764992,14764992,0,0,29002,28046
4.010,2.256,93.734,0,0,0,0,14811456,14811456,0,0,29089,28110
4.261,1.754,93.734,0.251,0,0,0,16500448,16499392,0,0,27498,26509
5.038,0.252,94.710,0,0,0,0,18163488,18164920,0,0,26417,25441
4.691,2.716,92.593,0,0,0,24576,18194992,18194992,0,0,26462,25493
4.229,2.488,93.284,0,0,0,0,18156328,18154896,0,0,26403,25409
3.960,2.970,93.069,0,0,0,0,18375638,18375638,0,0,25923,24920
2.538,2.030,95.178,0.254,0,0,1507328,18657738,18659256,0,0,25890,24735
3.030,2.020,94.949,0,0,0,0,18688098,18688098,0,0,25659,24669
3.046,1.777,95.178,0,0,0,40960,18741228,18739710,0,0,25735,24744
