"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final1/iperf3-1570630571-1-macsec-aes-gcm-we-jumbo-MACsec-Ethernet-dstat.csv",,,,"Date:","09 Oct 2019 16:34:59 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.334,3.024,87.016,4.626,0,6871.091,29133914.039,0,0,0,0,23200.821,26173.269
7.286,1.005,91.709,0,0,0,61440,2056558,114855493,0,0,53669,460
7.538,0,92.211,0.251,0,0,1400832,2196002,123553353,0,0,57767,405
7.980,0,92.020,0,0,0,0,2195896,123550224,0,0,57530,360
7.538,0,92.462,0,0,0,0,2195896,123553206,0,0,57530,336
8.229,0,91.771,0,0,0,0,2196002,123553206,0,0,57528,356
7.538,0,92.462,0,0,0,0,2195896,123553206,0,0,57551,353
7.769,0.251,91.980,0,0,0,147456,2195896,123553206,0,0,57603,355
8.374,0.985,90.640,0,0,0,0,2196002,123550224,0,0,57578,330
7.371,1.966,90.663,0,0,0,0,2195896,123553206,0,0,57582,353
6.500,1.750,91.750,0,0,0,0,2195896,123553206,0,0,57582,326
