"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final1/ping-1570630571-macsec-aegis128l-e-1500-1500-dstat.csv",,,,"Date:","09 Oct 2019 16:37:31 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.329,3.022,87.031,4.618,0,6859.230,29090143.050,0,0,0,0,23194.113,26158.680
1.005,1.256,97.739,0,0,0,49152,1136480,1136320,0,0,14588,14277
1.256,1.256,97.487,0,0,0,0,1135840,1136000,0,0,14588,14252
0.758,1.010,97.727,0.505,0,0,7909376,1136160,1136000,0,0,14878,14377
0.505,1.263,98.232,0,0,0,0,1136000,1136270,0,0,14539,14240
0.508,1.015,98.477,0,0,0,0,1136562,1136562,0,0,14554,14255
0.758,1.010,98.232,0,0,0,65536,1136767,1136480,0,0,14552,14268
0,1.523,98.477,0,0,0,0,1136640,1136640,0,0,14558,14255
1.008,1.259,97.733,0,0,0,0,2009523,2009523,0,0,14575,14198
0.508,1.015,98.477,0,0,0,0,2039904,2040192,0,0,14520,14227
0.501,2.005,97.494,0,0,0,0,2040480,2040192,0,0,14519,14210
0.254,1.015,98.477,0.254,0,0,24576,2039904,2040192,0,0,14512,14232
1.013,0.759,98.228,0,0,0,0,2041056,2040768,0,0,14574,14215
1.005,1.508,97.487,0,0,0,0,2040768,2040768,0,0,14556,14232
0.506,1.013,98.481,0,0,0,0,2040480,2040768,0,0,14513,14205
0.254,1.523,98.223,0,0,0,0,3664096,3663808,0,0,14490,14143
0.506,1.266,98.228,0,0,0,24576,3835744,3836288,0,0,14443,14158
1.511,0.756,97.733,0,0,0,0,3830848,3830304,0,0,14438,14141
1.005,1.508,97.487,0,0,0,0,3826496,3827040,0,0,14407,14115
0,1.020,98.980,0,0,0,0,3840096,3840096,0,0,14448,14167
0.254,1.018,98.728,0,0,0,0,3840096,3840206,0,0,14473,14161
1.010,1.010,97.727,0.253,0,0,12288,3825952,3825952,0,0,14419,14139
0.509,1.018,98.473,0,0,0,0,6682719,6682048,0,0,14434,14027
0.508,1.015,98.477,0,0,0,0,7380384,7381440,0,0,14326,14036
0.763,0.763,98.473,0,0,0,0,7378419,7378419,0,0,14355,14031
0,0.513,99.487,0,0,0,0,7384608,7384608,0,0,14301,14030
0.763,0.763,98.473,0,0,0,24576,7384608,7384608,0,0,14318,14032
0.254,1.018,98.473,0.254,0,0,0,7384608,7384608,0,0,14346,14035
0.509,0.763,98.728,0,0,0,0,7383552,7382496,0,0,14302,14023
1.519,0.759,97.722,0,0,0,0,8915840,8917272,0,0,14186,13834
0.505,1.515,97.980,0,0,0,0,9797744,9796312,0,0,14005,13719
1.013,1.013,97.975,0,0,0,24576,9849296,9850728,0,0,14127,13835
1.511,1.008,97.481,0,0,0,0,9804904,9803472,0,0,14038,13732
0.508,1.015,98.477,0,0,0,0,9860752,9862184,0,0,14103,13826
0.756,1.511,95.970,1.763,0,0,13529088,9352392,9350960,0,0,13406,13113
0.255,1.020,98.724,0,0,0,0,9842136,9843568,0,0,14099,13808
0.763,1.018,98.219,0,0,0,28672,9825546,9825632,0,0,13934,13597
1.013,1.013,97.975,0,0,0,0,10260162,10260162,0,0,13841,13568
0.253,1.519,98.228,0,0,0,0,10329990,10328472,0,0,13934,13650
1.010,1.263,97.727,0,0,0,356352,10301230,10301230,0,0,13976,13658
0,1.527,98.473,0,0,0,0,10346688,10346688,0,0,13961,13664
1.013,0.759,97.975,0.253,0,0,40960,10279896,10279896,0,0,13872,13610
0.508,1.015,98.477,0,0,0,0,10328472,10329990,0,0,13939,13638
1.013,1.013,97.975,0,0,0,0,10207032,10205514,0,0,13789,13517
