"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","pi"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet1/iperf3-1579625450-100-no-macsec-1500-dstat.csv",,,,"Date:","21 Jan 2020 17:09:49 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
10.794,4.823,84.293,0.090,0,133484.724,193432.984,0,0,0,0,14869.685,7473.979
19.895,3.141,76.963,0,0,0,0,1845626,100498004,0,0,22809,2191
22.078,1.558,76.104,0.260,0,0,106496,2115300,109904288,0,0,27142,2432
20.419,2.618,76.963,0,0,0,0,2110284,109758944,0,0,27169,2444
21.134,3.351,75.515,0,0,0,0,2093058,108938356,0,0,27469,2491
21.522,1.312,77.165,0,0,0,0,2086326,108509894,0,0,27265,2401
22.798,1.036,76.166,0,0,0,0,2083686,108353952,0,0,27277,2348
22.622,2.057,75.321,0,0,0,24576,2088174,108623444,0,0,27272,2364
22.021,1.813,76.166,0,0,0,0,2086458,108568940,0,0,27242,2417
21.316,1.316,77.368,0,0,0,0,2081574,108219206,0,0,27172,2403
21.964,2.067,75.969,0,0,0,0,2080914,108167730,0,0,27161,2413
17.722,4.051,78.228,0,0,0,0,1584281,81852502,0,0,20516,2051
23.057,1.036,75.648,0.259,0,0,81920,2113980,109881578,0,0,27161,2515
21.964,2.326,75.711,0,0,0,8192,2110812,109860382,0,0,27040,2615
20.263,2.632,77.105,0,0,0,0,2115036,109940624,0,0,27186,2542
23.155,2.290,74.555,0,0,0,0,2117082,110061744,0,0,27130,2565
20.844,1.847,77.309,0,0,0,0,2111076,110061744,0,0,27145,2619
19.947,2.128,77.926,0,0,0,0,2108634,109833130,0,0,27111,2524
20.856,1.604,77.540,0,0,0,9207808,2111736,109887634,0,0,27073,2657
20.312,3.125,76.562,0,0,0,0,2116752,109933054,0,0,27094,2618
21.094,2.604,76.302,0,0,0,0,2115828,110014810,0,0,27175,2495
16.113,5.115,78.772,0,0,0,0,1561054,80764236,0,0,20069,1931
21.615,2.083,76.302,0,0,0,0,2112594,110152584,0,0,27168,2502
21.579,1.579,76.579,0.263,0,0,98304,2113716,109955764,0,0,27045,2694
21.671,1.828,76.501,0,0,0,0,2114442,109955764,0,0,27166,2544
22.078,1.818,76.104,0,0,0,0,2114640,110019352,0,0,27160,2559
21.447,2.584,75.969,0,0,0,0,2065140,109939110,0,0,26724,2545
21.039,1.818,77.143,0,0,0,0,1947312,108970348,0,0,25728,2269
21.622,6.143,71.990,0.246,0,0,24576,2092200,108891422,0,0,27229,2286
22.222,0,77.778,0,0,0,0,2089758,108811180,0,0,27195,2311
21.337,3.085,75.578,0,0,0,0,2089824,108832376,0,0,27266,2257
16.883,2.857,80.260,0,0,0,0,1550626,80271518,0,0,20177,1806
22.564,2.308,75.128,0,0,0,0,2116884,110164696,0,0,27146,2365
18.568,2.918,78.249,0.265,0,0,221184,1922154,109757563,0,0,25211,2379
19.467,1.600,78.933,0,0,0,0,2050686,108811180,0,0,26224,2653
18.868,1.617,79.515,0,0,0,0,2045802,108770302,0,0,26264,2720
20.366,2.350,77.285,0,0,0,0,2049036,108814208,0,0,26250,2681
20.053,2.111,77.836,0,0,0,0,2047716,108733966,0,0,26272,2671
19.681,1.862,78.191,0.266,0,0,40960,2052402,108880824,0,0,26277,2698
18.428,1.626,79.946,0,0,0,0,2047980,108664322,0,0,26307,2695
19.525,2.375,78.100,0,0,0,0,2049564,108733966,0,0,26161,2640
18.325,1.832,79.843,0,0,0,0,1748072,92653147,0,0,22390,2350
17.105,4.211,78.684,0,0,0,0,1854224,97948190,0,0,23598,2643
20.690,1.326,77.719,0.265,0,0,81920,2059662,109250240,0,0,26161,2975
19.624,1.075,79.301,0,0,0,0,2063028,109171512,0,0,26177,2930
22.251,2.558,75.192,0,0,0,0,2058276,109179082,0,0,26193,2899
15,1.316,83.684,0,0,0,0,1592724,84460004,0,0,20272,2242
19.303,1.609,79.088,0,0,0,0,2053590,109265380,0,0,26363,2931
21.039,2.338,76.364,0.260,0,0,24576,2047254,108849030,0,0,26429,2854
18.207,1.630,80.163,0,0,0,0,2050488,108915646,0,0,26317,2863
20.472,2.362,77.165,0,0,0,0,2043690,108514436,0,0,26335,2775
20.159,1.592,78.249,0,0,0,0,2040918,108543202,0,0,26290,2799
15.722,4.639,79.639,0,0,0,0,1552749,82139500,0,0,20047,2239
18.033,1.639,80.055,0.273,0,0,90112,2069166,110114734,0,0,26249,2887
20.312,3.125,76.562,0,0,0,0,2065800,109878550,0,0,26126,2885
19.149,2.660,78.191,0,0,0,0,2068506,109964848,0,0,26195,2852
20.519,3.117,76.364,0,0,0,0,2069298,109899746,0,0,26295,2837
19.519,1.872,78.610,0,0,0,0,2066658,109831616,0,0,26264,2861
18.329,2.426,79.245,0,0,0,0,2066130,109893690,0,0,26152,2855
20.789,1.842,77.105,0.263,0,0,24576,2065008,109936082,0,0,26144,2857
21.149,2.089,76.762,0,0,0,0,2068770,109860382,0,0,26131,2807
18.490,4.688,76.823,0,0,0,0,2051034,109333510,0,0,26051,2997
15.500,7.250,77.250,0,0,0,0,1630849,86311464,0,0,18138,2118
20,1.867,78.133,0,0,0,0,2316072,123044294,0,0,21619,2360
20.833,2.865,76.042,0.260,0,0,81920,2323728,123045808,0,0,21657,2402
19.624,1.613,78.763,0,0,0,0,2321286,123042780,0,0,21799,2406
21.705,2.584,75.711,0,0,0,0,2317788,123045808,0,0,21942,2366
20.997,2.100,76.903,0,0,0,0,2315742,123038238,0,0,21921,2361
21.907,2.577,75.515,0,0,0,0,2317590,123083658,0,0,21688,2319
21.671,2.089,75.979,0.261,0,0,90112,2320824,123056406,0,0,21810,2373
22.222,2.067,75.711,0,0,0,0,2323002,123051864,0,0,21742,2260
23.136,1.799,75.064,0,0,0,0,2313630,123048836,0,0,21198,1890
16.031,5.598,78.372,0,0,0,0,1693515,89077372,0,0,16038,1338
20.627,2.611,76.762,0,0,0,0,2073588,110164696,0,0,26342,2894
20.317,2.111,77.309,0.264,0,0,163840,2074710,109984530,0,0,26227,2860
19.841,2.116,78.042,0,0,0,0,2070882,109931540,0,0,26180,2862
20.735,2.100,77.165,0,0,0,0,2078934,109972418,0,0,26177,2844
20.580,1.847,77.573,0,0,0,0,2072136,109948194,0,0,26232,2827
19.363,2.653,77.984,0,0,0,0,2072796,109951222,0,0,26246,2886
20.997,1.837,76.903,0.262,0,0,40960,2076294,109984530,0,0,26303,2918
19.035,1.877,79.088,0,0,0,0,2076624,110049632,0,0,26306,2848
18.649,1.892,79.459,0,0,0,0,2071014,110081426,0,0,26246,2847
18.701,2.338,78.961,0,0,0,0,1870213,99148208,0,0,23736,2634
16.449,5.222,78.329,0,0,0,0,1743212,92064468,0,0,22248,2555
19.098,2.653,77.984,0.265,0,0,81920,2058672,109472798,0,0,26135,2969
18.717,2.406,78.877,0,0,0,0,2066130,109409210,0,0,26215,2959
20.580,1.847,77.573,0,0,0,0,2067912,109369846,0,0,26274,2920
19.588,4.381,76.031,0,0,0,0,2061048,109301716,0,0,26182,2895
19.086,1.882,79.032,0,0,0,0,2062170,109388014,0,0,26229,2939
21.851,2.314,75.578,0.257,0,0,24576,2055636,109481882,0,0,26055,2946
20,1.600,78.400,0,0,0,0,2058738,109651450,0,0,26127,2964
10.468,1.377,88.154,0,0,0,0,863520,103708140,0,0,14353,2162
2.305,0.865,96.830,0,0,0,0,31992,98486260,0,0,6068,1628
3.315,3.591,93.094,0,0,0,0,61964,72333193,0,0,4697,1198
1.159,1.159,97.391,0.290,0,0,98304,31416,98461938,0,0,6233,1514
1.734,0.867,97.399,0,0,0,0,30198,98544792,0,0,6099,1588
2.312,0.289,97.399,0,0,0,0,34440,98831486,0,0,6219,1522
2.874,0.575,96.552,0,0,0,0,87786,100490566,0,0,6985,1356
1.983,2.550,95.467,0,0,0,0,37890,99347496,0,0,6375,1493
18.883,1.330,79.521,0.266,0,0,57344,1837044,108412998,0,0,23906,2700
19.577,2.116,78.307,0,0,0,0,2052006,109356220,0,0,25954,2755
20.526,1.842,77.632,0,0,0,0,2053656,109554554,0,0,26050,2746
21.354,1.823,76.823,0,0,0,0,2048244,109206334,0,0,25953,2720
16.321,3.368,80.311,0,0,0,0,1520386,80685477,0,0,19522,2163
20.263,1.842,77.895,0,0,0,32768,2062698,109777112,0,0,26163,2974
17.318,0.279,82.123,0.279,0,0,81920,2027916,108422082,0,0,26239,2896
21.447,2.326,76.227,0,0,0,0,2019006,107986050,0,0,26155,2791
18.833,2.918,78.249,0,0,0,0,2015178,107550018,0,0,26405,2704
21.785,0.525,77.690,0,0,0,0,2018742,107733212,0,0,26443,2787
19.355,1.344,79.301,0,0,0,0,2014188,107563644,0,0,26327,2763
19.415,2.128,78.457,0,0,0,0,2016762,107559102,0,0,26339,2742
18.400,2.667,78.667,0.267,0,0,24576,2011350,107525794,0,0,26388,2676
20.997,1.575,77.428,0,0,0,0,2015772,107681736,0,0,26410,2683
16.710,3.599,79.692,0,0,0,0,1516672,80597066,0,0,20080,2154
19.733,1.600,78.667,0,0,0,65536,2050290,109409210,0,0,26168,3031
18.667,2.667,78.667,0,0,0,0,2049168,109265380,0,0,26010,2988
20.370,1.587,78.042,0,0,0,0,2052270,109319884,0,0,26047,2972
20.213,1.330,78.191,0.266,0,0,90112,2046000,109257810,0,0,25945,3010
17.742,2.957,79.301,0,0,0,0,2048442,109277492,0,0,26020,2999
20.789,1.842,77.368,0,0,0,0,2048310,109218446,0,0,26075,2923
20.321,0.802,78.877,0,0,0,0,2049630,109210876,0,0,26022,2917
17.582,1.374,81.044,0,0,0,0,2044548,109142746,0,0,25951,2981
21.410,1.567,77.023,0,0,0,0,2048508,109221474,0,0,25910,2944
19.843,2.350,77.546,0.261,0,0,24576,1969909,104935543,0,0,24939,2920
15.445,4.450,80.105,0,0,0,0,1632429,86418040,0,0,20935,2483
20.053,2.111,77.836,0,0,0,0,2057814,109781654,0,0,26239,3097
