"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","pi"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet1/iperf3-1579625450-100-orig-dstat.csv",,,,"Date:","21 Jan 2020 17:28:56 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
13.073,4.220,82.635,0.071,0,89391.968,147252.386,0,0,0,0,17360.543,6242.885
8.437,16.377,75.186,0,0,0,0,508138,14043196,0,0,14892,23272
8.081,16.414,75.505,0,0,0,0,523560,16309510,0,0,16619,35877
9,15.750,75.250,0,0,0,0,528416,16048378,0,0,16463,35766
6.045,17.632,76.322,0,0,0,0,515442,15932108,0,0,16140,35106
6.313,17.677,76.010,0,0,0,114688,527100,15981938,0,0,16368,35328
7.980,17.706,74.314,0,0,0,0,532630,16412190,0,0,16782,35972
7.500,18,74.500,0,0,0,0,533316,16434840,0,0,16798,35991
6.076,17.975,75.949,0,0,0,0,518616,16289880,0,0,16521,35733
5.808,17.929,76.263,0,0,0,0,530484,16022708,0,0,16408,35536
6.516,18.797,74.436,0.251,0,0,32768,531748,16386520,0,0,16754,35834
3.990,17.207,78.803,0,0,0,0,394070,11927017,0,0,12401,26387
6.533,16.834,76.633,0,0,0,0,511952,15769028,0,0,16077,35385
6.683,17.822,75.495,0,0,0,0,497742,15876140,0,0,16001,35180
8.271,15.038,76.692,0,0,0,0,635824,14696928,0,0,15999,35416
7.980,15.960,76.060,0,0,0,81920,504308,15697960,0,0,15975,35050
6.983,16.708,76.309,0,0,0,0,504112,15646620,0,0,15904,34971
6.297,15.365,78.338,0,0,0,0,531600,13942030,0,0,14752,32883
7.769,17.043,75.188,0,0,0,0,559972,15907948,0,0,16662,35615
7.519,17.544,74.937,0,0,0,0,527436,16253640,0,0,16575,35295
9.023,16.040,74.687,0.251,0,0,2998272,526652,16230990,0,0,16606,35328
5.290,15.113,79.597,0,0,0,0,391774,11753368,0,0,12224,21742
8.883,13.706,77.411,0,0,0,0,516630,15944286,0,0,16134,35162
5.357,17.092,77.551,0,0,0,0,516300,15858118,0,0,16229,35269
6.045,17.128,76.826,0,0,0,0,513690,15824898,0,0,16189,35122
6.281,17.337,76.382,0,0,0,188416,511168,15756850,0,0,16069,34614
7.232,16.459,76.309,0,0,0,0,512620,15720708,0,0,16009,34949
6.015,17.544,76.441,0,0,0,0,510678,15734298,0,0,16099,34828
7.750,16.750,75.500,0,0,0,0,531866,15918616,0,0,16423,35442
8.020,17.043,74.937,0,0,0,0,519400,16395580,0,0,16661,35688
7.500,16,76.250,0.250,0,0,32768,508926,15704000,0,0,16072,34703
5.276,15.327,79.397,0,0,0,0,403177,11451463,0,0,12221,26301
5.750,18.250,76,0,0,0,0,516264,15944188,0,0,16344,35185
6.468,17.662,75.871,0,0,0,0,515382,15886906,0,0,16177,35152
6.566,16.414,77.020,0,0,0,0,512834,15799228,0,0,15922,35013
7.053,16.373,76.574,0,0,0,139264,511462,15762988,0,0,15896,34611
6.948,17.122,75.931,0,0,0,0,515506,15713256,0,0,15875,35103
6.091,16.497,77.411,0,0,0,0,510090,15744868,0,0,15869,34802
6.733,16.958,76.309,0,0,0,0,509208,15707118,0,0,15934,34806
6.045,16.877,77.078,0,0,0,0,510482,15713060,0,0,15843,34498
6.700,17.618,75.682,0,0,0,40960,522716,15618126,0,0,15875,35029
8.291,14.573,77.136,0,0,0,0,485112,14802296,0,0,15000,32431
5.793,16.625,77.582,0,0,0,0,439556,13404228,0,0,13775,29615
