"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","pi"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet1/iperf3-1579625450-100-macsec-morus640-e-frag-dstat.csv",,,,"Date:","21 Jan 2020 20:00:02 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
7.328,9.405,83.229,0.038,0,24766.378,75703.012,0,0,0,0,13337.915,15254.035
1.323,22.487,76.190,0,0,0,0,138878,26787214,0,0,15371,862
1.312,25.984,72.703,0,0,0,0,224280,29640928,0,0,17137,870
0.528,26.385,72.823,0.264,0,0,114688,214782,29621432,0,0,17249,872
1.818,26.234,71.948,0,0,0,0,215346,29663810,0,0,18181,906
1.823,25.781,72.396,0,0,0,106496,267138,29543922,0,0,16073,872
0.531,26.525,72.944,0,0,0,0,161262,29741790,0,0,19336,941
1.562,26.042,72.396,0,0,0,0,294792,29644550,0,0,15953,794
0.794,25.926,73.280,0,0,0,0,222048,29620374,0,0,16881,822
1.309,26.702,71.990,0,0,0,24576,143022,29700638,0,0,19512,996
1.818,26.234,71.948,0,0,0,0,242490,29662296,0,0,17305,881
1.809,18.605,79.587,0,0,0,0,82958,13547166,0,0,9022,595
3.175,19.841,76.984,0,0,0,0,206812,25266928,0,0,15646,821
0.267,22.460,77.273,0,0,0,0,114008,25054736,0,0,32141,1562
2.646,26.455,70.635,0.265,0,0,81920,116178,29729836,0,0,38380,1923
3.226,23.925,72.849,0,0,0,8192,165546,28927642,0,0,34513,1760
6.461,14.607,78.933,0,0,0,0,421096,26956686,0,0,21950,1178
6.183,20.161,73.656,0,0,0,0,291438,28078616,0,0,28784,1496
7.487,18.449,74.064,0,0,0,0,337364,27698450,0,0,26175,1366
4.011,14.973,81.016,0,0,0,24576,226806,21629402,0,0,21176,1125
8.730,9.524,81.481,0.265,0,16384,4333568,359790,20632328,0,0,9527,643
2.083,21.354,76.562,0,0,0,0,105274,22164619,0,0,15366,901
2.639,24.011,73.351,0,0,0,0,126586,29423316,0,0,17771,968
2.073,26.166,71.762,0,0,0,0,222582,29638316,0,0,17809,930
2.356,24.346,73.298,0,0,0,98304,281934,29293250,0,0,14307,791
3.448,22.281,74.271,0,0,0,0,114648,29182634,0,0,17068,952
1.571,26.178,72.251,0,0,0,0,229728,29654138,0,0,17576,902
1.312,26.247,72.441,0,0,0,0,138504,29624894,0,0,19301,980
1.575,25.722,72.703,0,0,0,0,162576,29537674,0,0,18065,909
2.078,26.234,71.429,0.260,0,0,24576,162510,29659090,0,0,19169,997
