"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","pi"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet1/iperf3-1579625450-100-orig-we-dstat.csv",,,,"Date:","21 Jan 2020 17:48:04 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
11.334,7.163,81.442,0.061,0,67193.130,122603.878,0,0,0,0,16710.638,12687.667
7.750,15.750,76.500,0,0,0,0,527545,16409901,0,0,16418,35086
7.268,17.293,75.439,0,0,0,0,616518,19631706,0,0,19686,42422
8.250,15.500,76.250,0,0,0,0,698788,18174556,0,0,19256,41464
8.060,16.121,75.819,0,0,0,114688,614950,19403696,0,0,19551,42103
6.015,18.045,75.940,0,0,0,2244608,637392,18801206,0,0,19401,41698
10.500,13.750,75.750,0,0,0,1458176,685314,18627556,0,0,19420,41951
8.521,16.541,74.937,0,0,0,0,632688,19728346,0,0,19910,43565
11.028,14.035,74.937,0,0,0,0,631610,19705598,0,0,19859,43537
8.772,16.291,74.937,0,0,0,0,628964,19695028,0,0,19814,43622
9.750,15.250,74.750,0.250,0,0,81920,630630,19695028,0,0,19916,43494
6.250,15.750,78,0,0,0,0,491590,14845950,0,0,15413,32673
10.804,14.573,74.623,0,0,0,0,654800,19846028,0,0,20345,44251
9.023,16.291,74.687,0,0,0,0,653908,19758448,0,0,20200,44078
8.020,17.544,74.436,0,0,0,0,634158,19817240,0,0,20157,44199
8.955,16.915,74.129,0,0,0,0,637136,19808278,0,0,20171,44220
10.526,15.038,74.436,0,0,0,81920,638172,19794688,0,0,20195,44208
7.921,17.822,74.257,0,0,0,0,631714,19300918,0,0,19576,42959
7.268,18.045,74.687,0,0,0,0,637088,19799218,0,0,19830,43869
9.750,15.750,74.500,0,0,0,0,638148,19762978,0,0,19807,43926
8.521,16.792,74.687,0,0,0,0,634256,19797708,0,0,19820,43956
6.250,15.250,78.500,0,0,0,0,488136,14666243,0,0,15049,29857
9.774,15.789,74.185,0.251,0,0,81920,654206,19835556,0,0,20377,44190
9,16.500,74.500,0,0,0,0,639524,19790158,0,0,20215,44035
9.273,16.291,74.436,0,0,0,0,637682,19826398,0,0,20234,44062
10.076,15.113,74.811,0,0,0,0,643868,19765900,0,0,20273,44080
7.018,18.296,74.687,0,0,0,0,634550,19829320,0,0,20219,44070
7.769,17.794,74.436,0,0,0,0,634942,19796198,0,0,20196,43930
9.045,16.332,74.623,0,0,0,24576,643324,19759958,0,0,20194,43919
9.524,16.040,74.436,0,0,0,0,658182,19710226,0,0,20236,44070
9.273,16.291,74.436,0,0,0,0,651312,19758546,0,0,20253,44071
5.808,15.657,78.535,0,0,0,0,504709,14720420,0,0,15436,32720
8.500,16.750,74.750,0,0,0,0,672096,19859716,0,0,20441,44211
10.276,15.288,74.436,0,0,0,0,632884,19834046,0,0,20259,44064
6.533,18.090,75.126,0.251,0,0,81920,648776,19666436,0,0,20099,43449
7.538,17.839,74.623,0,0,0,0,637700,19859618,0,0,20215,44207
9.524,15.789,74.687,0,0,0,8192,633178,19847440,0,0,20197,44129
11.083,14.106,74.811,0,0,0,0,636512,19823378,0,0,20177,44080
10.276,15.038,74.687,0,0,0,0,632884,19856500,0,0,20176,44128
9.296,16.080,74.623,0,0,0,0,633080,19835360,0,0,20155,44097
11.839,13.350,74.811,0,0,0,24576,632492,19850460,0,0,20192,44084
8.521,14.536,76.692,0.251,0,0,155648,543781,16890510,0,0,17354,37855
6.983,17.207,75.810,0,0,0,0,609640,17701688,0,0,18353,39390
11,14.750,74.250,0,0,0,0,648350,19791668,0,0,20329,44282
9.045,16.080,74.874,0,0,0,0,642850,19817240,0,0,20221,44073
