"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","pi"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet1/iperf3-1579625450-100-macsec-morus640-we-1500-dstat.csv",,,,"Date:","21 Jan 2020 21:50:55 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.597,14.212,80.159,0.032,0,16183.043,66577.746,0,0,0,0,18901.572,10631.495
6.233,9.756,84.011,0,0,0,0,182888,32529080,0,0,2596,765
8.611,6.111,85.278,0,0,0,0,193290,35519954,0,0,2533,917
7.500,7.500,85,0,0,0,0,194412,35516926,0,0,2564,942
7.584,6.461,85.955,0,0,0,0,193902,35588084,0,0,2538,896
6.061,11.570,82.094,0.275,0,0,122880,196962,37280454,0,0,8197,1073
3.704,27.249,69.048,0,0,0,0,399432,43713538,0,0,32714,1655
0.822,27.397,71.781,0,0,0,0,349860,43994654,0,0,32290,1574
1.867,25.600,72.533,0,0,0,0,69666,43315738,0,0,27669,1427
0.270,27.224,72.507,0,0,0,0,36720,43884076,0,0,29191,1396
2.387,26.525,71.088,0,0,0,24576,45798,43686394,0,0,28970,1458
2.500,13.056,84.444,0,0,0,0,224613,25938343,0,0,11769,1088
0,27.548,72.452,0,0,0,0,309468,43993140,0,0,31928,1559
1.362,27.248,71.390,0,0,0,0,364344,44117044,0,0,32507,1612
1.090,27.520,71.390,0,0,0,0,371382,44055214,0,0,32561,1587
1.630,27.174,71.196,0,0,0,81920,314772,44000710,0,0,31961,1579
1.366,26.776,71.858,0,0,0,0,384642,43785134,0,0,31796,1606
3.323,3.021,93.656,0,0,0,0,97410,35837894,0,0,3520,1216
3.552,19.399,77.049,0,0,0,0,60894,41408818,0,0,21050,1362
0.541,26.486,72.973,0,0,0,0,55998,43423030,0,0,28157,1405
0.271,27.100,72.629,0,0,0,24576,65178,44097362,0,0,29614,1455
6.579,11.842,81.579,0,0,0,4489216,79567,25209425,0,0,10204,1015
3.058,0.612,96.330,0,0,0,0,118626,34990054,0,0,1805,1187
3.636,1.212,95.152,0,0,0,0,108528,35283770,0,0,1772,1200
3.939,0.909,95.152,0,0,0,0,117300,35055156,0,0,1803,1136
5.090,0.599,94.012,0.299,0,0,90112,106182,35174762,0,0,1780,1161
4.805,0.901,94.294,0,0,0,0,126174,35165678,0,0,1894,1133
5.357,0.893,93.750,0,0,0,0,122706,35170220,0,0,1858,1158
3.636,0.909,95.455,0,0,0,0,121788,35177790,0,0,1825,1161
4.532,0.302,95.166,0,0,0,0,121584,35170220,0,0,1866,1141
4.505,1.201,94.294,0,0,0,0,121890,35165678,0,0,1838,1153
3.438,3.438,93.123,0,0,0,81920,104524,24497532,0,0,2012,975
1.389,19.444,79.167,0,0,0,0,124950,35908684,0,0,19907,1261
0.806,26.344,72.849,0,0,0,0,53958,43679634,0,0,28000,1415
1.351,24.865,73.784,0,0,0,0,41616,43128144,0,0,26576,1386
0,27.100,72.900,0,0,0,0,42432,44027662,0,0,29379,1425
0.809,26.954,72.237,0,0,0,0,51816,44047480,0,0,29414,1427
0.270,27.224,72.507,0,0,0,90112,40800,44095990,0,0,29357,1451
1.096,23.836,75.068,0,0,0,0,42432,42678940,0,0,24949,1372
0.806,26.882,72.312,0,0,0,0,46716,44041344,0,0,29355,1430
0,27.568,72.432,0,0,0,0,49776,44089220,0,0,29483,1430
0.535,24.064,75.401,0,0,0,0,38036,38172271,0,0,25532,1311
1.907,18.256,79.564,0.272,0,0,65536,115484,31375466,0,0,15847,1141
0.270,26.954,72.776,0,0,0,0,42126,43652428,0,0,29004,1415
0.806,27.151,72.043,0,0,0,0,47226,44039910,0,0,29395,1416
1.070,27.005,71.925,0,0,0,0,44982,44041118,0,0,29419,1419
0.269,26.882,72.849,0,0,0,0,40002,43539396,0,0,28060,1356
2.266,17.564,79.887,0.283,0,0,81920,60180,40892462,0,0,18385,1302
1.983,16.714,81.303,0,0,0,0,74250,40275704,0,0,15175,1231
1.340,26.810,71.850,0,0,0,0,50796,44021174,0,0,29436,1437
1.596,26.862,71.543,0,0,0,0,46818,44092372,0,0,29469,1467
0.806,27.151,72.043,0,0,0,0,46924,44105908,0,0,29485,1465
2.500,10.833,86.667,0,0,0,0,125050,24954756,0,0,7870,1055
2.216,18.837,78.947,0,0,0,81920,69564,40665436,0,0,18841,1380
0.813,25.745,73.442,0,0,0,0,47328,43485842,0,0,27748,1423
2.122,26.525,71.353,0,0,0,0,44982,43925478,0,0,29256,1452
0.270,27.297,72.432,0,0,0,73728,46104,43988110,0,0,29378,1454
0.539,26.954,72.507,0,0,0,0,44166,44005434,0,0,29375,1445
1.075,26.344,72.581,0,0,0,0,39666,43737646,0,0,27770,1377
