"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","pi"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet1/iperf3-1579625450-100-macsec-chachapoly-e-1500-dstat.csv",,,,"Date:","21 Jan 2020 20:36:47 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
6.725,11.243,81.996,0.036,0,21065.219,72003.245,0,0,0,0,15958.746,13270.735
0.556,25,74.444,0,0,0,0,220832,44473914,0,0,29511,1497
0.822,27.671,71.507,0,0,0,0,169422,53056982,0,0,35876,1734
2.174,27.174,70.652,0,0,0,1040384,172992,53044626,0,0,35705,1763
1.099,27.473,71.429,0,0,0,0,174216,53026702,0,0,35854,1734
1.362,27.793,70.845,0,0,0,122880,172278,53056738,0,0,35859,1754
1.635,27.248,71.117,0,0,0,0,172074,53047898,0,0,35873,1730
0.273,28.689,71.038,0,0,0,0,174828,53043356,0,0,35873,1734
1.366,27.596,71.038,0,0,0,0,175338,53029486,0,0,35844,1737
0.820,27.869,71.311,0,0,0,0,177684,53038814,0,0,35880,1737
0.276,27.901,71.823,0,0,0,0,171972,53061280,0,0,35827,1737
7.672,8.995,83.069,0.265,0,0,24576,214108,32559386,0,0,4956,889
3.014,23.562,73.425,0,0,0,0,185334,51231036,0,0,30302,1608
0.822,27.671,71.507,0,0,0,0,167586,53094588,0,0,35844,1737
2.941,27.273,69.786,0,0,0,0,168504,53141522,0,0,35889,1788
1.907,27.248,70.845,0,0,0,0,168912,53117298,0,0,35901,1745
1.090,27.793,71.117,0,0,0,0,168912,53146064,0,0,35853,1745
0.275,28.297,71.429,0,0,0,81920,165240,53132438,0,0,35850,1763
0.275,27.824,71.901,0,0,0,0,169320,53150607,0,0,35867,1745
0.826,27.548,71.625,0,0,0,0,168504,53135222,0,0,35883,1753
0.549,27.747,71.703,0,0,0,0,168198,53136980,0,0,35840,1720
0.775,22.222,77.003,0,0,0,0,350889,36751754,0,0,13468,793
2.750,22.500,74.750,0,0,0,81920,649128,44978560,0,0,2741,152
3.242,21.945,74.813,0,0,0,0,651678,44908916,0,0,2746,136
3.741,21.446,74.813,0,0,0,0,646884,44907646,0,0,2719,132
3.750,21.500,74.750,0,0,0,0,645150,44978560,0,0,2694,139
1.093,27.322,71.585,0,0,0,0,172788,53168774,0,0,36947,1206
1.090,27.520,71.117,0.272,0,0,24576,162588,53052196,0,0,36860,1206
0.822,27.671,71.507,0,0,0,0,171666,53100888,0,0,36974,1201
0.822,27.397,71.781,0,0,0,0,174216,53159446,0,0,37080,1208
1.093,27.596,71.311,0,0,0,0,171768,53046384,0,0,36909,1183
2.394,22.074,75.532,0,0,0,0,171162,39782403,0,0,26576,989
0.549,27.747,71.703,0,0,0,81920,174114,52994908,0,0,37026,1207
1.093,27.596,71.038,0.273,0,0,188416,175950,53067580,0,0,37078,1291
1.096,27.397,71.507,0,0,0,0,175746,53062794,0,0,37063,1202
1.093,27.596,71.311,0,0,0,0,182682,53057226,0,0,37150,1189
1.907,26.975,71.117,0,0,0,0,174522,53044382,0,0,37065,1204
0.824,27.473,71.703,0,0,0,65536,175338,53053954,0,0,37036,1213
1.096,27.397,71.507,0,0,0,0,177072,53058496,0,0,37046,1228
1.362,27.520,71.117,0,0,0,0,175746,53068850,0,0,37058,1211
1.093,27.596,71.311,0,0,0,0,176154,53043356,0,0,37084,1204
1.604,24.599,73.797,0,0,0,0,146164,44436224,0,0,31153,1118
2.500,19.722,77.500,0.278,0,0,65536,248075,41781043,0,0,22953,1177
0.276,27.624,72.099,0,0,0,0,177072,52908854,0,0,36951,1189
0.817,28.065,71.117,0,0,0,0,175338,52973712,0,0,37018,1199
1.096,27.397,71.507,0,0,0,0,175848,52970684,0,0,37025,1200
1.635,27.248,71.117,0,0,0,0,175848,53022160,0,0,37052,1217
1.639,27.049,71.311,0,0,0,73728,173502,52994908,0,0,37022,1217
1.366,27.322,71.311,0,0,0,0,170952,53013076,0,0,37011,1205
0.549,27.747,71.703,0,0,0,0,176664,52996422,0,0,37037,1205
0.824,27.473,71.703,0,0,0,0,182070,53028216,0,0,37122,1199
1.096,27.397,71.507,0,0,0,0,179316,52991986,0,0,37019,1228
6.824,11.024,81.890,0.262,0,0,24576,218187,32953927,0,0,6000,873
8.056,6.389,85.556,0,0,0,0,251430,41910548,0,0,3133,1024
6.944,7.778,85.278,0,0,0,0,249798,41849988,0,0,3130,1029
6.425,7.542,86.034,0,0,0,0,250512,41931744,0,0,3107,1020
8.078,6.407,85.515,0,0,0,0,248574,41868156,0,0,3130,1005
8.380,5.587,86.034,0,0,0,81920,251328,41906006,0,0,3070,1042
6.011,13.934,80.055,0,0,0,0,224094,45789684,0,0,14266,1293
0.549,28.022,71.429,0,0,0,0,178602,52902798,0,0,35739,1740
0.551,27.824,71.625,0,0,0,0,175648,52946460,0,0,35733,1724
1.635,27.248,71.117,0,0,0,0,171258,53034272,0,0,35755,1733
5.067,14.667,80,0.267,0,0,24576,205846,37130869,0,0,13817,1159
8.815,6.336,84.848,0,0,0,0,242250,40289054,0,0,2928,975
6.522,9.783,83.696,0,0,0,16384,251634,41856044,0,0,3058,1060
7.500,6.667,85.833,0,0,0,0,249390,41877240,0,0,3058,1023
10.109,5.738,84.153,0,0,0,0,251838,41765204,0,0,3071,1042
8.840,6.077,85.083,0,0,0,0,251328,41856044,0,0,3064,1069
9.366,5.510,85.124,0,0,0,90112,252246,41806082,0,0,3082,1018
10.656,5.191,84.153,0,0,0,81920,250410,41775802,0,0,3072,1066
6.319,8.516,85.165,0,0,0,0,249900,41822736,0,0,3028,1038
6.354,8.287,85.359,0,0,0,0,248778,41810624,0,0,3031,1043
6.842,8.684,84.474,0,0,0,0,214036,30839587,0,0,2629,806
7.923,7.923,84.153,0,0,0,0,250512,41830306,0,0,3038,1069
3.495,25.269,71.237,0,0,0,163840,180744,51970556,0,0,32434,1731
1.635,27.248,71.117,0,0,0,0,188292,52929806,0,0,35878,1749
1.639,27.322,71.038,0,0,0,0,175950,52985824,0,0,35856,1744
1.370,27.397,71.233,0,0,0,0,187782,52970684,0,0,35947,1738
0.549,27.747,71.703,0,0,0,0,180438,52978254,0,0,35841,1733
1.090,28.065,70.845,0,0,0,0,180846,52987338,0,0,35882,1740
0.822,27.671,71.233,0.274,0,0,40960,183396,52972198,0,0,35883,1786
1.366,27.596,71.038,0,0,0,0,180030,52984310,0,0,35865,1737
0.543,24.728,74.728,0,0,0,0,152480,45245748,0,0,30684,1563
7.143,10.582,82.275,0,0,0,0,254714,37588516,0,0,3135,860
9.485,7.046,83.469,0,0,0,0,252552,41774288,0,0,3076,1055
9.783,6.793,83.424,0,0,0,81920,252270,41786400,0,0,3113,1054
7.817,8.895,83.288,0,0,0,0,251226,41834848,0,0,3093,1059
5.753,9.863,84.384,0,0,0,0,250716,41786400,0,0,3060,1053
5.479,9.589,84.932,0,0,0,0,252960,41721298,0,0,3086,1056
9.485,7.046,83.469,0,0,0,0,250716,41784886,0,0,3082,1026
11.828,5.376,82.527,0.269,0,0,24576,252042,41784886,0,0,3125,1049
9.264,6.540,84.196,0,0,0,0,249900,41787914,0,0,3081,1018
8.719,7.357,83.924,0,0,0,0,250104,41854530,0,0,3046,1014
4.724,11.549,83.727,0,0,0,0,215314,31375766,0,0,2735,842
8.447,7.629,83.924,0,0,0,0,250716,41860586,0,0,3111,1017
8.174,7.629,83.924,0.272,0,0,81920,250206,41849988,0,0,3069,1011
8.493,6.849,84.658,0,0,0,0,251430,41786400,0,0,3050,1026
9.239,7.337,83.424,0,0,0,0,250716,41859072,0,0,3085,1021
7.880,7.880,84.239,0,0,0,0,251328,41872698,0,0,3058,1014
8.287,6.354,85.359,0,0,0,8192,249900,41857558,0,0,3049,1057
1.902,27.174,70.652,0.272,0,0,24576,172686,52904750,0,0,35404,1745
1.102,27.273,71.625,0,0,0,0,171666,53018888,0,0,35795,1743
1.096,27.397,71.507,0,0,0,0,167280,53067580,0,0,35817,1747
2.674,22.460,74.866,0,0,0,0,201561,36347172,0,0,25129,1398
1.096,27.397,71.507,0,0,0,8192,171666,53060010,0,0,35808,1747
0.826,27.548,71.625,0,0,0,81920,165138,53105186,0,0,35779,1752
1.370,27.397,71.233,0,0,0,0,169524,53099130,0,0,35806,1748
1.897,27.371,70.732,0,0,0,0,166056,53108214,0,0,35826,1721
1.366,27.596,71.038,0,0,0,0,171258,53078178,0,0,35845,1743
1.099,27.473,71.429,0,0,0,0,170034,53040084,0,0,35805,1728
2.439,27.100,70.461,0,0,0,24576,168402,53075151,0,0,35814,1772
1.366,27.322,71.311,0,0,0,0,166668,53079448,0,0,35788,1725
0.551,27.824,71.625,0,0,0,0,170238,53060010,0,0,35831,1733
2.394,21.809,75.798,0,0,0,0,160252,39322433,0,0,26217,1390
1.366,27.596,71.038,0,0,0,73728,166158,53073392,0,0,35777,1750
1.090,27.793,70.845,0.272,0,0,90112,166464,53108458,0,0,35821,1757
