"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/iperf3-1578412664-100-no-macsec-2928-dstat.csv",,,,"Date:","07 Jan 2020 16:50:48 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.315,2.241,96.389,0.054,0,69688.745,37081.984,0,0,0,0,2450.942,1513.846
0.532,2.394,97.074,0,0,0,0,186791,33414205,0,0,3890,613
0.817,1.907,97.275,0,0,0,0,190674,35551606,0,0,4090,598
0.826,0.551,98.347,0.275,0,0,114688,190872,35551606,0,0,4123,601
1.102,0.275,98.623,0,0,0,0,191136,35580498,0,0,4104,587
1.626,1.626,96.748,0,0,0,0,190938,35594944,0,0,4117,618
0.815,2.174,97.011,0,0,0,0,191004,35566052,0,0,4081,559
1.078,2.426,96.496,0,0,0,0,190872,35566052,0,0,4069,575
0.548,1.370,98.082,0,0,0,0,191004,35580498,0,0,4061,556
1.351,2.162,96.486,0,0,0,24576,191004,35609390,0,0,4063,594
1.370,0.822,97.808,0,0,0,0,190806,35609390,0,0,4031,574
1.542,4.884,93.573,0,0,0,0,148189,23433219,0,0,3015,517
0.546,2.459,96.995,0,0,0,1900544,219978,35623836,0,0,4309,597
0.542,2.981,96.477,0,0,0,0,212454,35551606,0,0,4284,591
0.278,0.556,99.167,0,0,0,0,191202,35667174,0,0,4200,541
0.275,1.923,97.802,0,0,0,98304,191334,35681620,0,0,4219,567
0.275,1.648,98.077,0,0,0,0,191268,35667174,0,0,4189,545
0.275,1.377,98.347,0,0,0,0,191400,35681620,0,0,4179,556
0.275,1.923,97.802,0,0,0,0,191334,35667174,0,0,4159,540
0.275,1.648,98.077,0,0,0,0,191334,35696066,0,0,4173,555
