"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/ping-1578412664-macsec-aesgcm-e-frag-1500-dstat.csv",,,,"Date:","07 Jan 2020 20:31:33 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.887,8.956,86.119,0.038,0,23352.072,36918.875,0,0,0,0,5958.085,15049.989
1.259,3.275,95.466,0,0,0,73728,122148,121992,0,0,2505,4809
2.519,4.534,92.947,0,0,0,0,110086,109980,0,0,2228,4287
0,0,100,0,0,0,0,108888,108888,0,0,1504,3593
0.267,0.533,99.200,0,0,0,0,108888,108888,0,0,1513,3599
0,0,100,0,0,0,0,108966,109072,0,0,1515,3614
0.529,1.058,97.619,0.794,0,0,663552,107328,107328,0,0,1583,3657
1.050,1.575,97.375,0,0,0,0,108888,108888,0,0,1512,3601
0,0,100,0,0,0,0,108888,108888,0,0,1511,3596
0,0,100,0,0,0,0,108888,108888,0,0,1504,3592
4.116,6.053,89.831,0,0,0,0,108888,108888,0,0,1563,3608
0,0,100,0,0,0,65536,108576,108576,0,0,1503,3605
0,0,100,0,0,0,0,108888,108888,0,0,1504,3593
4.423,4.423,91.155,0,0,0,0,108888,108888,0,0,1554,3612
0,0,100,0,0,0,0,108888,108888,0,0,1507,3598
2.696,6.127,91.176,0,0,0,0,108888,108888,0,0,1552,3605
0.787,1.575,97.375,0.262,0,0,24576,108420,108420,0,0,1522,3601
0,0,100,0,0,0,0,108888,108888,0,0,1504,3602
0,0,100,0,0,0,0,108994,108888,0,0,1505,3601
0,0,100,0,0,0,0,108888,108888,0,0,1503,3598
0,0,100,0,0,0,0,108888,108888,0,0,1509,3603
1.295,2.591,96.114,0,0,0,24576,108576,108682,0,0,1543,3617
0,0,100,0,0,0,0,108888,108888,0,0,1509,3600
0,0,100,0,0,0,0,108888,108888,0,0,1507,3600
0,0,100,0,0,0,0,108888,108888,0,0,1514,3607
0,0,100,0,0,0,0,108888,108888,0,0,1502,3595
1.818,1.818,96.364,0,0,0,24576,108732,108732,0,0,1533,3614
1.282,3.590,95.128,0,0,0,0,108888,108888,0,0,1536,3606
2.308,2.308,95.385,0,0,0,0,108888,108888,0,0,1522,3607
0,0,100,0,0,0,0,108888,108888,0,0,1501,3587
0,0,100,0,0,0,0,108888,108888,0,0,1508,3598
0.265,1.058,98.413,0.265,0,0,24576,108576,108576,0,0,1507,3600
3.893,6.326,89.781,0,0,0,2138112,107952,107952,0,0,1578,3619
4.861,9.259,85.880,0,0,0,0,108732,108732,0,0,1595,3624
0,0,100,0,0,0,0,108888,108888,0,0,1506,3604
3.448,4.926,91.626,0,0,0,0,108888,108888,0,0,1555,3613
0,1.064,98.670,0.266,0,0,40960,108732,108732,0,0,1557,3641
0.794,1.058,98.148,0,0,0,8192,109200,109200,0,0,1725,3787
4.890,4.401,90.709,0,0,0,0,108888,108888,0,0,1552,3621
3.931,4.914,91.155,0,0,0,0,108888,108888,0,0,1551,3617
0,0,100,0,0,0,0,108888,108888,0,0,1502,3595
0.521,2.865,96.615,0,0,0,24576,108654,108654,0,0,1528,3610
3.518,3.015,93.467,0,0,0,40960,108888,108888,0,0,1564,3638
3.046,2.792,94.162,0,0,0,0,108888,108888,0,0,1539,3619
2.169,8.193,89.639,0,0,0,0,108888,108888,0,0,1576,3604
0,0,100,0,0,0,0,108888,108888,0,0,1503,3601
0.267,0.535,99.198,0,0,0,24576,108732,108732,0,0,1514,3603
5.631,10.811,83.559,0,0,0,1302528,108576,108576,0,0,1651,3624
3.061,2.296,94.643,0,0,0,0,108888,108888,0,0,1534,3614
2.302,2.558,95.141,0,0,0,0,108994,108888,0,0,1534,3612
0.267,0.267,99.465,0,0,0,0,108888,108888,0,0,1505,3592
1.799,2.571,95.373,0.257,0,0,40960,108576,108576,0,0,1531,3609
0,0,100,0,0,0,0,108888,108888,0,0,1507,3599
0,0,100,0,0,0,0,108888,108888,0,0,1508,3597
0.535,0.267,99.198,0,0,0,0,108966,108966,0,0,1504,3592
1.289,2.835,95.876,0,0,0,0,108888,108888,0,0,1525,3597
0,0,100,0,0,0,24576,108732,108838,0,0,1516,3612
0.765,4.592,94.643,0,0,0,0,109200,109200,0,0,1724,3796
2.020,4.545,93.434,0,0,0,0,110136,110136,0,0,2268,4335
2.267,4.786,92.947,0,0,0,0,109980,109980,0,0,2266,4327
2.025,4.304,93.671,0,0,0,0,109980,109980,0,0,2261,4324
2.757,4.261,92.732,0.251,0,0,24576,109200,109200,0,0,1934,3985
0,0,100,0,0,0,1302528,108732,108732,0,0,1519,3616
0,0.268,99.732,0,0,0,0,108888,108888,0,0,1505,3606
0,0,100,0,0,0,0,108888,108888,0,0,1501,3599
0,0,100,0,0,0,0,108888,108888,0,0,1508,3597
1.036,2.850,96.114,0,0,0,40960,108264,108264,0,0,1527,3597
0.267,0.533,99.200,0,0,0,0,108888,108888,0,0,1506,3603
0,0,100,0,0,0,0,108888,108888,0,0,1506,3604
0,0,100,0,0,0,0,108888,108888,0,0,1507,3599
0,0,100,0,0,0,0,108732,108888,0,0,1507,3601
1.031,3.093,95.619,0.258,0,0,24576,108420,108264,0,0,1523,3613
1.832,4.188,93.979,0,0,0,0,126088,126088,0,0,1448,3166
1.527,4.071,94.402,0,0,0,0,191984,191984,0,0,1492,3537
0.510,4.592,94.898,0,0,0,0,192552,192552,0,0,1495,3510
2.551,2.806,94.643,0,0,0,0,192552,192836,0,0,1500,3521
2.030,3.807,94.162,0,0,0,32768,192346,192062,0,0,1505,3579
1.527,4.326,93.893,0.254,0,0,1310720,191700,191700,0,0,1535,3541
1.538,3.333,95.128,0,0,0,0,193120,193120,0,0,1503,3524
2.558,2.558,94.885,0,0,0,0,193120,193120,0,0,1503,3525
2.302,2.558,95.141,0,0,0,0,193120,193120,0,0,1498,3515
0.771,3.856,95.373,0,0,0,49152,192836,192836,0,0,1498,3509
2.290,3.308,94.402,0,0,0,0,193120,193120,0,0,1505,3532
1.531,3.827,94.643,0,0,0,0,192836,192836,0,0,1495,3519
1.272,4.326,94.402,0,0,0,0,193120,193120,0,0,1509,3533
1.026,3.846,95.128,0,0,0,0,192836,192836,0,0,1509,3512
2.046,2.813,94.885,0.256,0,0,24576,192552,192552,0,0,1503,3525
2.041,3.316,94.643,0,0,0,860160,192836,192836,0,0,1498,3524
1.790,3.325,94.885,0,0,0,0,192836,192836,0,0,1476,3517
2.030,3.807,94.162,0,0,0,0,192836,192836,0,0,1478,3511
1.538,3.077,95.385,0,0,0,0,192836,192836,0,0,1472,3499
1.295,2.850,95.855,0,0,0,40960,191416,191416,0,0,1468,3600
1.285,3.342,95.373,0,0,0,434176,192836,192836,0,0,1483,3504
1.276,3.827,94.898,0,0,0,0,193120,193120,0,0,1478,3514
1.531,3.827,94.643,0,0,0,0,193120,193120,0,0,1472,3514
1.282,3.590,95.128,0,0,0,0,193120,193120,0,0,1486,3509
1.777,3.807,94.162,0.254,0,0,40960,191984,192268,0,0,1480,3517
0.769,4.103,95.128,0,0,0,0,192836,192552,0,0,1482,3566
1.285,3.342,95.373,0,0,0,0,192836,192836,0,0,1478,3520
1.282,3.590,95.128,0,0,0,0,191984,191984,0,0,1477,3597
1.538,3.333,95.128,0,0,0,0,192552,192836,0,0,1477,3500
1.276,4.082,94.643,0,0,0,24576,191700,191416,0,0,1479,3533
0.514,4.113,95.116,0.257,0,0,884736,190564,190564,0,0,1494,3498
1.519,4.557,93.924,0,0,0,0,191132,191132,0,0,1471,3577
1.531,3.827,94.643,0,0,0,0,192836,192836,0,0,1478,3512
1.538,3.077,95.385,0,0,0,0,192836,192836,0,0,1477,3511
1.034,3.359,95.607,0,0,0,40960,192346,192346,0,0,1466,3509
2.290,3.053,94.656,0,0,0,0,192836,192836,0,0,1483,3515
1.535,3.581,94.885,0,0,0,0,192836,192836,0,0,1485,3504
1.804,2.577,95.619,0,0,0,0,192836,192836,0,0,1472,3514
1.031,3.093,95.876,0,0,0,0,192836,192836,0,0,1471,3497
1.020,4.082,94.643,0.255,0,0,24576,192062,192346,0,0,1483,3512
1.531,3.827,94.643,0,0,0,0,191984,191700,0,0,1472,3541
