"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/iperf3-1578412664-100-macsec-aesgcm-we-frag-dstat.csv",,,,"Date:","07 Jan 2020 21:29:08 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.398,8.164,87.401,0.037,0,19671.587,38099.621,0,0,0,0,5252.471,12859.958
0,1.250,98.750,0,0,0,0,521,20237,0,0,147,71
0,0,99.749,0.251,0,0,122880,0,1514,0,0,97,49
0,0,100,0,0,0,0,0,0,0,0,85,29
0,0,100,0,0,0,0,0,1514,0,0,88,33
0,0,100,0,0,0,0,0,0,0,0,93,37
0,0,100,0,0,0,0,0,0,0,0,94,41
0,0,100,0,0,0,0,0,1514,0,0,91,33
0,0,100,0,0,0,24576,0,0,0,0,90,40
0,0,100,0,0,0,0,0,0,0,0,86,32
0,0,100,0,0,0,0,0,0,0,0,83,32
1.003,4.762,94.236,0,0,0,1490944,1928,20796,0,0,313,264
0,0,100,0,0,0,0,0,3028,0,0,90,37
0,0,100,0,0,0,0,0,0,0,0,81,22
0,0,100,0,0,0,90112,0,3028,0,0,98,53
0,0,100,0,0,0,0,0,0,0,0,89,34
0,0,100,0,0,0,8192,0,0,0,0,92,36
0,0,100,0,0,0,0,0,0,0,0,88,35
0,0,100,0,0,0,0,0,1514,0,0,86,29
0,0,100,0,0,0,0,0,0,0,0,87,28
0,0,99.750,0.250,0,0,24576,0,0,0,0,95,45
1.508,3.518,94.975,0,0,0,0,1924,19264,0,0,272,229
0,0,100,0,0,0,0,0,3028,0,0,94,41
0,0,100,0,0,0,0,0,1514,0,0,85,30
0,0,100,0,0,0,0,0,0,0,0,89,32
0,0,100,0,0,0,0,0,3028,0,0,91,34
0,0,100,0,0,0,81920,0,0,0,0,97,47
0,0,100,0,0,0,0,0,0,0,0,83,27
0,0,100,0,0,0,0,0,3028,0,0,92,36
0,0,100,0,0,0,0,0,0,0,0,84,32
0,0,100,0,0,0,0,0,0,0,0,87,34
1.500,2.500,96,0,0,0,65536,986,1313,0,0,207,190
0,1.504,98.246,0.251,0,0,73728,1040,20998,0,0,179,118
0,0,100,0,0,0,0,0,1514,0,0,87,29
0,0,100,0,0,0,0,0,0,0,0,87,29
0,0,100,0,0,0,0,0,3028,0,0,92,38
0,0,100,0,0,0,65536,0,0,0,0,125,72
0,0,99.749,0.251,0,0,73728,0,0,0,0,101,53
0,0,100,0,0,0,0,0,1514,0,0,92,40
0,0,100,0,0,0,0,0,1514,0,0,83,27
0,0,100,0,0,0,0,0,0,0,0,86,31
0,0,100,0,0,0,0,0,0,0,0,89,33
1.250,4.250,94.500,0,0,0,0,1922,20795,0,0,272,226
0,0,100,0,0,0,81920,0,1514,0,0,94,44
0,0,100,0,0,0,0,0,1514,0,0,93,39
0,0,100,0,0,0,0,0,1514,0,0,88,32
0,0,100,0,0,0,0,0,1514,0,0,94,40
0,0,100,0,0,0,0,0,0,0,0,80,19
0,0,100,0,0,0,0,106,0,0,0,85,31
0,0,100,0,0,0,24576,0,3028,0,0,104,51
0,0,100,0,0,0,0,0,0,0,0,86,35
0,0,100,0,0,0,0,0,0,0,0,90,35
1.759,3.518,94.724,0,0,0,0,1924,19264,0,0,266,226
0,0,100,0,0,0,0,0,3028,0,0,91,37
0,0,100,0,0,0,0,0,1514,0,0,87,37
0,0,99.749,0.251,0,0,81920,0,0,0,0,96,42
0,0,100,0,0,0,0,0,4542,0,0,92,39
0,0,100,0,0,0,0,0,0,0,0,88,30
0,0,100,0,0,0,0,0,0,0,0,84,28
0,0,100,0,0,0,0,0,1514,0,0,89,29
0,0,100,0,0,0,0,0,1514,0,0,88,33
0,0,99.749,0.251,0,0,24576,0,0,0,0,99,49
0.501,2.005,97.494,0,0,0,49152,984,1312,0,0,173,141
