"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/ping-1578412664-macsec-aesgcm-e-frag-jumbo-1500-dstat.csv",,,,"Date:","07 Jan 2020 23:26:17 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.236,9.005,86.724,0.035,0,14896.201,37432.326,0,0,0,0,5183.719,12222.708
1.786,1.531,96.429,0.255,0,0,106496,123864,123708,0,0,1738,3913
4.796,5.995,89.209,0,0,0,0,109512,109668,0,0,1585,3615
6.636,8.467,84.897,0,0,0,0,109306,109306,0,0,1613,3607
7.143,10.045,82.812,0,0,0,0,109200,109200,0,0,1628,3612
4.513,7.363,88.124,0,0,0,491520,109278,109278,0,0,1606,3638
6.792,6.323,86.651,0.234,0,0,73728,108888,108888,0,0,1592,3611
7.657,6.032,86.311,0,0,0,0,109200,109200,0,0,1581,3613
5.950,9.153,84.897,0,0,0,0,109200,109200,0,0,1612,3603
5.618,11.011,83.371,0,0,0,0,109200,109200,0,0,1627,3607
6.865,8.238,84.897,0,0,0,0,109200,109044,0,0,1619,3622
0.993,7.196,91.811,0,0,0,516096,108888,108888,0,0,1590,3615
6.667,8.046,85.287,0,0,0,0,108732,108732,0,0,1605,3615
2.899,7.246,89.855,0,0,0,0,108888,108888,0,0,1577,3611
3.741,3.491,92.768,0,0,0,0,108888,108888,0,0,1548,3613
3.242,4.239,92.519,0,0,0,0,109044,109044,0,0,1555,3606
4.938,3.210,91.605,0.247,0,0,24576,108576,108576,0,0,1563,3626
0,0,100,0,0,0,0,108732,108732,0,0,1504,3600
5.897,2.948,91.155,0,0,0,0,108888,108888,0,0,1650,3712
4.695,8.216,87.089,0,0,0,0,109044,109044,0,0,1672,3721
0.761,5.330,93.909,0,0,0,0,109824,109930,0,0,2142,4196
0.525,1.837,97.375,0.262,0,0,909312,108682,108576,0,0,1546,3633
0.783,2.350,96.867,0,0,0,0,109356,109356,0,0,1761,3860
2.290,3.817,93.893,0,0,0,0,110136,110136,0,0,2263,4322
1.263,5.303,93.434,0,0,0,0,110136,110136,0,0,2266,4330
2.284,3.807,93.909,0,0,0,0,109980,109980,0,0,2265,4326
1.546,3.093,95.361,0,0,0,24576,108888,108888,0,0,1666,3718
5.783,4.578,89.639,0,0,0,0,108888,108888,0,0,1565,3623
4.106,6.280,89.614,0,0,0,0,108888,108888,0,0,1563,3613
0,0,100,0,0,0,0,108732,108732,0,0,1503,3599
6.512,7.209,86.279,0,0,0,0,108888,108888,0,0,1596,3618
3.431,5.392,90.196,0.980,0,0,909312,106860,106860,0,0,1557,3581
5.036,5.995,88.969,0,0,0,0,108732,108732,0,0,1568,3619
5.012,6.205,88.783,0,0,0,0,108888,108888,0,0,1585,3600
3.650,6.083,90.268,0,0,0,0,108888,108888,0,0,1572,3612
4.785,6.459,88.756,0,0,0,0,108966,108966,0,0,1579,3620
2.163,8.413,89.183,0.240,0,0,24576,108732,108732,0,0,1591,3619
3.118,7.674,89.209,0,0,0,0,108888,108888,0,0,1577,3599
3.917,10.599,85.484,0,0,0,0,108888,108888,0,0,1609,3602
1.905,9.762,88.333,0,0,0,0,108888,108888,0,0,1588,3599
4.589,5.556,89.855,0,0,0,0,108888,108888,0,0,1585,3629
2.475,5.941,91.337,0.248,0,0,925696,107796,107796,0,0,1579,3608
4.545,15.152,80.303,0,0,0,0,108732,108732,0,0,1670,3600
5.594,7.925,86.480,0,0,0,0,108810,108810,0,0,1597,3682
3.365,7.452,89.183,0,0,0,0,108888,108888,0,0,1583,3625
1.538,3.077,95.385,0,0,0,0,109044,109044,0,0,1531,3616
1.005,5.528,93.216,0.251,0,0,24576,108888,108888,0,0,1562,3616
3.365,7.452,89.183,0,0,0,0,108888,108888,0,0,1587,3606
1.724,6.650,91.626,0,0,0,0,109044,109044,0,0,1567,3598
3.491,3.990,92.519,0,0,0,0,108888,108888,0,0,1754,3891
1.531,4.337,94.133,0,0,0,0,110292,110292,0,0,2272,4334
1.781,4.071,94.148,0,0,0,24576,109980,109980,0,0,2271,4341
2.158,9.113,88.729,0,0,0,0,109356,109356,0,0,1854,3852
4.808,6.010,89.183,0,0,0,0,108994,108994,0,0,1643,3689
3.218,4.703,92.079,0,0,0,0,109044,109044,0,0,1557,3614
2.920,6.813,90.268,0,0,0,0,108888,108888,0,0,1566,3615
3.258,3.759,92.732,0.251,0,0,1351680,108264,108264,0,0,1583,3649
0,0.800,99.200,0,0,0,0,108420,108420,0,0,1498,3669
6.557,6.557,86.885,0,0,0,0,108732,108732,0,0,1585,3616
0,0,100,0,0,0,0,108888,108888,0,0,1509,3596
4.567,6.250,89.183,0,0,0,0,108732,108732,0,0,1572,3603
2.332,1.554,95.855,0.259,0,0,475136,108576,108576,0,0,1540,3618
9.556,7.778,82.667,0,0,0,0,108732,108732,0,0,1623,3629
4.630,9.491,85.880,0,0,0,0,108888,108888,0,0,1603,3615
3.810,7.619,88.571,0,0,0,0,108888,108888,0,0,1580,3609
3.406,6.326,90.268,0,0,0,0,108888,108888,0,0,1571,3615
0.779,2.597,96.364,0.260,0,0,24576,108576,108576,0,0,1537,3609
5.189,7.311,87.500,0,0,0,0,108732,108732,0,0,1569,3612
0,0,100,0,0,0,0,108888,108888,0,0,1502,3595
5.701,6.176,88.124,0,0,0,0,108732,108732,0,0,1579,3610
6.757,9.459,83.784,0,0,0,0,108810,108810,0,0,1616,3622
1.550,2.584,95.349,0.517,0,0,958464,107640,107640,0,0,1550,3605
4.208,6.931,88.861,0,0,0,0,131136,131136,0,0,1476,3174
2.046,3.069,94.885,0,0,0,0,192836,192836,0,0,1504,3552
1.020,4.082,94.898,0,0,0,0,193120,193120,0,0,1496,3519
1.542,3.085,95.373,0,0,0,0,193120,193120,0,0,1494,3515
1.292,3.101,95.607,0,0,0,32768,192836,192836,0,0,1509,3531
1.031,3.351,95.619,0,0,0,0,193120,193120,0,0,1506,3519
2.296,2.806,94.898,0,0,0,0,193120,193120,0,0,1498,3525
1.285,3.342,95.373,0,0,0,0,192836,192836,0,0,1497,3509
1.790,3.325,94.885,0,0,0,0,192836,192836,0,0,1504,3514
2.030,3.807,93.909,0.254,0,0,24576,191700,191700,0,0,1512,3627
1.023,4.092,94.885,0,0,0,0,192630,192630,0,0,1500,3508
2.296,2.806,94.898,0,0,0,0,193120,193120,0,0,1496,3506
2.046,3.069,94.885,0,0,0,0,192836,192836,0,0,1505,3512
1.546,2.835,95.619,0,0,0,0,192836,192836,0,0,1498,3521
1.023,4.348,94.373,0.256,0,0,1327104,191984,191984,0,0,1556,3566
1.538,3.333,95.128,0,0,0,0,192268,192268,0,0,1495,3611
1.538,3.333,95.128,0,0,0,0,192836,192836,0,0,1505,3516
0.512,4.604,94.885,0,0,0,0,193404,193404,0,0,1503,3507
2.290,3.053,94.656,0,0,0,0,193120,193120,0,0,1508,3536
1.034,3.359,95.349,0.258,0,0,475136,191984,192268,0,0,1513,3533
1.026,3.846,95.128,0,0,0,0,192552,192552,0,0,1504,3578
1.026,3.590,95.385,0,0,0,0,193120,192836,0,0,1501,3553
2.046,3.069,94.885,0,0,0,0,193120,193120,0,0,1502,3523
1.023,4.092,94.885,0,0,0,0,192836,192836,0,0,1502,3520
1.531,4.082,94.388,0,0,0,24576,191700,191700,0,0,1513,3622
2.538,3.299,94.162,0,0,0,0,192552,192552,0,0,1499,3521
2.036,3.562,94.402,0,0,0,0,191132,191132,0,0,1484,3592
1.531,3.571,94.898,0,0,0,0,192552,192552,0,0,1488,3508
1.285,3.599,95.116,0,0,0,0,192836,192836,0,0,1523,3536
1.531,3.827,94.133,0.510,0,0,917504,190848,190848,0,0,1516,3528
