"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet/iperf3-1579534859-100-macsec-aesgcm-we-dstat.csv",,,,"Date:","20 Jan 2020 18:16:30 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
3.544,0.983,95.446,0.026,0,26166.134,14679.781,0,0,0,0,4397.829,946.245
0,0,100,0,0,0,0,0,78,0,0,110,50
0,0,100,0,0,0,0,0,0,0,0,79,18
0,0,100,0,0,0,65536,0,78,0,0,106,58
0.756,2.771,96.474,0,0,0,0,0,78,0,0,211,149
0,0,100,0,0,0,0,0,78,0,0,105,51
0,0,100,0,0,0,0,0,78,0,0,94,39
0.756,2.771,96.474,0,0,0,0,0,78,0,0,185,148
0,0,100,0,0,0,0,0,78,0,0,55,35
0,0,99.750,0.250,0,0,32768,0,78,0,0,89,51
1.256,1.759,96.985,0,0,0,0,0,78,0,0,215,149
0,0,100,0,0,0,0,0,78,0,0,94,34
0,0,100,0,0,0,0,0,78,0,0,89,34
1.008,2.519,96.474,0,0,0,0,0,78,0,0,210,149
0,0,100,0,0,0,0,0,78,0,0,98,35
0,0,100,0,0,0,49152,0,78,0,0,96,72
1.256,1.759,96.985,0,0,0,0,0,78,0,0,166,141
0,0,100,0,0,0,0,0,78,0,0,67,30
0,0,100,0,0,0,0,0,78,0,0,92,39
1.259,2.267,96.474,0,0,0,0,0,78,0,0,216,151
0,0,99.749,0.251,0,0,57344,0,78,0,0,110,61
0,0,100,0,0,0,0,0,78,0,0,87,33
1.256,1.759,96.985,0,0,0,0,0,78,0,0,196,139
0,0,100,0,0,0,0,0,78,0,0,80,38
0,0,100,0,0,0,0,0,78,0,0,61,36
1.256,1.256,97.487,0,0,0,0,0,78,0,0,136,122
0.503,0.503,98.995,0,0,0,32768,0,78,0,0,166,106
0,0.250,99.750,0,0,0,0,0,78,0,0,91,37
0,0,100,0,0,0,0,0,0,0,0,86,28
1.256,2.513,96.231,0,0,0,0,0,78,0,0,209,144
0,0,100,0,0,0,0,0,78,0,0,98,44
0,0,99.750,0.250,0,0,106496,0,78,0,0,106,79
1.008,3.526,95.466,0,0,0,8192,0,78,0,0,264,263
0,0,100,0,0,0,0,0,78,0,0,71,50
0,0,100,0,0,0,0,0,78,0,0,90,32
1.008,2.519,96.474,0,0,0,0,0,78,0,0,222,159
0,0,100,0,0,0,49152,0,78,0,0,120,67
0,0,100,0,0,0,106496,0,78,0,0,113,66
1.256,1.759,96.985,0,0,0,0,0,78,0,0,208,143
0,0,100,0,0,0,0,0,78,0,0,99,43
0,0,100,0,0,0,0,0,78,0,0,60,37
1.511,2.015,96.474,0,0,0,0,0,78,0,0,174,150
0,0,100,0,0,0,0,0,78,0,0,89,40
0,0,99.750,0.250,0,0,32768,0,78,0,0,101,56
1.005,1.508,97.487,0,0,0,0,0,78,0,0,185,140
0,0,100,0,0,0,0,0,78,0,0,102,38
0,0,100,0,0,0,0,0,78,0,0,88,34
1.515,2.020,96.465,0,0,0,0,0,78,0,0,225,163
0,0,100,0,0,0,0,0,78,0,0,66,41
0,0,100,0,0,0,32768,0,78,0,0,77,57
0.754,2.261,96.985,0,0,0,0,0,78,0,0,169,143
0,0,100,0,0,0,0,0,78,0,0,131,60
0,0,100,0,0,0,0,0,78,0,0,94,41
0.251,0.251,99.497,0,0,0,0,0,78,0,0,107,52
0.499,2.244,97.257,0,0,0,0,0,0,0,0,194,117
0,0,99.749,0.251,0,0,32768,0,78,0,0,108,62
0,0,100,0,0,0,0,0,78,0,0,61,30
0.754,2.764,96.482,0,0,0,0,0,78,0,0,191,153
0,0,100,0,0,0,0,0,78,0,0,78,42
0,0,100,0,0,0,0,0,78,0,0,105,42
0.754,2.261,96.985,0,0,0,0,0,78,0,0,208,143
0,0,100,0,0,0,32768,0,78,0,0,120,82
0,0,100,0,0,0,0,0,78,0,0,97,43
1.259,2.267,96.474,0,0,0,0,0,78,0,0,206,153
0,0,100,0,0,0,0,0,78,0,0,81,42
0,0,100,0,0,0,0,0,78,0,0,65,40
1.259,2.267,96.474,0,0,0,49152,0,78,0,0,223,175
0,0,99.750,0.250,0,0,65536,0,78,0,0,104,58
0,0,100,0,0,0,0,0,78,0,0,96,38
1.511,2.015,96.474,0,0,0,0,0,78,0,0,201,145
0,0,100,0,0,0,0,0,78,0,0,95,35
0,0,100,0,0,0,90112,0,78,0,0,141,93
1.005,2.513,96.482,0,0,0,0,0,78,0,0,200,155
0,0,100,0,0,0,32768,0,78,0,0,76,60
0,0,100,0,0,0,0,0,78,0,0,53,27
0.756,2.771,96.474,0,0,0,0,0,78,0,0,196,146
0,0,100,0,0,0,0,0,78,0,0,111,54
0,0,100,0,0,0,0,0,78,0,0,94,41
0.251,1.256,98.492,0,0,0,0,0,78,0,0,134,82
0.754,1.256,97.990,0,0,0,32768,0,78,0,0,185,129
0,0,100,0,0,0,0,0,0,0,0,82,28
0,0,100,0,0,0,0,0,78,0,0,61,37
1.508,2.010,96.482,0,0,0,0,0,78,0,0,183,157
0,0,100,0,0,0,0,0,78,0,0,94,46
0,0,99.749,0.251,0,0,32768,0,78,0,0,104,53
0.754,2.764,96.482,0,0,0,0,0,78,0,0,202,151
0,0,100,0,0,0,0,0,78,0,0,96,41
0,0,100,0,0,0,0,0,78,0,0,101,47
1.005,2.764,96.231,0,0,0,0,0,78,0,0,214,159
0,0,100,0,0,0,32768,0,78,0,0,75,60
0,0,100,0,0,0,0,0,78,0,0,62,39
0.756,2.771,96.474,0,0,0,0,0,78,0,0,197,148
0,0,100,0,0,0,0,0,78,0,0,94,44
0,0,100,0,0,0,0,0,78,0,0,106,51
1.759,1.759,96.231,0.251,0,0,32768,0,78,0,0,206,156
0,0,100,0,0,0,0,0,78,0,0,102,43
0,0,100,0,0,0,24576,0,78,0,0,102,55
1.508,2.010,96.482,0,0,0,0,0,78,0,0,191,154
0,0,100,0,0,0,0,0,78,0,0,64,38
0,0,100,0,0,0,0,0,78,0,0,77,25
1.008,2.519,96.474,0,0,0,57344,0,78,0,0,207,157
0,0,100,0,0,0,16384,0,78,0,0,108,58
0,0,100,0,0,0,0,0,78,0,0,86,34
0.754,1.759,97.487,0,0,0,0,0,78,0,0,158,111
0.503,0.503,98.995,0,0,0,0,0,78,0,0,157,83
0,0,100,0,0,0,0,0,78,0,0,79,42
0,0,99.750,0.250,0,0,98304,0,0,0,0,79,60
1.259,2.267,96.474,0,0,0,0,0,78,0,0,199,154
0,0,100,0,0,0,0,0,78,0,0,94,41
0,0,100,0,0,0,0,0,78,0,0,93,32
1.259,2.267,96.474,0,0,0,0,0,78,0,0,219,155
0,0,100,0,0,0,0,0,78,0,0,113,60
0,0,100,0,0,0,32768,0,78,0,0,98,54
1.259,2.267,96.474,0,0,0,0,0,78,0,0,207,153
0,0,100,0,0,0,0,0,78,0,0,56,33
0,0,100,0,0,0,0,0,78,0,0,71,41
1.008,2.519,96.474,0,0,0,0,0,78,0,0,216,146
0,0,100,0,0,0,0,0,78,0,0,91,36
0,0,100,0,0,0,32768,0,78,0,0,116,58
1.511,2.015,96.474,0,0,0,0,0,78,0,0,206,145
0,0,100,0,0,0,0,0,78,0,0,107,41
0,0,100,0,0,0,0,0,78,0,0,93,52
0.503,2.010,97.487,0,0,0,0,0,78,0,0,170,150
0,0,100,0,0,0,0,0,78,0,0,71,37
0,0,99.749,0.251,0,0,32768,0,78,0,0,108,57
1.259,2.267,96.474,0,0,0,0,0,78,0,0,209,145
0,0,100,0,0,0,0,0,78,0,0,88,32
0,0,100,0,0,0,0,0,78,0,0,94,39
1.508,1.508,96.985,0,0,0,0,0,78,0,0,179,142
0,0,100,0,0,0,0,0,78,0,0,126,56
0,0,100,0,0,0,32768,0,78,0,0,80,59
0.251,0.251,99.497,0,0,0,32768,0,78,0,0,81,63
1.256,1.759,96.985,0,0,0,0,0,0,0,0,189,120
0,0,100,0,0,0,0,0,78,0,0,100,45
0,0,100,0,0,0,0,0,78,0,0,94,39
1.005,2.010,96.985,0,0,0,0,0,78,0,0,223,154
0,0,99.749,0.251,0,0,81920,0,78,0,0,107,62
0,0,100,0,0,0,0,0,78,0,0,96,37
1.759,1.759,96.482,0,0,0,0,0,78,0,0,196,155
0,0,100,0,0,0,0,0,78,0,0,67,44
0,0,100,0,0,0,0,0,78,0,0,82,37
1.259,2.267,96.474,0,0,0,0,0,78,0,0,214,152
0,0,100,0,0,0,32768,0,78,0,0,110,65
0,0,100,0,0,0,0,0,78,0,0,98,39
1.259,2.267,96.474,0,0,0,0,0,78,0,0,204,145
0,0,100,0,0,0,0,0,78,0,0,99,38
0,0,100,0,0,0,40960,0,78,0,0,80,55
1.508,2.010,96.482,0,0,0,0,0,78,0,0,175,152
0,0,100,0,0,0,32768,0,78,0,0,88,55
0,0,100,0,0,0,0,0,78,0,0,101,40
1.259,2.267,96.474,0,0,0,0,0,78,0,0,210,151
0,0,100,0,0,0,0,0,78,0,0,94,43
0,0,100,0,0,0,0,0,78,0,0,93,38
1.259,2.267,96.474,0,0,0,0,0,78,0,0,197,147
0,0,99.749,0.251,0,0,32768,0,78,0,0,102,71
0,0,100,0,0,0,0,0,78,0,0,67,40
0.251,1.256,98.492,0,0,0,0,0,78,0,0,101,74
0.752,0.752,98.496,0,0,0,0,0,78,0,0,176,102
0,0,100,0,0,0,0,0,0,0,0,89,33
0,0,100,0,0,0,0,0,78,0,0,96,41
1.008,2.771,96.222,0,0,0,32768,0,78,0,0,228,168
0,0,100,0,0,0,0,0,78,0,0,95,42
0,0,100,0,0,0,24576,0,78,0,0,95,55
1.511,1.763,96.725,0,0,0,0,0,78,0,0,188,152
0,0,100,0,0,0,0,0,78,0,0,68,41
0,0,100,0,0,0,0,0,78,0,0,84,33
1.256,2.261,96.231,0.251,0,0,49152,0,78,0,0,221,164
0,0,100,0,0,0,8192,0,78,0,0,105,51
0,0,100,0,0,0,0,0,78,0,0,98,38
1.008,2.519,96.474,0,0,0,0,0,78,0,0,210,147
0,0,100,0,0,0,0,0,78,0,0,81,28
0,0,100,0,0,0,0,0,78,0,0,55,34
1.259,2.267,96.474,0,0,0,32768,0,78,0,0,189,168
0,0,100,0,0,0,0,0,78,0,0,96,42
0,0,100,0,0,0,0,0,78,0,0,97,40
1.259,2.267,96.474,0,0,0,0,0,78,0,0,221,149
0,0,100,0,0,0,0,0,78,0,0,102,43
0,0,100,0,0,0,0,0,78,0,0,98,40
1.259,2.267,96.222,0.252,0,0,32768,0,78,0,0,222,163
0,0,100,0,0,0,0,0,78,0,0,70,51
