"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet/iperf3-1579534859-100-macsec-aesgcm-e-frag-dstat.csv",,,,"Date:","20 Jan 2020 18:47:08 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
3.119,0.884,95.972,0.025,0,22965.490,13483.811,0,0,0,0,3871.744,836.567
0,0,100,0,0,0,0,0,0,0,0,88,52
0,0,100,0,0,0,0,0,78,0,0,56,29
0,0,100,0,0,0,0,0,78,0,0,100,40
1.511,2.015,96.474,0,0,0,0,0,78,0,0,233,158
0,0,100,0,0,0,0,0,78,0,0,107,52
0,0,99.750,0.250,0,0,32768,0,78,0,0,103,58
1.008,2.519,96.474,0,0,0,0,0,78,0,0,212,152
0,0,100,0,0,0,0,0,78,0,0,106,48
0,0,100,0,0,0,0,0,78,0,0,67,44
1.005,2.764,96.231,0,0,0,0,0,78,0,0,177,145
0,0,100,0,0,0,40960,0,78,0,0,97,55
0,0,100,0,0,0,32768,0,78,0,0,107,56
1.511,2.015,96.474,0,0,0,0,0,78,0,0,215,138
0,0,100,0,0,0,0,0,78,0,0,101,45
0,0,100,0,0,0,0,0,78,0,0,93,39
1.008,2.519,96.474,0,0,0,0,0,78,0,0,216,158
0,0,100,0,0,0,0,0,78,0,0,66,43
0,0,99.749,0.251,0,0,32768,0,78,0,0,78,57
1.256,2.513,96.231,0,0,0,0,0,148,0,0,208,167
0,0,100,0,0,0,0,0,78,0,0,106,50
0,0,100,0,0,0,0,0,78,0,0,91,40
1.259,2.267,96.474,0,0,0,16384,0,78,0,0,208,161
0,0,100,0,0,0,0,0,78,0,0,118,49
0,0,100,0,0,0,65536,0,78,0,0,109,61
0.501,1.003,98.496,0,0,0,0,0,78,0,0,119,96
0.750,1.750,97.500,0,0,0,0,0,78,0,0,143,109
0,0,100,0,0,0,8192,0,0,0,0,82,44
0,0,100,0,0,0,0,0,78,0,0,97,39
1.259,2.267,96.474,0,0,0,0,0,78,0,0,227,165
0,0,100,0,0,0,32768,0,78,0,0,96,46
0,0,100,0,0,0,0,0,78,0,0,93,35
1.259,2.267,96.474,0,0,0,32768,0,78,0,0,238,169
0,0,100,0,0,0,0,0,78,0,0,91,43
0,0,100,0,0,0,0,0,78,0,0,65,43
1.008,2.519,96.474,0,0,0,0,0,78,0,0,199,145
0.250,0,99.500,0.250,0,0,65536,0,78,0,0,111,66
0,0,100,0,0,0,0,0,78,0,0,100,42
1.508,2.010,96.482,0,0,0,0,0,78,0,0,211,157
0,0,100,0,0,0,0,0,78,0,0,86,27
0,0,100,0,0,0,0,0,78,0,0,98,39
1.259,2.267,96.474,0,0,0,0,0,78,0,0,205,157
0,0,100,0,0,0,98304,0,78,0,0,95,74
0,0,100,0,0,0,0,0,78,0,0,71,41
1.008,2.519,96.474,0,0,0,0,0,78,0,0,207,148
0,0,100,0,0,0,0,0,78,0,0,99,42
0,0,100,0,0,0,0,0,78,0,0,95,43
0.756,2.771,96.474,0,0,0,0,0,78,0,0,216,163
0,0,99.750,0.250,0,0,32768,0,78,0,0,124,68
0,0,100,0,0,0,0,0,78,0,0,89,37
0.503,2.010,97.487,0,0,0,0,0,78,0,0,139,125
0.998,0.499,98.504,0,0,0,0,0,78,0,0,119,82
0,0,100,0,0,0,0,0,78,0,0,95,41
0,0,100,0,0,0,0,0,0,0,0,92,36
1.515,2.020,96.465,0,0,0,32768,0,78,0,0,237,178
0,0,100,0,0,0,0,0,78,0,0,98,39
0,0,100,0,0,0,0,0,78,0,0,94,36
1.511,2.015,96.474,0,0,0,0,0,78,0,0,224,162
0,0,100,0,0,0,0,0,78,0,0,69,48
0,0,100,0,0,0,0,0,78,0,0,63,41
1.008,2.519,96.474,0,0,0,32768,0,78,0,0,211,164
0,0,100,0,0,0,0,0,78,0,0,95,39
0,0,100,0,0,0,32768,0,78,0,0,107,57
1.008,2.519,96.474,0,0,0,0,0,78,0,0,214,154
0,0,100,0,0,0,0,0,78,0,0,99,43
0,0,100,0,0,0,0,0,78,0,0,90,30
1.005,2.764,95.980,0.251,0,0,65536,0,78,0,0,191,174
0,0,100,0,0,0,8192,0,78,0,0,70,48
0,0,100,0,0,0,0,0,78,0,0,75,34
1.511,2.015,96.474,0,0,0,0,0,78,0,0,230,162
0,0,100,0,0,0,0,0,78,0,0,98,42
0,0,100,0,0,0,32768,0,78,0,0,100,52
1.508,2.010,96.482,0,0,0,0,0,78,0,0,203,150
0,0,100,0,0,0,0,0,78,0,0,95,37
0,0,100,0,0,0,0,0,78,0,0,77,39
1.508,2.010,96.482,0,0,0,0,0,78,0,0,153,147
0,0,100,0,0,0,0,0,78,0,0,104,56
0,0,99.750,0.250,0,0,32768,0,78,0,0,100,52
0.251,0.251,99.499,0,0,0,0,0,78,0,0,105,55
0.499,2.494,97.007,0,0,0,0,0,0,0,0,204,137
0,0,100,0,0,0,0,0,78,0,0,93,35
0,0,100,0,0,0,0,0,78,0,0,94,37
0.756,2.771,96.474,0,0,0,32768,0,78,0,0,210,168
0,0,100,0,0,0,32768,0,78,0,0,73,55
0,0,100,0,0,0,0,0,78,0,0,68,41
1.259,2.267,96.474,0,0,0,0,0,78,0,0,211,150
0,0,100,0,0,0,0,0,78,0,0,92,42
0,0,100,0,0,0,0,0,78,0,0,92,40
1.508,2.010,96.482,0,0,0,0,0,78,0,0,213,157
0,0,100,0,0,0,32768,0,78,0,0,113,65
0,0,100,0,0,0,0,0,78,0,0,88,41
0.754,2.764,96.482,0,0,0,0,0,78,0,0,178,144
0,0,100,0,0,0,0,0,78,0,0,58,32
0,0,100,0,0,0,0,0,78,0,0,91,30
1.008,2.519,96.474,0,0,0,0,0,78,0,0,215,160
0,0,99.750,0.250,0,0,32768,0,78,0,0,108,60
0,0,100,0,0,0,0,0,78,0,0,88,38
0.756,2.771,96.474,0,0,0,24576,0,78,0,0,209,161
0,0,100,0,0,0,0,0,78,0,0,96,47
0,0,100,0,0,0,0,0,78,0,0,73,44
0.754,2.764,96.482,0,0,0,0,0,78,0,0,178,157
0,0,100,0,0,0,57344,0,78,0,0,107,63
0,0,100,0,0,0,16384,0,78,0,0,95,44
0.251,1.253,98.496,0,0,0,0,0,78,0,0,131,77
0.750,2,97.250,0,0,0,0,0,78,0,0,192,120
0,0,100,0,0,0,0,0,0,0,0,86,29
0,0,100,0,0,0,0,0,78,0,0,92,32
0.503,3.015,96.231,0.251,0,0,49152,0,78,0,0,194,164
0,0,100,0,0,0,0,0,78,0,0,68,49
0,0,100,0,0,0,0,0,78,0,0,102,53
1.511,2.015,96.474,0,0,0,0,0,78,0,0,211,158
0,0,100,0,0,0,0,0,78,0,0,91,38
0,0,100,0,0,0,32768,0,78,0,0,107,60
1.008,2.519,96.474,0,0,0,0,0,78,0,0,216,149
0,0,100,0,0,0,0,0,78,0,0,105,46
0,0,100,0,0,0,0,0,78,0,0,72,43
1.511,2.015,96.474,0,0,0,0,0,78,0,0,188,165
0,0,100,0,0,0,32768,0,78,0,0,79,41
0,0.250,99.500,0.250,0,0,32768,0,78,0,0,102,50
2.015,1.511,96.474,0,0,0,0,0,78,0,0,236,167
0,0,100,0,0,0,0,0,78,0,0,89,30
0,0,100,0,0,0,0,0,78,0,0,88,36
0.754,2.764,96.482,0,0,0,0,0,78,0,0,220,165
0,0,100,0,0,0,0,0,78,0,0,70,34
0,0,100,0,0,0,32768,0,78,0,0,92,63
1.508,2.010,96.482,0,0,0,0,0,78,0,0,208,167
0,0,100,0,0,0,0,0,78,0,0,107,50
0,0,100,0,0,0,24576,0,78,0,0,105,54
1.256,1.256,97.487,0,0,0,0,0,78,0,0,157,111
0.500,1,98.500,0,0,0,0,0,78,0,0,164,88
0,0,100,0,0,0,49152,0,78,0,0,99,49
0,0,100,0,0,0,0,0,0,0,0,84,37
