"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet/iperf3-1579534859-100-orig-dstat.csv",,,,"Date:","20 Jan 2020 16:49:02 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.826,1.516,92.621,0.036,0,43458.191,20940.634,0,0,0,0,7242.396,1540.617
0,0,100,0,0,0,0,0,74,0,0,111,47
0,0,100,0,0,0,0,0,0,0,0,85,30
0,0,100,0,0,0,0,0,74,0,0,92,30
0.754,2.764,96.482,0,0,0,0,0,74,0,0,204,140
0,0,100,0,0,0,0,0,74,0,0,82,39
0,0,100,0,0,0,32768,0,74,0,0,62,41
0.756,2.771,96.474,0,0,0,0,0,74,0,0,189,153
0,0,100,0,0,0,0,0,74,0,0,96,40
0,0,100,0,0,0,0,0,74,0,0,89,35
1.508,2.010,96.482,0,0,0,0,0,74,0,0,222,152
0,0,100,0,0,0,0,0,74,0,0,89,33
0,0.251,99.749,0,0,0,32768,0,74,0,0,100,52
1.511,2.015,96.474,0,0,0,24576,0,74,0,0,206,165
0,0,100,0,0,0,0,0,74,0,0,60,33
0,0,100,0,0,0,0,0,74,0,0,64,35
1.511,2.015,96.474,0,0,0,0,0,74,0,0,215,142
0,0,100,0,0,0,0,0,74,0,0,95,37
0,0,99.750,0.250,0,0,57344,0,74,0,0,98,45
0.756,2.771,96.474,0,0,0,0,0,74,0,0,219,158
0,0,100,0,0,0,0,0,74,0,0,93,37
0,0,100,0,0,0,0,0,74,0,0,84,37
2.015,1.511,96.474,0,0,0,0,0,74,0,0,178,145
0,0,100,0,0,0,0,0,74,0,0,66,40
0,0,100,0,0,0,106496,0,74,0,0,122,74
1.005,1.508,97.487,0,0,0,0,0,74,0,0,162,119
0.251,0.754,98.995,0,0,0,0,0,74,0,0,137,60
0,0,100,0,0,0,0,0,74,0,0,94,39
0,0,100,0,0,0,0,0,0,0,0,87,28
1.005,1.759,97.236,0,0,0,0,0,74,0,0,205,152
0,0,99.750,0.250,0,0,32768,0,74,0,0,73,53
0,0,100,0,0,0,0,0,74,0,0,58,31
1.008,2.519,96.474,0,0,0,0,0,74,0,0,205,145
0,0,100,0,0,0,0,0,74,0,0,95,37
0,0,100,0,0,0,32768,0,74,0,0,96,43
2.015,1.511,96.474,0,0,0,0,0,74,0,0,224,158
0,0,100,0,0,0,65536,0,74,0,0,93,42
0,0,100,0,0,0,0,0,74,0,0,91,36
0.504,3.023,96.474,0,0,0,0,0,74,0,0,186,150
0,0,100,0,0,0,0,0,74,0,0,64,45
0,0,100,0,0,0,0,0,74,0,0,77,40
1.008,2.519,96.474,0,0,0,0,0,74,0,0,215,147
0,0,99.750,0.250,0,0,32768,0,74,0,0,99,47
0,0,100,0,0,0,0,0,74,0,0,91,32
1.763,1.763,96.474,0,0,0,0,0,74,0,0,215,154
0,0,100,0,0,0,0,0,74,0,0,99,48
0,0,100,0,0,0,0,0,74,0,0,61,28
1.008,2.519,96.474,0,0,0,0,0,74,0,0,182,144
0,0,100,0,0,0,32768,0,74,0,0,81,53
0,0,100,0,0,0,0,0,74,0,0,94,36
1.253,2.506,96.241,0,0,0,0,0,74,0,0,181,136
0,0,100,0,0,0,0,0,74,0,0,126,55
0,0,100,0,0,0,0,0,74,0,0,96,34
0.251,0.251,99.497,0,0,0,0,0,74,0,0,120,67
1.746,1.247,97.007,0,0,0,32768,0,0,0,0,201,140
0,0,100,0,0,0,0,0,74,0,0,72,51
0,0,100,0,0,0,0,0,74,0,0,68,35
0.756,2.771,96.474,0,0,0,0,0,74,0,0,232,167
0,0,100,0,0,0,0,0,74,0,0,93,38
0,0,100,0,0,0,0,0,74,0,0,91,38
1.005,2.513,96.231,0.251,0,0,32768,0,74,0,0,219,176
0,0,100,0,0,0,0,0,74,0,0,98,41
0,0,100,0,0,0,0,0,74,0,0,86,41
1.508,2.010,96.482,0,0,0,0,0,74,0,0,183,149
0.251,2.010,97.739,0,0,0,122880,0,74,0,0,215,200
0,0,100,0,0,0,0,0,74,0,0,91,42
1.256,2.513,96.231,0,0,0,0,0,74,0,0,214,146
0,0,100,0,0,0,0,0,74,0,0,100,41
0,0,100,0,0,0,0,0,74,0,0,101,41
1.511,2.015,96.222,0.252,0,0,90112,0,74,0,0,238,183
0,0,100,0,0,0,0,0,74,0,0,91,42
0,0,100,0,0,0,0,0,74,0,0,64,42
1.259,2.267,96.474,0,0,0,0,0,74,0,0,184,149
0,0,100,0,0,0,0,0,74,0,0,93,38
0,0,100,0,0,0,0,0,74,0,0,94,41
1.005,2.513,96.231,0.251,0,0,65536,0,74,0,0,206,170
0,0,100,0,0,0,0,0,74,0,0,112,50
0,0,100,0,0,0,0,0,74,0,0,97,42
0.251,1.256,98.492,0,0,0,0,0,74,0,0,137,79
1.253,1.003,97.744,0,0,0,0,0,74,0,0,139,103
0,0,100,0,0,0,32768,0,0,0,0,70,53
0,0,100,0,0,0,0,0,74,0,0,87,39
1.008,2.519,96.474,0,0,0,0,0,74,0,0,225,163
0,0,100,0,0,0,0,0,74,0,0,97,41
0,0,100,0,0,0,0,0,74,0,0,87,32
1.259,2.267,96.474,0,0,0,0,0,74,0,0,221,161
0,0,99.750,0.250,0,0,32768,0,74,0,0,104,53
0,0,100,0,0,0,0,0,74,0,0,75,45
1.511,2.015,96.474,0,0,0,0,0,74,0,0,190,151
0,0,100,0,0,0,0,0,74,0,0,91,53
0,0,100,0,0,0,0,0,74,0,0,89,31
0.754,2.764,96.482,0,0,0,0,0,74,0,0,217,152
0,0,100,0,0,0,32768,0,74,0,0,110,58
0,0,100,0,0,0,0,0,74,0,0,99,45
1.008,2.519,96.474,0,0,0,16384,0,74,0,0,223,163
0,0,100,0,0,0,0,0,74,0,0,78,48
0,0,100,0,0,0,0,0,74,0,0,62,37
1.508,2.261,96.231,0,0,0,0,0,74,0,0,202,150
0,0,99.749,0.251,0,0,32768,0,74,0,0,105,52
0,0,99.749,0.251,0,0,81920,0,74,0,0,125,76
1.259,2.267,96.474,0,0,0,0,0,74,0,0,209,156
0,0,100,0,0,0,0,0,74,0,0,105,49
0,0,100,0,0,0,0,0,74,0,0,95,38
0.756,1.763,97.481,0,0,0,57344,0,74,0,0,162,135
0.251,0.754,98.995,0,0,0,16384,0,74,0,0,116,74
0,0,100,0,0,0,0,0,74,0,0,71,45
0,0.249,99.751,0,0,0,0,0,0,0,0,94,35
1.511,2.015,96.474,0,0,0,0,0,74,0,0,231,167
0,0,100,0,0,0,0,0,74,0,0,93,34
0,0,100,0,0,0,49152,0,74,0,0,105,57
1.008,2.519,96.474,0,0,0,0,0,74,0,0,208,151
0,0,100,0,0,0,0,0,74,0,0,87,42
0,0,100,0,0,0,0,0,74,0,0,67,43
1.259,2.267,96.474,0,0,0,0,0,74,0,0,191,156
0,0,100,0,0,0,0,0,74,0,0,94,40
0,0,99.750,0.250,0,0,32768,0,74,0,0,101,54
1.511,2.015,96.474,0,0,0,0,0,74,0,0,216,151
0,0,100,0,0,0,0,0,74,0,0,92,36
0,0,100,0,0,0,0,0,74,0,0,90,33
1.511,2.015,96.474,0,0,0,0,0,74,0,0,210,152
0,0,100,0,0,0,0,0,74,0,0,63,41
0,0.250,99.750,0,0,0,32768,0,74,0,0,67,44
1.259,2.267,96.474,0,0,0,0,0,74,0,0,203,146
0,0,100,0,0,0,0,0,74,0,0,89,36
0,0,100,0,0,0,0,0,74,0,0,87,33
1.005,2.764,96.231,0,0,0,0,0,74,0,0,225,161
0,0,100,0,0,0,0,0,74,0,0,91,36
0,0,99.749,0.251,0,0,32768,0,74,0,0,102,53
1.005,2.513,96.482,0,0,0,0,0,74,0,0,149,137
0.250,0,99.750,0,0,0,0,0,74,0,0,93,51
0,0,100,0,0,0,0,0,74,0,0,74,29
0.251,0.251,99.499,0,0,0,0,0,74,0,0,108,55
1.008,2.015,96.977,0,0,0,0,0,0,0,0,196,131
0,0,100,0,0,0,32768,0,74,0,0,97,49
0,0,100,0,0,0,49152,0,74,0,0,105,50
1.259,2.267,96.474,0,0,0,0,0,74,0,0,221,164
0,0,100,0,0,0,0,0,74,0,0,61,28
0,0,100,0,0,0,0,0,74,0,0,63,38
1.008,2.519,96.474,0,0,0,0,0,74,0,0,185,147
0,0,99.750,0.250,0,0,57344,0,74,0,0,109,67
0,0,100,0,0,0,0,0,74,0,0,87,35
1.008,2.519,96.474,0,0,0,0,0,74,0,0,216,156
0,0,100,0,0,0,0,0,74,0,0,90,36
0,0,100,0,0,0,0,0,74,0,0,91,38
1.005,2.513,96.482,0,0,0,0,0,74,0,0,191,151
0,0,100,0,0,0,32768,0,74,0,0,77,61
0,0,100,0,0,0,0,0,74,0,0,64,30
0.756,2.771,96.474,0,0,0,0,0,74,0,0,219,156
0,0,100,0,0,0,0,0,74,0,0,86,31
0,0,100,0,0,0,0,0,74,0,0,110,52
1.259,2.267,96.474,0,0,0,0,0,74,0,0,209,155
0,0,99.750,0.250,0,0,32768,0,74,0,0,105,58
0,0,100,0,0,0,0,0,74,0,0,74,32
0.756,2.771,96.474,0,0,0,0,0,74,0,0,167,143
0,0,100,0,0,0,0,0,74,0,0,72,40
0,0,100,0,0,0,0,0,74,0,0,96,39
0.251,1.256,98.492,0,0,0,0,0,74,0,0,134,74
0.756,1.259,97.985,0,0,0,32768,0,74,0,0,190,131
0,0,100,0,0,0,0,0,0,0,0,91,35
0,0,100,0,0,0,0,0,74,0,0,92,30
1.259,2.267,96.474,0,0,0,0,0,74,0,0,215,164
0,0,100,0,0,0,0,0,74,0,0,62,33
0,0,100,0,0,0,32768,0,74,0,0,72,55
1.511,2.015,96.474,0,0,0,0,0,74,0,0,214,155
0,0,100,0,0,0,0,0,74,0,0,91,38
0,0,100,0,0,0,32768,0,74,0,0,101,51
0.756,2.771,96.474,0,0,0,0,0,74,0,0,211,147
0,0,99.750,0.250,0,0,65536,0,74,0,0,112,62
0,0,100,0,0,0,0,0,74,0,0,85,29
1.259,2.267,96.474,0,0,0,0,0,74,0,0,186,155
0,0,100,0,0,0,40960,0,74,0,0,78,58
0,0,100,0,0,0,0,0,74,0,0,81,37
1.010,2.525,96.465,0,0,0,32768,0,74,0,0,220,166
0,0,100,0,0,0,0,0,74,0,0,92,32
0,0,100,0,0,0,0,0,74,0,0,90,40
1.259,2.267,96.474,0,0,0,0,0,74,0,0,219,162
0,0,100,0,0,0,0,0,74,0,0,88,28
0,0,99.750,0.250,0,0,32768,0,74,0,0,77,60
0.756,2.771,96.474,0,0,0,0,0,74,0,0,189,158
0,0,100,0,0,0,0,0,74,0,0,87,47
0,0,100,0,0,0,0,0,74,0,0,100,46
1.005,1.508,97.487,0,0,0,0,0,74,0,0,157,109
0.503,0.503,98.995,0,0,0,32768,0,74,0,0,158,93
0,0,100,0,0,0,0,0,74,0,0,91,36
0,0,100,0,0,0,0,0,0,0,0,116,52
0.504,3.023,96.474,0,0,0,0,0,74,0,0,200,164
0,0,100,0,0,0,0,0,74,0,0,65,39
0,0,100,0,0,0,32768,0,74,0,0,87,59
1.759,1.759,96.482,0,0,0,0,0,74,0,0,209,143
0,0,100,0,0,0,0,0,74,0,0,119,66
0,0,100,0,0,0,0,0,74,0,0,96,41
0.756,2.771,96.474,0,0,0,0,0,74,0,0,234,158
0,0,99.749,0.251,0,0,32768,0,74,0,0,107,59
0,0,100,0,0,0,0,0,74,0,0,72,33
1.256,2.261,96.482,0,0,0,0,0,74,0,0,177,146
0,0,100,0,0,0,0,0,74,0,0,82,56
0,0,100,0,0,0,0,0,74,0,0,97,39
1.008,2.519,96.474,0,0,0,32768,0,74,0,0,225,175
0,0,100,0,0,0,0,0,74,0,0,99,48
0,0,100,0,0,0,0,0,74,0,0,100,44
1.005,2.764,96.231,0,0,0,24576,0,74,0,0,230,168
0,0,100,0,0,0,0,0,74,0,0,91,46
0,0,99.750,0.250,0,0,57344,0,74,0,0,66,48
1.259,2.267,96.474,0,0,0,0,0,74,0,0,185,144
0,0,100,0,0,0,0,0,74,0,0,100,46
0,0,100,0,0,0,32768,0,74,0,0,114,63
1.005,2.513,96.482,0,0,0,0,0,74,0,0,192,146
0,0.251,99.749,0,0,0,32768,0,74,0,0,138,75
0,0,100,0,0,0,0,0,74,0,0,80,21
0.251,0.251,99.499,0,0,0,0,0,74,0,0,133,86
1.259,1.763,96.977,0,0,0,0,0,0,0,0,181,144
0,0,100,0,0,0,0,0,74,0,0,67,41
0,0,100,0,0,0,32768,0,74,0,0,96,54
1.005,2.764,96.231,0,0,0,0,0,74,0,0,225,169
0,0,100,0,0,0,0,0,74,0,0,94,37
0,0,100,0,0,0,0,0,74,0,0,101,48
1.005,2.513,96.482,0,0,0,0,0,74,0,0,216,153
0,0,100,0,0,0,32768,0,74,0,0,109,63
0,0,100,0,0,0,0,0,74,0,0,57,32
1.508,2.010,96.482,0,0,0,0,0,74,0,0,182,150
0,0,100,0,0,0,0,0,74,0,0,90,45
0,0,100,0,0,0,0,0,74,0,0,96,39
1.256,2.261,96.231,0.251,0,0,32768,0,74,0,0,220,168
0,0,100,0,0,0,0,0,74,0,0,89,28
