"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet/iperf3-1579534859-100-macsec-morus640-e-1500-dstat.csv",,,,"Date:","20 Jan 2020 23:06:17 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.796,3.008,95.177,0.019,0,13469.576,13680.460,0,0,0,0,5570.913,641.908
0,0,100,0,0,0,0,0,78,0,0,135,55
0,0,100,0,0,0,0,0,0,0,0,99,44
0,0,100,0,0,0,0,0,78,0,0,85,30
1.256,2.261,96.482,0,0,0,0,0,78,0,0,183,150
0,0,100,0,0,0,0,0,78,0,0,75,45
0,0,100,0,0,0,73728,0,78,0,0,90,57
2.015,1.511,96.474,0,0,0,0,0,78,0,0,227,152
0,0,100,0,0,0,0,0,78,0,0,89,25
0,0,100,0,0,0,0,0,78,0,0,100,42
1.511,2.015,96.474,0,0,0,0,0,78,0,0,211,155
0,0,100,0,0,0,16384,0,78,0,0,110,54
0,0,99.749,0.251,0,0,57344,0,78,0,0,84,54
1.259,2.267,96.474,0,0,0,0,0,78,0,0,184,151
0,0,100,0,0,0,0,0,78,0,0,80,42
0,0,100,0,0,0,0,0,78,0,0,98,38
1.511,2.015,96.474,0,0,0,0,0,78,0,0,211,154
0,0,100,0,0,0,0,0,78,0,0,102,46
0,0,100,0,0,0,32768,0,78,0,0,96,47
0.756,2.771,96.474,0,0,0,0,0,78,0,0,220,151
0,0,100,0,0,0,0,0,78,0,0,85,42
0,0,100,0,0,0,0,0,78,0,0,68,42
1.259,2.267,96.474,0,0,0,0,0,78,0,0,180,147
0,0,100,0,0,0,0,0,78,0,0,98,42
0,0,99.750,0.250,0,0,32768,0,78,0,0,96,37
0.754,1.508,97.739,0,0,0,0,0,78,0,0,152,104
0.251,1.005,98.744,0,0,0,65536,0,78,0,0,182,117
0,0,100,0,0,0,0,0,78,0,0,100,37
0,0,100,0,0,0,0,0,0,0,0,74,28
1.511,2.015,96.474,0,0,0,0,0,78,0,0,181,155
0,0,100,0,0,0,57344,0,78,0,0,74,55
0,0,100,0,0,0,32768,0,78,0,0,97,38
1.256,1.759,96.985,0,0,0,0,0,78,0,0,209,161
