"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet/iperf3-1579534859-100-orig-we-dstat.csv",,,,"Date:","20 Jan 2020 17:17:27 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.804,1.280,93.885,0.032,0,35776.974,18246.610,0,0,0,0,5978.715,1276.577
0,0,100,0,0,0,0,0,0,0,0,85,44
0,0,100,0,0,0,0,0,74,0,0,58,35
0,0,100,0,0,0,180224,0,74,0,0,133,106
0.503,3.266,96.231,0,0,0,0,0,74,0,0,231,172
0,0,100,0,0,0,0,0,74,0,0,92,35
0,0,100,0,0,0,0,0,74,0,0,94,41
1.008,2.519,96.474,0,0,0,0,0,74,0,0,216,152
0,0,99.749,0.251,0,0,81920,0,74,0,0,108,56
0,0,100,0,0,0,0,0,74,0,0,61,18
0.756,2.771,96.474,0,0,0,0,0,74,0,0,181,147
0,0,100,0,0,0,0,0,74,0,0,66,39
0,0,100,0,0,0,0,0,74,0,0,92,37
1.511,2.015,96.474,0,0,0,32768,0,74,0,0,214,163
0,0,100,0,0,0,0,0,74,0,0,95,39
0,0,100,0,0,0,0,0,74,0,0,84,27
1.008,2.519,96.474,0,0,0,0,0,74,0,0,211,147
0,0,100,0,0,0,0,0,74,0,0,82,38
0,0,100,0,0,0,32768,0,74,0,0,65,52
1.508,2.010,96.482,0,0,0,0,0,74,0,0,181,142
0,0,100,0,0,0,0,0,74,0,0,92,36
0,0,100,0,0,0,0,0,74,0,0,90,32
1.008,2.519,96.474,0,0,0,0,0,74,0,0,197,142
0,0,99.749,0.251,0,0,32768,0,74,0,0,120,65
0,0,100,0,0,0,0,0,74,0,0,88,35
0.503,1.256,98.241,0,0,0,0,0,74,0,0,131,82
0.998,1.496,97.506,0,0,0,0,0,74,0,0,138,100
0,0,100,0,0,0,0,0,0,0,0,56,25
0,0,100,0,0,0,32768,0,74,0,0,89,42
0.756,2.771,96.474,0,0,0,0,0,74,0,0,214,148
0,0,100,0,0,0,0,0,74,0,0,89,37
0,0,100,0,0,0,0,0,74,0,0,91,34
1.763,1.763,96.474,0,0,0,0,0,74,0,0,213,151
0,0,99.749,0.251,0,0,32768,0,74,0,0,100,56
0,0,100,0,0,0,24576,0,74,0,0,68,44
1.005,2.513,96.482,0,0,0,0,0,74,0,0,171,139
0,0,100,0,0,0,0,0,74,0,0,77,32
0,0,100,0,0,0,0,0,74,0,0,93,38
1.008,2.519,96.474,0,0,0,49152,0,74,0,0,225,170
0,0,100,0,0,0,32768,0,74,0,0,114,58
0,0,100,0,0,0,0,0,74,0,0,85,30
