"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet/iperf3-1579534859-100-macsec-morus640-we-1500-dstat.csv",,,,"Date:","20 Jan 2020 23:34:42 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.704,2.856,95.420,0.019,0,12758.200,13216.282,0,0,0,0,5281.600,610.389
0,0.250,99.750,0,0,0,0,0,78,0,0,91,44
0.250,0,99.750,0,0,0,0,0,0,0,0,77,31
0.250,0,99.750,0,0,0,0,0,78,0,0,90,32
1.005,2.764,96.231,0,0,0,0,0,78,0,0,209,149
0.250,0,99.750,0,0,0,0,0,78,0,0,96,31
0,0.250,99.750,0,0,0,73728,0,78,0,0,100,45
2.010,1.759,96.231,0,0,0,0,0,78,0,0,208,131
0.249,0,99.751,0,0,0,0,0,78,0,0,65,27
0,0.250,99.750,0,0,0,0,0,78,0,0,63,37
1.005,2.764,96.231,0,0,0,0,0,78,0,0,200,147
0.250,0,99.750,0,0,0,49152,0,78,0,0,112,56
0.250,0,99.750,0,0,0,0,0,78,0,0,87,24
1.508,2.261,96.231,0,0,0,0,0,78,0,0,217,153
0.250,0,99.750,0,0,0,0,0,78,0,0,94,33
0,0.250,99.750,0,0,0,0,0,78,0,0,88,31
1.253,2.506,95.990,0.251,0,0,57344,0,78,0,0,199,162
0.250,0,99.750,0,0,0,0,0,78,0,0,61,32
0,0.249,99.751,0,0,0,0,0,78,0,0,67,27
1.508,2.261,96.231,0,0,0,0,0,78,0,0,210,140
0.250,0,99.750,0,0,0,0,0,78,0,0,95,41
0,0.250,99.750,0,0,0,32768,0,78,0,0,95,42
1.005,2.764,96.231,0,0,0,0,0,78,0,0,207,136
0.250,0,99.750,0,0,0,0,0,78,0,0,94,34
0,0.250,99.750,0,0,0,0,0,78,0,0,79,32
0.752,2.256,96.992,0,0,0,0,0,78,0,0,133,116
0.500,0.500,98.750,0.250,0,0,114688,0,78,0,0,164,119
0.250,0,99.750,0,0,0,0,0,78,0,0,93,35
0,0.250,99.750,0,0,0,0,0,0,0,0,92,33
1.256,2.513,96.231,0,0,0,0,0,78,0,0,203,151
0.250,0,99.750,0,0,0,0,0,78,0,0,93,28
0,0.250,99.750,0,0,0,65536,0,78,0,0,108,61
1.256,2.513,96.231,0,0,0,0,0,78,0,0,205,147
0.250,0,99.750,0,0,0,0,0,78,0,0,50,17
0,0.249,99.751,0,0,0,0,0,78,0,0,62,34
1.508,1.759,96.734,0,0,0,0,0,78,0,0,208,150
0,0,99.750,0.250,0,0,65536,0,78,0,0,108,53
0.250,0,99.750,0,0,0,0,0,78,0,0,90,27
1.003,2.757,96.241,0,0,0,0,0,78,0,0,227,163
0.250,0,99.750,0,0,0,0,0,78,0,0,91,36
0,0.250,99.750,0,0,0,0,0,78,0,0,85,28
1.003,3.008,95.990,0,0,0,0,0,78,0,0,192,153
0.250,0,99.750,0,0,0,32768,0,78,0,0,66,50
0,0.250,99.750,0,0,0,0,0,78,0,0,82,34
1.253,2.757,95.990,0,0,0,0,0,78,0,0,208,149
0.250,0,99.750,0,0,0,0,0,78,0,0,96,36
0,0.250,99.750,0,0,0,0,0,78,0,0,83,26
1.256,2.513,96.231,0,0,0,32768,0,78,0,0,217,150
0.250,0,99.750,0,0,0,0,0,78,0,0,106,46
0.250,0,99.750,0,0,0,0,0,78,0,0,66,36
1.504,2.256,96.241,0,0,0,0,0,78,0,0,157,137
0.250,0,99.750,0,0,0,0,0,78,0,0,106,45
0,0.250,99.500,0.250,0,0,32768,0,78,0,0,97,49
0.251,0.752,98.997,0,0,0,0,0,78,0,0,116,70
0.998,1.496,97.506,0,0,0,0,0,78,0,0,189,120
0.250,0,99.750,0,0,0,0,0,0,0,0,92,31
0.250,0,99.750,0,0,0,0,0,78,0,0,85,25
1.256,2.010,96.734,0,0,0,32768,0,78,0,0,199,161
0.249,0,99.751,0,0,0,0,0,78,0,0,56,28
0,0.250,99.750,0,0,0,0,0,78,0,0,66,23
1.759,2.010,96.231,0,0,0,0,0,78,0,0,226,161
0.250,0,99.750,0,0,0,0,0,78,0,0,94,32
0,0.250,99.500,0.250,0,0,114688,0,78,0,0,138,97
1.005,2.764,96.231,0,0,0,0,0,78,0,0,216,147
0.250,0,99.750,0,0,0,0,0,78,0,0,89,28
0,0.249,99.751,0,0,0,0,0,78,0,0,72,31
1.005,2.261,96.734,0,0,0,0,0,78,0,0,180,148
0,0,99.750,0.250,0,0,65536,0,78,0,0,75,49
0.250,0,99.750,0,0,0,0,0,78,0,0,93,32
0.754,3.015,96.231,0,0,0,0,0,78,0,0,217,147
0.249,0,99.751,0,0,0,0,0,78,0,0,94,34
0,0.250,99.750,0,0,0,0,0,78,0,0,87,29
1.256,2.513,96.231,0,0,0,0,0,78,0,0,210,147
0.250,0,99.750,0,0,0,32768,0,78,0,0,90,52
0.250,0,99.750,0,0,0,0,0,78,0,0,61,31
1.256,2.513,96.231,0,0,0,0,0,78,0,0,173,142
0.250,0,99.750,0,0,0,0,0,78,0,0,104,41
0,0.249,99.751,0,0,0,0,0,78,0,0,93,29
0.754,1.256,97.990,0,0,0,32768,0,78,0,0,148,106
1.003,1.003,97.995,0,0,0,0,0,78,0,0,166,96
0.250,0,99.750,0,0,0,0,0,0,0,0,91,33
0,0.249,99.751,0,0,0,0,0,78,0,0,83,27
1.005,2.764,96.231,0,0,0,0,0,78,0,0,188,147
0.249,0,99.501,0.249,0,0,32768,0,78,0,0,70,51
0.250,0,99.750,0,0,0,0,0,78,0,0,85,32
1.256,2.513,96.231,0,0,0,0,0,78,0,0,215,145
0.250,0,99.750,0,0,0,0,0,78,0,0,92,31
0,0.249,99.751,0,0,0,0,0,78,0,0,87,29
1.763,2.015,96.222,0,0,0,32768,0,78,0,0,223,166
0.250,0,99.750,0,0,0,0,0,78,0,0,91,33
0,0.249,99.751,0,0,0,0,0,78,0,0,61,27
1.256,2.513,96.231,0,0,0,0,0,78,0,0,189,158
0.250,0,99.750,0,0,0,0,0,78,0,0,77,30
0,0.249,99.501,0.249,0,0,49152,0,78,0,0,107,56
1.256,2.513,96.231,0,0,0,0,0,78,0,0,219,154
0.250,0,99.750,0,0,0,0,0,78,0,0,96,33
0,0.250,99.750,0,0,0,0,0,78,0,0,85,24
1.003,2.757,96.241,0,0,0,0,0,78,0,0,224,151
0.251,0,99.749,0,0,0,106496,0,78,0,0,106,86
0.250,0,99.750,0,0,0,0,0,78,0,0,59,30
1.003,2.757,96.241,0,0,0,0,0,78,0,0,193,146
0.250,0,99.750,0,0,0,0,0,78,0,0,97,35
0,0.250,99.750,0,0,0,0,0,78,0,0,90,32
0.752,2.256,96.742,0.251,0,0,32768,0,78,0,0,179,141
0.249,0.998,98.753,0,0,0,0,0,78,0,0,139,56
0.250,0,99.750,0,0,0,0,0,78,0,0,90,35
0,0.250,99.750,0,0,0,0,0,0,0,0,67,31
0.752,3.008,96.241,0,0,0,0,0,78,0,0,184,150
0.251,0,99.749,0,0,0,32768,0,78,0,0,88,58
0.250,0,99.750,0,0,0,0,0,78,0,0,95,33
1.253,2.506,96.241,0,0,0,0,0,78,0,0,224,162
0.250,0,99.750,0,0,0,0,0,78,0,0,84,21
0,0.250,99.750,0,0,0,0,0,78,0,0,86,25
1.005,2.764,96.231,0,0,0,32768,0,78,0,0,222,170
0.250,0,99.750,0,0,0,0,0,78,0,0,75,30
0,0.250,99.750,0,0,0,0,0,78,0,0,62,33
2.261,1.508,96.231,0,0,0,0,0,78,0,0,188,150
0.249,0,99.751,0,0,0,0,0,78,0,0,90,30
0,0.250,99.500,0.250,0,0,32768,0,78,0,0,95,44
0.501,3.258,96.241,0,0,0,0,0,78,0,0,216,151
0.250,0,99.750,0,0,0,0,0,78,0,0,96,38
0,0.250,99.750,0,0,0,0,0,78,0,0,88,32
