"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet/ping-1579534859-no-macsec-1464-1464-dstat.csv",,,,"Date:","20 Jan 2020 15:41:10 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.550,1.699,96.704,0.048,0,89108.629,12883.615,0,0,0,0,1581.005,1593.184
1.381,8.564,90.055,0,0,0,73728,973440,973320,0,0,24742,16795
1.635,9.264,89.101,0,0,0,0,994440,994440,0,0,22430,17140
4.211,8.684,87.105,0,0,0,0,1023360,1023360,0,0,17462,17631
2.094,10.995,86.911,0,0,0,0,1023840,1023910,0,0,17469,17645
2.910,8.995,88.095,0,0,0,0,1007340,1007442,0,0,17156,17343
3.906,10.677,85.417,0,0,0,24576,987356,987466,0,0,16395,16655
4.092,10.742,85.166,0,0,0,0,2062864,2062864,0,0,17065,17201
4.156,9.351,86.494,0,0,0,0,2059392,2059392,0,0,17011,17169
2.850,10.881,86.269,0,0,0,0,2039056,2038808,0,0,16848,17000
1.579,10.789,87.632,0,0,0,0,2049472,2049720,0,0,16927,17081
4.222,7.652,87.863,0.264,0,0,32768,2051704,2051704,0,0,16940,17104
3.141,9.948,86.911,0,0,0,0,2061376,2061128,0,0,17016,17176
1.072,11.260,87.668,0,0,0,212992,3600336,3600336,0,0,21992,14877
1.902,8.152,89.946,0,0,0,0,3841992,3841992,0,0,23232,15524
0.840,6.723,92.437,0,0,0,0,3891384,3891384,0,0,23533,15715
2.660,7.979,89.362,0,0,0,32768,3487680,3488184,0,0,15714,14320
3.133,8.877,87.990,0,0,0,0,3835440,3834936,0,0,15594,15740
2.368,8.421,89.211,0,0,0,0,3702888,3702888,0,0,15052,15185
3.467,6.400,90.133,0,0,0,0,3765496,3765566,0,0,14470,13734
2.051,10.256,87.692,0,0,0,0,6158992,6158992,0,0,18534,12359
3.553,9.645,86.802,0,0,0,32768,6133592,6133592,0,0,18441,12320
0.282,3.390,96.328,0,0,0,0,6133592,6133592,0,0,18387,12304
1.362,6.267,92.371,0,0,0,65536,5914136,5914136,0,0,17814,11896
0.831,4.432,94.737,0,0,0,0,6151880,6151880,0,0,18481,12331
3.218,12.129,84.653,0,0,0,0,6151880,6151880,0,0,18533,12332
1.567,9.138,89.034,0.261,0,0,81920,6118352,6118352,0,0,18410,12280
2.743,12.718,84.539,0,0,0,0,5919216,5919216,0,0,17845,11880
3.368,8.808,87.824,0,0,0,8192,7023800,7023800,0,0,16540,11141
2.116,6.878,91.005,0,0,0,0,7870368,7870368,0,0,17257,11519
1.867,6.400,91.733,0,0,0,0,7867584,7867584,0,0,17243,11519
0.539,7.817,91.375,0.270,0,0,57344,7536288,7536288,0,0,16562,11061
1.596,6.915,91.489,0,0,0,0,7866192,7866192,0,0,17276,11522
1.050,6.037,86.352,6.562,0,253952,12582912,5606976,5606976,0,0,12502,8456
2.387,6.101,89.920,1.592,0,8192,17260544,7068576,7068576,0,0,15630,10446
3.457,5.851,90.691,0,0,0,0,7554384,7554384,0,0,16398,11096
2.400,4.800,92.800,0,0,0,65536,7891248,7892640,0,0,11635,11739
2.618,7.330,90.052,0,0,0,0,7688484,7687092,0,0,13296,11255
2.314,10.026,87.661,0,0,0,0,8021166,8021148,0,0,16582,11064
2.577,8.763,88.660,0,0,0,0,8207334,8207334,0,0,16974,11490
3.325,8.951,87.724,0,0,0,0,8279756,8281234,0,0,17128,11599
4.348,7.161,88.235,0.256,0,0,32768,8027018,8027018,0,0,11985,11270
4.348,7.161,88.491,0,0,0,0,8043276,8043276,0,0,11197,11270
3.308,8.142,88.550,0,0,0,0,8358090,8358090,0,0,11616,11696
4.113,6.170,89.717,0,0,0,0,8365480,8365480,0,0,11630,11711
3.351,6.959,89.691,0,0,0,0,8365480,8364002,0,0,11599,11704
