"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth0,macsec0--noheaders --output ethernet/iperf3-1579534859-100-macsec-aesgcm-e-dstat.csv",,,,"Date:","20 Jan 2020 17:48:05 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth0",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.043,1.103,94.825,0.029,0,30050.688,16142.201,0,0,0,0,5036.461,1079.542
0.250,0,99.750,0,0,0,0,0,78,0,0,108,42
0.250,0,99.750,0,0,0,0,0,0,0,0,91,28
0.250,0,99.750,0,0,0,65536,0,78,0,0,68,41
1.759,2.010,96.231,0,0,0,0,0,78,0,0,183,153
0,0.249,99.751,0,0,0,0,0,78,0,0,84,40
0.250,0,99.750,0,0,0,0,0,78,0,0,92,35
1.005,2.764,96.231,0,0,0,0,0,78,0,0,219,161
0,0.250,99.750,0,0,0,0,0,78,0,0,91,35
0.249,0,99.501,0.249,0,0,32768,0,78,0,0,102,50
1.759,2.010,96.231,0,0,0,0,0,78,0,0,228,151
0,0.250,99.750,0,0,0,16384,0,78,0,0,84,49
0.249,0,99.751,0,0,0,0,0,78,0,0,57,36
1.256,2.513,96.231,0,0,0,0,0,78,0,0,196,152
0,0.250,99.750,0,0,0,0,0,78,0,0,90,31
0.250,0,99.750,0,0,0,57344,0,78,0,0,103,55
1.759,2.010,96.231,0,0,0,57344,0,78,0,0,236,179
0,0.250,99.750,0,0,0,0,0,78,0,0,94,36
0.250,0,99.750,0,0,0,0,0,78,0,0,87,33
1.759,2.010,96.231,0,0,0,0,0,78,0,0,194,159
0,0.249,99.751,0,0,0,0,0,78,0,0,56,29
0.249,0,99.501,0.249,0,0,32768,0,78,0,0,81,53
1.508,2.261,96.231,0,0,0,0,0,78,0,0,207,153
0,0.250,99.750,0,0,0,0,0,78,0,0,96,36
0.250,0,99.750,0,0,0,0,0,78,0,0,88,31
1.003,1.253,97.744,0,0,0,0,0,78,0,0,155,116
0.251,1.256,98.492,0,0,0,8192,0,78,0,0,171,85
0,0.250,99.750,0,0,0,32768,0,78,0,0,92,48
0.250,0,99.750,0,0,0,0,0,0,0,0,57,27
1.253,2.506,96.241,0,0,0,0,0,78,0,0,194,159
0,0.250,99.750,0,0,0,0,0,78,0,0,100,44
0.250,0,99.750,0,0,0,32768,0,78,0,0,95,42
1.256,2.513,96.231,0,0,0,0,0,78,0,0,225,160
0,0.251,99.749,0,0,0,65536,0,78,0,0,105,53
0.249,0,99.751,0,0,0,0,0,78,0,0,95,33
1.759,2.010,96.231,0,0,0,0,0,78,0,0,208,153
0,0.250,99.750,0,0,0,0,0,78,0,0,65,37
0.250,0,99.750,0,0,0,0,0,78,0,0,67,43
0.752,3.008,96.241,0,0,0,0,0,78,0,0,212,150
0,0.250,99.500,0.250,0,0,32768,0,78,0,0,102,48
0.250,0,99.750,0,0,0,0,0,78,0,0,92,35
1.504,2.256,96.241,0,0,0,0,0,78,0,0,213,155
0,0.250,99.750,0,0,0,0,0,78,0,0,102,47
0.250,0,99.750,0,0,0,0,0,78,0,0,88,26
0.754,3.015,96.231,0,0,0,0,0,78,0,0,185,152
0,0.250,99.750,0,0,0,32768,0,78,0,0,76,61
0.250,0,99.750,0,0,0,0,0,78,0,0,79,23
1.508,2.261,96.231,0,0,0,0,0,78,0,0,219,161
0,0.250,99.750,0,0,0,0,0,78,0,0,102,46
0.249,0,99.751,0,0,0,0,0,78,0,0,91,30
1.005,2.261,96.734,0,0,0,0,0,78,0,0,175,139
0.500,0.250,99.250,0,0,0,32768,0,78,0,0,151,71
0,0.250,99.750,0,0,0,40960,0,78,0,0,97,71
0.251,0,99.749,0,0,0,0,0,78,0,0,80,59
2,2,96,0,0,0,0,0,0,0,0,196,141
0,0.250,99.750,0,0,0,0,0,78,0,0,94,33
0.249,0,99.501,0.249,0,0,40960,0,78,0,0,102,57
1.508,2.261,96.231,0,0,0,0,0,78,0,0,230,166
0,0.250,99.750,0,0,0,0,0,78,0,0,99,40
0.250,0,99.750,0,0,0,0,0,78,0,0,98,36
1.508,2.261,96.231,0,0,0,0,0,78,0,0,195,150
0,0.250,99.750,0,0,0,32768,0,78,0,0,70,52
0.250,0,99.750,0,0,0,32768,0,78,0,0,91,55
1.005,2.764,96.231,0,0,0,0,0,78,0,0,219,148
0,0.250,99.750,0,0,0,0,0,78,0,0,102,38
0.250,0,99.750,0,0,0,0,0,78,0,0,97,42
1.003,2.757,95.990,0.251,0,0,49152,0,78,0,0,223,165
0,0.250,99.750,0,0,0,0,0,78,0,0,103,48
0.250,0,99.750,0,0,0,0,0,78,0,0,81,41
1.504,2.256,96.241,0,0,0,0,0,78,0,0,185,149
0,0.250,99.750,0,0,0,0,0,78,0,0,65,38
0.250,0,98.750,1,0,0,32768,0,78,0,0,98,48
1.256,2.513,96.231,0,0,0,0,0,78,0,0,215,152
0,0.250,99.750,0,0,0,0,0,78,0,0,103,43
0.250,0,99.750,0,0,0,0,0,78,0,0,90,30
1.005,2.764,96.231,0,0,0,0,0,78,0,0,194,142
0,0.249,99.501,0.249,0,0,32768,0,78,0,0,110,59
0.250,0,99.750,0,0,0,0,0,78,0,0,70,48
0.752,0.501,98.747,0,0,0,0,0,78,0,0,104,92
1.003,1.754,97.243,0,0,0,0,0,78,0,0,174,106
0.249,0,99.751,0,0,0,0,0,0,0,0,91,36
0.251,0,99.749,0,0,0,32768,0,78,0,0,98,50
1.005,2.764,96.231,0,0,0,0,0,78,0,0,226,169
0,0.250,99.750,0,0,0,0,0,78,0,0,97,41
0.249,0,99.751,0,0,0,0,0,78,0,0,90,41
1.508,2.261,96.231,0,0,0,0,0,78,0,0,178,161
0.250,0,99.750,0,0,0,0,0,78,0,0,68,44
0.250,0,99.750,0,0,0,65536,0,78,0,0,125,81
1.256,2.513,96.231,0,0,0,0,0,78,0,0,218,150
0,0.250,99.750,0,0,0,0,0,78,0,0,90,34
0.250,0,99.750,0,0,0,0,0,78,0,0,94,37
1.256,2.513,96.231,0,0,0,0,0,78,0,0,210,154
0,0.250,99.750,0,0,0,0,0,78,0,0,100,44
0.249,0,99.501,0.249,0,0,32768,0,78,0,0,77,59
1.256,2.513,96.231,0,0,0,0,0,78,0,0,186,155
0,0.250,99.750,0,0,0,0,0,78,0,0,80,33
0.249,0,99.751,0,0,0,0,0,78,0,0,95,41
1.005,2.764,96.231,0,0,0,40960,0,78,0,0,247,184
0,0.250,99.750,0,0,0,0,0,78,0,0,95,34
0.251,0,99.749,0,0,0,73728,0,78,0,0,101,53
1.508,2.261,96.231,0,0,0,0,0,78,0,0,207,146
0,0.249,99.751,0,0,0,0,0,78,0,0,79,42
0.250,0,99.750,0,0,0,0,0,78,0,0,71,43
0.752,1.504,97.744,0,0,0,0,0,78,0,0,144,114
0.752,1.003,98.246,0,0,0,0,0,78,0,0,153,84
0.249,0,99.501,0.249,0,0,32768,0,78,0,0,104,56
0.250,0,99.750,0,0,0,0,0,0,0,0,88,30
1.005,2.764,96.231,0,0,0,0,0,78,0,0,228,164
0,0.250,99.750,0,0,0,0,0,78,0,0,98,46
0.250,0,99.750,0,0,0,0,0,78,0,0,71,34
1.754,2.005,96.241,0,0,0,0,0,78,0,0,182,151
0,0.251,99.749,0,0,0,32768,0,78,0,0,84,54
0.249,0,99.751,0,0,0,0,0,78,0,0,93,39
1.256,2.513,96.231,0,0,0,0,0,78,0,0,215,155
0,0.250,99.750,0,0,0,0,0,78,0,0,90,33
0.250,0,99.750,0,0,0,0,0,78,0,0,91,38
1.256,2.513,96.231,0,0,0,0,0,78,0,0,218,150
0.250,0,99.750,0,0,0,32768,0,78,0,0,90,58
0.250,0,99.750,0,0,0,0,0,78,0,0,55,29
1.005,2.764,96.231,0,0,0,0,0,78,0,0,187,155
0,0.249,99.751,0,0,0,0,0,78,0,0,93,39
0.250,0,99.750,0,0,0,0,0,78,0,0,92,31
0.754,3.015,96.231,0,0,0,0,0,78,0,0,221,161
0,0.249,99.501,0.249,0,0,32768,0,78,0,0,101,49
0.250,0,99.750,0,0,0,0,0,78,0,0,85,28
2.010,1.759,96.231,0,0,0,0,0,78,0,0,212,156
0,0.250,99.750,0,0,0,0,0,78,0,0,60,39
0.250,0,99.500,0.250,0,0,73728,0,78,0,0,93,67
1.500,1.750,96.750,0,0,0,0,0,78,0,0,163,140
0,0,100,0,0,0,0,0,78,0,0,136,44
0.250,0,99.750,0,0,0,73728,0,78,0,0,101,54
0.251,0,99.749,0,0,0,0,0,78,0,0,102,56
1.253,2.506,96.241,0,0,0,8192,0,0,0,0,222,146
0,0.250,99.750,0,0,0,0,0,78,0,0,84,29
0.250,0,99.750,0,0,0,0,0,78,0,0,61,36
0.752,3.008,96.241,0,0,0,0,0,78,0,0,180,150
0.251,0,99.749,0,0,0,32768,0,78,0,0,96,55
0.250,0,99.750,0,0,0,0,0,78,0,0,93,37
1.504,2.256,96.241,0,0,0,0,0,78,0,0,220,155
0,0.250,99.750,0,0,0,0,0,78,0,0,89,30
0.250,0,99.750,0,0,0,0,0,78,0,0,95,37
1.256,2.513,96.231,0,0,0,0,0,78,0,0,215,152
0.249,0,99.501,0.249,0,0,32768,0,78,0,0,78,55
0.250,0,99.750,0,0,0,0,0,78,0,0,56,32
1.256,2.513,96.231,0,0,0,0,0,78,0,0,201,150
0,0.250,99.750,0,0,0,0,0,78,0,0,98,47
0.249,0,99.751,0,0,0,0,0,78,0,0,97,38
0.754,3.015,96.231,0,0,0,0,0,78,0,0,218,150
0,0.251,99.749,0,0,0,32768,0,78,0,0,101,54
0.249,0,99.751,0,0,0,0,0,78,0,0,92,34
2.010,1.759,96.231,0,0,0,0,0,78,0,0,185,146
0,0.250,99.750,0,0,0,0,0,78,0,0,60,35
0.250,0,99.750,0,0,0,0,0,78,0,0,86,48
1.253,2.005,96.742,0,0,0,0,0,78,0,0,185,145
0,0,100,0,0,0,0,0,78,0,0,120,50
0.250,0,99.500,0.250,0,0,32768,0,78,0,0,100,52
0.501,0.752,98.747,0,0,0,0,0,78,0,0,128,88
1.250,1.500,97.250,0,0,0,0,0,78,0,0,176,106
0,0.250,99.750,0,0,0,0,0,0,0,0,70,27
0.250,0,99.750,0,0,0,0,0,78,0,0,59,30
1.508,2.261,96.231,0,0,0,0,0,78,0,0,199,155
0,0.250,99.750,0,0,0,32768,0,78,0,0,104,53
0.250,0,99.750,0,0,0,32768,0,78,0,0,103,51
1.256,2.513,96.231,0,0,0,0,0,78,0,0,215,154
0,0.250,99.750,0,0,0,0,0,78,0,0,92,32
0.249,0,99.751,0,0,0,0,0,78,0,0,92,36
1.256,2.513,96.231,0,0,0,0,0,78,0,0,204,148
0,0.251,99.749,0,0,0,81920,0,78,0,0,78,64
0.249,0,99.751,0,0,0,0,0,78,0,0,61,34
1.005,2.764,96.231,0,0,0,0,0,78,0,0,223,162
0,0.250,99.750,0,0,0,0,0,78,0,0,88,33
0.250,0,99.750,0,0,0,0,0,78,0,0,92,37
1.003,3.008,95.990,0,0,0,0,0,78,0,0,221,155
0,0.249,99.501,0.249,0,0,32768,0,78,0,0,104,51
0.250,0,99.750,0,0,0,0,0,78,0,0,84,36
1.508,2.261,96.231,0,0,0,0,0,78,0,0,188,157
0.249,0,99.751,0,0,0,0,0,78,0,0,54,29
0.250,0,99.750,0,0,0,0,0,78,0,0,94,41
1.508,2.261,96.231,0,0,0,0,0,78,0,0,208,145
0.251,0,99.749,0,0,0,32768,0,78,0,0,112,55
0.249,0,99.751,0,0,0,0,0,78,0,0,88,36
1.256,1.005,97.739,0,0,0,0,0,78,0,0,152,102
0.500,1.250,98.250,0,0,0,0,0,78,0,0,152,81
0,0.250,99.750,0,0,0,0,0,78,0,0,61,34
0.250,0,99.750,0,0,0,0,0,0,0,0,59,30
1.504,2.256,95.990,0.251,0,0,32768,0,78,0,0,212,163
0,0.250,99.750,0,0,0,0,0,78,0,0,93,45
0.249,0,99.751,0,0,0,0,0,78,0,0,87,31
1.005,2.764,96.231,0,0,0,0,0,78,0,0,224,158
0,0.250,99.750,0,0,0,0,0,78,0,0,91,34
0.250,0,99.750,0,0,0,32768,0,78,0,0,105,49
