"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final/Http-1570544002-1-macsec-aesgcm-e-frag-1500-1500-dstat.csv",,,,"Date:","08 Oct 2019 16:28:03 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.411,1.622,95.646,0.321,0,340837.456,6792001.553,0,0,0,0,14507.238,15770.858
0,0.250,99.750,0,0,0,0,0,0,0,0,157,111
0,0,100,0,0,0,53248,0,0,0,0,66,60
0,0,100,0,0,0,0,0,0,0,0,45,27
0,0,100,0,0,0,0,0,0,0,0,56,47
5.556,3.788,90.657,0,0,0,0,87158071,1527350,0,0,15024,29202
8.060,5.290,86.650,0,0,0,0,120655568,2120206,0,0,20702,39846
7.828,5.051,87.121,0,0,0,24576,120660386,2118516,0,0,20577,40146
7.595,5.316,87.089,0,0,0,417792,120655607,2120932,0,0,20839,39817
8.312,5.038,86.650,0,0,0,0,120655480,2120235,0,0,20716,39849
8.333,4.798,86.869,0,0,0,0,120655715,2118516,0,0,20579,40160
8.750,5,86.250,0,0,0,0,120660298,2120194,0,0,20706,39864
8.728,5.486,85.786,0,0,0,12288,120657174,2118520,0,0,20592,40194
8.458,5.721,85.572,0.249,0,0,4096,120655568,2120088,0,0,20720,39872
8.250,5.500,86.250,0,0,0,0,120652356,2118410,0,0,20579,40171
9,5,86,0,0,0,0,120658780,2120418,0,0,20704,39865
7.323,5.556,87.121,0,0,0,0,120655480,2120206,0,0,20704,39852
7.614,5.076,87.310,0,0,0,8192,120657174,2118516,0,0,20596,40147
7.789,5.528,86.683,0,0,0,4096,120655568,2120206,0,0,20722,39864
8.060,5.290,86.650,0,0,0,937984,120652356,2118410,0,0,20586,40171
8.772,5.514,81.454,4.261,0,0,88100864,120661992,2120630,0,0,20793,39909
7.769,5.764,78.195,8.271,0,36864,153104384,117135216,1995344,0,0,20132,37874
8.479,5.736,80.299,5.486,0,20480,111218688,119857386,2084716,0,0,20760,39179
7.634,5.089,83.461,3.817,0,12288,88092672,119019054,2064880,0,0,20380,39120
3.827,9.694,80.357,6.122,0,24576,176209920,72972797,1271450,0,0,13022,23798
