"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final/ping-1570544002-macsec-aesgcm-e-jumbo-2928-dstat.csv",,,,"Date:","08 Oct 2019 16:30:00 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
2.545,1.696,95.365,0.394,0,308583.750,8145461.513,0,0,0,0,14358.806,15958.047
1.005,1.508,97.236,0.251,0,0,1380352,1127520,1127360,0,0,15370,14257
1.008,1.259,97.733,0,0,0,0,1127040,1127200,0,0,15120,14139
1.005,1.508,97.487,0,0,0,0,1128960,1128960,0,0,15149,14177
1.010,1.010,97.980,0,0,0,0,1127040,1127040,0,0,15122,14140
0.508,1.015,98.477,0,0,0,0,1127840,1127840,0,0,15132,14144
1.768,0.505,97.727,0,0,0,40960,1136305,1136416,0,0,15160,14164
1.754,1.253,96.992,0,0,0,0,2021184,2021184,0,0,15080,14121
1.750,1.250,97,0,0,0,0,2016147,2016000,0,0,15037,14065
1.263,0.758,97.980,0,0,0,0,2020608,2020320,0,0,15067,14081
2.481,1.241,96.278,0,0,0,0,2020320,2020608,0,0,15069,14109
1.500,1.500,96.750,0.250,0,0,28672,2020032,2019744,0,0,15069,14111
1.511,1.008,97.481,0,0,0,0,2023616,2024160,0,0,15042,14013
1.515,0.505,97.980,0,0,0,0,3799840,3799840,0,0,15013,14049
1.269,0.508,98.223,0,0,0,4096,3802016,3801472,0,0,15015,14033
0.759,1.013,98.228,0,0,0,0,3802016,3802560,0,0,15019,14055
1.519,0.506,97.975,0,0,0,28672,3803648,3803648,0,0,15029,14074
1.266,0.759,97.975,0,0,0,0,3793312,3793312,0,0,14984,13996
2.005,1.003,96.992,0,0,0,0,3804864,3805376,0,0,15033,14006
2.228,1.980,95.792,0,0,0,253952,7271616,7270560,0,0,14874,13874
2.256,1.003,96.742,0,0,0,0,7267392,7267392,0,0,14803,13814
2.730,1.489,95.533,0.248,0,0,45056,7255776,7255776,0,0,14782,13806
2.244,1.496,96.259,0,0,0,0,7251679,7251552,0,0,14775,13776
2.500,1,96.500,0,0,0,0,7252608,7252608,0,0,14773,13796
2,1.500,96.500,0,0,0,221184,7233803,7233766,0,0,14848,13814
1.010,1.515,97.475,0,0,0,0,9743328,9744760,0,0,14650,13673
2.736,1.244,96.020,0,0,0,53248,9794880,9793448,0,0,14716,13759
1.515,1.010,97.475,0,0,0,0,9779128,9780560,0,0,14698,13737
2.239,1.493,96.269,0,0,0,0,9792016,9792016,0,0,14714,13734
1.508,1.508,96.985,0,0,0,4096,9793448,9792016,0,0,14713,13735
2.239,1.741,96.020,0,0,0,0,9756216,9756216,0,0,14707,13697
2.750,0.750,96.250,0.250,0,0,36864,10434714,10434714,0,0,14625,13664
2.020,0.505,97.475,0,0,0,0,10496394,10497936,0,0,14649,13659
1.759,1.256,96.985,0,0,0,0,10464012,10462470,0,0,14607,13613
1.519,1.013,97.215,0.253,0,0,14610432,10480974,10480974,0,0,14644,13658
1.508,1.508,96.985,0,0,0,0,10499560,10499560,0,0,14656,13677
1.515,1.010,97.222,0.253,0,0,32768,10491768,10491768,0,0,14647,13657
