"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final/ping-1570546514-macsec-chachapoly-we-1500-1500-dstat.csv",,,,"Date:","09 Oct 2019 10:56:11 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
6.056,3.191,86.034,4.719,0,8934.794,29175640.375,0,0,0,0,28372.276,31508.378
1.256,1.256,97.236,0.251,0,0,45056,1103200,1103200,0,0,14158,13872
1.511,1.008,97.481,0,0,0,0,1106080,1106080,0,0,14209,13888
0.512,0.512,98.977,0,0,0,0,1104960,1104960,0,0,14140,13860
0.759,1.266,97.975,0,0,0,0,1103680,1103680,0,0,14149,13848
1.508,1.256,97.236,0,0,0,0,1102080,1101920,0,0,14120,13846
0.504,2.267,97.229,0,0,0,12288,1114673,1114944,0,0,14280,13875
1.737,2.481,95.782,0,0,0,0,1965888,1965888,0,0,14073,13745
1.995,1.496,96.509,0,0,0,0,1978272,1978131,0,0,14127,13813
0.761,1.015,97.970,0.254,0,0,0,1976256,1976256,0,0,14064,13787
0.765,0.510,98.724,0,0,0,0,1975680,1975680,0,0,14056,13773
2.005,1.253,96.742,0,0,0,24576,1968480,1968768,0,0,14037,13756
1.759,1.005,97.236,0,0,0,8192,1985856,1986112,0,0,14177,13759
1.504,1.754,96.742,0,0,0,0,3718784,3718784,0,0,14070,13743
0.758,1.515,97.727,0,0,0,0,3720416,3719872,0,0,14028,13724
1.263,1.768,96.970,0,0,0,36864,3692672,3692672,0,0,13998,13923
0.761,1.015,98.223,0,0,0,0,3711712,3712256,0,0,14016,13698
0.759,1.266,97.722,0.253,0,0,0,3713888,3713344,0,0,14030,13728
1.515,1.263,97.222,0,0,0,0,3697152,3698208,0,0,13937,13610
4.717,4.245,91.038,0,0,0,0,7102656,7101600,0,0,13888,13555
0.505,2.020,97.475,0,0,0,28672,7140672,7140672,0,0,13853,13575
1.737,2.730,95.533,0,0,0,0,7142784,7142784,0,0,13890,13586
3.140,3.865,92.995,0,0,0,2015232,7135519,7136448,0,0,14271,13700
2.899,3.865,93.237,0,0,0,0,7137504,7136558,0,0,13924,13594
0.995,3.234,95.771,0,0,0,0,7107992,7109571,0,0,13912,13565
1.005,1.759,96.985,0.251,0,0,65536,9481272,9481272,0,0,13649,13340
1.023,0.512,98.465,0,0,0,0,9481272,9481272,0,0,13613,13367
1.511,1.259,97.229,0,0,0,4096,9469816,9469816,0,0,13600,13302
1.266,1.013,97.722,0,0,0,0,9472680,9472680,0,0,13579,13279
1.015,1.015,97.970,0,0,0,0,9474112,9472680,0,0,13555,13283
0.256,1.279,98.465,0,0,0,20480,9431152,9431152,0,0,13542,13241
2.261,1.508,96.231,0,0,0,0,10201808,10201808,0,0,13356,12978
2.025,1.519,95.949,0.506,0,0,8388608,10238976,10238976,0,0,13327,13012
2.519,1.008,95.970,0.504,0,0,5177344,10235744,10237360,0,0,13365,13010
3.941,1.970,94.089,0,0,0,0,10247056,10247056,0,0,13370,12992
2.985,1.741,95.274,0,0,0,40960,10239058,10239058,0,0,13364,13000
3.704,1.728,94.568,0,0,0,0,10259984,10258368,0,0,13380,13011
