"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final/iperf3-1570546514-100-macsec-aesgcm-e-jumbo-Ethernet-dstat.csv",,,,"Date:","09 Oct 2019 07:31:08 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
5.092,2.976,87.446,4.487,0,10922.660,28780974.329,0,0,0,0,20600.787,22760.735
10.199,0.995,88.806,0,0,0,0,3945225,115265623,0,0,67210,478
9.726,0.499,89.776,0,0,0,20480,4188737,122814321,0,0,71366,414
10.250,0,89.750,0,0,0,0,4188590,122814174,0,0,71390,425
9.750,0.500,89.750,0,0,0,0,4188590,122817282,0,0,71379,417
10.025,0,89.975,0,0,0,0,4188696,122815728,0,0,71417,421
10.422,0.248,89.082,0.248,0,0,90112,4188696,122815728,0,0,71426,429
9.799,0,90.201,0,0,0,4096,4188696,122817282,0,0,71394,420
9.750,0.500,89.750,0,0,0,0,4188696,122814174,0,0,71392,410
10.224,0.249,89.526,0,0,0,0,4188590,122818836,0,0,71477,459
10.422,0.496,89.082,0,0,0,0,4188590,122814174,0,0,71376,410
8.521,1.003,90.476,0,0,0,0,3512415,101910828,0,0,59464,754
10.250,0.250,87.750,1.750,0,0,12636160,4188696,122814174,0,0,71382,442
10.199,0.249,89.055,0.498,0,0,6307840,4188802,122817282,0,0,71417,428
10.250,0,89.750,0,0,0,0,4188590,122814174,0,0,71411,409
10,0.250,89.750,0,0,0,0,4188590,122815728,0,0,71407,417
9.975,0.249,89.526,0.249,0,0,0,4185940,122815728,0,0,71414,418
9.774,0.251,89.975,0,0,0,0,4188696,122817282,0,0,71413,424
10.448,0.249,89.303,0,0,0,28672,4187636,122783094,0,0,71347,424
11.084,0.246,88.670,0,0,0,0,4188590,122814174,0,0,71407,438
10,0.250,89.750,0,0,0,0,4188696,122815728,0,0,71327,417
8.250,1.500,90.250,0,0,0,0,3512633,101890625,0,0,59609,746
10.025,0,89.975,0,0,0,0,4188696,122815728,0,0,71386,403
9.774,0.251,89.975,0,0,0,0,4188696,122814174,0,0,71378,420
10,0.250,89.500,0.250,0,0,40960,4188590,122817282,0,0,71401,433
9.950,0.498,89.552,0,0,0,0,4188696,122815838,0,0,71392,426
9.343,0,90.657,0,0,0,0,4188590,122818836,0,0,71395,396
10.474,0,89.526,0,0,0,0,4188166,122809512,0,0,71205,445
10.670,0.248,89.082,0,0,0,0,4188696,122815728,0,0,71283,441
10.224,0.249,89.526,0,0,0,0,4188802,122818836,0,0,71374,480
10.224,0.249,89.526,0,0,0,12288,4188696,122815728,0,0,71398,421
8.521,1.253,90.226,0,0,0,0,3512950,101896845,0,0,59578,754
9.524,0.251,90.226,0,0,0,0,4188823,122817282,0,0,71371,415
9.750,0.500,89.750,0,0,0,401408,4188696,122814174,0,0,71467,449
9.774,0.251,89.975,0,0,0,0,4188843,122815875,0,0,71419,419
10.224,0.249,89.526,0,0,0,0,4188590,122815728,0,0,71421,418
10.199,0.249,89.552,0,0,0,53248,4188590,122815728,0,0,71377,437
9.548,0.251,90.201,0,0,0,0,4188590,122815728,0,0,71397,433
10.250,0,89.750,0,0,0,0,4188802,122818836,0,0,71329,413
10.224,0.249,89.526,0,0,0,0,4188590,122812620,0,0,71411,418
9.750,0.250,90,0,0,0,0,4188590,122815728,0,0,71398,405
8.750,1,90.250,0,0,0,0,3512090,101875088,0,0,59532,744
9.975,0.249,89.526,0.249,0,0,40960,4188696,122812620,0,0,71381,421
9.343,0,90.657,0,0,0,0,4188590,122818836,0,0,71379,412
9.750,0.500,89.750,0,0,0,0,4188696,122815728,0,0,71356,414
10.025,0,89.975,0,0,0,0,4188484,122814174,0,0,71360,420
9.726,0.499,89.776,0,0,0,0,4188590,122812620,0,0,71360,398
10,0.250,89.750,0,0,0,20480,4188802,122818836,0,0,71394,437
10,0.250,89.750,0,0,0,233472,4188590,122815728,0,0,71458,430
10,0.250,89.750,0,0,0,0,4188802,122818836,0,0,71411,422
10.224,0.249,89.526,0,0,0,0,4188590,122812620,0,0,71388,408
8.271,1.253,90.476,0,0,0,0,3511253,101845562,0,0,59513,709
10.224,0.249,89.526,0,0,0,0,4185940,122815728,0,0,71336,440
9.548,0.251,90.201,0,0,0,53248,4188696,122815728,0,0,71391,431
9.774,0,90.226,0,0,0,0,4188696,122814174,0,0,71405,410
10.224,0.249,89.526,0,0,0,0,4188696,122817282,0,0,71417,413
10.474,0,89.526,0,0,0,0,4188590,122815728,0,0,71357,427
9.296,0.503,90.201,0,0,0,0,4188590,122817282,0,0,71392,436
10,0.250,89.750,0,0,0,0,4188696,122814174,0,0,71327,407
9.975,0.249,89.526,0.249,0,0,12288,4188696,122817282,0,0,71381,430
9.750,0.500,89.750,0,0,0,0,4188590,122814174,0,0,71381,412
9.320,0,90.680,0,0,0,0,4189225,122177357,0,0,71075,403
8.500,1.250,90.250,0,0,0,0,3510726,102494811,0,0,59825,755
10,0.250,89.750,0,0,0,0,4188484,122812620,0,0,71383,408
9.774,0.251,89.975,0,0,0,0,4188802,122818836,0,0,71365,427
10.199,0.498,89.303,0,0,0,40960,4188590,122814174,0,0,71380,431
9.799,0,90.201,0,0,0,0,4188696,122815728,0,0,71398,404
9.750,0.250,90,0,0,0,0,4188696,122817282,0,0,71377,417
9.774,0.251,89.975,0,0,0,0,4188590,122814174,0,0,71379,405
10.199,0.498,89.303,0,0,0,0,4188590,122817282,0,0,71366,422
9.774,0.251,89.975,0,0,0,0,4188802,122817282,0,0,71381,401
9.500,0.500,89.750,0.250,0,0,12288,4188590,122814174,0,0,71385,415
8.020,1.504,90.476,0,0,0,0,3512209,101892182,0,0,59546,739
10.250,0.500,89.250,0,0,0,53248,4186788,122762998,0,0,71186,765
9.548,0.251,90.201,0,0,0,0,4188696,122814174,0,0,71367,411
9.774,0.251,89.975,0,0,0,0,4188484,122814174,0,0,71374,415
10.174,0.496,89.330,0,0,0,0,4188590,122815728,0,0,71372,421
9.774,0.251,89.975,0,0,0,0,4186152,122817282,0,0,71397,425
9.750,0.250,89.750,0.250,0,0,24576,4188696,122815728,0,0,71401,419
9.572,0,90.428,0,0,0,8192,4187106,122772216,0,0,71351,411
10,0.250,89.750,0,0,0,0,4188590,122815728,0,0,71417,416
10.422,0.248,89.330,0,0,0,0,4188696,122814284,0,0,71400,445
8.706,1.493,89.801,0,0,0,0,3511572,101867316,0,0,59519,747
10.250,0,89.750,0,0,0,0,4188590,122812620,0,0,71393,424
10.199,0.498,89.303,0,0,0,925696,4188696,122818836,0,0,71530,600
9.799,0,90.201,0,0,0,0,4188696,122814174,0,0,71396,426
10.448,0.249,89.303,0,0,0,0,4188590,122815728,0,0,71381,421
9.091,0.253,90.657,0,0,0,0,4188696,122815728,0,0,71386,408
9.524,0.501,89.975,0,0,0,0,4188802,122817282,0,0,71404,419
10.250,0,89.750,0,0,0,40960,4188484,122814174,0,0,71392,438
10.174,0.496,89.330,0,0,0,0,4188696,122815728,0,0,71362,411
9.548,0,90.201,0.251,0,0,0,4188696,122817282,0,0,71342,412
8.271,1.253,90.476,0,0,0,0,3512526,101889074,0,0,59576,736
10.224,0.249,89.526,0,0,0,0,4188590,122815728,0,0,71366,429
9.774,0.251,89.975,0,0,0,0,4188696,122814174,0,0,71368,400
10.250,0,89.750,0,0,0,40960,4188590,122815728,0,0,71392,441
10.224,0.249,89.526,0,0,0,0,4188717,122815728,0,0,71346,427
10.224,0.249,89.526,0,0,0,0,4188272,122815728,0,0,71373,440
10.199,0.249,89.552,0,0,0,0,4188949,122815875,0,0,71354,420
10.025,0,89.975,0,0,0,0,4188590,122815728,0,0,71410,413
10.199,0.498,89.303,0,0,0,0,4188590,122815728,0,0,71373,422
10.422,0.248,89.082,0.248,0,0,12288,4188802,122817282,0,0,71391,443
8.521,1.253,90.226,0,0,0,0,3512421,101892180,0,0,59568,713
10.174,0.496,89.330,0,0,0,0,4188590,122814174,0,0,71344,427
10.448,0.249,89.303,0,0,0,0,4188590,122814174,0,0,71351,426
9.774,0.251,89.975,0,0,0,8192,4188590,122814174,0,0,71417,417
9.750,0.500,89.750,0,0,0,0,4188696,122817282,0,0,71393,402
