"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/ping-1573043775-macsec-aegis128l-we-1500-1500-dstat.csv",,,,"Date:","06 Nov 2019 21:19:43 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.570,0.461,94.950,0.020,0,30123.491,95687.817,0,0,0,0,23469.979,1513.913
0.504,1.511,97.733,0.252,0,0,53248,1137440,1137280,0,0,14596,14291
1.008,1.008,97.985,0,0,0,0,1137120,1137280,0,0,14614,14264
0.761,0.508,98.731,0,0,0,0,1136480,1136480,0,0,14627,14269
1.250,1.500,97.250,0,0,0,0,1134240,1134080,0,0,14568,14223
0.506,1.013,98.481,0,0,0,0,1137440,1137710,0,0,14552,14264
1.010,1.010,97.980,0,0,0,12288,1137809,1137682,0,0,14638,14285
1.256,1.005,97.739,0,0,0,0,1132800,1132800,0,0,14588,14225
1.500,1.500,97,0,0,0,0,2002419,2002259,0,0,14560,14178
0.504,1.511,97.985,0,0,0,0,2039616,2039904,0,0,14494,14211
1.010,1.010,97.980,0,0,0,0,2040192,2039904,0,0,14511,14230
0.504,1.511,97.985,0,0,0,24576,2039040,2039040,0,0,14518,14229
1.005,1.256,97.739,0,0,0,0,2038176,2038464,0,0,14500,14193
1.259,1.008,97.733,0,0,0,0,2037888,2037888,0,0,14468,14196
1.253,1.253,97.494,0,0,0,0,2038176,2038176,0,0,14473,14190
1.008,1.259,97.481,0.252,0,0,1482752,3646848,3646560,0,0,14793,14245
1.010,0.758,98.232,0,0,0,0,3825952,3826496,0,0,14378,14105
1.010,1.010,97.980,0,0,0,0,3841184,3841184,0,0,14462,14179
1.015,0.508,98.477,0,0,0,0,3830304,3830304,0,0,14401,14131
0.759,0.759,98.481,0,0,0,0,3831936,3831936,0,0,14433,14161
0.756,1.511,97.733,0,0,0,12288,3839552,3839552,0,0,14456,14162
0.254,1.269,98.477,0,0,0,0,3837920,3838030,0,0,14438,14158
5.502,1.914,92.584,0,0,0,24576,6649727,6650112,0,0,14507,14094
2.730,0.744,96.278,0.248,0,0,0,7371936,7370880,0,0,14340,14064
6.010,0.721,93.269,0,0,0,253952,7388979,7390035,0,0,14536,14179
2.723,1.238,96.040,0,0,0,0,7392082,7392082,0,0,14389,14098
10.889,2.889,86.222,0,0,0,0,7387776,7386720,0,0,14540,14212
4.296,3.341,92.363,0,0,0,40960,7395168,7395168,0,0,14405,14099
6.207,4.598,89.195,0,0,0,0,7379328,7379328,0,0,14437,14099
3.140,3.382,93.478,0,0,0,4096,8947000,8948432,0,0,14306,13909
0.761,0.761,98.477,0,0,0,0,9846432,9845000,0,0,14075,13800
1.259,1.259,97.481,0,0,0,0,9850728,9852160,0,0,14119,13826
0.508,1.015,98.477,0,0,0,32768,9852160,9852160,0,0,14091,13803
0.253,1.519,98.228,0,0,0,0,9849296,9847864,0,0,14084,13797
0.254,1.018,97.964,0.763,0,0,14733312,9640224,9641656,0,0,13817,13522
0.758,1.515,97.727,0,0,0,0,9837840,9836408,0,0,14083,13802
0.761,0.761,98.477,0,0,0,0,9983752,9983752,0,0,14116,13752
0.508,1.269,98.223,0,0,0,40960,10296594,10296594,0,0,13901,13626
1.010,1.010,97.980,0,0,0,0,10308738,10308738,0,0,13919,13641
0.759,1.013,98.228,0,0,0,0,10269270,10270788,0,0,13854,13589
0.759,1.266,97.975,0,0,0,0,10339098,10339098,0,0,13937,13662
0.505,1.515,97.980,0,0,0,0,10348206,10346688,0,0,13967,13677
0.759,1.013,98.228,0,0,0,12288,10293558,10293558,0,0,13904,13613
0.758,1.515,97.727,0,0,0,0,10317846,10317846,0,0,13930,13663
