"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/ping-1573043775-macsec-aesgcm-e-frag-1500-dstat.csv",,,,"Date:","06 Nov 2019 16:51:48 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
3.400,0.504,96.070,0.026,0,64765.067,163502.391,0,0,0,0,23530.542,2177.655
0.761,0.508,98.477,0.254,0,0,45056,1125280,1125280,0,0,14430,14139
0.506,1.013,98.481,0,0,0,0,1133440,1133280,0,0,14573,14227
0.508,1.015,98.477,0,0,0,0,1134240,1134240,0,0,14540,14237
0.252,1.763,97.985,0,0,0,0,1133440,1133710,0,0,14528,14217
0.506,1.013,98.481,0,0,0,0,1134560,1134400,0,0,14528,14221
0.758,1.263,97.980,0,0,0,12288,1135089,1135122,0,0,14571,14252
0.756,1.259,97.985,0,0,0,0,1134867,1134560,0,0,14580,14240
1.013,1.013,97.975,0,0,0,0,1979616,1980051,0,0,14481,14124
0.758,1.263,97.980,0,0,0,0,2027232,2027232,0,0,14417,14132
1.005,1.508,97.487,0,0,0,0,2028672,2028672,0,0,14431,14144
0.505,1.263,97.980,0.253,0,0,49152,2028384,2028384,0,0,14426,14160
0.506,1.013,98.481,0,0,0,0,2028384,2028384,0,0,14430,14148
0.758,1.263,97.980,0,0,0,0,2028096,2027808,0,0,14384,14113
1.015,0.508,98.477,0,0,0,0,2026080,2026080,0,0,14403,14132
0.504,2.015,97.481,0,0,0,0,3527104,3527104,0,0,14443,14065
0.504,1.763,97.733,0,0,0,131072,3816704,3816704,0,0,14430,14098
1.003,1.754,97.243,0,0,0,0,3815072,3815616,0,0,14366,14080
1.504,1.253,97.243,0,0,0,0,3814528,3813984,0,0,14382,14081
0.251,2.261,97.487,0,0,0,0,3817248,3817902,0,0,14381,14085
1,2,97,0,0,0,0,3818336,3817792,0,0,14393,14079
0.506,1.266,98.228,0,0,0,12288,3816704,3816704,0,0,14360,14083
1.253,1.754,96.742,0.251,0,0,1568768,6268991,6269920,0,0,14607,14046
0.756,1.511,97.733,0,0,0,0,7283379,7282176,0,0,14132,13853
0.508,1.269,98.223,0,0,0,0,7291680,7291827,0,0,14141,13860
0.759,1.266,97.975,0,0,0,0,7296960,7296960,0,0,14181,13857
0.758,1.515,97.727,0,0,0,90112,7295904,7295904,0,0,14186,13882
0.253,1.519,98.228,0,0,0,4096,7296960,7296960,0,0,14203,13871
0.758,1.515,97.727,0,0,0,0,7295904,7295904,0,0,14134,13856
1.013,1.013,97.975,0,0,0,0,8338594,8338594,0,0,14014,13663
0.759,1.519,97.722,0,0,0,0,9608720,9608720,0,0,13758,13477
1.008,1.511,97.481,0,0,0,36864,9601560,9602992,0,0,13752,13488
0.761,1.015,97.462,0.761,0,0,13668352,9345314,9345314,0,0,13424,13116
0.763,0.763,98.473,0,0,0,0,9627336,9627336,0,0,13768,13486
0.508,1.269,98.223,0,0,0,0,9621608,9621608,0,0,13759,13480
0.506,1.519,97.975,0,0,0,0,9624472,9624472,0,0,13784,13508
0.759,1.013,97.975,0.253,0,0,28672,9634496,9634496,0,0,13783,13517
0.758,1.768,97.475,0,0,0,0,9879600,9879686,0,0,13485,13129
1.005,1.759,97.236,0,0,0,0,9924684,9924684,0,0,13399,13129
1.013,1.013,97.975,0,0,0,0,9942900,9942900,0,0,13453,13157
0.508,1.015,98.477,0,0,0,0,9927720,9927720,0,0,13401,13126
0.761,1.269,97.970,0,0,0,24576,9948972,9947454,0,0,13430,13160
1.008,1.259,97.733,0,0,0,0,9939864,9939864,0,0,13447,13154
1.015,0.761,98.223,0,0,0,0,9948972,9950490,0,0,13447,13167
