"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/iperf3-1573043775-100-macsec-chachapoly-e-frag-dstat.csv",,,,"Date:","06 Nov 2019 17:10:25 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
3.689,0.499,95.786,0.026,0,59968.814,154921.737,0,0,0,0,23108.133,2123.246
11.940,1.493,86.567,0,0,0,0,1982103,113071287,0,0,13041,498
12.782,0,87.218,0,0,0,0,2120088,120655480,0,0,13708,470
12.718,0.249,87.032,0,0,0,61440,2118516,120655568,0,0,13660,464
13.151,0.248,86.600,0,0,0,0,2120088,120655568,0,0,13720,468
12.531,0.251,87.218,0,0,0,0,2118516,120655568,0,0,13681,456
12.655,0.744,86.600,0,0,0,0,2120088,120657174,0,0,13712,467
12.935,0.249,86.816,0,0,0,0,2118516,120655568,0,0,13645,456
12.750,0.250,87,0,0,0,0,2120088,120655568,0,0,13711,455
12.903,0.496,86.600,0,0,0,12288,2118643,120655568,0,0,13665,476
12.438,0.746,86.816,0,0,0,0,2120088,120655568,0,0,13701,461
11.881,0.990,87.129,0,0,0,0,1745069,99343410,0,0,11504,780
12.935,0.249,86.816,0,0,0,385024,2118516,120655568,0,0,13742,491
12.935,0.498,86.567,0,0,0,0,2119122,120615418,0,0,13713,462
13.119,0.495,86.386,0,0,0,0,2118516,120655568,0,0,13666,477
12.718,0.249,87.032,0,0,0,61440,2120244,120655568,0,0,13742,486
12.935,0.498,86.567,0,0,0,0,2119652,120655568,0,0,13719,463
12.687,0.498,86.816,0,0,0,5758976,2118410,120657174,0,0,13696,460
13.151,0.248,86.600,0,0,0,0,2120194,120655568,0,0,13706,477
12.531,0.251,87.218,0,0,0,0,2118410,120655568,0,0,13667,445
13.151,0.248,86.600,0,0,0,0,2120194,120655568,0,0,13712,470
11.414,0.993,87.345,0.248,0,0,20480,1743805,99277509,0,0,11500,734
12.219,0.748,87.032,0,0,0,4096,2118516,120655568,0,0,13673,461
12.531,0.251,87.218,0,0,0,0,2121282,120655568,0,0,13736,453
12.903,0.496,86.600,0,0,0,0,2118410,120655568,0,0,13669,484
12.903,0.496,86.600,0,0,0,0,2120088,120655568,0,0,13737,464
12.750,0.250,87,0,0,0,45056,2118622,120660298,0,0,13684,488
12.655,0.744,86.600,0,0,0,0,2120206,120652444,0,0,13730,454
12.782,0,87.218,0,0,0,0,2119598,120655568,0,0,13717,465
12.718,0.249,87.032,0,0,0,0,2118516,120655568,0,0,13655,461
13,0,87,0,0,0,0,2121160,120655568,0,0,13734,488
10.076,1.008,88.917,0,0,0,0,1744742,99283986,0,0,11509,715
12.968,0.249,86.783,0,0,0,45056,2118304,120658780,0,0,13690,483
12.531,0,87.469,0,0,0,28672,2119746,120655568,0,0,13726,447
12.531,0.251,87.218,0,0,0,0,2118516,120655568,0,0,13680,468
