"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/iperf3-1573043775-100-macsec-aes-gcm-we-jumbo-Ethernet-dstat.csv",,,,"Date:","06 Nov 2019 19:33:43 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.551,0.464,94.964,0.021,0,38210.589,111861.527,0,0,0,0,21113.249,1706.954
10.864,1.235,87.901,0,0,0,0,3908802,114188807,0,0,67592,415
10.276,0.251,89.474,0,0,0,0,4188802,122812620,0,0,72641,383
10.918,0.248,88.834,0,0,0,0,4188802,122817282,0,0,72144,385
9.799,0.503,89.698,0,0,0,233472,4188590,122815838,0,0,71534,395
10.474,0.249,89.277,0,0,0,0,4188802,122815728,0,0,72490,402
10.474,0.249,89.277,0,0,0,0,4188802,122815728,0,0,71786,367
10.918,0.496,88.586,0,0,0,0,4188696,122815728,0,0,71980,395
10.025,0.251,89.724,0,0,0,0,4188802,122817282,0,0,71830,363
10.250,0.250,89,0.500,0,0,5505024,4188696,122815728,0,0,71519,400
10.697,0.498,87.811,0.995,0,0,13410304,4188802,122817282,0,0,71480,1023
9.429,1.241,89.330,0,0,0,0,3495730,101290890,0,0,59764,678
10.500,0.250,89.250,0,0,0,0,4186258,122812726,0,0,72988,352
10.500,0.250,89.250,0,0,0,0,4189226,122817282,0,0,73241,392
10.474,0.249,89.277,0,0,0,0,4188908,122814174,0,0,72389,384
10.276,0.251,89.474,0,0,0,73728,4189014,122818836,0,0,73064,386
10.697,0.249,89.055,0,0,0,0,4188908,122814174,0,0,72765,347
9.596,0.253,90.152,0,0,0,0,4189014,122815728,0,0,72949,379
11.166,0.248,88.586,0,0,0,0,4189120,122818836,0,0,73176,459
10.918,0.248,88.834,0,0,0,0,4189438,122817282,0,0,73611,384
11.139,0.495,88.366,0,0,0,0,4188908,122815728,0,0,73244,376
8.060,1.511,90.428,0,0,0,12288,3470527,100485811,0,0,59821,675
10.250,0.250,89.500,0,0,0,0,4188696,122809512,0,0,72283,386
9.572,0.252,90.176,0,0,0,0,4188696,122815728,0,0,71069,378
10.697,0.249,89.055,0,0,0,0,4188696,122817282,0,0,71034,368
9.343,0.505,90.152,0,0,0,0,4188590,122815728,0,0,72000,389
11.139,0.248,88.614,0,0,0,0,4189014,122815728,0,0,72157,390
10.224,0.249,89.277,0.249,0,0,49152,4188908,122815728,0,0,71306,412
10.500,0.250,89.250,0,0,0,0,4188908,122817282,0,0,72009,349
10.474,0.249,89.277,0,0,0,0,4189120,122815728,0,0,71836,411
10.250,0.250,89.500,0,0,0,0,4188908,122815728,0,0,71817,377
9.227,1.247,89.526,0,0,0,0,3498293,101314197,0,0,59040,681
10.500,0,89.500,0,0,0,0,4188717,122817282,0,0,72050,354
10.500,0.250,89.250,0,0,0,49152,4188525,122814174,0,0,71577,403
9.343,0.253,90.404,0,0,0,0,4188908,122814174,0,0,71559,376
10.697,0.249,89.055,0,0,0,319488,4188696,122817282,0,0,71661,393
10.250,0.250,89.500,0,0,0,0,4188802,122815728,0,0,71533,358
10.918,0.248,88.834,0,0,0,0,4188696,122817282,0,0,70889,416
9.824,0.252,89.924,0,0,0,0,4188802,122814174,0,0,71071,382
10.250,0.250,89.500,0,0,0,45056,4188590,122815728,0,0,71327,381
10.474,0.249,89.277,0,0,0,81920,4188696,122817282,0,0,71365,395
8.291,1.256,90.452,0,0,0,0,3458965,100198537,0,0,58293,673
10.025,0.251,89.724,0,0,0,0,4188696,122814174,0,0,70524,392
10.224,0.499,89.277,0,0,0,0,4188590,122815728,0,0,70346,379
10.276,0,89.724,0,0,0,0,4188696,122815728,0,0,70673,359
10.224,0.499,89.277,0,0,0,49152,4188802,122817282,0,0,70753,413
10.050,0.251,89.698,0,0,0,0,4188802,122815728,0,0,71417,368
10.025,0.251,89.724,0,0,0,0,4188696,122815728,0,0,70920,376
10.224,0.499,89.277,0,0,0,0,4188696,122815728,0,0,71396,385
9.572,0.252,90.176,0,0,0,0,4188696,122817282,0,0,71681,367
10.474,0.249,89.277,0,0,0,0,4188908,122815728,0,0,71669,385
8.312,0.252,91.184,0.252,0,0,12288,3666511,106755421,0,0,62172,628
10.918,0.993,88.089,0,0,0,0,3992077,116640913,0,0,68250,404
9.774,0.501,89.724,0,0,0,0,4188908,122814174,0,0,72168,381
10.276,0.251,89.474,0,0,0,0,4188802,122818836,0,0,72441,375
10.474,0.249,89.277,0,0,0,0,4188802,122815728,0,0,72214,369
10.025,0.251,89.724,0,0,0,0,4188696,122815728,0,0,72188,382
10.250,0.500,89.250,0,0,0,49152,4188590,122815728,0,0,71921,419
10.250,0.250,89.500,0,0,0,0,4187636,122780092,0,0,71663,407
11.166,0.248,88.586,0,0,0,0,4188696,122815728,0,0,71268,414
10.670,0.496,88.834,0,0,0,0,4187848,122789310,0,0,71462,383
10.474,0.249,89.277,0,0,0,0,4188590,122814174,0,0,71180,391
8.772,1.003,90.226,0,0,0,0,3492685,101191435,0,0,58728,694
10.474,0.249,89.277,0,0,0,49152,4188590,122815728,0,0,70747,388
10.025,0.501,89.474,0,0,0,0,4188696,122815728,0,0,70531,412
10.697,0,89.303,0,0,0,0,4188696,122815728,0,0,70280,414
10,0.500,89.500,0,0,0,8192,4188696,122815728,0,0,70394,372
10.276,0.251,89.474,0,0,0,0,4188484,122815728,0,0,70861,379
11.576,0.246,88.177,0,0,0,0,4188590,122815728,0,0,70810,382
10.250,0.250,89.500,0,0,0,20480,4188802,122815728,0,0,70724,396
10,0.500,89.500,0,0,0,0,4188590,122815728,0,0,70328,380
10.474,0.249,89.277,0,0,0,0,4188696,122815728,0,0,70536,385
8.728,1.496,89.776,0,0,0,0,3435549,99565950,0,0,57796,676
10.670,0.496,88.834,0,0,0,0,4185728,122814174,0,0,70883,373
9.572,0.252,90.176,0,0,0,0,4188802,122815728,0,0,70772,380
10.448,0.249,89.055,0.249,0,0,49152,4188696,122815728,0,0,70893,378
10.474,0.249,89.277,0,0,0,339968,4188908,122817282,0,0,70576,405
10,0.500,89.500,0,0,0,0,4188590,122815728,0,0,70631,381
10.500,0,89.500,0,0,0,0,4188908,122815728,0,0,70746,409
9.572,0.252,90.176,0,0,0,0,4188166,122815728,0,0,70579,378
10.891,0.495,88.614,0,0,0,0,4188590,122815728,0,0,70891,379
10.500,0.250,89.250,0,0,0,28672,4188802,122817282,0,0,70897,393
9.181,1.489,89.330,0,0,0,0,3452297,100063212,0,0,58130,679
10.025,0.251,89.724,0,0,0,0,4188802,122812620,0,0,71086,368
10.723,0,89.277,0,0,0,0,4188696,122817282,0,0,70916,397
9.572,0.252,90.176,0,0,0,0,4188378,122815728,0,0,71331,362
10.918,0.248,88.834,0,0,0,200704,4189226,122817282,0,0,70649,400
10.250,0.250,89.500,0,0,0,61440,4188802,122815728,0,0,70953,406
9.572,0.252,90.176,0,0,0,0,4188696,122814174,0,0,70904,368
10.723,0.249,89.027,0,0,0,0,4188802,122817282,0,0,71709,389
9.572,0.252,90.176,0,0,0,0,4188696,122815728,0,0,70902,374
10.918,0.248,88.834,0,0,0,0,4188802,122815728,0,0,71400,375
9.653,1.485,88.861,0,0,0,0,3476572,100714249,0,0,58942,632
10.697,0.249,89.055,0,0,0,49152,4188590,122814174,0,0,70832,391
10.891,0.495,88.614,0,0,0,0,4189014,122815728,0,0,71289,386
10.474,0.249,89.277,0,0,0,0,4188590,122815728,0,0,70795,374
10.474,0.249,89.277,0,0,0,0,4188823,122815728,0,0,70412,390
10.500,0,89.500,0,0,0,237568,4188631,122815728,0,0,70727,433
10.918,0.248,88.834,0,0,0,32768,4188802,122815728,0,0,70803,405
10.250,0.250,89.500,0,0,0,0,4188802,122814174,0,0,71322,373
11.166,0.248,88.586,0,0,0,0,4188696,122817282,0,0,71343,370
10.025,0.251,89.724,0,0,0,0,4188802,122817282,0,0,71120,397
9.453,0.249,90.299,0,0,0,0,3622638,105407118,0,0,61752,618
10.474,0.998,88.529,0,0,0,0,4025458,117622684,0,0,69126,400
9.548,0.503,89.698,0.251,0,0,49152,4188696,122815728,0,0,72018,408
10.697,0.249,89.055,0,0,0,0,4188696,122815728,0,0,71749,384
10.474,0.249,89.277,0,0,0,0,4188802,122815728,0,0,72463,377
10.276,0.251,89.474,0,0,0,0,4188802,122815728,0,0,72577,384
10.697,0.249,89.055,0,0,0,0,4188696,122815728,0,0,72169,396
10.025,0.251,89.724,0,0,0,0,4189014,122817282,0,0,71905,379
10.474,0.499,89.027,0,0,0,12288,4188590,122817282,0,0,71501,398
10.276,0,89.724,0,0,0,0,4188802,122814174,0,0,71818,374
10.697,0.498,88.806,0,0,0,0,4188802,122817282,0,0,71702,378
8.312,1.259,90.428,0,0,0,0,3458977,100203196,0,0,59492,641
10.474,0.249,89.277,0,0,0,0,4188696,122812620,0,0,72752,386
10.448,0.498,89.055,0,0,0,0,4188802,122815728,0,0,72400,370
10.076,0,89.924,0,0,0,49152,4188802,122817282,0,0,72703,398
9.774,0.501,89.724,0,0,0,0,4188696,122817392,0,0,71904,392
10.973,0,89.027,0,0,0,0,4188696,122814174,0,0,72544,380
10.891,0.495,88.614,0,0,0,0,4187318,122770662,0,0,71835,381
10.918,0.496,88.586,0,0,0,0,4189014,122815728,0,0,72040,367
9.799,0.251,89.950,0,0,0,0,4187848,122797080,0,0,71921,381
9.848,0,90.152,0,0,0,12288,4188802,122818836,0,0,71903,400
8.750,1.500,89.750,0,0,0,0,3464903,100333520,0,0,58935,634
10.250,0.250,89.500,0,0,0,0,4188590,122812620,0,0,71452,354
10.276,0,89.724,0,0,0,0,4188696,122815728,0,0,71506,405
10,0.500,89.500,0,0,0,0,4188696,122815728,0,0,71475,379
10.697,0.249,89.055,0,0,0,0,4188802,122815728,0,0,71221,382
9.596,0.253,90.152,0,0,0,102400,4188590,122815728,0,0,71537,393
10.474,0.249,89.277,0,0,0,0,4188908,122818836,0,0,71048,382
10,0.250,89.500,0.250,0,0,0,4188908,122814174,0,0,71826,371
10.474,0.249,89.277,0,0,0,0,4188696,122815728,0,0,71979,352
9.367,0.253,90.380,0,0,0,0,4188802,122815728,0,0,72182,362
9.453,0.995,89.552,0,0,0,372736,3459506,100221632,0,0,59265,692
10.500,0.250,89.250,0,0,0,0,4186046,122814174,0,0,71165,354
10.918,0.248,88.834,0,0,0,0,4188908,122815728,0,0,71556,379
10.474,0.249,89.277,0,0,0,0,4188590,122815728,0,0,72167,354
10.918,0.248,88.834,0,0,0,0,4188590,122817282,0,0,72135,395
10.050,0.251,89.698,0,0,0,0,4188590,122817282,0,0,71978,405
10.276,0.251,89.474,0,0,0,40960,4188696,122814174,0,0,72326,400
9.799,0.251,89.950,0,0,0,0,4188908,122815728,0,0,72081,386
10.474,0.249,89.277,0,0,0,0,4188696,122817282,0,0,71593,375
9.824,0.252,89.924,0,0,0,0,4188696,122814174,0,0,71974,374
9,1.250,89.750,0,0,0,0,3476453,100712695,0,0,59580,657
10.448,0.498,89.055,0,0,0,0,4188802,122815728,0,0,71666,380
10.644,0.495,88.614,0.248,0,0,49152,4188590,122815728,0,0,72014,388
9.596,0.253,90.152,0,0,0,0,4188802,122815728,0,0,71848,382
10.250,0.250,89.500,0,0,0,0,4188696,122817282,0,0,72606,385
11.330,0.493,88.177,0,0,0,0,4188802,122815728,0,0,72687,369
9.848,0,90.152,0,0,0,0,4188590,122815728,0,0,72036,390
10.448,0.498,89.055,0,0,0,0,4188908,122815728,0,0,72456,383
10.050,0.251,89.698,0,0,0,12288,4188908,122815728,0,0,72642,380
10.250,0.250,89.500,0,0,0,0,4188802,122815728,0,0,71901,376
9.023,0.501,90.476,0,0,0,0,3605773,104911392,0,0,62182,638
10.864,1.235,87.901,0,0,0,0,4058742,118606154,0,0,69595,388
10.276,0.251,89.474,0,0,0,0,4188696,122815728,0,0,72058,363
10.250,0.250,89.500,0,0,0,0,4188484,122815728,0,0,70839,363
10.864,0.494,88.395,0.247,0,0,49152,4188696,122818836,0,0,70983,412
10.474,0.249,89.277,0,0,0,0,4188590,122812620,0,0,71583,360
10.697,0.249,89.055,0,0,0,4096,4188802,122815728,0,0,71154,399
10.250,0.250,89.500,0,0,0,0,4188696,122815728,0,0,70992,370
10.973,0,89.027,0,0,0,0,4188908,122815728,0,0,70861,398
10.670,0.496,88.834,0,0,0,0,4189120,122817282,0,0,71382,386
10.474,0.249,89.277,0,0,0,12288,4188802,122815728,0,0,71452,374
8.521,1.253,90.226,0,0,0,28672,3457491,100172008,0,0,58498,652
10.945,0.249,88.806,0,0,0,0,4188590,122814174,0,0,71394,385
10.224,0.499,89.277,0,0,0,0,4188696,122815728,0,0,70965,386
10.050,0,89.950,0,0,0,0,4188590,122815728,0,0,71767,378
9.799,0.251,89.950,0,0,0,0,4188696,122817282,0,0,72406,381
10.891,0.495,88.366,0.248,0,0,49152,4188908,122815728,0,0,72145,406
9.799,0.251,89.950,0,0,0,0,4188484,122815728,0,0,71841,363
10.500,0.250,89.250,0,0,0,0,4188802,122814174,0,0,71919,369
10.670,0.496,88.834,0,0,0,0,4188696,122817282,0,0,71801,374
9.596,0,90.404,0,0,0,0,4188590,122817282,0,0,71501,381
8.750,1.500,89.750,0,0,0,282624,3474775,100712696,0,0,58917,716
10.250,0.250,89.500,0,0,0,61440,4188908,122815728,0,0,71253,364
10.025,0.251,89.724,0,0,0,0,4188696,122814174,0,0,72075,400
10.025,0.501,89.474,0,0,0,0,4188802,122817282,0,0,72101,417
10.500,0,89.500,0,0,0,0,4188802,122815728,0,0,72465,368
10.644,0.495,88.614,0.248,0,0,0,4188802,122815728,0,0,71562,371
9.824,0.252,89.924,0,0,0,0,4187742,122783094,0,0,72678,359
10.723,0.249,89.027,0,0,0,12288,4188908,122817282,0,0,72002,397
10.276,0,89.724,0,0,0,0,4187636,122778538,0,0,72092,386
10.224,0.499,89.277,0,0,0,0,4188802,122815728,0,0,71315,370
9,1.250,89.750,0,0,0,0,3458963,100215417,0,0,58777,655
10.697,0.249,89.055,0,0,0,0,4188802,122817282,0,0,71231,372
10.224,0.499,89.277,0,0,0,0,4188802,122812620,0,0,71803,357
10.276,0,89.724,0,0,0,49152,4188696,122817282,0,0,70902,390
9.774,0.501,89.724,0,0,0,0,4188590,122815728,0,0,70906,368
10.050,0.251,89.698,0,0,0,0,4188802,122817282,0,0,71393,405
10.250,0.250,89.500,0,0,0,4096,4188908,122815728,0,0,72134,378
10.276,0,89.474,0.251,0,0,0,4188908,122814174,0,0,72083,390
10.025,0.251,89.724,0,0,0,0,4188802,122817282,0,0,72336,363
10.500,0.250,89.250,0,0,0,12288,4188908,122818836,0,0,72490,396
7.614,1.015,91.371,0,0,0,0,3492355,101175894,0,0,59838,674
9.848,0,90.152,0,0,0,0,4186258,122811172,0,0,72700,373
11.194,0.249,88.557,0,0,0,61440,4186788,122761338,0,0,72726,710
10.474,0.499,89.027,0,0,0,0,4188590,122814174,0,0,72484,401
9.824,0,90.176,0,0,0,0,4188908,122815728,0,0,72193,376
10.697,0.249,89.055,0,0,0,0,4188802,122815728,0,0,72572,396
10.250,0.500,89.250,0,0,0,45056,4188802,122815728,0,0,72464,388
10.500,0.250,89.250,0,0,0,24576,4188908,122817282,0,0,72695,391
10.474,0.249,89.277,0,0,0,0,4188802,122815728,0,0,72565,385
10.526,0,89.474,0,0,0,0,4188908,122815728,0,0,72478,349
8.978,0.998,90.025,0,0,0,0,3551470,103223747,0,0,61829,610
10.474,0.748,88.778,0,0,0,0,4092344,119588282,0,0,70152,421
10.474,0.249,89.277,0,0,0,0,4188696,122815728,0,0,71552,457
11.166,0.248,88.586,0,0,0,49152,4188696,122815728,0,0,71389,401
10.025,0.251,89.724,0,0,0,0,4188696,122815728,0,0,72161,370
10.500,0.250,89.250,0,0,0,0,4189014,122815728,0,0,71863,398
10.025,0.251,89.724,0,0,0,0,4189014,122817282,0,0,71853,363
11.139,0.248,88.614,0,0,0,0,4188802,122814174,0,0,72050,378
10.050,0.251,89.698,0,0,0,0,4188802,122815728,0,0,72010,362
10.448,0.249,89.055,0.249,0,0,12288,4188802,122817282,0,0,71891,418
10.276,0.251,89.474,0,0,0,0,4188908,122815728,0,0,71983,355
8.750,1.250,90,0,0,0,970752,3476253,100714248,0,0,59739,739
11.386,0.248,88.366,0,0,0,0,4189226,122814174,0,0,72389,355
10.025,0.251,89.724,0,0,0,0,4188696,122817282,0,0,71709,429
10.474,0.249,89.277,0,0,0,69632,4188908,122815728,0,0,71286,399
10.474,0.249,89.277,0,0,0,0,4188802,122814174,0,0,71106,387
10.025,0.251,89.724,0,0,0,0,4188696,122815728,0,0,71031,372
10.697,0.249,89.055,0,0,0,0,4188802,122817282,0,0,70875,386
9.799,0.251,89.950,0,0,0,0,4188696,122815728,0,0,71249,365
9.799,0.251,89.950,0,0,0,0,4188802,122815728,0,0,70508,360
10.276,0.251,89.474,0,0,0,12288,4188929,122817282,0,0,70478,406
9.429,1.489,89.082,0,0,0,0,3476296,100708033,0,0,58598,676
9.343,0.253,90.404,0,0,0,8192,4188908,122814174,0,0,70903,389
10.918,0.248,88.834,0,0,0,0,4188590,122815728,0,0,71037,378
10.474,0.249,89.277,0,0,0,0,4188802,122815728,0,0,71120,370
9.799,0.251,89.950,0,0,0,0,4188696,122817282,0,0,71008,380
10.697,0.249,89.055,0,0,0,57344,4188802,122815728,0,0,70649,386
10,0.500,89.500,0,0,0,8192,4188908,122815728,0,0,71249,385
10.500,0.250,89.250,0,0,0,0,4188908,122815728,0,0,72800,362
11.139,0.248,88.614,0,0,0,0,4188696,122815728,0,0,72503,412
11.166,0.248,88.586,0,0,0,0,4188908,122815728,0,0,72509,376
9.406,1.485,89.109,0,0,0,0,3459495,100215523,0,0,59425,663
10.474,0.249,89.277,0,0,0,147456,4188908,122815728,0,0,71584,376
10.050,0.251,89.698,0,0,0,0,4188696,122814174,0,0,71796,416
10.025,0.251,89.724,0,0,0,0,4188802,122815728,0,0,71673,378
10.448,0.498,89.055,0,0,0,0,4188802,122815728,0,0,71286,375
10.025,0.251,89.724,0,0,0,0,4188802,122817282,0,0,71810,366
10.697,0.249,89.055,0,0,0,0,4187318,122781540,0,0,71014,405
10.697,0.498,88.806,0,0,0,12288,4188802,122817282,0,0,71539,374
10.025,0.251,89.724,0,0,0,0,4187848,122780092,0,0,71338,372
9.548,0.503,89.950,0,0,0,0,4188696,122815728,0,0,71443,384
8.750,1.500,89.750,0,0,0,0,3475394,100678615,0,0,59289,664
10.448,0.498,89.055,0,0,0,0,4188696,122814174,0,0,71085,378
10.050,0,89.950,0,0,0,0,4188378,122815728,0,0,70910,385
10.670,0.496,88.834,0,0,0,286720,4188802,122818836,0,0,71721,466
10.250,0.250,89.500,0,0,0,0,4188696,122814174,0,0,71593,377
9.824,0.252,89.924,0,0,0,0,4188802,122814174,0,0,71467,389
9.799,0.251,89.950,0,0,0,0,4188484,122817282,0,0,71750,370
10.474,0.249,89.277,0,0,0,0,4188696,122815728,0,0,71952,357
10.025,0.251,89.724,0,0,0,0,4188590,122815728,0,0,71235,378
9.799,0.251,89.698,0.251,0,0,12288,4189332,122818836,0,0,72361,381
9.204,0.995,89.801,0,0,0,45056,3510479,102056695,0,0,60333,627
10.945,0.498,88.557,0,0,0,212992,4156898,121557412,0,0,72108,411
9.799,0.251,89.950,0,0,0,0,4189014,122814174,0,0,72340,387
10.250,0.250,89.500,0,0,0,0,4188696,122817282,0,0,71728,385
10.276,0.251,89.474,0,0,0,0,4188590,122814174,0,0,71209,362
10.918,0.248,88.834,0,0,0,0,4188696,122815728,0,0,71250,380
10.474,0.249,89.277,0,0,0,61440,4188590,122817282,0,0,71149,391
10.250,0.250,89.500,0,0,0,0,4188802,122815728,0,0,71090,383
10.500,0.250,89.250,0,0,0,0,4188802,122815728,0,0,71262,368
10.918,0.248,88.834,0,0,0,0,4188696,122814174,0,0,71139,357
10.025,0.251,89.724,0,0,0,0,4188908,122817282,0,0,71054,381
9.227,1.247,89.526,0,0,0,0,3493344,101219405,0,0,59964,673
10.224,0.249,89.277,0.249,0,0,49152,4188696,122815728,0,0,71804,390
10.302,0,89.698,0,0,0,0,4188802,122812620,0,0,71994,373
10.697,0.249,89.055,0,0,0,0,4188696,122817282,0,0,72268,398
9.572,0.252,90.176,0,0,0,0,4188908,122815728,0,0,72062,377
11.166,0.248,88.586,0,0,0,0,4188802,122815728,0,0,72358,380
10.025,0.251,89.724,0,0,0,49152,4188802,122817392,0,0,72085,378
10.050,0.251,89.698,0,0,0,12288,4188590,122814174,0,0,71864,392
10.025,0.251,89.724,0,0,0,0,4188802,122815728,0,0,71988,380
10.474,0.249,89.277,0,0,0,0,4188590,122817282,0,0,71415,376
