"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/iperf3-1573043775-100-macsec-aegis128l-we-1500-dstat.csv",,,,"Date:","06 Nov 2019 21:20:26 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.566,0.462,94.953,0.020,0,30080.402,96106.896,0,0,0,0,23456.898,1531.815
3.299,1.269,95.431,0,0,0,0,458141,114407887,0,0,4011,368
2.577,0,97.423,0,0,0,0,496186,122454024,0,0,4154,254
1.809,0.258,97.933,0,0,0,0,495974,122455542,0,0,4144,241
2.571,0.257,97.172,0,0,0,0,493324,122449470,0,0,4154,269
3.069,0,96.931,0,0,0,61440,493512,122455542,0,0,4195,288
2.821,0.256,96.923,0,0,0,0,493748,122454024,0,0,4206,269
1.809,0.258,97.933,0,0,0,0,497034,122450988,0,0,4154,240
2.067,0,97.674,0.258,0,0,0,495444,122457060,0,0,4167,273
3.061,0.255,96.684,0,0,0,0,494808,122454024,0,0,4144,257
1.558,0.260,98.182,0,0,0,0,496822,122454134,0,0,4153,248
2.538,1.523,95.939,0,0,0,12288,406743,100835979,0,0,15042,630
0,0.260,99.740,0,0,0,0,507210,122452506,0,0,4064,232
0,0.260,99.740,0,0,0,0,507569,122454171,0,0,4061,218
0,0,100,0,0,0,0,506786,122452506,0,0,4045,209
0.515,0.515,98.969,0,0,0,0,505066,122455542,0,0,4060,225
0,0,99.740,0.260,0,0,397312,508906,122452506,0,0,4147,278
0.773,0.258,98.969,0,0,0,0,508588,122454024,0,0,4067,220
0,0.260,99.740,0,0,0,0,507422,122455542,0,0,4047,207
0,0.518,99.482,0,0,0,0,508058,122452506,0,0,4045,201
0,0,100,0,0,0,0,507846,122454024,0,0,4064,226
1.026,1.538,97.436,0,0,0,0,397342,100049445,0,0,3478,565
0.773,0.258,98.969,0,0,0,4218880,499578,122454024,0,0,4082,247
0.519,0.260,99.221,0,0,0,36864,498624,122454024,0,0,4127,537
0,0.260,99.740,0,0,0,0,497776,122452506,0,0,4074,231
0.259,0.259,99.482,0,0,0,0,493406,122454024,0,0,4055,223
0,0.260,99.740,0,0,0,0,496610,122454024,0,0,4047,205
0.260,0,99.740,0,0,0,8192,497034,122454024,0,0,4053,212
0,0.260,99.740,0,0,0,0,497352,122454024,0,0,4060,226
0.258,0.517,99.225,0,0,0,40960,498730,122454024,0,0,4057,228
0,0.260,99.740,0,0,0,0,497776,122454024,0,0,4044,211
0.519,1.039,98.442,0,0,0,0,400684,100205798,0,0,3451,555
0,0.264,99.736,0,0,0,28672,495444,122457060,0,0,4091,234
0,0.263,99.737,0,0,0,0,496186,122452506,0,0,4053,211
0.528,0,99.472,0,0,0,0,496716,122454024,0,0,4104,287
0.263,0.263,99.474,0,0,0,53248,495974,122455542,0,0,4066,236
0.262,0.524,98.953,0.262,0,0,0,489378,122454024,0,0,4066,236
0,0,100,0,0,0,0,496504,122450988,0,0,4046,207
0,0.260,99.740,0,0,0,0,499154,122454024,0,0,4047,209
0.259,0.259,99.482,0,0,0,0,496928,122454024,0,0,4056,217
0,0,100,0,0,0,0,497670,122454024,0,0,4069,227
1.026,1.282,97.692,0,0,0,12288,405831,100380367,0,0,5404,572
0.518,0.259,99.223,0,0,0,0,495684,122454024,0,0,6564,234
0,0.260,99.740,0,0,0,0,503394,122452506,0,0,4051,209
0,0.260,99.740,0,0,0,0,504030,122454024,0,0,4055,227
0.260,0,99.740,0,0,0,0,494914,122438844,0,0,4050,212
0,0.518,99.482,0,0,0,0,493606,122454024,0,0,4044,207
0.260,0,99.740,0,0,0,122880,493748,122452506,0,0,4100,224
0,0.260,99.740,0,0,0,0,496610,122454024,0,0,4066,226
0,0.260,99.740,0,0,0,0,495550,122454024,0,0,4042,199
0,0.260,99.740,0,0,0,0,495974,122454024,0,0,4045,207
0.258,0.517,99.225,0,0,0,0,449317,110383208,0,0,3693,473
0.773,1.289,97.938,0,0,0,966656,461255,112953643,0,0,4843,395
0,0,99.740,0.260,0,0,49152,507422,122452506,0,0,4093,235
0.258,0.517,99.225,0,0,0,0,506362,122454024,0,0,4053,218
0.260,0,99.740,0,0,0,0,506044,122452506,0,0,4063,224
0,0.260,99.740,0,0,0,0,503794,122455542,0,0,4065,231
0.773,0.258,98.969,0,0,0,8192,504348,122454024,0,0,4065,227
0.259,0.259,99.482,0,0,0,0,504348,122454024,0,0,4058,219
0.518,0,99.482,0,0,0,28672,505090,122454024,0,0,4053,218
0,0.260,99.740,0,0,0,0,505620,122452506,0,0,4059,230
0,0.260,99.740,0,0,0,0,503924,122454024,0,0,4046,205
1.023,1.535,97.442,0,0,0,0,402181,100861574,0,0,7889,575
0,0.260,99.740,0,0,0,8192,493854,122454024,0,0,4068,211
0.773,0.258,98.969,0,0,0,0,497882,122454024,0,0,4081,265
1.028,0.257,98.715,0,0,0,45056,485056,122454024,0,0,4073,257
0.258,0.517,99.225,0,0,0,0,498164,122454024,0,0,4066,241
0.260,0,99.740,0,0,0,0,495020,122452506,0,0,4050,215
0.259,0.259,99.482,0,0,0,0,487388,122455542,0,0,4076,244
0,0.260,99.740,0,0,0,0,496186,122452506,0,0,4048,212
0,0.260,99.740,0,0,0,12288,495762,122455542,0,0,4071,235
0,0.260,99.740,0,0,0,0,497776,122452506,0,0,4046,206
0.771,1.542,97.686,0,0,0,0,406907,100502024,0,0,3475,601
0,0.518,99.482,0,0,0,36864,497140,122454024,0,0,4054,209
0,0,100,0,0,0,0,491628,122452506,0,0,4056,222
0.259,0.259,99.482,0,0,0,0,496313,122455542,0,0,4062,231
0.260,0.260,99.481,0,0,0,53248,493728,122454024,0,0,4082,262
0.259,0.259,99.482,0,0,0,0,503647,122454171,0,0,4067,221
0.260,0,99.740,0,0,0,0,502440,122452506,0,0,4049,226
0,0.260,99.740,0,0,0,0,502652,122455542,0,0,4047,208
0,0.518,99.482,0,0,0,0,502970,122454024,0,0,4060,228
0,0,100,0,0,0,0,503500,122452506,0,0,4043,206
1.279,1.279,97.187,0.256,0,0,12288,927250,100416800,0,0,3625,589
0.260,0.260,99.479,0,0,0,28672,2118516,122457060,0,0,4060,210
0,0.522,99.478,0,0,0,0,2118622,122455542,0,0,4062,227
0,0.261,99.739,0,0,0,0,2118410,122450988,0,0,4052,217
0,0.262,99.738,0,0,0,0,2121646,122454024,0,0,4045,202
0.260,0.260,99.479,0,0,0,0,2118622,122455542,0,0,4056,215
0.521,0.260,99.219,0,0,0,45056,2118410,122452506,0,0,4078,252
0.518,0.518,98.964,0,0,0,0,2118516,122454024,0,0,4046,210
0,0.262,99.738,0,0,0,0,2118516,122454024,0,0,4046,205
0,0.261,99.739,0,0,0,0,2118622,122455542,0,0,4047,209
0.779,1.039,98.182,0,0,0,0,1749056,100899631,0,0,3498,568
0.528,0.264,99.208,0,0,0,253952,2124842,122454024,0,0,4111,244
0,0.266,99.734,0,0,0,49152,2118516,122454024,0,0,4063,224
0.262,0.262,99.475,0,0,0,0,2118516,122455542,0,0,4064,222
0,0.261,99.739,0,0,0,0,2118516,122450988,0,0,4055,224
0.261,0.261,99.478,0,0,0,0,2121740,122454024,0,0,4049,207
0,0.261,99.739,0,0,0,8192,2118516,122454024,0,0,4049,213
0.261,0.261,99.478,0,0,0,0,2118516,122455542,0,0,4060,212
0.521,0.260,99.219,0,0,0,20480,2118516,122454024,0,0,4072,248
0,0.262,99.738,0,0,0,0,2118516,122452506,0,0,4044,201
0.518,0.518,98.964,0,0,0,0,1919753,110997419,0,0,3693,450
3.061,1.020,95.918,0,0,0,0,457724,111984220,0,0,8413,388
2.577,0,97.423,0,0,0,4096,504560,122452506,0,0,4165,279
2.057,0.257,97.429,0.257,0,0,0,504772,122454024,0,0,4157,253
2.571,0.257,97.172,0,0,0,45056,499472,122449470,0,0,4196,268
2.813,0.256,96.931,0,0,0,0,490544,122457060,0,0,4162,261
2.821,0.256,96.923,0,0,0,0,497564,122450988,0,0,4213,284
2.314,0.257,97.429,0,0,0,0,496716,122452506,0,0,4175,250
2.813,0.256,96.931,0,0,0,0,497034,122455542,0,0,4148,263
2.571,0.257,97.172,0,0,0,0,496292,122455542,0,0,4152,257
2.828,0,97.172,0,0,0,12288,496504,122450988,0,0,4200,300
3.535,1.263,95.202,0,0,0,0,409906,100898007,0,0,6437,649
2.564,0.256,97.179,0,0,0,32768,503924,122455542,0,0,4153,265
2.073,0,97.927,0,0,0,0,503606,122457060,0,0,4189,289
0,0,100,0,0,0,0,503394,122449470,0,0,4076,217
0.259,0.518,98.964,0.259,0,0,0,502416,122450988,0,0,4075,213
0,0.518,99.482,0,0,0,53248,504136,122454024,0,0,4086,219
0,0,100,0,0,0,49152,504984,122454024,0,0,4070,216
0,0.260,99.740,0,0,0,0,505620,122454024,0,0,4055,219
0,0.260,99.740,0,0,0,0,505090,122454024,0,0,4045,206
