"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/ping-1573043775-macsec-chachapoly-we-1500-1500-dstat.csv",,,,"Date:","06 Nov 2019 20:26:00 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.982,0.467,94.531,0.020,0,33743.005,102941.456,0,0,0,0,25755.616,1597.044
0.759,1.266,97.975,0,0,0,45056,1102240,1102240,0,0,14186,13864
0,0.767,99.233,0,0,0,0,1105600,1105440,0,0,14160,13877
0.761,1.015,98.223,0,0,0,0,1104960,1105120,0,0,14167,13874
0.254,1.269,98.477,0,0,0,0,1106080,1106190,0,0,14164,13878
0.759,1.266,97.975,0,0,0,0,1106080,1105920,0,0,14173,13876
1.015,0.761,98.223,0,0,0,12288,1105969,1105842,0,0,14191,13899
0.761,0.761,98.477,0,0,0,0,1106240,1106400,0,0,14156,13879
0.998,2.743,96.259,0,0,0,0,1778464,1778451,0,0,14182,13798
0.503,2.261,97.236,0,0,0,0,1981728,1981728,0,0,14139,13821
0.754,1.508,97.487,0.251,0,0,0,1982016,1982016,0,0,14130,13823
1.263,1.263,97.475,0,0,0,24576,1979424,1979712,0,0,14134,13826
0.758,1.515,97.727,0,0,0,0,1982016,1981728,0,0,14143,13814
0.252,2.015,97.733,0,0,0,0,1982016,1982016,0,0,14093,13800
0.759,1.266,97.975,0,0,0,0,1982304,1982304,0,0,14103,13814
1.750,1.750,96.500,0,0,0,73728,2833632,2834176,0,0,14152,13723
0.255,1.276,98.469,0,0,0,24576,3709536,3708992,0,0,13955,13686
0.759,1.266,97.975,0,0,0,0,3697568,3698112,0,0,13931,13647
0.508,1.523,97.970,0,0,0,0,3708992,3708448,0,0,13975,13687
0.759,1.266,97.975,0,0,0,0,3706816,3706926,0,0,13980,13683
0.509,1.272,98.219,0,0,0,0,3704640,3705184,0,0,13946,13677
0.756,1.763,97.229,0.252,0,0,12288,3704096,3703552,0,0,13988,13700
1.493,2.488,96.020,0,0,0,0,4207295,4207168,0,0,14009,13647
1.496,2.244,96.259,0,0,0,0,7111104,7111104,0,0,13813,13521
1.253,2.005,96.742,0,0,0,0,7142784,7142931,0,0,13862,13584
1.253,2.005,96.742,0,0,0,1658880,7136448,7136448,0,0,14183,13702
0.504,2.267,97.229,0,0,0,57344,7145952,7145952,0,0,13885,13597
1.003,2.256,96.742,0,0,0,0,7147090,7148146,0,0,13883,13587
1.754,1.504,96.742,0,0,0,0,7150176,7150176,0,0,13887,13596
0.758,1.515,97.727,0,0,0,0,7150176,7150176,0,0,13893,13584
1.266,1.266,97.468,0,0,0,4096,8829800,8830176,0,0,13647,13297
0.756,1.763,97.229,0.252,0,0,32768,9471248,9469816,0,0,13593,13300
1.515,1.263,97.222,0,0,0,0,9449768,9449768,0,0,13566,13275
0.759,1.266,97.975,0,0,0,0,9451200,9452632,0,0,13532,13246
0.765,1.020,98.214,0,0,0,0,9458360,9456928,0,0,13570,13270
1.013,1.266,96.962,0.759,0,0,14815232,9277928,9279360,0,0,13331,13009
1.013,1.266,97.722,0,0,0,28672,9487000,9485568,0,0,13615,13312
1.511,1.511,96.977,0,0,0,0,9496278,9497796,0,0,13614,13246
0.509,1.018,98.473,0,0,0,0,9941382,9939864,0,0,13439,13151
0.767,0.512,98.721,0,0,0,0,9950490,9952008,0,0,13455,13174
0.254,1.777,97.970,0,0,0,0,9950490,9950490,0,0,13441,13153
0.761,1.015,97.970,0.254,0,0,24576,9942900,9941382,0,0,13432,13163
1.008,1.763,97.229,0,0,0,0,9939864,9941382,0,0,13455,13158
0.504,2.015,97.481,0,0,0,0,9929320,9927802,0,0,13403,13135
0.763,1.018,98.219,0,0,0,0,9926202,9926202,0,0,13400,13125
