"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/iperf3-1573043775-100-macsec-aesgcm-e-frag-dstat.csv",,,,"Date:","06 Nov 2019 16:52:31 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
3.392,0.507,96.075,0.026,0,64563.166,164110.885,0,0,0,0,23501.136,2213.924
8.889,1.235,89.877,0,0,0,0,1994385,113085631,0,0,17570,431
8.437,0.248,91.315,0,0,0,0,2120206,120655568,0,0,18650,386
8,0.250,91.750,0,0,0,57344,2118516,120655568,0,0,18649,358
8,0.500,91.500,0,0,0,61440,2119040,120657174,0,0,18677,389
8.250,0,91.750,0,0,0,0,2118516,120653874,0,0,18629,356
7.750,0.500,91.750,0,0,0,0,2120206,120655656,0,0,18653,366
8.209,0.498,91.294,0,0,0,0,2119146,120655568,0,0,18654,369
7.980,0.499,91.521,0,0,0,0,2118516,120657284,0,0,18662,412
7.538,0.251,92.211,0,0,0,307200,2120088,120655480,0,0,18714,385
8.458,0,91.294,0.249,0,0,16384,2118516,120655568,0,0,18642,395
6.516,1.504,91.980,0,0,0,0,1754199,99423565,0,0,15514,694
7.769,0.251,91.980,0,0,0,0,2119175,120655715,0,0,18657,377
7.750,0.500,91.750,0,0,0,0,2118516,120653962,0,0,18632,359
8,0.250,91.750,0,0,0,0,2120206,120657174,0,0,18644,372
8.020,0,91.980,0,0,0,0,2118516,120653962,0,0,18627,356
8.458,0.249,91.294,0,0,0,45056,2120100,120657174,0,0,18653,399
7.769,0.251,91.980,0,0,0,0,2118516,120655480,0,0,18620,362
8,0.250,91.750,0,0,0,0,2120088,120655656,0,0,18617,370
7.789,0,92.211,0,0,0,5226496,2120206,120652356,0,0,18642,373
7.731,0.499,91.771,0,0,0,0,2118516,120655568,0,0,18621,373
7.250,1,91.750,0,0,0,0,1749216,99414020,0,0,15511,718
8.685,0.248,91.067,0,0,0,53248,2118516,120655568,0,0,18638,395
8.685,0.248,91.067,0,0,0,0,2120100,120653962,0,0,18641,375
7.323,0,92.677,0,0,0,4096,2120206,120657174,0,0,18661,357
8.229,0.249,91.521,0,0,0,0,2118516,120653962,0,0,18632,355
8,0.250,91.750,0,0,0,0,2120088,120657174,0,0,18645,366
8.416,0.495,90.842,0.248,0,0,12288,2118516,120655568,0,0,18631,387
8.479,0,91.521,0,0,0,0,2121254,120657174,0,0,18644,382
7.750,0.500,91.750,0,0,0,0,2118516,120653962,0,0,18638,365
8.020,0,91.980,0,0,0,0,2120088,120657174,0,0,18639,367
7.250,1,91.750,0,0,0,0,1745619,99412464,0,0,15499,701
8.229,0.249,91.521,0,0,0,45056,2118516,120655568,0,0,18641,393
8.458,0.249,91.294,0,0,0,0,2120100,120655568,0,0,18646,378
7.538,0.251,92.211,0,0,0,86016,2118516,120655568,0,0,18656,356
7.557,0,92.443,0,0,0,0,2120312,120655568,0,0,18646,348
8.250,0.250,91.500,0,0,0,0,2121298,120655568,0,0,18666,373
8.209,0.498,91.294,0,0,0,0,2118516,120655568,0,0,18639,366
8.663,0.495,90.842,0,0,0,20480,2120418,120657174,0,0,18657,390
7.557,0,92.443,0,0,0,0,2118410,120653962,0,0,18644,364
7.538,0.251,92.211,0,0,0,0,2120206,120655568,0,0,18652,359
