"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/iperf3-1573043775-100-macsec-aesgcm-we-jumbo-dstat.csv",,,,"Date:","06 Nov 2019 18:22:49 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.612,0.481,94.884,0.023,0,46567.064,129205.844,0,0,0,0,20995.110,1888.711
8.374,1.232,90.394,0,0,0,0,2004153,114250967,0,0,4765,397
5.823,0.506,93.671,0,0,0,0,2153920,122814174,0,0,5028,277
7.711,0.249,92.040,0,0,0,69632,2153178,122815728,0,0,5033,318
7.901,0.247,91.852,0,0,0,0,2152860,122814174,0,0,5030,311
4.326,0.254,95.420,0,0,0,0,2152754,122815728,0,0,5029,275
7.805,0.488,91.707,0,0,0,0,2154238,122814174,0,0,5031,309
4.810,0,95.190,0,0,0,0,2153920,122817282,0,0,5026,255
5.276,0.503,94.221,0,0,0,0,2153178,122815728,0,0,5032,310
6.452,0.496,93.052,0,0,0,12288,2152648,122817282,0,0,5032,309
4.798,0.253,94.949,0,0,0,0,2153708,122814174,0,0,5030,265
4.580,1.272,94.148,0,0,0,0,1745393,99413656,0,0,4301,621
7.463,0.249,92.040,0.249,0,0,0,1941007,122817429,0,0,5035,324
5.089,0.254,94.656,0,0,0,0,551412,122812620,0,0,5028,275
6.266,0,93.734,0,0,0,0,545794,122815728,0,0,5031,281
5.955,0.248,93.797,0,0,0,49152,524700,122815838,0,0,5033,334
3.807,0.254,95.939,0,0,0,0,524064,122815728,0,0,5029,283
6.650,0.246,93.103,0,0,0,0,524276,122815728,0,0,5028,289
5.250,0.250,94.500,0,0,0,0,523534,122815728,0,0,5030,269
4.304,0,95.696,0,0,0,0,524488,122815728,0,0,5029,275
6.897,0.246,92.857,0,0,0,4964352,524594,122818836,0,0,5054,335
3.077,1.538,95.385,0,0,0,24576,1285086,99889183,0,0,4326,610
6.250,0.250,93.500,0,0,0,0,2153496,122812620,0,0,5028,289
4.798,0.253,94.949,0,0,0,0,2151906,122815728,0,0,5028,290
7.371,0.246,92.138,0.246,0,0,0,2152118,122815728,0,0,5033,321
4.569,0,95.431,0,0,0,4096,2151482,122815728,0,0,5029,258
5.750,0.500,93.750,0,0,0,0,2151588,122815728,0,0,5030,288
6.700,0,93.300,0,0,0,49152,2152648,122815728,0,0,5031,302
3.827,0.510,95.663,0,0,0,0,2152860,122817282,0,0,5031,273
7.143,0.246,92.611,0,0,0,0,2151588,122815728,0,0,5029,309
5.290,0.252,94.458,0,0,0,0,2151800,122814174,0,0,5029,263
6.683,0.743,92.574,0,0,0,0,1231188,100866542,0,0,4347,383
7.824,0.244,91.932,0,0,0,0,544628,122812620,0,0,5029,325
3.571,0.255,96.173,0,0,0,49152,545476,122815728,0,0,5032,272
5.955,0.248,93.797,0,0,0,0,545158,122815728,0,0,5032,283
6.188,0.248,93.564,0,0,0,294912,545264,122817282,0,0,5081,304
3.807,0.254,95.939,0,0,0,0,545158,122814174,0,0,5030,272
6.420,0.494,93.086,0,0,0,0,544946,122815728,0,0,5028,293
4.786,0,95.214,0,0,0,0,545370,122815728,0,0,5029,272
