"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/iperf3-1573043775-100-orig-we-dstat.csv",,,,"Date:","06 Nov 2019 14:48:32 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.241,0.618,98.100,0.041,0,137568.650,309242.967,0,0,0,0,7304.979,3673.024
0.263,1.316,98.421,0,0,0,0,444845,114490951,0,0,4058,315
0,0.264,99.736,0,0,0,0,485928,122767232,0,0,4047,215
0.264,0.264,99.472,0,0,0,0,484806,122765718,0,0,4045,206
0,0.264,99.736,0,0,0,61440,487968,122768746,0,0,4074,236
0,0.265,99.735,0,0,0,0,483876,122765718,0,0,4052,214
0.264,0,99.736,0,0,0,0,487356,122765718,0,0,4053,204
0,0.264,99.736,0,0,0,0,487050,122767232,0,0,4052,208
0.528,0,99.472,0,0,0,0,487254,122768746,0,0,4065,245
0.262,0.525,99.213,0,0,0,0,486846,122765718,0,0,4055,222
0.528,0,99.472,0,0,0,12288,486459,122767338,0,0,4098,253
1.050,1.575,97.375,0,0,0,0,393992,100544476,0,0,3532,671
0.268,0.268,99.464,0,0,0,413696,489396,122740123,0,0,4137,257
0,0.264,99.472,0.264,0,0,0,494088,122764204,0,0,4062,223
0,0.265,99.735,0,0,0,0,490008,122755120,0,0,4047,214
0.262,0.525,99.213,0,0,0,0,484092,122767232,0,0,4054,213
0,0,100,0,0,0,49152,485010,122765718,0,0,4070,238
0.264,0.264,99.472,0,0,0,0,485010,122767232,0,0,4052,223
0.263,0.263,99.474,0,0,0,0,484806,122767232,0,0,4054,220
0,0.265,99.735,0,0,0,0,486336,122765718,0,0,4044,209
0,0.264,99.736,0,0,0,0,485622,122767232,0,0,4062,219
3.333,1.026,95.641,0,0,0,0,407180,101039329,0,0,3558,696
2.618,0,97.382,0,0,0,45056,496230,122765718,0,0,4175,276
2.857,0.519,96.623,0,0,0,3608576,489906,122767232,0,0,4174,268
2.611,0.261,97.128,0,0,0,0,493374,122767232,0,0,4149,271
3.117,0.260,96.623,0,0,0,0,484194,122765718,0,0,4155,276
3.109,0.259,96.632,0,0,0,0,491742,122765718,0,0,4228,266
2.857,0.260,96.883,0,0,0,0,493170,122765718,0,0,4195,262
3.109,0.259,96.373,0.259,0,0,20480,483480,122767232,0,0,4169,305
4.156,0.260,95.584,0,0,0,0,492864,122768746,0,0,4237,393
3.125,0,96.875,0,0,0,0,492150,122767232,0,0,4166,287
4.326,1.018,94.656,0,0,0,0,399005,101136223,0,0,3583,709
2.857,0.260,96.883,0,0,0,0,485418,122767232,0,0,4176,277
3.125,0,96.875,0,0,0,28672,485112,122767232,0,0,4166,281
2.105,0.263,97.632,0,0,0,53248,487764,122767232,0,0,4147,262
2.611,0.261,97.128,0,0,0,0,487662,122764204,0,0,4144,257
3.856,0.257,95.887,0,0,0,0,485928,122765718,0,0,4201,296
3.876,0,96.124,0,0,0,0,485520,122767232,0,0,4196,285
3.101,0.517,96.382,0,0,0,0,487662,122770260,0,0,4151,279
3.627,0,96.373,0,0,0,0,485520,122765718,0,0,4149,275
2.618,0.262,97.120,0,0,0,12288,482460,122767232,0,0,4169,293
3.077,1.538,95.385,0,0,0,0,401753,101131785,0,0,3637,685
3.368,0.259,96.373,0,0,0,0,487078,122768746,0,0,4175,279
0.533,0.267,99.200,0,0,0,0,492252,122765718,0,0,4063,221
0.535,0.267,99.198,0,0,0,0,492864,122768746,0,0,4071,238
0.532,0.266,98.936,0.266,0,0,0,485622,122765718,0,0,4055,222
0,0.267,99.733,0,0,0,45056,481836,122764204,0,0,4060,220
0,0.265,99.735,0,0,0,0,485724,122765718,0,0,4053,204
0.263,0.263,99.474,0,0,0,53248,485316,122768746,0,0,4107,259
0,0.528,99.472,0,0,0,0,485418,122767232,0,0,4061,222
0,0,100,0,0,0,0,486132,122765718,0,0,4049,211
0.262,0.525,99.213,0,0,0,0,435061,109741045,0,0,3670,555
0.263,1.053,98.684,0,0,0,36864,435869,114036751,0,0,3908,322
0.264,0.264,99.472,0,0,0,253952,480420,122767232,0,0,4123,239
