"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/iperf3-1573043775-100-macsec-aegis128l-e-1500-dstat.csv",,,,"Date:","06 Nov 2019 21:02:32 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.698,0.465,94.817,0.020,0,31193.053,98388.249,0,0,0,0,24156.611,1558.150
1.050,0.787,98.163,0,0,0,0,453159,114840517,0,0,3900,318
0,0.264,99.736,0,0,0,0,495656,122470722,0,0,4047,209
0,0.526,99.474,0,0,0,61440,495232,122452506,0,0,4064,222
0,0.262,99.738,0,0,0,0,497882,122450988,0,0,4056,223
0.517,0.258,99.225,0,0,0,0,493512,122450988,0,0,4063,225
0,0,100,0,0,0,0,497246,122452506,0,0,4041,207
0.518,0.259,99.223,0,0,0,0,495974,122452506,0,0,4048,217
0.260,0.260,99.481,0,0,0,0,493854,122458578,0,0,4073,258
0,0.519,99.481,0,0,0,12288,496186,122441880,0,0,4073,230
0,0,100,0,0,0,0,496398,122463242,0,0,4056,217
2.558,1.023,96.419,0,0,0,0,406058,99897645,0,0,5831,619
1.558,0.260,98.182,0,0,0,0,499896,122455542,0,0,4096,251
0.787,0.262,98.950,0,0,0,0,500573,122451135,0,0,4068,249
0.263,0.526,99.211,0,0,0,45056,502016,122454024,0,0,4064,229
0.265,0,99.735,0,0,0,0,495632,122440362,0,0,4052,217
0.263,0.263,99.474,0,0,0,0,498836,122458578,0,0,4063,220
0,0.265,99.735,0,0,0,77824,497776,122450988,0,0,4087,221
0,0.264,99.736,0,0,0,0,497458,122461614,0,0,4060,217
0.263,0.263,99.211,0.263,0,0,0,498306,122443398,0,0,4054,208
0.264,0.264,99.472,0,0,0,12288,497246,122472240,0,0,4072,237
1.295,1.295,97.409,0,0,0,0,398198,99891055,0,0,5458,597
0,0,100,0,0,0,3784704,498624,122467686,0,0,4068,215
0,0.262,99.738,0,0,0,0,498518,122446434,0,0,4058,216
0,0.260,99.740,0,0,0,0,499790,122460096,0,0,4056,219
0.259,0.259,99.482,0,0,0,0,496374,122454024,0,0,4064,224
0.775,0.258,98.966,0,0,0,53248,495444,122434290,0,0,4077,232
0,0,100,0,0,0,315392,491840,122452506,0,0,4119,239
0,0.519,99.481,0,0,0,0,490992,122455542,0,0,4073,228
0,0,100,0,0,0,0,495020,122452506,0,0,4054,217
0,0.260,99.740,0,0,0,0,491734,122452506,0,0,4044,200
1.781,1.527,96.692,0,0,0,0,400388,100438158,0,0,6316,616
2.828,0,97.172,0,0,0,61440,491310,122458578,0,0,4194,281
0.265,0,99.735,0,0,0,28672,499578,122443398,0,0,4060,232
0,0.265,99.735,0,0,0,0,499896,122461614,0,0,4044,199
0.526,0.263,99.211,0,0,0,0,498494,122440362,0,0,4063,221
0.263,0.526,99.211,0,0,0,0,488872,122466168,0,0,4061,224
0.263,0.263,99.474,0,0,0,28672,497140,122454024,0,0,4080,228
0,0,100,0,0,0,0,498518,122455542,0,0,4055,217
0,0.528,99.472,0,0,0,0,495550,122455542,0,0,4058,209
0,0.528,99.472,0,0,0,0,498624,122446434,0,0,4066,222
0.522,1.044,98.172,0.261,0,0,0,410107,100435015,0,0,5295,571
0.775,0,99.225,0,0,0,0,477532,122441880,0,0,4064,223
0.260,0.260,99.481,0,0,0,45056,479332,122464650,0,0,4071,237
0,0.260,99.740,0,0,0,0,479544,122454024,0,0,4057,219
0.260,0,99.740,0,0,0,0,479650,122452506,0,0,4061,218
0,0.519,99.481,0,0,0,0,475162,122454024,0,0,4044,207
0,0.260,99.740,0,0,0,0,479862,122450988,0,0,4053,211
0.775,0,99.225,0,0,0,0,481558,122457060,0,0,4094,256
0.259,0.518,99.223,0,0,0,12288,477954,122450988,0,0,4074,240
0,0.260,99.740,0,0,0,0,482088,122463132,0,0,4049,217
