"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","test1-HP-ProDesk-600-G1-TWR",,,,"User:","root"
"Cmdline:","dstat -N eno1,macsec0--noheaders --output final3/ping-1573043775-macsec-aesgcm-e-jumbo-2928-dstat.csv",,,,"Date:","06 Nov 2019 18:04:13 CET"
"total cpu usage",,,,,"dsk/total",,"net/eno1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.602,0.486,94.888,0.023,0,49403.459,133872.037,0,0,0,0,21927.171,1919.783
1.975,2.222,95.802,0,0,0,45056,1122080,1122080,0,0,15069,14124
2.222,1.975,95.802,0,0,0,0,1122560,1122400,0,0,15064,14098
1.990,1.493,96.517,0,0,0,0,1122400,1122400,0,0,15071,14108
1.728,2.469,95.802,0,0,0,0,1122080,1122240,0,0,15062,14095
1.746,1.496,96.758,0,0,0,0,1119040,1119040,0,0,15029,14044
1.985,1.737,96.278,0,0,0,12288,1123249,1123072,0,0,15075,14108
1.250,1.750,97,0,0,0,0,1123200,1123200,0,0,15080,14138
1.263,1.010,97.727,0,0,0,0,1905939,1905792,0,0,15042,14026
1.272,0,98.728,0,0,0,4497408,2015712,2015712,0,0,15038,14071
0.513,0,99.487,0,0,0,0,2015712,2016000,0,0,15033,14047
1.269,0.254,98.477,0,0,0,32768,2015136,2015136,0,0,15038,14069
0.257,0,99.743,0,0,0,0,2016000,2016000,0,0,15032,14044
1.013,0.759,98.228,0,0,0,0,2014848,2014848,0,0,15029,14044
0.256,0.256,99.487,0,0,0,1785856,2015136,2015136,0,0,15380,14153
1.263,1.010,97.727,0,0,0,0,3297440,3297152,0,0,14968,13958
1.759,0.754,97.487,0,0,0,28672,3782432,3782432,0,0,14945,13975
1.508,1.256,97.236,0,0,0,0,3782976,3783520,0,0,14948,13980
1.259,1.259,97.481,0,0,0,0,3784064,3784064,0,0,14948,13961
1.259,1.259,97.481,0,0,0,0,3781344,3781344,0,0,14943,13978
1.013,0.759,98.228,0,0,0,0,3781888,3781888,0,0,14940,13961
1.754,1.253,96.992,0,0,0,12288,3781888,3781888,0,0,14949,13976
1.754,1.253,96.992,0,0,0,0,5610367,5610752,0,0,14841,13837
2.757,0.501,96.742,0,0,0,0,7232544,7232654,0,0,14739,13785
2.723,1.485,95.792,0,0,0,16384,7235859,7234656,0,0,14743,13785
1.763,1.008,97.229,0,0,0,0,7235712,7236768,0,0,14740,13766
1.759,1.005,97.236,0,0,0,53248,7236768,7236768,0,0,14744,13771
2.256,1.003,96.742,0,0,0,0,7235712,7234656,0,0,14741,13792
2.500,0.750,96.750,0,0,0,0,7234656,7234656,0,0,14741,13778
1.763,1.008,96.474,0.756,0,0,12709888,7775632,7775632,0,0,14807,13760
1.259,1.259,97.481,0,0,0,0,9741896,9741896,0,0,14648,13641
0.759,1.519,97.722,0,0,0,61440,9734736,9734736,0,0,14639,13687
1.013,1.266,97.722,0,0,0,0,9751920,9751920,0,0,14653,13668
1.269,0.761,97.970,0,0,0,0,9751920,9753352,0,0,14660,13672
1.263,1.010,97.727,0,0,0,2211840,9749056,9749056,0,0,14658,13668
1.015,1.015,97.970,0,0,0,0,9749056,9747624,0,0,14651,13673
2.010,1.005,96.985,0,0,0,20480,9746192,9747624,0,0,14653,13676
0.767,0.512,98.721,0,0,0,0,10205656,10205742,0,0,14667,13667
0.759,1.519,97.722,0,0,0,0,10339098,10337580,0,0,14656,13654
1.015,0.761,98.223,0,0,0,0,10340616,10340616,0,0,14661,13690
1.259,1.511,97.229,0,0,0,0,10337662,10337662,0,0,14657,13667
1.023,0.256,98.721,0,0,0,24576,10339098,10339098,0,0,14663,13685
1.266,0.759,97.975,0,0,0,0,10339098,10339098,0,0,14657,13666
1.259,1.511,97.229,0,0,0,0,10334544,10336062,0,0,14656,13687
