"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/ping-1578412664-macsec-aes-gcm-we-jumbo-Ethernet-9000-dstat.csv",,,,"Date:","08 Jan 2020 00:42:45 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.021,8.521,87.423,0.035,0,13210.834,37668.766,0,0,0,0,4864.647,11623.510
1.538,1.282,97.179,0,0,0,0,125736,125736,0,0,2553,4933
1.285,3.856,94.859,0,0,0,0,113412,113568,0,0,2273,4416
2.475,5.693,91.832,0,0,0,0,110554,110448,0,0,1558,3629
0.988,7.407,91.605,0,0,0,106496,109668,109774,0,0,1596,3634
1.733,6.188,91.832,0.248,0,0,73728,109590,109590,0,0,1555,3607
2.010,4.774,93.216,0,0,0,0,109980,109980,0,0,1548,3600
2.481,5.211,92.308,0,0,0,0,109980,109980,0,0,1551,3603
1.266,4.810,93.924,0,0,0,0,110136,110136,0,0,1540,3606
2.488,4.975,92.537,0,0,0,0,110136,110136,0,0,1547,3614
1.003,6.015,92.982,0,0,0,24576,109824,109824,0,0,1550,3604
2.963,5.432,91.605,0,0,0,0,109980,109980,0,0,1553,3607
1.253,5.514,93.233,0,0,0,0,109824,109824,0,0,1540,3591
3.695,4.926,91.379,0,0,0,0,109824,109824,0,0,1558,3603
1.750,5.250,93,0,0,0,8192,109980,109980,0,0,1548,3601
2.256,4.511,92.982,0.251,0,0,24576,109824,109824,0,0,1547,3609
1.750,5.250,93,0,0,0,0,110136,109980,0,0,1550,3601
1.504,5.514,92.982,0,0,0,0,109980,110136,0,0,1550,3607
1.269,4.315,94.416,0,0,0,0,110136,110136,0,0,1538,3596
2.005,5.013,92.982,0,0,0,81920,110242,110136,0,0,1566,3638
2.015,4.282,93.451,0.252,0,0,98304,109824,109824,0,0,1546,3594
1.985,5.955,92.060,0,0,0,0,110136,110086,0,0,1559,3615
2.020,4.040,93.939,0,0,0,0,109980,110136,0,0,1534,3597
1.995,5.486,92.519,0,0,0,0,110136,109980,0,0,1548,3601
1.754,5.013,93.233,0,0,0,8192,109980,110136,0,0,1549,3614
2,5,92.750,0.250,0,0,40960,109824,109824,0,0,1550,3604
1.515,4.798,93.687,0,0,0,0,110136,110136,0,0,1530,3593
2.239,5.224,92.537,0,0,0,0,110136,110136,0,0,1547,3609
2.513,4.271,93.216,0,0,0,0,110136,110136,0,0,1547,3613
1.511,4.786,93.703,0,0,0,0,110292,110136,0,0,1539,3604
2.025,4.051,93.924,0,0,0,24576,109824,109980,0,0,1552,3606
1.995,5.486,92.519,0,0,0,0,110136,110136,0,0,1558,3604
1.504,5.263,93.233,0,0,0,0,110136,110136,0,0,1546,3604
1.746,5.736,92.519,0,0,0,0,109980,109980,0,0,1546,3598
3.431,5.637,90.931,0,0,0,2899968,108108,108108,0,0,1549,3573
2.267,4.282,93.199,0.252,0,0,49152,109668,109668,0,0,1542,3610
2.256,4.511,93.233,0,0,0,0,109980,109980,0,0,1549,3601
2.250,5,92.750,0,0,0,0,110136,110136,0,0,1538,3603
1.500,5.500,93,0,0,0,0,110214,110214,0,0,1557,3612
1.244,6.468,92.289,0,0,0,139264,109980,109980,0,0,1596,3642
2.743,4.489,92.519,0.249,0,0,24576,109824,109824,0,0,1560,3614
2.010,4.523,93.467,0,0,0,0,110136,110136,0,0,1546,3608
2.233,5.707,92.060,0,0,0,0,109980,109824,0,0,1549,3594
2.488,4.975,92.537,0,0,0,0,109668,109824,0,0,1545,3594
1.523,4.315,94.162,0,0,0,0,109980,109824,0,0,1533,3597
1.034,3.101,95.866,0,0,0,24576,109512,109668,0,0,1526,3599
2.217,6.158,91.626,0,0,0,0,109824,109824,0,0,1551,3587
1.975,6.420,91.605,0,0,0,0,109980,109980,0,0,1552,3600
