"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat -N eth1,macsec0--noheaders --output final/iperf3-1571844895-100-macsec-aesgcm-we-jumbo-dstat.csv",,,,"Date:","24 Oct 2019 00:52:24 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eth1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
3.919,8.733,87.073,0.275,0,8665.751,41152.813,0,0,0,0,4578.513,8166.141
7.848,15.443,76.709,0,0,0,0,397092,12097852,0,0,10000,25100
8.543,15.829,75.628,0,0,0,0,388106,12600052,0,0,10406,26232
9.023,15.288,75.689,0,0,0,0,393828,12392352,0,0,10253,25882
10,14.500,75.500,0,0,0,0,385294,12556652,0,0,10380,26047
9.296,15.829,74.623,0.251,0,0,106496,387702,12934750,0,0,10659,26744
10.500,14.250,75.250,0,0,0,0,375826,12609352,0,0,10385,25908
7.809,16.625,75.567,0,0,0,0,357390,12897652,0,0,10551,25975
9.273,15.539,75.188,0,0,0,0,426870,12668150,0,0,10404,26937
10.050,15.075,74.874,0,0,0,0,420444,12792150,0,0,10474,27113
9.774,15.288,74.937,0,0,0,1490944,420648,12795250,0,0,10472,27159
8.122,13.706,77.665,0.508,0,0,40960,384078,9243731,0,0,7820,19371
7.071,18.434,74.495,0,0,0,0,480198,13280502,0,0,10700,28138
8.794,16.583,74.623,0,0,0,0,422544,13049552,0,0,10625,27110
10.050,13.819,76.131,0,0,0,0,385272,12403202,0,0,10294,25821
10.076,13.854,76.071,0,0,0,0,382050,12350502,0,0,10240,25741
9.524,15.539,74.937,0,0,0,0,390456,12903750,0,0,10659,26733
7.789,16.583,75.126,0.503,0,0,81920,373704,12683752,0,0,10420,25980
7.789,17.337,74.874,0,0,0,0,420954,12815400,0,0,10520,27133
7.769,17.293,74.937,0,0,0,0,421056,12795250,0,0,10426,27109
10.025,15.288,74.687,0,0,0,0,420954,12798769,0,0,10488,27120
8.312,13.098,78.589,0,0,0,0,335630,8434721,0,0,7378,19157
11.224,13.520,75.255,0,0,0,0,496241,13203385,0,0,10307,27622
10.500,14.250,75,0.250,0,0,81920,372192,12731700,0,0,10364,26061
8,16.750,75.250,0,0,0,0,410334,12629502,0,0,10329,26612
8.543,15.829,75.628,0,0,0,0,403158,12361352,0,0,10267,26110
7.018,18.045,74.937,0,0,0,0,420240,12773550,0,0,10454,27076
8.500,16.750,74.750,0,0,0,0,420546,12785950,0,0,10478,27048
8.794,16.332,74.874,0,0,0,0,420240,12767350,0,0,10512,27080
8.772,16.291,74.436,0.501,0,0,24576,419934,12778200,0,0,10501,27120
9.023,16.040,74.937,0,0,0,16384,420648,12790600,0,0,10453,27143
8.838,12.879,78.283,0,0,0,0,316549,9224824,0,0,7939,20104
9.296,16.080,74.623,0,0,0,0,514136,12561608,0,0,10206,27067
10.777,14.536,74.687,0,0,0,0,412344,13051000,0,0,10526,26802
9.750,14.750,75.500,0,0,0,0,381024,12600052,0,0,10221,25895
12.500,12.750,74.500,0.250,0,0,253952,384336,12829350,0,0,10523,26569
11.250,13,75.750,0,0,0,0,385392,12246652,0,0,10120,25608
10.250,14.250,75.500,0,0,0,0,397848,12330352,0,0,10256,25971
11.529,13.534,74.937,0,0,0,0,397494,12875850,0,0,10629,26816
9.296,15.327,75.377,0,0,0,0,380556,12807650,0,0,10538,26165
10.777,13.784,75.439,0,0,0,0,370584,12765902,0,0,10503,26005
11.307,13.819,74.623,0.251,0,0,40960,419424,12750300,0,0,10447,27076
7.323,15.152,77.525,0,0,0,0,375332,9144602,0,0,7813,20166
11.970,14.214,73.815,0,0,0,0,457398,13207652,0,0,10550,27683
10.276,13.784,75.940,0,0,0,0,381306,12372202,0,0,10256,25691
6.516,18.296,75.188,0,0,0,0,371370,12750300,0,0,10529,26085
9.023,15.539,75.439,0,0,0,0,394290,12607802,0,0,10433,26330
8.608,14.684,76.203,0.506,0,0,81920,395310,12195400,0,0,10070,25763
8.271,16.792,74.937,0,0,0,0,384792,12919250,0,0,10591,26634
9,16,75,0,0,0,0,388572,12707002,0,0,10496,26216
11.028,13.033,75.940,0,0,0,0,396948,12254402,0,0,10130,25851
9.774,15.288,74.937,0,0,0,0,386580,12931650,0,0,10676,26678
9.137,11.929,78.934,0,0,0,0,291424,8581777,0,0,7522,18621
11.750,13.500,74.250,0.500,0,0,81920,385050,13092850,0,0,10763,26817
9.774,14.286,75.940,0,0,0,0,383346,12462000,0,0,10326,25857
9.824,14.106,76.071,0,0,0,0,392940,12310202,0,0,10205,25818
12.030,13.033,74.937,0,0,0,0,420036,12773550,0,0,10466,27065
10.025,15.038,74.937,0,0,0,0,419934,12770450,0,0,10412,27033
11.779,13.283,74.937,0,0,0,0,419118,12745752,0,0,10461,26997
10.302,14.824,74.623,0.251,0,0,24576,421056,12798350,0,0,10486,27124
11.055,14.070,74.874,0,0,0,0,420138,12767350,0,0,10498,27077
9.273,15.789,74.937,0,0,0,0,420648,12787500,0,0,10489,27083
8.586,13.889,77.525,0,0,0,0,332074,9703221,0,0,8286,21105
9.320,14.861,75.819,0,0,0,0,415559,11757507,0,0,9784,24928
10.025,15.038,74.937,0,0,0,0,431460,12717750,0,0,10472,27012
10.553,14.573,74.623,0.251,0,0,81920,431154,12706900,0,0,10425,27009
7.769,17.293,74.937,0,0,0,0,429722,12696438,0,0,10492,27146
7.538,17.085,75.377,0,0,0,8192,345264,13192050,0,0,10726,26183
9.774,15.288,74.937,0,0,0,0,473572,12231152,0,0,10274,27658
11.529,13.534,74.937,0,0,0,0,382500,13091300,0,0,10780,26513
8.521,16.291,75.188,0,0,0,0,464838,12418702,0,0,10250,26931
8.728,16.708,70.574,3.990,0,0,90112,386988,13030850,0,0,10790,26758
7.268,17.794,74.937,0,0,0,0,384540,12976600,0,0,10738,26721
8.861,13.924,77.215,0,0,0,0,354626,8540033,0,0,7512,19852
7.500,17.500,75,0,0,0,0,390456,13044800,0,0,10601,26788
8.500,16.750,74.750,0,0,0,0,385662,12950250,0,0,10556,26572
9.799,15.327,73.367,1.508,0,0,163840,384642,12930100,0,0,10695,26602
9.273,15.789,74.937,0,0,0,0,387702,12927000,0,0,10623,26672
11.055,14.070,74.874,0,0,0,0,385968,12894450,0,0,10690,26631
9.273,15.789,74.937,0,0,0,0,386682,12948700,0,0,10714,26684
9.045,16.080,74.874,0,0,0,0,385764,12925450,0,0,10610,26609
9.273,15.789,74.937,0,0,0,0,385560,12959550,0,0,10685,26662
10.804,14.322,74.623,0.251,0,0,24576,385764,12940950,0,0,10569,26672
5.823,15.190,78.987,0,0,0,0,285866,8372948,0,0,7389,18014
11.055,14.070,74.874,0,0,0,0,427890,12736350,0,0,10418,26934
11.529,13.534,74.937,0,0,0,0,439937,12682483,0,0,10437,27046
8.772,16.541,74.687,0,0,0,0,429318,12731700,0,0,10425,27051
9.524,15.539,74.937,0,0,0,0,398671,13054202,0,0,10684,26907
8.020,17.043,74.436,0.501,0,0,81920,379440,13126950,0,0,10748,26831
10.276,14.787,74.937,0,0,0,0,379850,13001502,0,0,10645,27045
8.271,16.792,74.937,0,0,0,0,434046,12739552,0,0,10521,27121
9.273,16.040,74.687,0,0,0,0,385458,13030850,0,0,10741,26775
12.030,13.033,74.937,0,0,0,0,385662,13035500,0,0,10778,26751
7.769,19.048,73.183,0,0,0,0,387571,12810959,0,0,10576,26442
10.354,12.879,76.515,0.253,0,0,24576,420355,9765872,0,0,8311,22669
10.804,14.573,74.623,0,0,0,0,425628,13133252,0,0,10672,27284
7.789,17.337,74.874,0,0,0,0,381582,12992100,0,0,10653,26612
9.273,15.789,74.937,0,0,0,0,380358,12945600,0,0,10680,26599
8.794,16.332,74.874,0,0,0,0,381990,12954900,0,0,10642,26566
8.271,16.792,74.937,0,0,0,0,381174,12948700,0,0,10680,26561
9.799,15.327,74.623,0.251,0,0,81920,381378,12936300,0,0,10682,26614
9.524,15.288,75.188,0,0,0,0,359298,13046452,0,0,10550,26082
9.204,17.662,73.134,0,0,0,0,574744,12762904,0,0,10004,28987
7.250,17,75.750,0,0,0,0,404352,12228052,0,0,10170,25805
7.071,13.889,79.040,0,0,0,0,329806,8477336,0,0,7526,18421
10.500,15.750,73.750,0,0,0,0,489028,13198352,0,0,10611,28378
9.296,16.583,73.618,0.503,0,0,172032,502652,13102354,0,0,10442,28144
10.500,15.500,74,0,0,0,0,454824,13088302,0,0,10640,27736
7.538,17.588,74.874,0,0,0,0,381072,12965750,0,0,10685,26630
7.053,15.617,77.330,0,0,0,0,375204,11820504,0,0,9819,24694
9.273,15.789,74.937,0,0,0,0,383520,12942500,0,0,10676,26628
9.824,14.610,75.567,0,0,0,0,395904,12677552,0,0,10302,26265
9.799,14.573,75.377,0.251,0,0,24576,344436,12979700,0,0,10563,25682
8.040,17.085,74.874,0,0,0,0,422382,12758050,0,0,10430,27137
7.789,14.573,77.638,0,0,0,0,308769,8905729,0,0,7748,19265
10.406,13.452,76.142,0,0,0,0,481794,12500954,0,0,10056,26432
9.750,14.500,75.750,0,0,0,65536,373470,12510152,0,0,10328,25724
12.281,12.030,75.689,0,0,0,0,388536,12375302,0,0,10269,25814
9.500,14.750,75.250,0.500,0,0,90112,376824,12379850,0,0,10210,25704
9.023,16.040,74.937,0,0,0,0,408510,12807650,0,0,10523,26899
7.828,15.657,76.515,0,0,0,0,381096,12314852,0,0,10217,25602
9.572,14.861,75.567,0,0,0,0,376396,12773652,0,0,10522,26199
9.774,15.288,74.937,0,0,0,0,413630,12742550,0,0,10576,26840
6.516,17.794,75.689,0,0,0,0,382614,12511702,0,0,10292,25874
9.750,15,75,0.250,0,0,24576,364350,12640455,0,0,10449,25753
8.081,12.879,79.040,0,0,0,0,330626,8361678,0,0,7262,17866
9.091,14.394,76.515,0,0,0,0,376764,12499302,0,0,10348,25795
8.271,16.792,74.937,0,0,0,0,383520,13023100,0,0,10723,26750
9.114,14.430,76.456,0,0,0,0,392406,12345852,0,0,10200,25839
10.050,14.070,75.879,0,0,0,0,381778,12536502,0,0,10362,26059
7.268,17.293,74.937,0.501,0,0,81920,369654,12632602,0,0,10404,25840
9.750,14.750,75.500,0,0,0,0,377868,12648102,0,0,10450,25897
7.789,17.085,75.126,0,0,0,0,395352,12793700,0,0,10596,26701
9.799,14.322,75.879,0,0,0,0,406674,12313302,0,0,10200,26159
11.779,13.283,74.937,0,0,0,0,420546,12778200,0,0,10475,27114
5.584,16.497,77.919,0,0,0,0,352484,9246729,0,0,7963,20479
10.500,16,73.250,0.250,0,0,81920,532174,13358002,0,0,10513,28481
9.045,16.583,74.372,0,0,0,0,495690,13020102,0,0,10356,28079
11.028,15.038,73.935,0,0,0,0,526052,12996954,0,0,10227,28286
8.271,18.045,73.684,0,0,0,0,543362,13012454,0,0,10257,28587
10.750,15.250,74,0,0,0,0,527800,12962752,0,0,10046,27931
10.050,14.824,75.126,0,0,0,16384,376704,12927102,0,0,10682,26582
9,15.750,74.750,0.500,0,0,40960,413412,12359700,0,0,10271,26299
12.030,14.286,73.684,0,0,0,0,539606,13210854,0,0,10103,28688
9.774,16.040,74.185,0,0,0,0,532380,12541254,0,0,10191,28493
9.091,13.384,77.525,0,0,0,0,416749,9302032,0,0,7805,21523
10.250,16,73.750,0,0,0,0,523608,13257252,0,0,10423,28279
9.068,16.373,74.559,0,0,0,32768,433754,13118171,0,0,10690,27425
10.750,13.500,75.250,0.500,0,0,98304,380460,12424902,0,0,10316,25789
9.023,15.038,75.940,0,0,0,0,409458,12284235,0,0,10128,26095
9.524,15.789,74.687,0,0,0,0,391156,12933200,0,0,10633,26721
8.772,15.789,75.439,0,0,0,0,378900,12638802,0,0,10423,25994
11.558,13.065,75.377,0,0,0,0,370476,12796902,0,0,10573,26212
11.529,13.033,75.439,0,0,0,0,448518,12303900,0,0,10203,26885
11.028,14.035,74.687,0.251,0,0,24576,420852,12789050,0,0,10493,27114
11.307,13.819,74.874,0,0,0,0,421531,12796903,0,0,10491,27141
7.928,13.811,78.261,0,0,0,73728,397297,9595477,0,0,8069,20496
10.777,14.286,74.937,0,0,0,0,385050,13060300,0,0,10772,26807
11.055,13.065,75.879,0,0,0,0,387816,12406302,0,0,10306,25858
9,15.250,75.750,0,0,0,0,390966,12336552,0,0,10262,25845
6.784,18.342,74.372,0.503,0,0,90112,386478,12948700,0,0,10753,26754
7.519,16.541,75.940,0,0,0,0,401262,12259052,0,0,10136,25928
10.250,14,75.750,0,0,0,0,394952,12328802,0,0,10232,25814
9.824,15.869,74.307,0,0,0,0,533154,12824802,0,0,10186,28687
10.396,16.832,72.772,0,0,0,0,561356,12776854,0,0,10199,29561
10.804,15.075,74.121,0,0,0,0,570666,12612554,0,0,10028,29124
8.142,13.740,77.863,0.254,0,0,24576,416170,9332184,0,0,7755,21045
8.333,17.172,74.495,0,0,0,0,501594,13198352,0,0,10472,28204
10.050,15.075,74.874,0,0,0,0,381990,13003052,0,0,10710,26669
9.273,15.038,75.689,0,0,0,0,414132,12316300,0,0,10143,26215
9.524,15.539,74.937,0,0,0,0,420954,12793700,0,0,10466,27130
10.526,13.784,75.689,0,0,0,0,375534,12503850,0,0,10369,25859
10,15.250,74.250,0.500,0,0,81920,446676,12617102,0,0,10350,27291
12.531,12.531,74.937,0,0,0,0,421056,12795250,0,0,10447,27111
11.307,13.819,74.874,0,0,0,0,420648,12782850,0,0,10464,27141
10.276,14.787,74.937,0,0,0,0,421362,12806100,0,0,10457,27082
8.629,12.690,78.680,0,0,0,8192,305463,8625178,0,0,7542,18386
11.083,13.350,75.567,0,0,0,0,451148,12496202,0,0,10265,25726
10.474,15.960,73.067,0.499,0,0,81920,545850,12781402,0,0,10160,28985
8.543,17.085,74.372,0,0,0,0,538458,12556754,0,0,10083,28596
8.291,16.080,75.628,0,0,0,0,391680,12775202,0,0,10472,26302
8.794,16.332,74.874,0,0,0,0,389640,12944050,0,0,10680,26780
8.250,17.250,74.500,0,0,0,81920,533758,12553654,0,0,9828,28447
12.030,14.035,73.935,0,0,0,0,568900,12378504,0,0,10245,29180
