"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat -N eth1,macsec0--noheaders --output final/ping-1571844895-macsec-aesgcm-e-jumbo-Ethernet-9000-dstat.csv",,,,"Date:","24 Oct 2019 02:01:28 CEST"
"total cpu usage",,,,,"dsk/total",,"net/eth1",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
3.813,8.276,87.649,0.262,0,7620.026,39982.655,0,0,0,0,4454.237,8074.179
1.542,3.599,94.602,0.257,0,0,81920,118511,118944,0,0,3153,4544
0.519,3.896,95.584,0,0,0,0,113518,113839,0,0,3099,4496
0.521,3.906,95.573,0,0,0,0,112788,113152,0,0,3109,4493
0.777,3.886,95.337,0,0,0,188416,112944,113100,0,0,3142,4630
0.519,3.896,95.584,0,0,0,0,113100,113280,0,0,3098,4497
1.558,2.597,95.325,0.519,0,0,40960,109668,109668,0,0,2839,4183
0.535,0.535,98.930,0,0,0,0,109044,108888,0,0,2279,3864
0.538,0.269,99.194,0,0,0,0,108888,109044,0,0,2258,4128
0,1.333,98.667,0,0,0,0,108822,110126,0,0,2286,4189
1.070,0.267,98.663,0,0,0,0,108888,109044,0,0,2275,3971
2.362,0.787,96.588,0.262,0,0,24576,107952,107952,0,0,2299,4204
0.269,0.269,99.462,0,0,0,0,108888,108888,0,0,2265,4110
2.083,1.823,96.094,0,0,0,0,109356,109356,0,0,2450,4122
1.299,3.117,95.584,0,0,0,57344,111072,111072,0,0,3066,4425
2.057,3.085,94.859,0,0,0,0,111072,111072,0,0,3077,4408
1.550,3.101,94.574,0.775,0,0,98304,110399,109980,0,0,3035,4373
1.531,4.592,93.878,0,0,0,0,111384,111384,0,0,3085,4414
1.058,1.058,97.884,0,0,0,0,109980,110399,0,0,2572,3926
1.064,0.798,98.138,0,0,0,24576,108966,108966,0,0,2287,3977
0.269,0.269,99.462,0,0,0,0,109044,109044,0,0,2279,4080
1.316,1.579,96.579,0.526,0,0,73728,107952,107952,0,0,2303,4176
0.798,0.798,98.404,0,0,0,0,108888,108888,0,0,2287,4147
1.061,0.796,98.143,0,0,0,0,109044,109044,0,0,2282,4117
0.796,1.061,98.143,0,0,0,0,108888,108888,0,0,2302,4178
0.535,0.535,98.930,0,0,0,0,109200,109044,0,0,2283,4122
0.268,0.804,98.391,0.536,0,0,24576,108108,108108,0,0,2279,4158
1.058,1.058,97.884,0,0,0,0,108732,108888,0,0,2278,4213
0,0.538,99.462,0,0,0,0,109044,109044,0,0,2288,4165
1.837,1.050,97.113,0,0,0,8192,108732,108576,0,0,2281,4301
0.536,0.268,99.196,0,0,0,0,108888,109044,0,0,2272,4251
