"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/iperf3-1578411774-1-macsec-aegis128l-e-frag-dstat.csv",,,,"Date:","07 Jan 2020 15:48:11 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
1.674,2.129,96.100,0.097,0,229150.053,17033.372,0,0,0,0,987.575,1988.392
2.618,20.942,76.440,0,0,0,0,155254,23465737,0,0,4779,258
2.880,23.822,73.037,0.262,0,0,131072,176154,29473546,0,0,6034,266
2.639,23.483,73.879,0,0,0,188416,158104,29358314,0,0,5651,352
0.528,25.858,73.615,0,0,0,0,149124,29883416,0,0,5505,236
0.792,25.594,73.615,0,0,0,0,149328,29874586,0,0,5566,227
0.789,25.526,73.684,0,0,0,0,152490,29862558,0,0,5475,227
1.312,25.459,73.228,0,0,0,0,150858,29852538,0,0,5536,223
1.053,25.526,73.421,0,0,0,98304,150450,29833072,0,0,5432,259
1.055,25.330,73.615,0,0,0,0,149124,29898148,0,0,5544,226
1.837,24.934,73.228,0,0,0,0,150450,29880220,0,0,5603,222
