"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r21",,,,"User:","root"
"Cmdline:","dstat -N eth2,macsec0--noheaders --output final/ping-1578412664-macsec-aesgcm-we-frag-1500-dstat.csv",,,,"Date:","07 Jan 2020 21:21:29 GMT"
"total cpu usage",,,,,"dsk/total",,"net/eth2",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
4.458,8.248,87.257,0.037,0,20092.267,37073.666,0,0,0,0,5333.770,13062.975
0.767,2.046,97.187,0,0,0,0,124800,124800,0,0,1719,3911
2.036,4.071,93.893,0,0,0,65536,113674,113412,0,0,2317,4456
1.282,4.103,94.615,0,0,0,0,113412,113568,0,0,2301,4452
2.296,3.571,94.133,0,0,0,0,113256,113256,0,0,2297,4434
1.527,4.580,93.639,0.254,0,0,114688,112788,112894,0,0,2308,4448
1.285,3.599,95.116,0,0,0,0,111306,111306,0,0,2266,4368
0.509,5.344,94.148,0,0,0,0,110916,110916,0,0,2037,4121
2.469,5.926,91.605,0,0,0,0,110136,110136,0,0,1554,3607
1.970,6.404,91.626,0,0,0,0,110136,110136,0,0,1552,3607
1.985,5.955,91.811,0.248,0,0,24576,109356,109356,0,0,1560,3599
2.730,5.211,92.060,0,0,0,0,110136,110136,0,0,1549,3605
1.746,5.486,92.768,0,0,0,0,109980,109980,0,0,1544,3588
3.440,5.160,91.400,0,0,0,0,109980,109980,0,0,1549,3611
2.993,4.489,92.519,0,0,0,0,109980,109824,0,0,1541,3601
2.941,5.882,90.931,0.245,0,0,24576,109824,109980,0,0,1567,3629
1.008,5.542,93.451,0,0,0,0,110292,110292,0,0,1544,3603
1.489,6.203,92.308,0,0,0,8192,110398,110136,0,0,1552,3617
2.709,5.665,91.626,0,0,0,0,110136,110292,0,0,1543,3611
1.759,5.025,93.216,0,0,0,0,110136,110136,0,0,1545,3605
1.504,5.514,92.982,0,0,0,24576,109980,109980,0,0,1552,3617
1.966,6.634,91.400,0,0,0,0,110136,110086,0,0,1564,3609
3.194,5.651,91.155,0,0,0,57344,109980,109980,0,0,1577,3632
2.427,7.282,90.291,0,0,0,0,109980,109980,0,0,1564,3595
1.746,5.736,92.519,0,0,0,0,110136,110136,0,0,1548,3604
0.993,6.700,92.060,0.248,0,0,81920,109668,109824,0,0,1555,3604
2.488,5.224,92.289,0,0,0,0,110292,110292,0,0,1546,3616
1.008,5.290,93.703,0,0,0,0,110292,110136,0,0,1543,3613
2.228,5.693,92.079,0,0,0,0,110136,110292,0,0,1551,3609
2.256,4.762,92.982,0,0,0,0,110136,110136,0,0,1542,3609
1.975,6.173,91.605,0.247,0,0,24576,110058,110058,0,0,1549,3610
1.995,5.237,92.768,0,0,0,0,109980,109980,0,0,1547,3612
2.217,6.897,90.640,0.246,0,0,2826240,108732,108732,0,0,1617,3659
2.500,4.500,93,0,0,0,0,110136,109980,0,0,1546,3600
2.228,5.941,91.832,0,0,0,0,110058,110214,0,0,1551,3620
2.716,5.432,91.605,0.247,0,0,57344,109668,109668,0,0,1558,3617
1.763,4.786,93.451,0,0,0,0,110292,110136,0,0,1535,3606
1.754,5.263,92.982,0,0,0,442368,110136,110292,0,0,1553,3626
1.003,5.764,93.233,0,0,0,0,110292,110292,0,0,1545,3603
2.736,4.726,92.537,0,0,0,0,110292,110292,0,0,1550,3614
0.993,6.700,92.060,0.248,0,0,40960,109980,109980,0,0,1558,3612
1.754,5.263,92.982,0,0,0,0,110136,110136,0,0,1548,3601
2.716,5.432,91.852,0,0,0,0,110136,110136,0,0,1545,3613
1.759,5.025,93.216,0,0,0,0,110292,110136,0,0,1537,3601
2.500,4.500,93,0,0,0,0,110136,110292,0,0,1548,3615
1.737,5.955,92.060,0.248,0,0,24576,109980,109980,0,0,1559,3615
1.010,5.303,93.687,0,0,0,0,110292,110136,0,0,1541,3609
1.975,6.173,91.852,0,0,0,0,110136,110292,0,0,1551,3609
1.741,5.721,92.537,0,0,0,0,110398,110292,0,0,1552,3605
1.010,5.303,93.687,0,0,0,0,110136,110136,0,0,1539,3601
2.970,5.198,91.832,0,0,0,24576,109980,109980,0,0,1563,3623
1.741,5.721,92.537,0,0,0,0,110136,110136,0,0,1548,3603
2.244,5.237,92.519,0,0,0,0,110136,110136,0,0,1552,3610
2.716,5.432,91.852,0,0,0,0,110136,109980,0,0,1546,3603
3.440,5.405,91.155,0,0,0,0,109980,110242,0,0,1580,3638
1.746,5.486,92.519,0.249,0,0,24576,109980,109980,0,0,1556,3620
1.508,5.025,93.467,0,0,0,0,110292,110292,0,0,1540,3603
1.746,5.736,92.519,0,0,0,0,110136,110136,0,0,1550,3604
1.504,5.263,93.233,0,0,0,0,110214,110214,0,0,1549,3607
1.750,5.500,92.750,0,0,0,0,110292,110136,0,0,1542,3606
2.736,4.975,92.289,0,0,0,24576,109824,109824,0,0,1559,3616
2.244,4.988,92.768,0,0,0,0,109824,109980,0,0,1539,3598
2.703,6.143,91.155,0,0,0,0,109980,109980,0,0,1561,3599
1.485,6.436,92.079,0,0,0,0,110214,110058,0,0,1552,3603
1.754,5.013,93.233,0,0,0,0,110136,110136,0,0,1537,3602
2.481,5.211,92.060,0.248,0,0,24576,109980,110136,0,0,1557,3634
3.234,4.478,92.289,0,0,0,0,110136,110136,0,0,1543,3619
2.913,7.282,89.563,0.243,0,0,2646016,108888,108888,0,0,1601,3629
1.508,5.025,93.467,0,0,0,0,110136,110136,0,0,1541,3605
1.235,7.160,91.605,0,0,0,0,110136,110136,0,0,1554,3603
3.186,5.882,90.686,0.245,0,0,57344,109356,109356,0,0,1555,3604
1.527,7.125,91.349,0,0,0,0,120436,120280,0,0,1687,3492
0,0.538,99.462,0,0,0,425984,198516,198516,0,0,2190,4275
0.779,2.857,96.364,0,0,0,0,196812,197096,0,0,1594,3640
0.517,3.359,96.124,0,0,0,0,197380,197096,0,0,1605,3655
1.028,3.342,95.373,0.257,0,0,49152,196244,196528,0,0,1506,3557
1.034,3.101,95.866,0,0,0,0,196812,196812,0,0,1500,3548
1.026,3.590,95.385,0,0,0,0,196812,196812,0,0,1501,3538
1.550,2.584,95.866,0,0,0,0,197096,197096,0,0,1496,3553
1.535,3.325,95.141,0,0,0,0,196528,196528,0,0,1501,3545
0.777,3.109,96.114,0,0,0,24576,196528,196528,0,0,1503,3551
0.518,3.109,96.373,0,0,0,0,196812,196812,0,0,1496,3536
1.282,3.590,95.128,0,0,0,0,196812,196528,0,0,1496,3531
1.289,2.835,95.876,0,0,0,0,196528,196812,0,0,1496,3544
1.289,2.835,95.876,0,0,0,0,196528,196528,0,0,1492,3535
0.514,3.856,95.373,0.257,0,0,24576,195960,195960,0,0,1505,3538
1.285,3.342,95.373,0,0,0,0,196528,196528,0,0,1496,3531
1.542,2.828,95.630,0,0,0,0,196606,196606,0,0,1504,3551
1.031,3.351,95.619,0,0,0,0,196528,196528,0,0,1527,3546
1.028,3.342,95.630,0,0,0,0,196812,196528,0,0,1498,3542
1.285,3.085,95.373,0.257,0,0,24576,196244,196528,0,0,1505,3548
1.546,2.577,95.876,0,0,0,0,196528,196528,0,0,1497,3546
1.034,3.101,95.866,0,0,0,0,196890,196890,0,0,1508,3554
1.276,3.827,94.898,0,0,0,0,196812,196812,0,0,1497,3549
1.036,2.850,96.114,0,0,0,0,196812,196812,0,0,1498,3546
1.036,2.591,96.114,0.259,0,0,24576,196812,196528,0,0,1506,3562
0.779,2.597,96.623,0,0,0,0,196812,197096,0,0,1496,3540
0.515,3.608,95.876,0,0,0,0,196812,196528,0,0,1497,3545
1.554,2.332,96.114,0,0,0,0,197096,197380,0,0,1683,3748
1.031,3.351,95.619,0,0,0,0,196812,196812,0,0,1501,3550
0.777,3.109,96.114,0,0,0,24576,196528,196244,0,0,1506,3547
1.546,2.577,95.876,0,0,0,0,196528,196812,0,0,1494,3543
1.289,3.351,94.845,0.515,0,0,2646016,193688,193688,0,0,1541,3558
1.034,2.842,96.124,0,0,0,0,196812,196812,0,0,1496,3545
1.546,2.835,95.619,0,0,0,0,196528,196528,0,0,1498,3552
1.028,3.342,95.373,0.257,0,0,49152,195676,195676,0,0,1503,3544
2.302,2.558,95.141,0,0,0,0,196244,196244,0,0,1500,3535
0.775,3.101,96.124,0,0,0,0,196528,196528,0,0,1496,3543
1.292,2.842,95.866,0,0,0,0,196528,196244,0,0,1495,3531
1.282,3.333,95.385,0,0,0,0,196528,196812,0,0,1498,3542
0.775,3.101,95.866,0.258,0,0,24576,196244,196244,0,0,1506,3547
2.051,2.564,95.385,0,0,0,0,196812,196812,0,0,1501,3551
0.257,4.113,95.630,0,0,0,0,196528,196528,0,0,1504,3534
0.779,2.857,96.364,0,0,0,0,196812,196812,0,0,1495,3545
0.771,3.599,95.630,0,0,0,0,196812,196812,0,0,1501,3546
1.292,2.842,95.607,0.258,0,0,24576,195676,195676,0,0,1501,3543
0.512,4.348,95.141,0,0,0,0,196890,196890,0,0,1495,3546
1.285,3.085,95.630,0,0,0,0,196812,196812,0,0,1502,3544
1.034,3.101,95.866,0,0,0,0,196918,196528,0,0,1499,3536
1.279,3.581,95.141,0,0,0,0,196528,196812,0,0,1503,3546
1.795,3.077,95.128,0,0,0,24576,196244,196244,0,0,1509,3553
1.804,2.577,95.619,0,0,0,0,196890,196890,0,0,1505,3555
1.527,3.817,94.656,0,0,0,0,196528,196528,0,0,1501,3541
1.538,3.077,95.385,0,0,0,0,196528,196528,0,0,1497,3536
1.289,3.093,95.619,0,0,0,0,196528,196528,0,0,1496,3544
1.546,2.577,95.619,0.258,0,0,24576,196244,196350,0,0,1516,3559
2.036,3.308,94.656,0,0,0,0,196528,196528,0,0,1502,3544
1.285,3.085,95.630,0,0,0,0,196812,196528,0,0,1503,3547
1.031,3.351,95.619,0,0,0,0,196528,196812,0,0,1496,3541
1.285,3.085,95.630,0,0,0,0,196812,196812,0,0,1501,3548
1.282,3.333,94.359,1.026,0,0,24576,196244,196244,0,0,1507,3549
0.775,3.359,95.866,0,0,0,0,196812,196812,0,0,1498,3534
2.302,2.558,95.141,0,0,0,0,196812,196812,0,0,1496,3542
1.813,2.591,95.596,0,0,0,2605056,195392,195392,0,0,1518,3559
2.062,2.062,95.876,0,0,0,0,196812,196812,0,0,1490,3540
1.804,2.320,95.619,0.258,0,0,40960,196244,196244,0,0,1504,3560
1.026,3.846,95.128,0,0,0,0,196812,196812,0,0,1501,3540
1.292,2.584,96.124,0,0,0,0,196812,196812,0,0,1497,3544
1.535,3.325,95.141,0,0,0,24576,196812,196528,0,0,1509,3563
1.809,2.326,95.866,0,0,0,0,196528,196812,0,0,1499,3546
2.051,2.564,95.128,0.256,0,0,24576,195676,195676,0,0,1499,3544
1.023,3.836,95.141,0,0,0,0,196812,196528,0,0,1498,3535
1.034,3.101,95.866,0,0,0,0,196528,196812,0,0,1490,3531
2.558,3.581,93.862,0,0,0,0,184884,184600,0,0,1496,3456
1.028,5.913,93.059,0,0,0,0,333180,333180,0,0,1833,3680
2.030,3.807,93.909,0.254,0,0,32768,364578,365118,0,0,1485,3485
1.523,4.315,94.162,0,0,0,0,365580,365580,0,0,1467,3462
1.289,2.835,95.876,0,0,0,0,364500,364500,0,0,1467,3449
2.571,2.057,95.373,0,0,0,0,361260,361260,0,0,1455,3425
3.053,2.290,94.656,0,0,0,0,360720,360720,0,0,1455,3430
2.051,3.077,94.872,0,0,0,24576,363498,363498,0,0,1477,3469
1.781,3.817,94.402,0,0,0,0,365580,365040,0,0,1477,3463
2.545,3.053,94.402,0,0,0,0,365580,366120,0,0,1481,3468
1.781,3.562,94.656,0,0,0,0,366120,365580,0,0,1478,3469
1.266,4.810,93.924,0,0,0,0,365580,366120,0,0,1479,3468
2.036,3.562,94.148,0.254,0,0,24576,365040,365040,0,0,1487,3480
1.272,4.326,94.402,0,0,0,0,365580,365580,0,0,1482,3458
1.795,3.077,95.128,0,0,0,0,365580,365580,0,0,1473,3465
1.023,3.836,95.141,0,0,0,0,366120,366120,0,0,1477,3464
2.284,3.553,94.162,0,0,0,0,365580,365040,0,0,1476,3468
1.018,4.580,94.148,0.254,0,0,24576,364500,365040,0,0,1485,3479
1.527,4.071,94.402,0,0,0,0,365580,365580,0,0,1477,3457
1.276,4.082,94.643,0,0,0,0,365580,365580,0,0,1477,3471
2.030,4.315,93.655,0,0,0,2531328,362880,362880,0,0,1487,3464
0.513,4.103,95.385,0,0,0,0,366120,365580,0,0,1474,3456
1.519,4.557,93.671,0.253,0,0,40960,364500,365040,0,0,1485,3474
1.772,4.304,93.924,0,0,0,0,365580,365580,0,0,1479,3462
0.763,4.835,94.402,0,0,0,0,365580,365580,0,0,1468,3457
2.025,4.051,93.924,0,0,0,16384,365040,365040,0,0,1482,3463
1.015,4.822,94.162,0,0,0,0,365040,365040,0,0,1479,3470
1.523,4.061,94.162,0.254,0,0,40960,364500,363960,0,0,1483,3458
1.781,3.817,94.402,0,0,0,0,365040,365580,0,0,1473,3462
1.790,3.325,94.885,0,0,0,0,365580,365580,0,0,1476,3463
1.276,4.082,94.643,0,0,0,0,365580,365580,0,0,1480,3464
1.790,3.325,94.885,0,0,0,0,365658,365658,0,0,1474,3467
1.535,3.836,94.629,0,0,0,24576,365041,365040,0,0,1483,3474
